model,num_layers,hidden_channels,learning_rate,n,mean_best_val_acc,std_best_val_acc,mean_test_at_best_val,std_test_at_best_val,mean_final_test_acc,std_final_test_acc,mean_best_epoch,std_best_epoch,best_epoch_at_cap_count,best_epoch_last_10_percent_count,selection_rule
GraphSAGE,4,128,0.01,10,0.8095498676081201,0.005070871662905169,0.8026473702788562,0.00571885239889084,0.7975467702082598,0.006226835672898938,412.2,95.88975150893052,0,0,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,4,128,0.03,10,0.7927978817299206,0.001951174882516043,0.7874161666078362,0.005134958180718718,0.7773561595481822,0.010329477931749558,657.2,94.7755242665531,0,3,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGE,8,128,0.005,10,0.801729920564872,0.010691170941921067,0.7984821743734557,0.008408351290662246,0.7976879632897987,0.008331957982777027,772.3,31.843541120784778,1,9,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,8,128,0.01,10,0.762559576345984,0.014672136668751256,0.7583480409459936,0.011916267160223834,0.756671373102718,0.012269231174203692,749.0,49.00793586530426,0,8,maximum mean validation accuracy; smaller learning rate breaks exact ties
