model,distance,width,graph_seed,init_seed,test_acc,matched_influence,distractor_influence,specificity,best_epoch
GraphSAGERewired,4,1,4,11,1.0,0.08072611875832081,0.0001542094436217667,0.9980933627737658,3
GraphSAGERewired,4,1,4,29,1.0,0.06319234512920957,6.243469445621486e-05,0.9990129647810129,2
GraphSAGERewired,4,1,4,47,1.0,0.02804412262776168,9.4635178442104e-05,0.9966368387655735,2
GraphSAGERewired,4,1,5,11,1.0,0.019958092598244548,5.850755647784922e-05,0.997077048198861,2
GraphSAGERewired,4,1,5,29,1.0,0.059750914602773264,7.016650148727877e-05,0.9988270606082191,2
GraphSAGERewired,4,1,5,47,1.0,0.027074563615315128,8.382604659828985e-05,0.99691343821785,2
GraphSAGE,4,2,1,11,0.59375,0.03632649951032363,0.03623302385676652,0.5006441308336805,14
GraphSAGE,4,2,1,29,0.5947265625,0.008664508459332865,0.009137225941231009,0.48672271273588336,4
GraphSAGE,4,2,1,47,0.5944010416666666,0.040928598813479766,0.04007657981128432,0.5052590403209385,7
GraphSAGE,4,2,2,11,0.5914713541666666,0.04083089990308508,0.040289718061103486,0.503335661478897,8
GraphSAGE,4,2,2,29,0.6341145833333334,0.11424169345991686,0.0791604311161791,0.5906951317609577,53
GraphSAGE,4,2,2,47,0.6416015625,0.12213728693313897,0.08092821695754537,0.6014674309147422,90
GraphSAGE,4,2,3,11,0.609375,0.019880470797943417,0.020329203456640244,0.4944200908362928,7
GraphSAGE,4,2,3,29,0.7604166666666666,3.3517197590554133,1.0185623969882727,0.7669344082096703,361
GraphSAGE,4,2,3,47,0.732421875,1.1468487488673418,0.3084411783493124,0.7880551685394976,370
GraphSAGE,4,2,4,11,0.7233072916666666,0.7665867840405554,0.24715061049209908,0.7561985857226912,347
GraphSAGE,4,2,4,29,0.634765625,0.13864575848856475,0.07610515760461567,0.6456119536540684,45
GraphSAGE,4,2,4,47,0.6848958333333334,0.4422877221077215,0.15418157386011444,0.7415096218646432,297
GraphSAGE,4,2,5,11,0.6015625,0.03833469914388843,0.03849137798533775,0.498980301687253,13
GraphSAGE,4,2,5,29,0.6767578125,0.2608986044069752,0.13860274749458767,0.6530606296186141,114
GraphSAGE,4,2,5,47,0.732421875,0.9172737882181536,0.2523282225156436,0.784261466549532,389
GraphSAGERewired,4,2,1,11,1.0,0.07239742833189666,0.0002947145953839936,0.9959457159396887,3
GraphSAGERewired,4,2,1,29,1.0,0.06097902297915425,0.00017012963455442787,0.9972177924259003,2
GraphSAGERewired,4,2,1,47,1.0,0.00523366048673779,0.00010819516113258487,0.9797457720229739,1
GraphSAGERewired,4,2,2,11,1.0,0.08916973148006946,0.0003326199415312203,0.996283673699692,3
GraphSAGERewired,4,2,2,29,1.0,0.06423454388277605,0.00016541143536130676,0.9974314976533507,2
GraphSAGERewired,4,2,2,47,1.0,0.02678689398089773,0.00016304932481858714,0.9939499195243965,2
GraphSAGERewired,4,2,3,11,0.998046875,0.01908166927387356,0.00015734387515919934,0.9918216243768756,2
GraphSAGERewired,4,2,3,29,1.0,0.013013197796681197,0.00011133085042303037,0.9915173447818172,1
GraphSAGERewired,4,2,3,47,1.0,0.02967910272309382,0.0001895252524946045,0.9936547050757351,2
GraphSAGERewired,4,2,4,11,1.0,0.0774481525295414,0.0002807677798273289,0.996387859503178,3
GraphSAGERewired,4,2,4,29,1.0,0.06334372087439988,0.000132556943583495,0.9979117089227961,2
GraphSAGERewired,4,2,4,47,1.0,0.02838598574817297,0.00021048712630999944,0.9926394024806304,2
GraphSAGERewired,4,2,5,11,0.9993489583333334,0.02014066241827095,0.00011451822993535643,0.9943462251500659,2
GraphSAGERewired,4,2,5,29,1.0,0.059856647945707664,0.0001409389159903185,0.9976509235727622,2
GraphSAGERewired,4,2,5,47,1.0,0.027108418669740786,0.00018966580380208597,0.9930520471141864,2
GraphSAGE,4,4,1,11,0.8118489583333334,2.1773188719525933,0.9709147734101862,0.6916001533618714,381
GraphSAGE,4,4,1,29,0.6471354166666666,0.07205894496291876,0.07140048267319798,0.5022949425477508,22
GraphSAGE,4,4,1,47,0.6471354166666666,0.06353725155349821,0.06313494819914922,0.5015879701865579,11
GraphSAGE,4,4,2,11,0.6354166666666666,0.02007120870257495,0.020357417437480763,0.49646032077732216,5
GraphSAGE,4,4,2,29,0.6341145833333334,0.01144768595622736,0.011756982588849496,0.49333546538258083,3
GraphSAGE,4,4,2,47,0.6334635416666666,0.08412278885953128,0.08195797394728288,0.5065173559979174,6
GraphSAGE,4,4,3,11,0.6373697916666666,0.02702846427928307,0.026846524622669676,0.5016885354346998,5
GraphSAGE,4,4,3,29,0.6341145833333334,0.003473063241017371,0.0040728489589128,0.4602575737084845,2
GraphSAGE,4,4,3,47,0.6350911458333334,0.016058696706750197,0.015089465156052029,0.5155584068481507,4
GraphSAGE,4,4,4,11,0.6389973958333334,0.007385794000583701,0.006680965363557334,0.5250529854720132,4
GraphSAGE,4,4,4,29,0.8004557291666666,5.7874784915475175,2.5613506825175136,0.6932083973553037,353
GraphSAGE,4,4,4,47,0.6402994791666666,0.06848175643244758,0.06832828768528998,0.5005608825987381,68
GraphSAGE,4,4,5,11,0.7825520833333334,6.406453576055355,2.067215606337413,0.7560424460948291,264
GraphSAGE,4,4,5,29,0.8600260416666666,5.1459508977713995,1.9534991979599,0.7248379562333696,326
GraphSAGE,4,4,5,47,0.7805989583333334,3.42680016963277,1.7015823043184355,0.668202925003738,400
GraphSAGERewired,4,4,1,11,1.0,0.07253190106712282,0.0006318555323332475,0.9913638177877636,3
GraphSAGERewired,4,4,1,29,1.0,0.06093496875837445,0.00036243546946934657,0.9940872623395887,2
GraphSAGERewired,4,4,1,47,1.0,0.026939828789181774,0.0004766398377569203,0.982614834710288,2
GraphSAGERewired,4,4,2,11,1.0,0.09592811652692035,0.000866012960216267,0.9910530425161537,3
GraphSAGERewired,4,4,2,29,1.0,0.06478460459038615,0.0004002603371304758,0.9938596123721447,2
GraphSAGERewired,4,4,2,47,1.0,0.030423020842135884,0.0004481290367834845,0.9854838890184983,2
GraphSAGERewired,4,4,3,11,1.0,0.07783804342034273,0.0006941236925968042,0.9911612818147533,3
GraphSAGERewired,4,4,3,29,1.0,0.013199042739870492,0.00028063886327345244,0.979180601403287,1
GraphSAGERewired,4,4,3,47,1.0,0.005332222119250218,0.00018793921449855588,0.9659540357424881,1
GraphSAGERewired,4,4,4,11,1.0,0.0779425940127112,0.000657320706181963,0.9916371320563837,3
GraphSAGERewired,4,4,4,29,1.0,0.06327870687528048,0.0003417880784013505,0.9946277048041702,2
GraphSAGERewired,4,4,4,47,1.0,0.030834475997835398,0.000493324764420322,0.9842528120901822,2
GraphSAGERewired,4,4,5,11,1.0,0.019761404873861466,0.00030782720867250646,0.9846617345202229,2
GraphSAGERewired,4,4,5,29,1.0,0.05963364779017866,0.00038829810011975496,0.9935307312124972,2
GraphSAGERewired,4,4,5,47,1.0,0.029556448993389495,0.0004711032187287856,0.9843109682605773,2
GraphSAGE,4,8,1,11,0.8678385416666666,3.0816328172804788,1.2896492413419764,0.7049723115444316,118
GraphSAGE,4,8,1,29,0.875,2.7081498368643224,1.0029735350981355,0.7297385630786808,98
GraphSAGE,4,8,1,47,0.8336588541666666,2.074870661861496,0.8417304986214731,0.7114002044479747,134
GraphSAGE,4,8,2,11,0.6985677083333334,0.17044928763061762,0.17140762717463076,0.4985983323672767,10
GraphSAGE,4,8,2,29,0.6949869791666666,0.12364732436253689,0.11914788963622414,0.5092659048981855,4
GraphSAGE,4,8,2,47,0.6962890625,0.267649554181844,0.2801887415116653,0.48855575867060824,63
GraphSAGE,4,8,3,11,0.9137369791666666,5.608790451427922,3.2487423913553357,0.6332226536418765,271
GraphSAGE,4,8,3,29,0.9596354166666666,5.105549262370914,2.020052872481756,0.7165077653435054,101
GraphSAGE,4,8,3,47,0.8756510416666666,1.5572070910420734,0.4028273895237362,0.7944794372146733,75
GraphSAGE,4,8,4,11,0.70703125,0.23085411684587598,0.20997761155012995,0.5236785421170331,43
GraphSAGE,4,8,4,29,0.7041015625,0.007653119798305852,0.008172138343070401,0.4836015772667006,2
GraphSAGE,4,8,4,47,0.9954427083333334,5.386144633870572,2.8461868255399168,0.6542672219196111,148
GraphSAGE,4,8,5,11,0.8743489583333334,4.454542266656063,2.3940407963236794,0.6504326844971186,166
GraphSAGE,4,8,5,29,0.7041015625,0.1705229291692376,0.1690234369598329,0.5022080816612691,11
GraphSAGE,4,8,5,47,0.9527994791666666,4.3174038184806705,2.06731522269547,0.6762088966854017,97
GraphSAGERewired,4,8,1,11,1.0,0.01926419712981442,0.0009557371826076633,0.9527329234213565,2
GraphSAGERewired,4,8,1,29,1.0,0.06169842662347946,0.0008650625652535382,0.9861730447349234,2
GraphSAGERewired,4,8,1,47,1.0,0.005408325772805256,0.00038153314540068095,0.9341032049787825,1
GraphSAGERewired,4,8,2,11,1.0,0.09537129197269678,0.0026346423246650374,0.9731175224793599,3
GraphSAGERewired,4,8,2,29,1.0,0.06397119832399767,0.0010764011262835993,0.9834521006714506,2
GraphSAGERewired,4,8,2,47,1.0,0.03126197597157443,0.0010366368944687565,0.9679046001221149,2
GraphSAGERewired,4,8,3,11,1.0,0.01874913110259513,0.0007594687191385674,0.9610700548968386,2
GraphSAGERewired,4,8,3,29,1.0,0.013391356507781893,0.0005328122016408088,0.961734720849656,1
GraphSAGERewired,4,8,3,47,1.0,0.005509188842552248,0.0004413784810139987,0.9258258149282981,1
GraphSAGERewired,4,8,4,11,1.0,0.07802457243087701,0.0021101977433772845,0.9736668896689626,3
GraphSAGERewired,4,8,4,29,1.0,0.06371067892177962,0.0010596340110851088,0.9836401282611205,2
GraphSAGERewired,4,8,4,47,1.0,0.005695504581126443,0.00039478811056881113,0.9351774813643483,1
GraphSAGERewired,4,8,5,11,1.0,0.021003037443733774,0.0010106408138881307,0.9540903249781848,2
GraphSAGERewired,4,8,5,29,1.0,0.06095246809127275,0.0011117601688965806,0.9820869412051941,2
GraphSAGERewired,4,8,5,47,1.0,0.03016404537993367,0.0012928786873089848,0.9589000283211349,2
GraphSAGE,6,1,1,11,0.5667317708333334,0.015368884909548797,0.01535464113112539,0.5002318057081744,18
GraphSAGE,6,1,1,29,0.5703125,0.015466466007637791,0.015733083346276544,0.4957272245088252,14
GraphSAGE,6,1,1,47,0.5670572916666666,0.015219353343127295,0.015249396848957986,0.49950697835256946,15
GraphSAGE,6,1,2,11,0.5680338541666666,0.011585565993300406,0.011242647113249404,0.5075108567945161,10
GraphSAGE,6,1,2,29,0.5680338541666666,0.001974351339868008,0.002013606961554615,0.4950782305493565,7
GraphSAGE,6,1,2,47,0.5693359375,0.014466352498857304,0.01450284113525413,0.4993702165504428,11
GraphSAGE,6,1,3,11,0.5966796875,0.0604841821732407,0.04456850540373125,0.5757509262040371,91
GraphSAGE,6,1,3,29,0.5732421875,0.002309424150553241,0.002339830045684721,0.49673002433922153,7
GraphSAGE,6,1,3,47,0.5725911458333334,0.012518375126091996,0.010950295579277736,0.5334079327592394,8
GraphSAGE,6,1,4,11,0.5755208333333334,0.015678075863661434,0.01624808757333085,0.49107296885552026,8
GraphSAGE,6,1,4,29,0.615234375,0.08325535519179539,0.03114686000844813,0.7277425095776504,159
GraphSAGE,6,1,4,47,0.578125,0.010657636168616591,0.01125440812757006,0.4863825585632353,11
GraphSAGE,6,1,5,11,0.5651041666666666,0.013290205555676948,0.01339221130911028,0.49808852108588175,12
GraphSAGE,6,1,5,29,0.5638020833333334,0.015531326178461313,0.015611473310855217,0.49871323171478493,16
GraphSAGE,6,1,5,47,0.58203125,0.06732314575492637,0.05174631605041213,0.5654106832566745,156
GraphSAGERewired,6,1,1,11,1.0,0.001354001171876007,6.430705830062777e-06,0.9952730401788444,1
GraphSAGERewired,6,1,1,29,1.0,0.018696821894991444,9.998017548085159e-06,0.9994655415193874,2
GraphSAGERewired,6,1,1,47,1.0,0.011264620690781157,1.1220327699845711e-05,0.999004923120106,2
GraphSAGERewired,6,1,2,11,1.0,0.01044901776003826,8.241278665721552e-06,0.999211908241497,2
GraphSAGERewired,6,1,2,29,1.0,0.01974016450367344,1.0236032939481277e-05,0.9994817303112418,2
GraphSAGERewired,6,1,2,47,1.0,0.013646983095895848,1.2556206183234053e-05,0.9990807737431961,2
GraphSAGERewired,6,1,3,11,1.0,0.016142281754582655,7.003021228690898e-06,0.9995663571281656,2
GraphSAGERewired,6,1,3,29,1.0,0.026585784878989216,1.4369099805122687e-05,0.9994598113674065,2
GraphSAGERewired,6,1,3,47,1.0,0.00958646312392375,1.0719421176474953e-05,0.998883065720071,2
GraphSAGERewired,6,1,4,11,1.0,0.012569545942824334,6.143010640613511e-06,0.9995115168908155,2
GraphSAGERewired,6,1,4,29,1.0,0.018956126335069712,8.245842746390508e-06,0.9995651928959927,2
GraphSAGERewired,6,1,4,47,1.0,0.008928431456297403,1.1365143201658157e-05,0.9987287021495518,2
GraphSAGERewired,6,1,5,11,1.0,0.012669761849792849,5.895965698776706e-06,0.99953485911468,2
GraphSAGERewired,6,1,5,29,1.0,0.02953736352537817,1.568787732608712e-05,0.9994691621480373,2
GraphSAGERewired,6,1,5,47,1.0,0.008877458370079694,1.2941160493662451e-05,0.9985443667129128,2
GraphSAGE,6,2,1,11,0.5927734375,0.028828067879658192,0.028604090766748413,0.5019499276815003,73
GraphSAGE,6,2,1,29,0.5940755208333334,0.03263816982507706,0.032486617361428216,0.5011635543791682,57
GraphSAGE,6,2,1,47,0.5921223958333334,0.03162358279223554,0.030749446275876835,0.5070073277537164,34
GraphSAGE,6,2,2,11,0.5970052083333334,0.033781392354285344,0.03409591712988913,0.49768313756843524,68
GraphSAGE,6,2,2,29,0.5979817708333334,0.027531652624020353,0.027552452389500104,0.4998111999235145,8
GraphSAGE,6,2,2,47,0.5973307291666666,0.005222242029617519,0.0049628098936409515,0.5127359259877046,5
GraphSAGE,6,2,3,11,0.6044921875,0.027761393605032936,0.02795510255964473,0.49826165526421673,10
GraphSAGE,6,2,3,29,0.6025390625,0.033984026726102456,0.03375134797533974,0.5017175571168304,10
GraphSAGE,6,2,3,47,0.6097005208333334,0.031244900019373745,0.030759296496398747,0.503915892385152,12
GraphSAGE,6,2,4,11,0.5960286458333334,0.03181089335703291,0.03173238199087791,0.5006177787084778,17
GraphSAGE,6,2,4,29,0.6012369791666666,0.03417587970034219,0.033894139603944495,0.5020694874062994,15
GraphSAGE,6,2,4,47,0.5992838541666666,0.030820156214758754,0.030168246652465314,0.505344537081107,15
GraphSAGE,6,2,5,11,0.6067708333333334,0.0294877169362735,0.02965090607176535,0.49862028292012395,12
GraphSAGE,6,2,5,29,0.60546875,0.03024688144796528,0.030652975983684883,0.4966658826979299,14
GraphSAGE,6,2,5,47,0.6038411458333334,0.030109961022390053,0.030484203103696927,0.4969118966512851,14
GraphSAGERewired,6,2,1,11,1.0,0.0014056110036904101,1.3588479914616869e-05,0.9904252495424217,1
GraphSAGERewired,6,2,1,29,1.0,0.018725805333815515,2.0034785241485054e-05,0.9989312409519567,2
GraphSAGERewired,6,2,1,47,1.0,0.011893695929757087,2.3708349011997143e-05,0.9980106112492765,2
GraphSAGERewired,6,2,2,11,1.0,0.010767284303710767,1.1735548280711328e-05,0.9989112600736648,2
GraphSAGERewired,6,2,2,29,1.0,0.019797637938609114,1.7502044409312134e-05,0.999116733698403,2
GraphSAGERewired,6,2,2,47,1.0,0.013074342909021652,2.9114087766402008e-05,0.9977781368099031,2
GraphSAGERewired,6,2,3,11,1.0,0.015385108585178386,1.2805261867754325e-05,0.9991683767688193,2
GraphSAGERewired,6,2,3,29,1.0,0.026704708820034284,2.3311143955595526e-05,0.9991278386881584,2
GraphSAGERewired,6,2,3,47,1.0,0.00952381737624819,2.2821470292200274e-05,0.9976094757896827,2
GraphSAGERewired,6,2,4,11,1.0,0.012603057286469266,1.1870082875731214e-05,0.999059044612208,2
GraphSAGERewired,6,2,4,29,1.0,0.019939308496304875,2.0841868143328668e-05,0.9989558260453085,2
GraphSAGERewired,6,2,4,47,1.0,0.00834305003377267,2.036560159979217e-05,0.9975649180328642,2
GraphSAGERewired,6,2,5,11,1.0,0.013149607426839793,1.7727517779064783e-05,0.9986536745019186,2
GraphSAGERewired,6,2,5,29,1.0,0.02938399500089872,2.6418259393423682e-05,0.9991017378722729,2
GraphSAGERewired,6,2,5,47,1.0,0.008489825801461848,2.3040366373905385e-05,0.9972934653362397,2
GraphSAGE,6,4,1,11,0.8548177083333334,4.1791568517219275,1.9076838836772367,0.6865888288183014,328
GraphSAGE,6,4,1,29,0.6448567708333334,0.06958563259104267,0.06743102212203667,0.5078625860210284,23
GraphSAGE,6,4,1,47,0.6416015625,0.0648365241358988,0.06396583613241091,0.5033799380720484,15
GraphSAGE,6,4,2,11,0.6350911458333334,0.07015637814765796,0.07076155830873176,0.4978527213167899,10
GraphSAGE,6,4,2,29,0.6370442708333334,0.05480821137825842,0.055392412017681636,0.4973493768800248,5
GraphSAGE,6,4,2,47,0.63671875,0.06287337228422984,0.06306001474149525,0.4992589635573535,9
GraphSAGE,6,4,3,11,0.6344401041666666,0.06369480228750035,0.06424397055525333,0.4978537848357212,10
GraphSAGE,6,4,3,29,0.6334635416666666,0.047725811495183734,0.05024882493307814,0.4871241500308295,5
GraphSAGE,6,4,3,47,0.6350911458333334,0.0013127600063853606,0.0011930803575523896,0.5238801420688153,3
GraphSAGE,6,4,4,11,0.6373697916666666,0.06534038379322737,0.06510618701577187,0.5008976731814462,28
GraphSAGE,6,4,4,29,0.8538411458333334,7.036874853540212,3.312248198664747,0.679948901761321,376
GraphSAGE,6,4,4,47,0.6324869791666666,0.06401591293979436,0.06399561697617173,0.5000792739631961,36
GraphSAGE,6,4,5,11,0.7845052083333334,3.3397287686821073,1.2781904372386634,0.7232107405429309,136
GraphSAGE,6,4,5,29,0.7877604166666666,1.9784919418161735,1.0610226428543683,0.6509236546499331,398
GraphSAGE,6,4,5,47,0.6360677083333334,0.0697527882293798,0.06942132103722543,0.5011908364023262,24
GraphSAGERewired,6,4,1,11,1.0,0.07639238989213482,0.0002201584252787825,0.9971263398606222,3
GraphSAGERewired,6,4,1,29,1.0,0.019026832698727958,4.9322840240506594e-05,0.997414424455852,2
GraphSAGERewired,6,4,1,47,1.0,0.0014994910202403844,3.788059497900065e-05,0.9753601565299128,1
GraphSAGERewired,6,4,2,11,1.0,0.010900438473527174,2.7026785595296587e-05,0.9975267103621985,2
GraphSAGERewired,6,4,2,29,1.0,0.02006157918003737,4.082923654813442e-05,0.9979689380147895,2
GraphSAGERewired,6,4,2,47,1.0,0.012961153408468817,7.9163663784243e-05,0.9939293144223759,2
GraphSAGERewired,6,4,3,11,1.0,0.016273834222374717,5.623402662457977e-05,0.9965564119657259,2
GraphSAGERewired,6,4,3,29,1.0,0.02615952748055861,6.102168623556281e-05,0.9976727532728219,2
GraphSAGERewired,6,4,3,47,1.0,0.009611384839445236,6.648929007724291e-05,0.993129762778424,2
GraphSAGERewired,6,4,4,11,1.0,0.013195321978855645,4.958281799005704e-05,0.9962564608997324,2
GraphSAGERewired,6,4,4,29,1.0,0.019755980796617223,4.0125491821640935e-05,0.9979730613568666,2
GraphSAGERewired,6,4,4,47,1.0,0.00908901102297932,5.619162469372441e-05,0.993855617217856,2
GraphSAGERewired,6,4,5,11,1.0,0.012404702724779781,2.881271177912481e-05,0.9976826575779133,2
GraphSAGERewired,6,4,5,29,1.0,0.02972949199102004,7.156749268233398e-05,0.997598491633525,2
GraphSAGERewired,6,4,5,47,1.0,0.008226442295836023,5.818417476888271e-05,0.9929768498352574,2
GraphSAGE,6,8,1,11,0.9827473958333334,8.83001210866496,6.171220732619986,0.5886190956494765,209
GraphSAGE,6,8,1,29,1.0,7.499227757100016,3.819096471706871,0.662574035298676,188
GraphSAGE,6,8,1,47,0.6998697916666666,0.24643638264387846,0.2394023541128263,0.5072390569111415,62
GraphSAGE,6,8,2,11,0.9788411458333334,9.43755344953388,4.682476558722556,0.6683805518837262,216
GraphSAGE,6,8,2,29,0.6940104166666666,0.3913025235524401,0.41070956212934107,0.48790103109145855,85
GraphSAGE,6,8,2,47,0.7945963541666666,2.753685446147756,1.7626662455400037,0.609714573649178,99
GraphSAGE,6,8,3,11,0.9261067708333334,7.271946559660137,2.6994956363923848,0.7292773118153575,132
GraphSAGE,6,8,3,29,0.7054036458333334,0.1499594144988805,0.15084638039115816,0.4985256835002149,11
GraphSAGE,6,8,3,47,0.7008463541666666,0.14388083654921502,0.1462881142506376,0.4958519378179875,12
GraphSAGE,6,8,4,11,0.9788411458333334,9.158789379813243,5.957278828660492,0.6058975954261983,260
GraphSAGE,6,8,4,29,0.7037760416666666,0.1353471347829327,0.1361436293227598,0.4985331093242751,10
GraphSAGE,6,8,4,47,0.953125,6.091109985951334,3.7855749442242086,0.6167160367079217,102
GraphSAGE,6,8,5,11,1.0,8.670245010405779,4.21301241312176,0.6729854667478284,152
GraphSAGE,6,8,5,29,0.6923828125,0.23951024340931326,0.21399403922259808,0.5281322637545732,35
GraphSAGE,6,8,5,47,0.6917317708333334,0.18402649031486362,0.1786968819797039,0.5073466569033451,19
GraphSAGERewired,6,8,1,11,1.0,0.0013969205604098534,6.128889951639849e-05,0.9579697552658396,1
GraphSAGERewired,6,8,1,29,1.0,0.020027078433486167,0.00017634192478510613,0.9912716796141806,2
GraphSAGERewired,6,8,1,47,1.0,0.012067848449078156,0.000286038024228219,0.9768463126301896,2
GraphSAGERewired,6,8,2,11,1.0,0.010388871755139917,9.422926234492479e-05,0.9910113178172403,2
GraphSAGERewired,6,8,2,29,1.0,0.021533504230319522,0.00017185497043215037,0.9920823714625151,2
GraphSAGERewired,6,8,2,47,1.0,0.012975609831300972,0.0003054402478284146,0.9770017997834822,2
GraphSAGERewired,6,8,3,11,1.0,0.015983774050255306,0.00020077359025094665,0.9875947356887473,2
GraphSAGERewired,6,8,3,29,1.0,0.027926238530199043,0.0002277421784242506,0.9919108355662685,2
GraphSAGERewired,6,8,3,47,1.0,0.01039296771523368,0.0001964403715852825,0.9814493528858096,2
GraphSAGERewired,6,8,4,11,1.0,0.012278111415525927,8.855678490249375e-05,0.992839074804945,2
GraphSAGERewired,6,8,4,29,1.0,0.020600117517460603,7.042265551149285e-05,0.9965930906537137,2
GraphSAGERewired,6,8,4,47,1.0,0.008485459217808966,0.00015185549708007784,0.9824186679454058,2
GraphSAGERewired,6,8,5,11,1.0,0.013364259712943749,0.00014890274400158887,0.9889809106147437,2
GraphSAGERewired,6,8,5,29,1.0,0.03133387838170165,0.0002818807714675131,0.9910841687813674,2
GraphSAGERewired,6,8,5,47,1.0,0.008237844567929642,0.0001632971033060926,0.9805625103495444,2
GraphSAGE,8,1,1,11,0.5654296875,0.017891339157358743,0.018078947468893602,0.4973921765695256,24
GraphSAGE,8,1,1,29,0.5641276041666666,0.01585880183847621,0.015618974895915017,0.5038094644290991,19
GraphSAGE,8,1,1,47,0.5657552083333334,0.013752548722550273,0.01377783557109069,0.49954074652082975,20
GraphSAGE,8,1,2,11,0.5680338541666666,0.01870397196034901,0.018701678680372424,0.5000306541784094,15
GraphSAGE,8,1,2,29,0.5673828125,0.015194803549093194,0.014964668574975803,0.5038153017427335,13
GraphSAGE,8,1,2,47,0.5647786458333334,0.014625323863583617,0.014095188496867195,0.5092292114960313,14
GraphSAGE,8,1,3,11,0.5729166666666666,0.01682409424392972,0.016197423727135174,0.5094888205370312,11
GraphSAGE,8,1,3,29,0.5745442708333334,0.017616947399801575,0.01800186930631753,0.49459664942436143,16
GraphSAGE,8,1,3,47,0.5732421875,0.004464650048248586,0.004204023330657947,0.5150326760029255,8
GraphSAGE,8,1,4,11,0.5696614583333334,0.02414730427858558,0.019880864217810768,0.5484512552461399,64
GraphSAGE,8,1,4,29,0.57421875,0.010590803867671639,0.010466821113368496,0.5029438921390443,11
GraphSAGE,8,1,4,47,0.576171875,0.013035851683525834,0.013269943046907429,0.49555057418391024,16
GraphSAGE,8,1,5,11,0.5631510416666666,0.016203404564294033,0.016153265692992136,0.5007747841465402,22
GraphSAGE,8,1,5,29,0.5657552083333334,0.012546844489406794,0.012798531955922954,0.49503484455933966,13
GraphSAGE,8,1,5,47,0.5660807291666666,0.015469684905838221,0.015362023754278198,0.5017459484932115,27
GraphSAGERewired,8,1,1,11,1.0,0.014353300513903378,3.0455240866977817e-06,0.9997878621009534,3
GraphSAGERewired,8,1,1,29,1.0,0.04559656057972461,2.617070373744923e-06,0.9999426070488865,3
GraphSAGERewired,8,1,1,47,1.0,0.003306876576061768,1.0339669365144744e-06,0.9996874256656092,2
GraphSAGERewired,8,1,2,11,1.0,0.048449823530972935,1.9380195653284638e-06,0.999960001029823,4
GraphSAGERewired,8,1,2,29,1.0,0.008778007737419102,2.507437269150259e-06,0.9997144315317519,2
GraphSAGERewired,8,1,2,47,1.0,0.00346654379939082,1.031951083474425e-06,0.9997023995559331,2
GraphSAGERewired,8,1,3,11,1.0,0.014179795656673377,1.6282385841837055e-06,0.9998851850423416,3
GraphSAGERewired,8,1,3,29,1.0,0.008810182982415427,1.8632041673960487e-06,0.999788561574947,2
GraphSAGERewired,8,1,3,47,1.0,0.024326260245288722,2.7791037093827242e-06,0.9998857700598285,3
GraphSAGERewired,8,1,4,11,1.0,0.01386247653135797,1.9703199884979483e-06,0.9998578867942239,3
GraphSAGERewired,8,1,4,29,1.0,0.008034811402467312,2.7704937384243067e-06,0.9996553074327755,2
GraphSAGERewired,8,1,4,47,1.0,0.023082679945218842,2.6221759066302752e-06,0.9998864135763631,3
GraphSAGERewired,8,1,5,11,1.0,0.013620615456602536,2.485319037681677e-06,0.9998175657599228,3
GraphSAGERewired,8,1,5,29,1.0,0.0051860139465134125,1.666893902463329e-06,0.9996786820636389,2
GraphSAGERewired,8,1,5,47,1.0,0.014382413566636387,2.7673982239129202e-06,0.9998076215217256,3
GraphSAGE,8,2,1,11,0.5921223958333334,0.03654594495310448,0.036376593430759385,0.5011611740697458,58
GraphSAGE,8,2,1,29,0.5947265625,0.03328408670495264,0.033458466379670426,0.49869363945746814,22
GraphSAGE,8,2,1,47,0.5940755208333334,0.029279276059241965,0.029030027915723622,0.5021372930692252,30
GraphSAGE,8,2,2,11,0.6002604166666666,0.04324429092230275,0.043238203739747405,0.5000351931427225,18
GraphSAGE,8,2,2,29,0.5983072916666666,0.03288405637067626,0.03267083560422179,0.5016262765373243,10
GraphSAGE,8,2,2,47,0.5973307291666666,0.0030945404835733825,0.0027374929334200715,0.5306108970545093,5
GraphSAGE,8,2,3,11,0.6471354166666666,0.28668524296517717,0.20000209120917134,0.5890542507150749,207
GraphSAGE,8,2,3,29,0.603515625,0.044022319814303046,0.037884003253566334,0.5374715670887547,60
GraphSAGE,8,2,3,47,0.6129557291666666,0.031595063890563324,0.03167968036723323,0.4993313566205513,82
GraphSAGE,8,2,4,11,0.5706380208333334,0.3114984157055005,0.05020797263341592,0.8611913578169027,86
GraphSAGE,8,2,4,29,0.6028645833333334,0.032841149368323386,0.03268245133222081,0.5012109990400667,20
GraphSAGE,8,2,4,47,0.5992838541666666,0.030207474861526862,0.03017532330704853,0.5002662310662388,18
GraphSAGE,8,2,5,11,0.6005859375,0.03676491731312126,0.03717415180290118,0.4972326234582949,40
GraphSAGE,8,2,5,29,0.6005859375,0.034800582157913595,0.034711823042016476,0.5006384408267888,19
GraphSAGE,8,2,5,47,0.6028645833333334,0.029493574023945257,0.02961667551426217,0.4989587128097365,19
GraphSAGERewired,8,2,1,11,1.0,0.014455243264819728,7.566851164320099e-06,0.9994768062290028,3
GraphSAGERewired,8,2,1,29,1.0,0.050712170894257724,7.180825799757429e-06,0.9998584203749439,3
GraphSAGERewired,8,2,1,47,1.0,0.003864451208812625,1.3974817063555633e-06,0.9996385055862581,2
