h,feature_signal,model,seed,epoch,normalized_dirichlet_energy,effective_rank_ratio,mean_pairwise_cosine_distance
0.5,0.25,GraphSAGE,3,16,1.079486249623923e-06,0.0215766467154026,5.960464477539062e-07
0.5,0.25,GraphSAGE,3,32,5.092457523592246e-10,0.0306556839495897,0.0
0.5,0.25,GraphSAGE,3,50,5.2508935710632926e-11,0.0199949983507394,0.0
0.5,0.25,GraphSAGE,3,100,5.53450746876041e-14,0.0967344343662262,0.0
0.5,0.25,GraphSAGE,3,150,1.2303230760731937e-15,0.0435400605201721,-2.384185791015625e-07
0.5,0.25,GraphSAGE,3,200,4.3218500148616877e-16,0.0125227971002459,0.0
0.5,0.25,GraphSAGE,4,1,9.597518773165723e-05,0.3062530159950256,3.212690353393555e-05
0.5,0.25,GraphSAGE,4,2,0.0001380030518072,0.298300951719284,6.324052810668945e-05
0.5,0.25,GraphSAGE,4,4,8.089097299246446e-06,0.2065599411725998,3.635883331298828e-06
0.5,0.25,GraphSAGE,4,8,8.547783508925292e-07,0.1208463981747627,3.5762786865234375e-07
0.5,0.25,GraphSAGE,4,16,1.735482134105065e-07,0.0455311574041843,1.1920928955078125e-07
0.5,0.25,GraphSAGE,4,32,6.975680447954715e-10,0.0322660095989704,0.0
0.5,0.25,GraphSAGE,4,50,6.423493846833202e-13,0.1110906824469566,0.0
0.5,0.25,GraphSAGE,4,100,6.098806149696683e-17,0.0127482367679476,-2.384185791015625e-07
0.5,0.25,GraphSAGE,4,150,3.282149743440789e-17,0.009808924049139,0.0
0.5,0.25,GraphSAGE,4,200,4.1248538915311695e-20,0.0078633297234773,-2.384185791015625e-07
0.5,0.25,GraphSAGE,5,1,0.0001280480410412,0.3402408957481384,5.453824996948242e-05
0.5,0.25,GraphSAGE,5,2,9.141233814910777e-05,0.3252108097076416,4.369020462036133e-05
0.5,0.25,GraphSAGE,5,4,4.396576587782962e-06,0.1811051368713379,2.264976501464844e-06
0.5,0.25,GraphSAGE,5,8,6.397761836157595e-07,0.0890296697616577,3.5762786865234375e-07
0.5,0.25,GraphSAGE,5,16,6.49600756399446e-07,0.0243712961673736,4.172325134277344e-07
0.5,0.25,GraphSAGE,5,32,7.1219370234191e-08,0.0158632807433605,0.0
0.5,0.25,GraphSAGE,5,50,1.3584040662959923e-10,0.0192454289644956,1.1920928955078125e-07
0.5,0.25,GraphSAGE,5,100,4.685169047809101e-16,0.0180099587887525,2.980232238769531e-07
0.5,0.25,GraphSAGE,5,150,4.0227714934761555e-17,0.0090097561478614,2.384185791015625e-07
0.5,0.25,GraphSAGE,5,200,7.533506867810611e-18,0.0082665281370282,1.788139343261719e-07
0.5,0.5,GraphSAGEPairNorm,1,1,1.9682271364711064,0.7539697885513306,0.9990390539169312
0.5,0.5,GraphSAGEPairNorm,1,2,1.9675953086695572,0.7384068369865417,0.9992651343345642
0.5,0.5,GraphSAGEPairNorm,1,4,1.9663915697453316,0.6881895065307617,0.9967792630195618
0.5,0.5,GraphSAGEPairNorm,1,8,1.8712261984280647,0.5889717936515808,0.9843234419822692
0.5,0.5,GraphSAGEPairNorm,1,16,1.4017697055773686,0.0545221902430057,0.8659266233444214
0.5,0.5,GraphSAGEPairNorm,1,32,1.382794430432018,0.0226800236850976,0.9781081080436708
0.5,0.5,GraphSAGEPairNorm,1,50,1.465506851637208,0.0184608213603496,0.9702913761138916
0.5,0.5,GraphSAGEPairNorm,1,100,1.478955423886676,0.0223684664815664,0.9731075763702391
0.5,0.5,GraphSAGEPairNorm,1,150,1.447478371879984,0.0207084100693464,0.9943767189979552
0.5,0.5,GraphSAGEPairNorm,1,200,1.5685567546448027,0.0251375809311866,0.9954575896263124
0.5,0.5,GraphSAGEPairNorm,2,1,1.9762525863009357,0.764430046081543,0.9984063506126404
0.5,0.5,GraphSAGEPairNorm,2,2,1.9856679695207256,0.7415995597839355,0.999135434627533
0.5,0.5,GraphSAGEPairNorm,2,4,2.03882854272646,0.6760936379432678,0.9929601550102234
0.5,0.5,GraphSAGEPairNorm,2,8,2.2480177042252816,0.307604968547821,0.8684372305870056
0.5,0.5,GraphSAGEPairNorm,2,16,2.2728136509882275,0.0456803031265735,0.8365788459777832
0.5,0.5,GraphSAGEPairNorm,2,32,2.354296774230465,0.0255380477756261,0.9180252552032472
0.5,0.5,GraphSAGEPairNorm,2,50,2.348557646887582,0.0190042443573474,0.8872987031936646
0.5,0.5,GraphSAGEPairNorm,2,100,2.436466300040198,0.0179316215217113,0.9915791153907776
0.5,0.5,GraphSAGEPairNorm,2,150,2.324923338965216,0.018899580463767,0.9632235765457152
0.5,0.5,GraphSAGEPairNorm,2,200,2.3657129921147906,0.0187670066952705,0.9611881375312804
0.5,0.5,GraphSAGEPairNorm,3,1,1.9647011921412807,0.7611158490180969,0.999143362045288
0.5,0.5,GraphSAGEPairNorm,3,2,1.9745740323034444,0.7456724047660828,0.9986807703971864
0.5,0.5,GraphSAGEPairNorm,3,4,1.9749807776688464,0.7103793621063232,0.9966780543327332
0.5,0.5,GraphSAGEPairNorm,3,8,2.0127012651492966,0.6191962957382202,0.9928224086761476
0.5,0.5,GraphSAGEPairNorm,3,16,2.282496772984528,0.1068700775504112,0.8343707919120789
0.5,0.5,GraphSAGEPairNorm,3,32,2.354960349675309,0.042745541781187,0.9841079711914062
0.5,0.5,GraphSAGEPairNorm,3,50,2.2754078966614504,0.0244544520974159,0.9801825284957886
0.5,0.5,GraphSAGEPairNorm,3,100,2.160449745951569,0.0231657978147268,0.9784923195838928
0.5,0.5,GraphSAGEPairNorm,3,150,2.204545072531545,0.0304185524582862,0.9945222735404968
0.5,0.5,GraphSAGEPairNorm,3,200,2.212571386064468,0.028261573985219,0.9915006160736084
0.5,0.5,GraphSAGEPairNorm,4,1,1.966125601263812,0.7525327205657959,0.9990605115890504
0.5,0.5,GraphSAGEPairNorm,4,2,1.9692380818743345,0.7301348447799683,0.99855774641037
0.5,0.5,GraphSAGEPairNorm,4,4,1.9932480525830736,0.6816660165786743,0.994226574897766
0.5,0.5,GraphSAGEPairNorm,4,8,2.161359406089255,0.5026781558990479,0.9624837636947632
0.5,0.5,GraphSAGEPairNorm,4,16,2.371242500289233,0.0481642670929431,0.8151770234107971
0.5,0.5,GraphSAGEPairNorm,4,32,2.437283679172475,0.027855709195137,0.9687958359718324
0.5,0.5,GraphSAGEPairNorm,4,50,2.401914888594997,0.0197410453110933,0.9677504301071168
0.5,0.5,GraphSAGEPairNorm,4,100,2.453019273755904,0.0182043742388486,0.99602210521698
0.5,0.5,GraphSAGEPairNorm,4,150,2.3583229963491386,0.0160965994000434,0.9869786500930786
0.5,0.5,GraphSAGEPairNorm,4,200,2.4298879319378064,0.0193130355328321,0.9934266209602356
0.5,0.5,GraphSAGEPairNorm,5,1,1.9796594448744609,0.7656112313270569,0.9988239407539368
0.5,0.5,GraphSAGEPairNorm,5,2,1.9664901995287531,0.7480748891830444,0.9979816675186156
0.5,0.5,GraphSAGEPairNorm,5,4,1.959358058878699,0.7133318185806274,0.9957544803619384
0.5,0.5,GraphSAGEPairNorm,5,8,2.0222985139251564,0.603831946849823,0.9902958273887634
0.5,0.5,GraphSAGEPairNorm,5,16,2.213718292256388,0.0858228653669357,0.8478783369064331
0.5,0.5,GraphSAGEPairNorm,5,32,2.316939119430173,0.034063059836626,0.97208970785141
0.5,0.5,GraphSAGEPairNorm,5,50,2.329249171165142,0.0218023490160703,0.937225103378296
0.5,0.5,GraphSAGEPairNorm,5,100,2.286239524724261,0.0246037356555461,0.9781378507614136
0.5,0.5,GraphSAGEPairNorm,5,150,2.165816352227649,0.0216089747846126,0.9759260416030884
0.5,0.5,GraphSAGEPairNorm,5,200,2.170728269119044,0.022393574938178,0.9412503242492676
0.5,0.5,GraphSAGE,1,1,0.0001332934491582,0.3330843448638916,5.680322647094727e-05
0.5,0.5,GraphSAGE,1,2,8.220281455331423e-05,0.2477500438690185,3.212690353393555e-05
0.5,0.5,GraphSAGE,1,4,4.882868207732646e-06,0.2126447409391403,2.5033950805664062e-06
0.5,0.5,GraphSAGE,1,8,9.63178356084968e-07,0.0931701883673667,4.76837158203125e-07
0.5,0.5,GraphSAGE,1,16,3.93428122724873e-07,0.0315741784870624,2.384185791015625e-07
0.5,0.5,GraphSAGE,1,32,1.7564334155675804e-09,0.0267168153077363,0.0
0.5,0.5,GraphSAGE,1,50,4.157971693701956e-12,0.0334825292229652,2.384185791015625e-07
0.5,0.5,GraphSAGE,1,100,1.4050636563943932e-14,0.0834360346198082,0.0
0.5,0.5,GraphSAGE,1,150,6.667963518068771e-16,0.0404034443199634,0.0
0.5,0.5,GraphSAGE,1,200,6.941823213029188e-27,0.0078132329508662,1.1920928955078125e-07
0.5,0.5,GraphSAGE,2,1,0.0001044576205621,0.3190349638462066,4.285573959350586e-05
0.5,0.5,GraphSAGE,2,2,0.0001285963036148,0.3199636042118072,5.728006362915039e-05
0.5,0.5,GraphSAGE,2,4,5.984035174530994e-06,0.1851778477430343,3.0994415283203125e-06
0.5,0.5,GraphSAGE,2,8,5.465938373676477e-07,0.0907071977853775,2.384185791015625e-07
0.5,0.5,GraphSAGE,2,16,6.541495834774939e-06,0.0147430822253227,2.80141830444336e-06
0.5,0.5,GraphSAGE,2,32,2.867135510799172e-09,0.0305690094828605,0.0
0.5,0.5,GraphSAGE,2,50,1.217908056891431e-13,0.2138891071081161,1.1920928955078125e-07
0.5,0.5,GraphSAGE,2,100,5.037945697389739e-19,0.007994114421308,-1.1920928955078125e-07
0.5,0.5,GraphSAGE,2,150,1.0062630471126392e-17,0.0086143147200346,0.0
0.5,0.5,GraphSAGE,2,200,3.5386986743879824e-16,0.0125517416745424,5.960464477539064e-08
0.5,0.5,GraphSAGE,3,1,0.0001818902626197,0.2999627292156219,7.420778274536133e-05
0.5,0.5,GraphSAGE,3,2,0.0001060499174657,0.3015211224555969,5.412101745605469e-05
0.5,0.5,GraphSAGE,3,4,1.99271180189385e-05,0.1554718017578125,9.894371032714844e-06
0.5,0.5,GraphSAGE,3,8,5.303005242351495e-06,0.0248084533959627,3.457069396972656e-06
0.5,0.5,GraphSAGE,3,16,4.574211181002811e-06,0.0205198712646961,2.5033950805664062e-06
0.5,0.5,GraphSAGE,3,32,4.4882078274546615e-08,0.0233684908598661,0.0
0.5,0.5,GraphSAGE,3,50,1.263672316212302e-08,0.0122246518731117,0.0
0.5,0.5,GraphSAGE,3,100,1.886207782638444e-12,0.0384846664965152,0.0
0.5,0.5,GraphSAGE,3,150,1.0054763193992621e-16,0.0128389615565538,0.0
0.5,0.5,GraphSAGE,3,200,8.063501853923398e-16,0.0165854375809431,1.1920928955078125e-07
0.5,0.5,GraphSAGE,4,1,9.551990587638198e-05,0.315839409828186,3.11732292175293e-05
0.5,0.5,GraphSAGE,4,2,0.0001317425072817,0.3193365335464477,6.145238876342773e-05
0.5,0.5,GraphSAGE,4,4,7.4857976550160115e-06,0.1723272204399109,2.7418136596679688e-06
0.5,0.5,GraphSAGE,4,8,2.3811355512580497e-06,0.0803597867488861,8.344650268554688e-07
0.5,0.5,GraphSAGE,4,16,7.662423379640734e-07,0.0578160211443901,3.5762786865234375e-07
0.5,0.5,GraphSAGE,4,32,2.4325480564402825e-06,0.016058575361967,1.0132789611816406e-06
0.5,0.5,GraphSAGE,4,50,2.174040908289501e-07,0.013561425730586,1.1920928955078125e-07
0.5,0.5,GraphSAGE,4,100,9.447216278533361e-16,0.049648031592369,1.1920928955078125e-07
0.5,0.5,GraphSAGE,4,150,2.5847578136755273e-16,0.0131020275875926,0.0
0.5,0.5,GraphSAGE,4,200,1.0311253557034063e-16,0.010246311314404,1.1920928955078125e-07
0.5,0.5,GraphSAGE,5,1,0.0001204492842117,0.3330510854721069,5.114078521728516e-05
0.5,0.5,GraphSAGE,5,2,8.509430810926551e-05,0.3093684613704681,4.017353057861328e-05
0.5,0.5,GraphSAGE,5,4,2.0886429448878906e-06,0.1723722219467163,1.0728836059570312e-06
0.5,0.5,GraphSAGE,5,8,3.238237080941961e-07,0.0843922272324562,1.1920928955078125e-07
0.5,0.5,GraphSAGE,5,16,1.25519884251385e-08,0.0562589280307292,0.0
0.5,0.5,GraphSAGE,5,32,1.0151346522481156e-10,0.0433114692568779,0.0
0.5,0.5,GraphSAGE,5,50,1.2592704172404266e-13,0.1805426627397537,0.0
0.5,0.5,GraphSAGE,5,100,7.395561557936975e-16,0.0269886068999767,0.0
0.5,0.5,GraphSAGE,5,150,3.388853311134696e-16,0.014783919788897,1.1920928955078125e-07
0.5,0.5,GraphSAGE,5,200,8.825272385650122e-17,0.011249141767621,5.960464477539064e-08
0.9,0.25,GraphSAGEPairNorm,1,1,1.9668899673948588,0.7591469883918762,0.9987680315971376
0.9,0.25,GraphSAGEPairNorm,1,2,1.928384409522565,0.7372722029685974,0.999731719493866
0.9,0.25,GraphSAGEPairNorm,1,4,0.7844325857584742,0.4837522208690643,0.99682879447937
0.9,0.25,GraphSAGEPairNorm,1,8,0.3847410360536731,0.0141198495402932,1.0005815029144287
0.9,0.25,GraphSAGEPairNorm,1,16,0.3924053903624692,0.0104018086567521,0.9995117783546448
0.9,0.25,GraphSAGEPairNorm,1,32,0.4815318706339556,0.0123452171683311,0.9972131848335266
0.9,0.25,GraphSAGEPairNorm,1,50,0.6067163930009608,0.015556220896542,0.9851503968238832
0.9,0.25,GraphSAGEPairNorm,1,100,0.5871878225816931,0.0183689016848802,0.9849135279655457
0.9,0.25,GraphSAGEPairNorm,1,150,0.6774226908526407,0.0202015396207571,0.9686676859855652
0.9,0.25,GraphSAGEPairNorm,1,200,0.60904981000444,0.0166086759418249,0.9796562790870668
0.9,0.25,GraphSAGEPairNorm,2,1,1.97325508297678,0.7616211771965027,0.9981138110160828
0.9,0.25,GraphSAGEPairNorm,2,2,1.9636612498730328,0.7415631413459778,0.9985634088516236
0.9,0.25,GraphSAGEPairNorm,2,4,1.574367061727609,0.6565322279930115,0.9965094923973083
0.9,0.25,GraphSAGEPairNorm,2,8,0.4212863748599437,0.0213847644627094,0.9978199005126952
0.9,0.25,GraphSAGEPairNorm,2,16,0.3836224300094855,0.0100819272920489,1.00065016746521
0.9,0.25,GraphSAGEPairNorm,2,32,0.4697678116868243,0.0115185985341668,0.9988731741905212
0.9,0.25,GraphSAGEPairNorm,2,50,0.4593551687281593,0.0130367986857891,0.9984331130981444
0.9,0.25,GraphSAGEPairNorm,2,100,0.542918753220954,0.0177323650568723,0.987187922000885
0.9,0.25,GraphSAGEPairNorm,2,150,0.4765569142833232,0.0142894247546792,0.9957308769226074
0.9,0.25,GraphSAGEPairNorm,2,200,0.5565348897827281,0.0158321503549814,0.9866231083869934
0.9,0.25,GraphSAGEPairNorm,3,1,1.9592599321835389,0.7645642161369324,0.9993972778320312
0.9,0.25,GraphSAGEPairNorm,3,2,1.9442053193698705,0.7411395907402039,0.9981055855751038
0.9,0.25,GraphSAGEPairNorm,3,4,1.3353972506323126,0.6178911924362183,0.99900221824646
0.9,0.25,GraphSAGEPairNorm,3,8,0.3850955929879004,0.0179004035890102,1.0006146430969238
0.9,0.25,GraphSAGEPairNorm,3,16,0.3704132184115292,0.0099971564486622,0.9999095797538756
0.9,0.25,GraphSAGEPairNorm,3,32,0.4091832828153775,0.0102339768782258,0.9994146227836608
0.9,0.25,GraphSAGEPairNorm,3,50,0.4358675295848289,0.0122896144166588,1.0002565383911133
0.9,0.25,GraphSAGEPairNorm,3,100,0.4535417476684162,0.0164210423827171,0.9975274801254272
0.9,0.25,GraphSAGEPairNorm,3,150,0.5765596003995337,0.0181862507015466,0.9863834977149964
0.9,0.25,GraphSAGEPairNorm,3,200,0.4381741341694153,0.0149138839915394,0.9984285235404968
0.9,0.25,GraphSAGEPairNorm,4,1,1.9467222002396527,0.7558073997497559,0.9987452626228333
0.9,0.25,GraphSAGEPairNorm,4,2,1.845532758751829,0.7267700433731079,0.9989015460014344
0.9,0.25,GraphSAGEPairNorm,4,4,0.6120499122844245,0.3925772905349731,0.9994593858718872
0.9,0.25,GraphSAGEPairNorm,4,8,0.3770907492850854,0.0129228774458169,0.99897962808609
0.9,0.25,GraphSAGEPairNorm,4,16,0.3709325607452303,0.0095674628391861,1.0005738735198977
0.9,0.25,GraphSAGEPairNorm,4,32,0.4461830405332188,0.0113968839868903,0.9993860721588136
0.9,0.25,GraphSAGEPairNorm,4,50,0.5023692035545713,0.0137834455817937,0.9958910942077636
0.9,0.25,GraphSAGEPairNorm,4,100,0.4988202175596785,0.0158098526298999,0.9901126623153688
0.9,0.25,GraphSAGEPairNorm,4,150,0.626631322622233,0.0191999934613704,0.9859535694122314
0.9,0.25,GraphSAGEPairNorm,4,200,0.608675225397761,0.0221502762287855,0.987209677696228
0.9,0.25,GraphSAGEPairNorm,5,1,1.966919554273076,0.7666264176368713,0.9986729621887208
0.9,0.25,GraphSAGEPairNorm,5,2,1.9263601368173624,0.7491775751113892,0.9992031455039978
0.9,0.25,GraphSAGEPairNorm,5,4,0.9907338219789432,0.5714542865753174,0.9991210103034972
0.9,0.25,GraphSAGEPairNorm,5,8,0.3674766934921903,0.0148930577561259,1.0008128881454468
0.9,0.25,GraphSAGEPairNorm,5,16,0.3680651514957348,0.0097429268062114,1.0009233951568604
0.9,0.25,GraphSAGEPairNorm,5,32,0.4343866456397199,0.0109412372112274,0.9998064637184144
0.9,0.25,GraphSAGEPairNorm,5,50,0.458348681565956,0.0127156628295779,0.9963078498840332
0.9,0.25,GraphSAGEPairNorm,5,100,0.5632158304882409,0.0177992172539234,0.9897827506065368
0.9,0.25,GraphSAGEPairNorm,5,150,0.5500202033616319,0.0157165974378585,0.9914090633392334
0.9,0.25,GraphSAGEPairNorm,5,200,0.5713898273402488,0.0201562009751796,0.9934730529785156
0.9,0.25,GraphSAGE,1,1,0.0001469420702054,0.3492626249790191,5.9723854064941406e-05
0.9,0.25,GraphSAGE,1,2,0.0001146649211509,0.3355849087238312,5.453824996948242e-05
0.9,0.25,GraphSAGE,1,4,8.359818218742201e-06,0.1772826313972473,4.172325134277344e-06
0.9,0.25,GraphSAGE,1,8,1.3173571482399272e-06,0.089466281235218,5.960464477539062e-07
0.9,0.25,GraphSAGE,1,16,1.1388239775034648e-06,0.0271610505878925,7.152557373046875e-07
0.9,0.25,GraphSAGE,1,32,0.0268452028382307,0.0108931269496679,0.0299369096755981
0.9,0.25,GraphSAGE,1,50,0.2428362931811595,0.0102531360462307,0.2654065489768982
0.9,0.25,GraphSAGE,1,100,0.3547484036447142,0.0141290817409753,0.4535781145095825
0.9,0.25,GraphSAGE,1,150,0.3498852670705152,0.0138466143980622,0.66783607006073
0.9,0.25,GraphSAGE,1,200,0.2989030968470868,0.01395701803267,0.5691230297088623
0.9,0.25,GraphSAGE,2,1,0.0001412361937309,0.3469074666500091,5.370378494262695e-05
0.9,0.25,GraphSAGE,2,2,9.246826712721832e-05,0.2981224954128265,3.927946090698242e-05
0.9,0.25,GraphSAGE,2,4,1.8178010052412883e-05,0.182389497756958,6.67572021484375e-06
0.9,0.25,GraphSAGE,2,8,1.545488171202733e-06,0.1536562889814376,7.748603820800781e-07
0.9,0.25,GraphSAGE,2,16,1.9092002067265452e-07,0.0595865510404109,1.1920928955078125e-07
0.9,0.25,GraphSAGE,2,32,9.340796377650887e-10,0.0355127602815628,0.0
0.9,0.25,GraphSAGE,2,50,1.1592476864106944e-12,0.08870580047369,-2.384185791015625e-07
0.9,0.25,GraphSAGE,2,100,3.069583872964741e-16,0.0181847177445888,0.0
0.9,0.25,GraphSAGE,2,150,4.1530012900538686e-16,0.0177580509334802,-2.384185791015625e-07
0.9,0.25,GraphSAGE,2,200,6.772061858826008e-16,0.013600468635559,-1.1920928955078125e-07
0.9,0.25,GraphSAGE,3,1,0.0001560755895833,0.3019241690635681,6.765127182006836e-05
0.9,0.25,GraphSAGE,3,2,7.99293858422046e-05,0.2892044186592102,4.142522811889648e-05
0.9,0.25,GraphSAGE,3,4,1.0811150727847232e-05,0.192734494805336,5.364418029785156e-06
0.9,0.25,GraphSAGE,3,8,1.0823534093478063e-05,0.0265539288520813,1.2040138244628906e-05
0.9,0.25,GraphSAGE,3,16,1.943700693074343e-05,0.0115002999082207,1.9669532775878903e-05
0.9,0.25,GraphSAGE,3,32,0.070091848820308,0.0099798077717423,0.0275479555130004
0.9,0.25,GraphSAGE,3,50,0.2734077261161144,0.0105947470292449,0.6080679297447205
0.9,0.25,GraphSAGE,3,100,0.2654172267099796,0.0142344869673252,0.4687211513519287
0.9,0.25,GraphSAGE,3,150,0.3925539870760549,0.011723093688488,0.7849301099777222
0.9,0.25,GraphSAGE,3,200,0.3942955648777953,0.0112358918413519,0.8038468360900879
0.9,0.25,GraphSAGE,4,1,9.844206041910744e-05,0.308210551738739,3.254413604736328e-05
0.9,0.25,GraphSAGE,4,2,6.5703259889497e-05,0.3389458656311035,2.962350845336914e-05
0.9,0.25,GraphSAGE,4,4,6.252510677116054e-06,0.1638128757476806,3.457069396972656e-06
0.9,0.25,GraphSAGE,4,8,2.527482827643126e-06,0.0357172153890132,3.2186508178710938e-06
0.9,0.25,GraphSAGE,4,16,9.218539425673468e-06,0.0124687831848859,1.156330108642578e-05
0.9,0.25,GraphSAGE,4,32,2.352816467596196e-06,0.012648681178689,1.0728836059570312e-06
0.9,0.25,GraphSAGE,4,50,4.675490014510846e-10,0.026106484234333,0.0
0.9,0.25,GraphSAGE,4,100,5.243690703074221e-15,0.1193460077047348,0.0
0.9,0.25,GraphSAGE,4,150,5.388112182673123e-16,0.0119019318372011,0.0
0.9,0.25,GraphSAGE,4,200,1.0186035941307688e-16,0.0100536597892642,0.0
0.9,0.25,GraphSAGE,5,1,0.0001108592866447,0.3225171566009521,4.476308822631836e-05
0.9,0.25,GraphSAGE,5,2,5.334119368588066e-05,0.2947850823402405,2.765655517578125e-05
0.9,0.25,GraphSAGE,5,4,5.66754537495601e-06,0.144725814461708,3.2782554626464844e-06
0.9,0.25,GraphSAGE,5,8,2.5514708948560624e-05,0.0210631657391786,1.245737075805664e-05
0.9,0.25,GraphSAGE,5,16,1.3601878384546429e-06,0.0222147386521101,1.3113021850585938e-06
0.9,0.25,GraphSAGE,5,32,1.4304050988994505e-06,0.0112583832815289,2.1457672119140625e-06
0.9,0.25,GraphSAGE,5,50,0.1719435965889684,0.0119673181325197,0.3562871217727661
0.9,0.25,GraphSAGE,5,100,0.1721961307282821,0.0164737049490213,0.3084601759910583
0.9,0.25,GraphSAGE,5,150,0.188174545519222,0.0149250272661447,0.4156918525695801
0.9,0.25,GraphSAGE,5,200,0.2079869747101499,0.0134042669087648,0.4904861450195312
0.9,0.5,GraphSAGEPairNorm,1,1,1.9540324890026712,0.7570821046829224,0.9990698099136353
0.9,0.5,GraphSAGEPairNorm,1,2,1.8288880435030117,0.7283669710159302,0.9997628331184388
0.9,0.5,GraphSAGEPairNorm,1,4,0.4519222940306864,0.223722830414772,0.99960058927536
0.9,0.5,GraphSAGEPairNorm,1,8,0.3691005828331054,0.0116794407367706,1.0007989406585691
0.9,0.5,GraphSAGEPairNorm,1,16,0.3749814480388327,0.0097752651199698,0.9996964335441588
0.9,0.5,GraphSAGEPairNorm,1,32,0.4984853549442523,0.0118778217583894,0.998165488243103
0.9,0.5,GraphSAGEPairNorm,1,50,0.6120103929433081,0.0147921591997146,0.98790043592453
0.9,0.5,GraphSAGEPairNorm,1,100,0.5311423855763666,0.0161797814071178,0.9910317659378052
0.9,0.5,GraphSAGEPairNorm,1,150,0.6416424253518207,0.02070570923388,0.983195424079895
0.9,0.5,GraphSAGEPairNorm,1,200,0.4840386065184084,0.0176831055432558,0.995853841304779
0.9,0.5,GraphSAGEPairNorm,2,1,1.965944459578597,0.7633748054504395,0.9987162947654724
0.9,0.5,GraphSAGEPairNorm,2,2,1.9206393809052444,0.7393951416015625,0.9989396333694458
0.9,0.5,GraphSAGEPairNorm,2,4,0.7101623272216614,0.4401802718639374,0.9987991452217102
0.9,0.5,GraphSAGEPairNorm,2,8,0.4036918291119756,0.0138185797259211,0.9986907243728638
0.9,0.5,GraphSAGEPairNorm,2,16,0.3824195546778566,0.0098336683586239,1.0006568431854248
0.9,0.5,GraphSAGEPairNorm,2,32,0.481786350736279,0.0118415253236889,0.9984816312789916
0.9,0.5,GraphSAGEPairNorm,2,50,0.5149541271662437,0.0145878968760371,0.9934900403022766
0.9,0.5,GraphSAGEPairNorm,2,100,0.5194349556503809,0.0176078472286462,0.993588089942932
0.9,0.5,GraphSAGEPairNorm,2,150,0.4259909688080669,0.0128351263701915,0.999787211418152
0.9,0.5,GraphSAGEPairNorm,2,200,0.6971529544862545,0.0196544919162988,0.9695130586624146
0.9,0.5,GraphSAGEPairNorm,3,1,1.9433055964724573,0.7661710977554321,0.999774932861328
0.9,0.5,GraphSAGEPairNorm,3,2,1.8678420766822108,0.7376305460929871,0.9989921450614928
0.9,0.5,GraphSAGEPairNorm,3,4,0.5332104982729597,0.35085329413414,1.0004295110702517
0.9,0.5,GraphSAGEPairNorm,3,8,0.3686894922005944,0.0121759586036205,1.00084388256073
0.9,0.5,GraphSAGEPairNorm,3,16,0.3654462764410895,0.0093243261799216,0.9999698400497437
0.9,0.5,GraphSAGEPairNorm,3,32,0.3747195748134879,0.0094582233577966,0.9994415044784546
0.9,0.5,GraphSAGEPairNorm,3,50,0.4493581456228911,0.0119761833921074,0.9997698664665222
0.9,0.5,GraphSAGEPairNorm,3,100,0.4584467898668074,0.0143493078649044,0.998595118522644
0.9,0.5,GraphSAGEPairNorm,3,150,0.4959518294165433,0.0142630524933338,0.9949117302894592
0.9,0.5,GraphSAGEPairNorm,3,200,0.4796614181272798,0.0163673404604196,0.9981403350830078
0.9,0.5,GraphSAGEPairNorm,4,1,1.946432505639035,0.7560222148895264,0.998437523841858
0.9,0.5,GraphSAGEPairNorm,4,2,1.77584248341106,0.7212837934494019,0.9984489679336548
0.9,0.5,GraphSAGEPairNorm,4,4,0.4471261069659978,0.2109162956476211,0.9999769926071168
0.9,0.5,GraphSAGEPairNorm,4,8,0.3717462809317367,0.0115338908508419,0.998967468738556
0.9,0.5,GraphSAGEPairNorm,4,16,0.3699402850474796,0.0094339773058891,1.000574231147766
0.9,0.5,GraphSAGEPairNorm,4,32,0.4557378737654599,0.0112833837047219,0.999399721622467
0.9,0.5,GraphSAGEPairNorm,4,50,0.4851244173774843,0.0132902171462774,0.997288167476654
0.9,0.5,GraphSAGEPairNorm,4,100,0.4818806528894531,0.0162890143692493,0.9941349029541016
0.9,0.5,GraphSAGEPairNorm,4,150,0.4945711096126229,0.0167750809341669,0.9959959983825684
0.9,0.5,GraphSAGEPairNorm,4,200,0.5699180631515451,0.0179540533572435,0.9895011186599731
0.9,0.5,GraphSAGEPairNorm,5,1,1.9612749117883372,0.7640914916992188,0.9986611604690552
0.9,0.5,GraphSAGEPairNorm,5,2,1.8460502272952437,0.7424756288528442,0.9990851283073424
0.9,0.5,GraphSAGEPairNorm,5,4,0.5108147982489373,0.3200989663600921,0.9994760751724244
0.9,0.5,GraphSAGEPairNorm,5,8,0.3690968497339184,0.0125502757728099,1.0008327960968018
0.9,0.5,GraphSAGEPairNorm,5,16,0.3809212048588316,0.0100343357771635,1.0008376836776731
0.9,0.5,GraphSAGEPairNorm,5,32,0.4609599383735142,0.0118290679529309,0.9983665347099304
0.9,0.5,GraphSAGEPairNorm,5,50,0.4560146756627043,0.013626841828227,0.9945229291915894
0.9,0.5,GraphSAGEPairNorm,5,100,0.49048079403598,0.016441848129034,0.9959091544151306
0.9,0.5,GraphSAGEPairNorm,5,150,0.5684240410929182,0.018444349989295,0.9930119514465332
0.9,0.5,GraphSAGEPairNorm,5,200,0.6375072905543325,0.019343527033925,0.9840237498283386
