h,model,seed,epoch,normalized_dirichlet_energy,effective_rank_ratio,mean_pairwise_cosine_distance
0.1,GraphSAGEPairNorm,4,16,3.653824123039319,0.008576588705182,1.000590443611145
0.1,GraphSAGEPairNorm,4,32,3.6436355894248296,0.0093828244134783,1.000594973564148
0.1,GraphSAGEPairNorm,4,50,3.6345819811965794,0.0107777519151568,1.000910997390747
0.1,GraphSAGEPairNorm,4,100,3.620752686954257,0.0102438014000654,1.000791072845459
0.1,GraphSAGEPairNorm,4,150,3.638946471817877,0.0101963216438889,1.0008997917175293
0.1,GraphSAGEPairNorm,4,200,3.62377511465008,0.0106428433209657,1.000676512718201
0.1,GraphSAGEPairNorm,5,1,2.1003918311844405,0.752856433391571,0.9990788698196412
0.1,GraphSAGEPairNorm,5,2,3.4545839166018206,0.3604980707168579,0.9996882677078248
0.1,GraphSAGEPairNorm,5,4,3.6246609527880818,0.0130377002060413,1.000356912612915
0.1,GraphSAGEPairNorm,5,8,3.628321875517444,0.0090822502970695,1.0008585453033447
0.1,GraphSAGEPairNorm,5,16,3.62845496273605,0.0085685271769762,1.0009708404541016
0.1,GraphSAGEPairNorm,5,32,3.624425373183703,0.0090459454804658,1.0005894899368286
0.1,GraphSAGEPairNorm,5,50,3.613044110859886,0.0109480852261185,1.0005944967269895
0.1,GraphSAGEPairNorm,5,100,3.615024126217033,0.0108108976855874,1.000535488128662
0.1,GraphSAGEPairNorm,5,150,3.6168862082923714,0.0113056162372231,1.0007929801940918
0.1,GraphSAGEPairNorm,5,200,3.6206362518470567,0.0105275474488735,1.0008853673934937
0.1,GraphSAGE,1,1,0.0002302165986165,0.3016475141048431,8.13603401184082e-05
0.1,GraphSAGE,1,2,0.0001237539335928,0.2928121387958526,4.7266483306884766e-05
0.1,GraphSAGE,1,4,7.642636612875465e-06,0.1405791491270065,3.814697265625e-06
0.1,GraphSAGE,1,8,9.655564369965397e-06,0.0212799366563558,4.708766937255859e-06
0.1,GraphSAGE,1,16,2.71193061897378e-05,0.018720244988799,7.748603820800781e-06
0.1,GraphSAGE,1,32,1.7830621490527432,0.0109569150954484,0.4798405766487121
0.1,GraphSAGE,1,50,1.959433348353348,0.0112820882350206,0.5293236374855042
0.1,GraphSAGE,1,100,2.3304738144981902,0.0110559137538075,0.634376049041748
0.1,GraphSAGE,1,150,2.612583294118662,0.0108767691999673,0.7105708718299866
0.1,GraphSAGE,1,200,2.628138963763043,0.0103139588609337,0.7165172100067139
0.1,GraphSAGE,2,1,0.0002511893734582,0.3389810919761657,9.66787338256836e-05
0.1,GraphSAGE,2,2,0.0001602090077983,0.2809281945228576,6.026029586791992e-05
0.1,GraphSAGE,2,4,3.4956996638234935e-05,0.1236848756670951,1.049041748046875e-05
0.1,GraphSAGE,2,8,0.0617303838793771,0.0147969871759414,0.0169996619224548
0.1,GraphSAGE,2,16,2.256409735215129,0.0107413800433278,0.6049144268035889
0.1,GraphSAGE,2,32,2.360341251014427,0.0102924089878797,0.642857551574707
0.1,GraphSAGE,2,50,2.2097751955043097,0.0104596083983778,0.601040244102478
0.1,GraphSAGE,2,100,2.390660238312093,0.0109421974048018,0.6479142904281616
0.1,GraphSAGE,2,150,2.6860248746757542,0.0111191365867853,0.7312309741973877
0.1,GraphSAGE,2,200,2.510366831566149,0.0112488130107522,0.6821354627609253
0.1,GraphSAGE,3,1,0.0001373778092775,0.2450728118419647,3.7729740142822266e-05
0.1,GraphSAGE,3,2,6.748388624571845e-05,0.260721892118454,3.212690353393555e-05
0.1,GraphSAGE,3,4,3.502266165510077e-06,0.1550663262605667,1.7881393432617188e-06
0.1,GraphSAGE,3,8,8.105643610324731e-07,0.0321462154388427,4.76837158203125e-07
0.1,GraphSAGE,3,16,3.923800597864153e-07,0.0150980269536376,2.384185791015625e-07
0.1,GraphSAGE,3,32,3.5016536862731012e-09,0.0259437188506126,0.0
0.1,GraphSAGE,3,50,1.7933124207255506e-10,0.0197019297629594,0.0
0.1,GraphSAGE,3,100,9.868229983346065e-14,0.1279153674840927,-2.384185791015625e-07
0.1,GraphSAGE,3,150,3.925657251200995e-15,0.0977820679545402,0.0
0.1,GraphSAGE,3,200,5.0457046777563056e-11,0.015409268438816,0.0
0.1,GraphSAGE,4,1,0.0003298809043351,0.2886962592601776,0.0001028180122375
0.1,GraphSAGE,4,2,0.0035777367279414,0.1470900028944015,0.001013696193695
0.1,GraphSAGE,4,4,0.0063158171991902,0.028559885919094,0.0017482042312622
0.1,GraphSAGE,4,8,2.4446546366606934,0.0114263473078608,0.6620742082595825
0.1,GraphSAGE,4,16,2.496213257322351,0.0102884722873568,0.6725872755050659
0.1,GraphSAGE,4,32,2.112715496182313,0.0114215034991502,0.5675969123840332
0.1,GraphSAGE,4,50,2.0943392380062518,0.011966629885137,0.5643376111984253
0.1,GraphSAGE,4,100,2.258581867902046,0.0108680296689271,0.6152737736701965
0.1,GraphSAGE,4,150,2.5076176989868406,0.0106643298640847,0.6808907985687256
0.1,GraphSAGE,4,200,2.6852069294930434,0.0105294771492481,0.7316192984580994
0.1,GraphSAGE,5,1,0.0001341491187301,0.3281097114086151,5.453824996948242e-05
0.1,GraphSAGE,5,2,5.8424011046056175e-05,0.3011724352836609,2.872943878173828e-05
0.1,GraphSAGE,5,4,3.394794464824844e-06,0.1536263227462768,1.430511474609375e-06
0.1,GraphSAGE,5,8,1.5361768163533374e-06,0.0307107809931039,8.940696716308594e-07
0.1,GraphSAGE,5,16,1.487008451797107e-07,0.0193260069936513,5.960464477539064e-08
0.1,GraphSAGE,5,32,3.898542181302515e-11,0.0373058691620826,0.0
0.1,GraphSAGE,5,50,1.0010994484003928e-13,0.1364435404539108,1.1920928955078125e-07
0.1,GraphSAGE,5,100,2.3598814348167434e-16,0.0128847267478704,-1.1920928955078125e-07
0.1,GraphSAGE,5,150,2.367741857034602e-16,0.0099928444251418,0.0
0.1,GraphSAGE,5,200,8.938881120308103e-17,0.0118904616683721,0.0
0.5,GraphSAGEPairNorm,1,1,1.9779652806978243,0.7507593035697937,0.9991856217384338
0.5,GraphSAGEPairNorm,1,2,1.9661512739529328,0.7264124751091003,0.9974886775016784
0.5,GraphSAGEPairNorm,1,4,1.8867157018165517,0.6307038068771362,0.9748677611351012
0.5,GraphSAGEPairNorm,1,8,1.742692426650381,0.0896267667412757,0.7143245935440063
0.5,GraphSAGEPairNorm,1,16,1.8013953078621638,0.050252690911293,0.8880767226219177
0.5,GraphSAGEPairNorm,1,32,1.9761388683268724,0.0200981367379426,0.9933326244354248
0.5,GraphSAGEPairNorm,1,50,1.9279273082517916,0.019283790141344,0.993194043636322
0.5,GraphSAGEPairNorm,1,100,1.9901852174822148,0.0206122752279043,0.9988821744918824
0.5,GraphSAGEPairNorm,1,150,1.99337502661362,0.0236538965255022,0.9994141459465028
0.5,GraphSAGEPairNorm,1,200,1.984400790313863,0.0225649457424879,0.9995440244674684
0.5,GraphSAGEPairNorm,2,1,1.9792410694061024,0.7519071698188782,0.9978970289230348
0.5,GraphSAGEPairNorm,2,2,1.990914591220387,0.7117396593093872,0.9939365386962892
0.5,GraphSAGEPairNorm,2,4,1.9913334017620024,0.4769998490810394,0.909123420715332
0.5,GraphSAGEPairNorm,2,8,1.9691251434546249,0.0750233754515647,0.7081102132797241
0.5,GraphSAGEPairNorm,2,16,1.9985036751868883,0.0467786230146884,0.9629122018814088
0.5,GraphSAGEPairNorm,2,32,1.9387736989476592,0.0187743175774812,0.98527592420578
0.5,GraphSAGEPairNorm,2,50,1.9648514753520685,0.0186471473425626,0.9922235608100892
0.5,GraphSAGEPairNorm,2,100,1.9630812964288955,0.0220054425299167,0.9981170892715454
0.5,GraphSAGEPairNorm,2,150,1.9340125476772576,0.024295026436448,0.995619535446167
0.5,GraphSAGEPairNorm,2,200,1.9459762929457003,0.0243127513676881,0.9989879727363586
0.5,GraphSAGEPairNorm,3,1,1.9658370518396853,0.7600477933883667,0.9984787106513976
0.5,GraphSAGEPairNorm,3,2,1.972485914358273,0.7372820377349854,0.9973275065422058
0.5,GraphSAGEPairNorm,3,4,1.992439351661708,0.685382604598999,0.9965640902519226
0.5,GraphSAGEPairNorm,3,8,2.030779894055192,0.4889087080955505,0.9682829976081848
0.5,GraphSAGEPairNorm,3,16,2.1934556030019308,0.0383678153157234,0.937954604625702
0.5,GraphSAGEPairNorm,3,32,1.9655398172277072,0.0161966606974601,0.9913303256034852
0.5,GraphSAGEPairNorm,3,50,1.9801195030430083,0.0177959688007831,0.9985104203224182
0.5,GraphSAGEPairNorm,3,100,2.0247303558883845,0.0257481727749109,0.9976203441619872
0.5,GraphSAGEPairNorm,3,150,2.008631513093302,0.021688288077712,0.9991637468338012
0.5,GraphSAGEPairNorm,3,200,2.014270032211136,0.0231007225811481,0.99895840883255
0.5,GraphSAGEPairNorm,4,1,1.97488179700738,0.7542290687561035,0.9987061619758606
0.5,GraphSAGEPairNorm,4,2,1.9723515539166576,0.733641505241394,0.9979934692382812
0.5,GraphSAGEPairNorm,4,4,1.982686474920991,0.6650791168212891,0.9907597303390504
0.5,GraphSAGEPairNorm,4,8,1.9965776626084129,0.3029168248176574,0.8659552931785583
0.5,GraphSAGEPairNorm,4,16,2.106082660901807,0.0570877566933631,0.9448137879371644
0.5,GraphSAGEPairNorm,4,32,2.060914466831224,0.0186645649373531,0.9962933659553528
0.5,GraphSAGEPairNorm,4,50,2.0215509734249326,0.0178066473454237,0.9998340010643004
0.5,GraphSAGEPairNorm,4,100,1.9672063061091267,0.0244290623813867,0.997700810432434
0.5,GraphSAGEPairNorm,4,150,2.0507575763445947,0.0246821250766515,0.9981828331947328
0.5,GraphSAGEPairNorm,4,200,1.9536519086606643,0.0235076267272233,0.9987027049064636
0.5,GraphSAGEPairNorm,5,1,1.970739698518703,0.7580776810646057,0.9992085695266724
0.5,GraphSAGEPairNorm,5,2,1.9636634373076651,0.7376129627227783,0.9982173442840576
0.5,GraphSAGEPairNorm,5,4,1.9515917534568332,0.6759546995162964,0.9946720600128174
0.5,GraphSAGEPairNorm,5,8,1.9116842407129224,0.524299681186676,0.9827558398246764
0.5,GraphSAGEPairNorm,5,16,1.7707810918412732,0.039536353200674,0.8621240258216858
0.5,GraphSAGEPairNorm,5,32,1.9286550371272568,0.0158776324242353,0.9983716011047364
0.5,GraphSAGEPairNorm,5,50,1.9107537600981808,0.0176455806940794,0.9969038367271424
0.5,GraphSAGEPairNorm,5,100,1.9985071340585987,0.0247123669832944,0.9974635243415833
0.5,GraphSAGEPairNorm,5,150,1.9580384651078817,0.0206581130623817,0.998712122440338
0.5,GraphSAGEPairNorm,5,200,1.957055893416685,0.0249067638069391,0.999346137046814
0.5,GraphSAGE,1,1,9.299395982785932e-05,0.3321649134159088,3.987550735473633e-05
0.5,GraphSAGE,1,2,4.394785688887979e-05,0.2943163812160492,2.211332321166992e-05
0.5,GraphSAGE,1,4,3.571951334419471e-06,0.1252421438694,2.086162567138672e-06
0.5,GraphSAGE,1,8,5.240806962911872e-06,0.0120930476114153,3.039836883544922e-06
0.5,GraphSAGE,1,16,2.288714316901019e-06,0.0102849453687667,1.132488250732422e-06
0.5,GraphSAGE,1,32,5.333850743380988e-09,0.0114412168040871,0.0
0.5,GraphSAGE,1,50,5.5999094514010576e-11,0.0193086508661508,0.0
0.5,GraphSAGE,1,100,1.0540471582110213e-13,0.056382268667221,0.0
0.5,GraphSAGE,1,150,3.317748717497172e-13,0.0613921396434307,0.0
0.5,GraphSAGE,1,200,2.585979667405332e-15,0.0601830258965492,0.0
0.5,GraphSAGE,2,1,0.0002761928197389,0.3690124750137329,0.000129222869873
0.5,GraphSAGE,2,2,4.2614630204805945e-05,0.2881714999675751,2.0325183868408203e-05
0.5,GraphSAGE,2,4,1.549703781828652e-06,0.1789628118276596,8.344650268554688e-07
0.5,GraphSAGE,2,8,1.7338712233538662e-07,0.0296587217599153,1.1920928955078125e-07
0.5,GraphSAGE,2,16,1.448229050187215e-10,0.0720099508762359,0.0
0.5,GraphSAGE,2,32,5.389370379878273e-13,0.1549656987190246,0.0
0.5,GraphSAGE,2,50,2.2901208996028293e-14,0.1810387074947357,1.1920928955078125e-07
0.5,GraphSAGE,2,100,8.37645319462418e-16,0.0167877785861492,-1.1920928955078125e-07
0.5,GraphSAGE,2,150,1.0063379334859151e-16,0.0122886495664715,-1.1920928955078125e-07
0.5,GraphSAGE,2,200,2.641053683693593e-17,0.00896174646914,0.0
0.5,GraphSAGE,3,1,8.040338863056218e-05,0.2318333089351654,1.990795135498047e-05
0.5,GraphSAGE,3,2,4.557251905805141e-05,0.2800887525081634,2.3603439331054688e-05
0.5,GraphSAGE,3,4,3.2268675024373685e-06,0.1279523968696594,1.9073486328125e-06
0.5,GraphSAGE,3,8,3.3728612733063248e-06,0.0205364674329757,2.264976501464844e-06
0.5,GraphSAGE,3,16,8.001718598188852e-07,0.0114200022071599,5.960464477539062e-07
0.5,GraphSAGE,3,32,3.5460160399655164e-08,0.0111820362508296,0.0
0.5,GraphSAGE,3,50,4.845637520664117e-09,0.0119028100743889,0.0
0.5,GraphSAGE,3,100,3.2320628309442165e-11,0.0259069092571735,0.0
0.5,GraphSAGE,3,150,8.167605684311518e-13,0.0615362487733364,0.0
0.5,GraphSAGE,3,200,1.4370978831387644e-11,0.0194540228694677,-2.384185791015625e-07
0.5,GraphSAGE,4,1,0.000149157886888,0.2764204740524292,4.482269287109375e-05
0.5,GraphSAGE,4,2,6.505347534358195e-05,0.3017803728580475,3.141164779663086e-05
0.5,GraphSAGE,4,4,9.054341892204128e-07,0.1930080205202102,4.76837158203125e-07
0.5,GraphSAGE,4,8,1.1233793341679293e-07,0.0271547473967075,1.1920928955078125e-07
0.5,GraphSAGE,4,16,1.0767959230904491e-08,0.0164207909256219,0.0
0.5,GraphSAGE,4,32,1.6135963671505958e-12,0.0946223363280296,0.0
0.5,GraphSAGE,4,50,1.935508550550904e-15,0.1083579659461975,0.0
0.5,GraphSAGE,4,100,9.372846549253626e-19,0.0080387517809867,5.960464477539064e-08
0.5,GraphSAGE,4,150,2.3318308362948665e-17,0.0084167495369911,0.0
0.5,GraphSAGE,4,200,2.185227524196972e-25,0.0078127700835466,1.1920928955078125e-07
0.5,GraphSAGE,5,1,8.525615942362773e-05,0.3169523775577545,3.0100345611572266e-05
0.5,GraphSAGE,5,2,3.713001244448359e-05,0.3176360130310058,1.847743988037109e-05
0.5,GraphSAGE,5,4,6.674300574458023e-06,0.0798986256122589,3.993511199951172e-06
0.5,GraphSAGE,5,8,7.223738753161794e-05,0.0110063925385475,1.1801719665527344e-05
0.5,GraphSAGE,5,16,8.958300059215255e-07,0.0106146559119224,3.5762786865234375e-07
0.5,GraphSAGE,5,32,2.987672932399494e-10,0.0181099139153957,0.0
0.5,GraphSAGE,5,50,2.9958828267634876e-11,0.0276827216148376,0.0
0.5,GraphSAGE,5,100,6.393538280818012e-13,0.0779809281229972,-2.384185791015625e-07
0.5,GraphSAGE,5,150,6.933768400731072e-14,0.0843388587236404,0.0
0.5,GraphSAGE,5,200,2.7063062400783584e-16,0.0137851266190409,-1.1920928955078125e-07
