regime,dataset,h,model,depth,seed,epoch,normalized_dirichlet_energy,effective_rank_ratio,mean_pairwise_cosine_distance,class_separation_margin,fisher_discriminant_ratio,mean_embedding_norm
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,1400,1.8924748916799543,0.7069754600524902,0.998641312122345,0.4065611362457275,0.4166608452796936,0.9473699331283568
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,1600,1.908949051528521,0.6966317296028137,0.9968796968460084,0.4409741163253784,0.4782467782497406,0.9461680054664612
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,1800,1.9098818874021772,0.7087968587875366,0.9983153343200684,0.4027932286262512,0.4213088154792785,0.9468953609466552
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,2000,1.9341881690291327,0.6894572973251343,0.9945054054260254,0.4404818415641784,0.4732503294944763,0.9447044134140016
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,2200,1.894340100575434,0.7037529945373535,0.996755063533783,0.4295370578765869,0.4650408029556274,0.9467145800590516
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,3,2400,1.9442722937119796,0.6898230314254761,0.9972521662712096,0.4156510829925537,0.4332752525806427,0.9465055465698242
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,0,1.4834439337120473,0.9462271928787231,0.9996826648712158,0.0290576815605163,0.0187645088881254,0.9693885445594788
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1,1.7156129451395743,0.8936824202537537,0.9990180134773254,0.1850810050964355,0.13813117146492,0.9695172309875488
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,2,1.980243641838461,0.8197641968727112,0.9990916848182678,0.3456809520721435,0.3128808438777923,0.9613420367240906
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,4,2.211434169167341,0.7149479389190674,0.9996067881584167,0.498021125793457,0.5369566679000854,0.9490075707435608
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,8,2.253383111297623,0.6327265501022339,0.9982981085777284,0.5624892711639404,0.6599308252334595,0.9443243145942688
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,16,2.047201733299388,0.5997651815414429,0.9938759803771972,0.5101119875907898,0.602098822593689,0.9373450875282288
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,32,2.0660557266653337,0.6256276965141296,0.9979223012924194,0.40521240234375,0.4335580170154571,0.9414894580841064
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,50,2.0178055464506763,0.6801575422286987,0.9982572197914124,0.4088041186332702,0.436429888010025,0.9459345936775208
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,100,1.963415670406507,0.6973702311515808,0.9980077147483826,0.4293522238731384,0.4563034772872925,0.9489343762397766
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,150,1.9749684678925867,0.6999921798706055,0.9985498189926147,0.4352606534957886,0.4616389870643616,0.9491860866546632
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,200,1.9302192885401608,0.6996968388557434,0.9983916878700256,0.4361011385917663,0.4565783739089966,0.9490771889686584
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,300,1.92741938609439,0.703036904335022,0.9969293475151062,0.4666338562965393,0.5045894384384155,0.9484182000160216
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,400,1.9402201910656671,0.6939899921417236,0.9987480640411376,0.4664259552955627,0.5043062567710876,0.9477325081825256
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,600,1.9676217008016048,0.691024661064148,0.9967140555381776,0.4679255485534668,0.4989278614521026,0.9458342790603638
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,800,1.9448500921502576,0.695076584815979,0.9978195428848268,0.4707545638084411,0.5191774368286133,0.9457988739013672
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1000,1.9125296737479784,0.6888828873634338,0.9979270100593568,0.455962061882019,0.4913720786571502,0.9464552402496338
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1200,1.9223618455545104,0.6937434673309326,0.9986543655395508,0.4618167281150818,0.5015491843223572,0.945938766002655
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1400,1.9153504690492151,0.6882229447364807,0.9983858466148376,0.4469930529594421,0.4873197972774505,0.944671630859375
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1600,1.93336353229328,0.6932560205459595,0.9971522688865662,0.4454970955848694,0.4698454141616821,0.9464966654777528
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,1800,1.9386304732746715,0.6940697431564331,0.9991843104362488,0.4348389506340027,0.4562528729438782,0.9464009404182434
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,2000,1.9454944595230264,0.6844031810760498,0.9997326135635376,0.4563481211662292,0.4947473108768463,0.9464003443717957
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,2200,1.9266692829845964,0.6957035660743713,0.9981606006622314,0.4645445942878723,0.5111686587333679,0.9460996389389038
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,2400,1.9443876511772904,0.6934256553649902,0.9993683099746704,0.4212644696235657,0.4479388892650604,0.947245955467224
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,0,1.4640852188120124,0.9486586451530457,0.9998945593833924,0.026910126209259,0.0176002439111471,0.9687797427177428
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1,1.6601950060190356,0.8936564326286316,0.999119997024536,0.178221046924591,0.1332391202449798,0.9682238101959229
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,2,1.9113637985499037,0.8177071213722229,0.9995208382606506,0.3227496743202209,0.2842306494712829,0.96013081073761
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,4,2.184119120633886,0.713708758354187,0.9989407658576964,0.4786508083343506,0.4930787980556488,0.9479627013206482
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,8,2.297868631952668,0.6247154474258423,0.9987518191337584,0.5501653552055359,0.6376785039901733,0.9442674517631532
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,16,2.114014644835323,0.6040859222412109,0.9985857605934144,0.5131446123123169,0.6100797653198242,0.9424600601196288
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,32,2.091083910143412,0.6322663426399231,0.9966378211975098,0.4128118753433227,0.4328729510307312,0.946144700050354
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,50,2.0584054063642903,0.6818467974662781,0.9991322159767152,0.4048425555229187,0.4169548153877258,0.9496843218803406
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,100,2.004857519306668,0.7049856185913086,0.9988355040550232,0.3889350295066833,0.4017643630504608,0.9523923993110656
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,150,1.9892940060685589,0.7015339732170105,0.9980162978172302,0.4160584211349487,0.4337140619754791,0.9520693421363832
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,200,1.991008713294196,0.7003284096717834,0.996082603931427,0.4168747067451477,0.4390768110752105,0.9514455795288086
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,300,1.991091627171819,0.6959457993507385,0.9982929229736328,0.443034827709198,0.4682044684886932,0.949986457824707
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,400,1.9735533375985843,0.7011035680770874,0.9995821118354796,0.4287646412849426,0.4494712948799133,0.9515435695648192
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,600,1.9805803649290976,0.6996821761131287,0.998571276664734,0.4349755048751831,0.4569090604782104,0.949980616569519
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,800,1.9881251246170857,0.6871677041053772,0.9985368251800536,0.447654128074646,0.4752219319343567,0.9470162391662598
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1000,2.007494174301836,0.6951839327812195,0.9976479411125184,0.4424396753311157,0.4660034775733948,0.9484902024269104
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1200,1.9537993493994783,0.6995477080345154,0.9982295036315918,0.4321555495262146,0.4572720825672149,0.94899719953537
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1400,1.986577605403876,0.6946117281913757,0.9999329447746276,0.4413347840309143,0.4625617563724518,0.949886441230774
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1600,1.9850622295795235,0.702426016330719,0.9990017414093018,0.4319435358047485,0.4446131885051727,0.9497498869895936
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,1800,1.953209296751396,0.7038238048553467,0.998572826385498,0.4452409744262695,0.4696332216262817,0.9506796598434448
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,2000,1.9581383681519409,0.6804109215736389,0.9983962178230286,0.4638176560401916,0.5008499622344971,0.947826623916626
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,2200,2.000382804630648,0.6934500932693481,0.9987748861312866,0.4203545451164245,0.444425106048584,0.948417603969574
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,5,2400,1.971573036856657,0.6999427676200867,0.99871563911438,0.4398149251937866,0.4657858908176422,0.949054718017578
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,0,0.975168178969987,0.8269523978233337,0.9906879663467408,0.0048348903656005,0.0030993269756436,0.92051899433136
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1,0.9770895929056136,0.7827445864677429,0.9842631220817566,0.0282065868377685,0.0152686415240168,0.9048643708229064
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,2,1.1702644922469627,0.6992422342300415,0.9770628809928894,0.1085900068283081,0.0641767308115959,0.8871118426322937
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,4,2.55924668475488,0.1313576102256775,0.9696785807609558,0.4050748944282532,0.392425000667572,0.8880288004875183
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,8,2.7643639191720943,0.0203506387770175,0.9960328340530396,0.5117631554603577,0.5831536650657654,0.9034332036972046
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,16,2.2865891471204827,0.024022102355957,0.9750670194625854,0.2870110869407654,0.3053039312362671,0.9032678604125975
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,32,2.300156707066624,0.0266064126044511,0.9633585810661316,0.318956971168518,0.3835285007953644,0.934227466583252
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,50,2.232459067790498,0.0335536114871501,0.9933432936668396,0.406183123588562,0.4098882973194122,0.9581513404846193
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,100,2.4169586563995957,0.0469466149806976,0.99863862991333,0.6201367974281311,0.8228104710578918,0.9627668261528016
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,150,2.3096592348415337,0.041562333703041,0.9895028471946716,0.623222827911377,0.8185166716575623,0.9521617889404296
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,200,2.684183763697886,0.0381414853036403,0.9976953268051147,0.7163578867912292,1.075833082199097,0.970488667488098
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,300,2.799063007947147,0.0387854576110839,0.9975948929786682,0.7736796438694,1.310977578163147,0.974153995513916
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,400,2.5992043212179063,0.0399288013577461,1.0002000331878662,0.7340613007545471,1.1362141370773315,0.9705991148948668
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,600,2.572977549340037,0.0350218005478382,0.994657814502716,0.7715891897678375,1.2840750217437744,0.9638431668281556
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,800,2.74836135590032,0.0352461859583854,0.9976815581321716,0.7917383909225464,1.3482927083969116,0.978126049041748
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1000,2.6790871365881546,0.0360730625689029,0.9983808994293212,0.8210508227348328,1.4514412879943848,0.9759958982467652
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1200,2.7656009736113325,0.0353906154632568,0.998578667640686,0.7619384229183197,1.270029902458191,0.9730799198150636
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1400,2.537164185509789,0.0395663790404796,0.9944042563438416,0.7837234139442444,1.2696104049682615,0.9693366289138794
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1600,2.623176259341216,0.0396182127296924,0.9968818426132202,0.8632246851921082,1.5681220293045044,0.9680443406105042
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,1800,2.634952358024325,0.037642665207386,0.9995927810668944,0.7946479618549347,1.37040114402771,0.9760897159576416
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,2000,2.7896909319261307,0.0377583056688308,0.999597191810608,0.8008304536342621,1.3871253728866575,0.9766591191291808
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,2200,2.793656118366036,0.0356124527752399,0.9978809356689452,0.7795473635196686,1.3358588218688965,0.97917902469635
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,2400,2.6608776735657824,0.0380031242966651,0.9979878067970276,0.7990544438362122,1.3633626699447632,0.9751705527305604
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,0,0.9369528345873096,0.815493106842041,0.9872352480888368,0.0044136047363281,0.0035925779957324,0.905929148197174
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1,0.8359199152952301,0.7664751410484314,0.9727945923805236,0.0103300213813781,0.0061997878365218,0.8647518754005432
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,2,0.6682419108740251,0.6495365500450134,0.9428215622901917,0.0217448472976684,0.0095088016241788,0.7760776281356812
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,4,1.4765197384498925,0.4880813360214233,0.9580049514770508,0.184170663356781,0.1270386278629303,0.8752288222312927
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,8,2.8110414330903244,0.0265303086489439,0.9943810105323792,0.4634503126144409,0.4800711274147033,0.921160876750946
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,16,2.651987772687866,0.0197786595672369,0.9858723282814026,0.3874398469924927,0.4178529679775238,0.9001290202140808
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,32,2.2870719797706243,0.0278634540736675,0.993935227394104,0.3594045639038086,0.3781718909740448,0.94699627161026
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,50,2.3222795753274093,0.0342275835573673,0.9993076324462892,0.5199412703514099,0.573738694190979,0.95695161819458
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,100,2.4846048125286773,0.0451598539948463,0.9989289045333862,0.6518892049789429,0.8810819387435913,0.9496031999588012
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,150,2.56961891544943,0.0415221415460109,0.9978341460227966,0.651383638381958,0.9146297574043274,0.9610905647277832
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,200,2.6193639909591155,0.038640808314085,0.9988723993301392,0.6898534893989563,0.9521695375442504,0.960657000541687
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,300,2.677294161235855,0.0392103008925914,0.9996144771575928,0.7495117485523224,1.178309202194214,0.9727631211280824
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,400,2.9353751438862985,0.0339362956583499,0.9991701245307922,0.7635714411735535,1.2542803287506104,0.9742922782897948
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,600,2.7861961758564804,0.035640861839056,1.0002772808074951,0.730371743440628,1.136064887046814,0.9828929901123048
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,800,2.7020987980897324,0.0374587923288345,0.9993489980697632,0.7517663538455963,1.199437379837036,0.9794765710830688
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1000,2.663509583604785,0.037040788680315,0.9990668892860411,0.81794473528862,1.4434499740600586,0.9830613136291504
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1200,2.5830104130034397,0.0380051098763942,0.999277889728546,0.7976419925689697,1.3391987085342407,0.9738798141479492
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1400,2.749421249557358,0.0371535047888755,0.9987421035766602,0.7633450031280518,1.1635371446609497,0.977619469165802
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1600,2.841819592503872,0.0338486656546592,0.9948735237121582,0.8379993438720703,1.4631832838058472,0.9751222133636476
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,1800,2.556905138026347,0.0361225083470344,0.9950621724128724,0.8026755452156067,1.3841474056243896,0.9749683737754822
