regime,dataset,h,model,depth,epoch,n,nde_mean,nde_std,rank_ratio_mean,rank_ratio_std,pairwise_mean,margin_mean,fisher_mean,embedding_norm_mean
lowlabel,PubMed,0.1,GraphSAGE,8,50,5,7.734582047893565e-15,1.212160781112577e-14,0.12321305796504015,0.06147165314890783,2.384185791015625e-08,-2.3026558437777565e-11,0.9756954669952392,0.7301141381263733
lowlabel,PubMed,0.1,GraphSAGE,8,100,5,8.945191690834215e-16,5.582813257138562e-16,0.03270201534032816,0.03552315361394882,9.5367431640625e-08,-7.288747383427107e-12,1.1477406740188598,0.5493582665920258
lowlabel,PubMed,0.1,GraphSAGE,8,150,5,6.573985313454324e-16,7.085869742262615e-16,0.01350886877626176,0.0038198570297306006,-2.384185791015625e-08,-8.389378081119502e-12,1.0872218370437623,0.4641674101352692
lowlabel,PubMed,0.1,GraphSAGE,8,200,5,3.656800230538753e-16,4.509961813465967e-16,0.010100369341671401,0.0018623498968866924,-4.76837158203125e-08,3.0447466770056056e-11,1.096010398864746,0.393364417552948
lowlabel,PubMed,0.1,GraphSAGE,8,300,5,6.841726944949733e-17,7.543890959183932e-17,0.00845657065510744,0.0005622428124612189,7.152557373046875e-08,9.379164112033322e-14,1.0662740468978882,0.2818123191595077
lowlabel,PubMed,0.1,GraphSAGE,8,400,5,2.8393344860583107e-16,4.553117278220124e-16,0.00897756647318596,0.0016150146317119897,1.1920928955078125e-07,0.0,1.116863751411438,0.212485933303833
lowlabel,PubMed,0.1,GraphSAGE,8,600,5,6.117057349864977e-19,8.493120945348539e-19,0.00784328579902642,5.694077379297106e-05,-2.384185791015625e-08,-3.410605131648481e-14,1.3308527469635008,0.13059125095605847
lowlabel,PubMed,0.1,GraphSAGE,8,800,5,2.26684812008313e-17,5.0688264911731194e-17,0.00789637938141816,0.00018715496917978707,2.384185791015625e-08,5.1234017028889414e-14,1.2884649634361267,0.14129794239997856
lowlabel,PubMed,0.1,GraphSAGE,8,1000,5,2.3692298112623476e-29,5.297758651542511e-29,0.0078125299885869,6.705651885735375e-08,-7.152557373046875e-08,0.0,0.9363713383674621,0.16681491732597348
lowlabel,PubMed,0.1,GraphSAGE,8,1200,5,6.038536590407089e-43,1.3502578300770056e-42,0.00781262051314114,1.3444892155368722e-07,2.384185791015625e-08,0.0,0.9504672884941101,0.16586727499961848
lowlabel,PubMed,0.1,GraphSAGE,8,1400,5,0.0,0.0,0.0078125,0.0,4.76837158203125e-08,0.0,0.6821899125352502,0.06868545226752751
lowlabel,PubMed,0.1,GraphSAGE,8,1600,5,1.4087786104918547e-33,3.149667046277682e-33,0.007812594436109061,1.387789390255896e-07,0.0,0.0,0.830865178629756,0.14639117605984206
lowlabel,PubMed,0.1,GraphSAGE,8,1800,5,2.30215547092522e-33,5.1443002718828594e-33,0.0078126138076186,1.4943360202347202e-07,7.152557373046875e-08,0.0,1.00048930644989,0.14718558788299557
lowlabel,PubMed,0.1,GraphSAGE,8,2000,5,2.555585034783488e-22,5.714461858856512e-22,0.007813660986721479,2.2333317875548295e-06,4.76837158203125e-08,0.0,1.013197410106659,0.15887676179409022
lowlabel,PubMed,0.1,GraphSAGE,8,2200,5,1.357742898602042e-23,2.2381453749381898e-23,0.00781344249844548,1.6926142772953935e-06,0.0,0.0,0.9461224853992463,0.17991785481572148
lowlabel,PubMed,0.1,GraphSAGE,8,2400,5,5.200054001849389e-26,1.162333765265883e-25,0.0078125,0.0,0.0,0.0,1.0107837080955506,0.11515241563320155
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,0,5,1.4726801009539667,0.009024486767966421,0.9477296948432923,0.0020105944368983175,0.999827790260315,0.0274828433990478,0.01813392564654346,0.9693768382072449
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1,5,1.6586441978777426,0.03591894077366976,0.8958169341087341,0.004925641943704405,0.9992354035377502,0.1753023505210876,0.12994552999734874,0.9700287580490112
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,2,5,1.9076684224244247,0.047126985255546025,0.8224432110786438,0.006055407538220694,0.9993028998374939,0.3273671507835388,0.2896844923496246,0.9631364941596985
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,4,5,2.1696770606077402,0.04184182411457435,0.7206615090370179,0.00871998212734345,0.9990270495414734,0.47452392578125,0.49933536648750304,0.9509680271148682
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,8,5,2.2605588373657755,0.04189750125753794,0.6389371395111084,0.014803549255099798,0.9984571218490601,0.5476073145866394,0.6378036379814148,0.9459488987922668
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,16,5,2.0549702245564734,0.0389895616082502,0.6138105511665344,0.019805370109462185,0.9971383929252624,0.4940615653991699,0.5670653700828552,0.9421666741371155
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,32,5,2.0513566006806143,0.030074652008494115,0.632928478717804,0.010485173316805476,0.998325502872467,0.4032555818557739,0.4252116858959198,0.9446751356124878
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,50,5,2.0172977704925654,0.025574136165084114,0.6830790638923645,0.0039610356684316285,0.9985095858573914,0.39979240894317625,0.41929693818092345,0.9486367464065552
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,100,5,1.965817273055492,0.022553905244330437,0.7038683891296387,0.004668258309530655,0.998402214050293,0.40450966358184814,0.42261287569999695,0.951038658618927
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,150,5,1.9608920544575708,0.027231370941019906,0.7025354027748107,0.002109353742295449,0.9981717348098755,0.4134201884269714,0.434531569480896,0.9504328608512879
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,200,5,1.953968414166485,0.026561842654604838,0.7028653621673584,0.006288389088485378,0.997915530204773,0.41743170022964476,0.4381881892681122,0.9498690366744995
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,300,5,1.9461315934340688,0.026677243789948703,0.7028116822242737,0.006370127349655523,0.9977442264556885,0.43357008695602417,0.45941399335861205,0.9494028210639953
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,400,5,1.9483995625342623,0.027401525306691755,0.6983276963233948,0.003413332016751095,0.9984185934066773,0.43803112506866454,0.46776865124702455,0.9485832214355469
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,600,5,1.9421504348993515,0.03295708826643669,0.6974756360054016,0.0050479596517181095,0.9979562997817993,0.4330251693725586,0.4592432022094727,0.94795001745224
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,800,5,1.9285307602101036,0.038713723328598536,0.6927976012229919,0.00929105795700745,0.9978336811065673,0.4406053304672241,0.47278435826301574,0.9466604351997375
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1000,5,1.9317793388171143,0.046374152772076405,0.6940433621406555,0.0063909990390204705,0.9979114174842835,0.4307170271873474,0.45690900683403013,0.9470136165618896
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1200,5,1.9230750406184989,0.0179324186861905,0.6968394160270691,0.003997571746506704,0.9981398105621337,0.43726707696914674,0.46639188528060915,0.9471639752388
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1400,5,1.9348815305283533,0.03935150442902079,0.6969580054283142,0.008819948773956254,0.9989033699035644,0.4279114484786987,0.4548375725746155,0.9473678708076477
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1600,5,1.9308118327347146,0.034495047001976385,0.6925490140914917,0.010128565156563461,0.9977781295776367,0.441278338432312,0.46825950741767886,0.9469784617424011
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,1800,5,1.9287300971076973,0.024712177784644313,0.7018223166465759,0.006806478530082056,0.9987776279449463,0.42857290506362916,0.45285447835922243,0.9479987978935241
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,2000,5,1.935156029304164,0.02415701734705026,0.6883196592330932,0.006524659509922245,0.9979643106460572,0.4426102161407471,0.47232956290245054,0.946831488609314
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,2200,5,1.9344580896530765,0.04042062339553605,0.6977057814598083,0.004750822280796982,0.9981454849243164,0.43827812671661376,0.47353779077529906,0.947232186794281
lowlabel,PubMed,0.1,GraphSAGEPairNorm,2,2400,5,1.941843569919726,0.01999255302683394,0.6936673760414124,0.0037733740423140346,0.9983727812767029,0.42071985006332396,0.4416965186595917,0.947733736038208
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,0,5,0.944477254371699,0.03032282913271153,0.8209778308868408,0.007554398829590553,0.9881737709045411,0.0058144092559814006,0.00381475263275202,0.9080016016960144
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1,5,0.8759577063064459,0.058364558738565456,0.7766778707504273,0.009148761024119666,0.9771897435188294,0.016293883323669357,0.009338900446891719,0.8797470092773437
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2,5,0.9250137737754749,0.19033302845408237,0.7020600438117981,0.03488203801779429,0.9668027520179748,0.059179806709289504,0.031530162692069943,0.856808316707611
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,4,5,2.116461215801766,0.4934907052769461,0.30521805286407466,0.13382159223111909,0.9675264596939087,0.312054705619812,0.27504850924015045,0.8926756024360657
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,8,5,2.8342568759255533,0.052258965460594144,0.02295747995376582,0.005176806344816638,0.9962528705596924,0.4769102096557617,0.5229260623455048,0.9225950837135315
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,16,5,2.508268578429252,0.15115377546522493,0.02171089611947534,0.004118511826267339,0.9830799341201782,0.3572721242904663,0.3847721397876739,0.9015425920486451
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,32,5,2.1046986057193307,0.18071011905244944,0.03012424930930132,0.0035789224310073184,0.990434205532074,0.33710668087005613,0.3399117588996887,0.9491554737091065
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,50,5,2.3476445469021954,0.12273502676831163,0.03529936522245402,0.001779885465777835,0.9981156468391419,0.4636692523956299,0.5098688542842865,0.9532500743865967
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,100,5,2.5146104414988857,0.11980600566887338,0.0441994875669479,0.002225474747540165,0.9988943338394165,0.6487466931343079,0.8919023275375366,0.9587119817733765
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,150,5,2.5417477210562205,0.21862661352628168,0.04022665917873376,0.003435476582745279,0.9941926240921021,0.6722795128822326,0.974838936328888,0.9556743621826171
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,200,5,2.6270135078719488,0.05114891275986876,0.03843967765569682,0.0018849724166288067,0.9964695572853088,0.7205767512321473,1.0943799018859863,0.9623888373374939
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,300,5,2.6515446806480023,0.09874096172880474,0.037619850784540124,0.0019393817632271228,0.9965456843376159,0.782604318857193,1.3000362873077393,0.9653426051139832
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,400,5,2.71606686110922,0.15035315851216732,0.0361719593405723,0.002354064741838585,0.9962679982185364,0.7863389670848846,1.3442441701889039,0.9684616804122925
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,600,5,2.7064170184420595,0.08419919017387079,0.03513854444026944,0.0007743715970191455,0.9973854064941406,0.7774829685688018,1.3058198928833007,0.9699989199638367
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,800,5,2.679614741515082,0.0938615664861757,0.037225390970706894,0.0012350261439034633,0.997461450099945,0.7907705545425415,1.3384521722793579,0.9728036522865295
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1000,5,2.666418656847688,0.1012131448038536,0.03639281839132306,0.0015692996949795192,0.9967371821403503,0.8070938885211945,1.4205753803253174,0.9715123176574707
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1200,5,2.649734129175761,0.07700216255228386,0.03701678588986392,0.0016759591639438766,0.9980133056640625,0.7922916531562805,1.3597114324569701,0.9685970783233643
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1400,5,2.6622506207499534,0.09410182790417174,0.03674743399024004,0.001797721111678917,0.9970477461814881,0.8085296869277954,1.4089447021484376,0.9708405137062073
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1600,5,2.69812695345363,0.09532242844722692,0.036251230537891345,0.0022897358849252513,0.9970870018005371,0.8211903870105743,1.4293714046478272,0.9726803779602051
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,1800,5,2.630249790639236,0.08071866450758264,0.0364322870969772,0.0011673771267414945,0.9965853571891785,0.7984116077423096,1.3784301280975342,0.9712412714958191
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2000,5,2.735398494914385,0.06489269610317867,0.03616207167506214,0.001576301264041835,0.9972833275794983,0.8142123878002167,1.4517602920532227,0.9723031163215637
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2200,5,2.646589669995143,0.11947550303763564,0.03646210134029384,0.0016252822049844266,0.9952815294265747,0.8014421582221984,1.376841402053833,0.971641731262207
lowlabel,PubMed,0.1,GraphSAGEPairNorm,8,2400,5,2.6515203946197095,0.05594534287681434,0.036621998995542485,0.0013451555176050309,0.9972323775291443,0.8252418160438537,1.4343824625015258,0.971470856666565
lowlabel,PubMed,0.5,GraphSAGE,2,0,5,0.266204497165369,0.013056938005380717,0.9456974744796753,0.002068048152109535,0.1943475723266601,0.004748234152793821,0.016491489671170638,0.32658998370170594
lowlabel,PubMed,0.5,GraphSAGE,2,1,5,0.14218622726694297,0.01096494620246356,0.8982055902481079,0.004589083167380724,0.11106040477752681,0.0120503947138786,0.08279841840267178,0.4267710268497467
lowlabel,PubMed,0.5,GraphSAGE,2,2,5,0.08827337129037864,0.008629402054255797,0.7821863651275635,0.0069664323428923255,0.07454373836517328,0.018704342097043938,0.22626392543315887,0.5988897323608399
lowlabel,PubMed,0.5,GraphSAGE,2,4,5,0.09657194940675784,0.01640947665645019,0.5617470026016236,0.011335428816354366,0.08962651491165155,0.038502849638462025,0.43226386308670045,0.8318079710006714
lowlabel,PubMed,0.5,GraphSAGE,2,8,5,0.24657524657777427,0.018388270854895562,0.37187969088554385,0.005568740432376916,0.2533653736114502,0.14991676211357113,0.5922895312309265,0.926954698562622
lowlabel,PubMed,0.5,GraphSAGE,2,16,5,0.27824142496495724,0.018477269484059318,0.2547451466321945,0.006244128979985378,0.24710279703140253,0.18479312658309935,0.8510420322418213,1.4904347658157349
lowlabel,PubMed,0.5,GraphSAGE,2,32,5,0.48970563418699237,0.023920921589196176,0.2597395867109299,0.01014553526238698,0.3357629656791687,0.2822554409503936,1.0171430706977844,1.380816912651062
lowlabel,PubMed,0.5,GraphSAGE,2,50,5,0.5272921524179367,0.011560048112153432,0.2820028483867645,0.009797272149384452,0.3525634288787841,0.3007937848567962,1.0316325426101685,1.117159652709961
lowlabel,PubMed,0.5,GraphSAGE,2,100,5,0.5632635988957189,0.018697333504811987,0.29822298884391785,0.016185477394511386,0.3760626792907714,0.313278192281723,1.004774570465088,0.8935924887657165
lowlabel,PubMed,0.5,GraphSAGE,2,150,5,0.5718145510106362,0.0193091942236676,0.3079982995986938,0.014298081474711306,0.38228200674057006,0.3171436488628387,0.9925598502159119,0.8137901425361633
lowlabel,PubMed,0.5,GraphSAGE,2,200,5,0.5763505569448194,0.019883334999288366,0.3085490226745605,0.013829193490676428,0.38972456455230714,0.3228153884410858,1.0156379342079163,0.77892507314682
lowlabel,PubMed,0.5,GraphSAGE,2,300,5,0.5789942528315514,0.020064383027542564,0.3085433065891266,0.016401490728349802,0.39019178152084344,0.328309416770935,1.0167782187461853,0.7480563759803772
lowlabel,PubMed,0.5,GraphSAGE,2,400,5,0.5887317570450814,0.02099260267787988,0.3081384778022766,0.018734641645476682,0.3959319233894348,0.332324743270874,1.02075355052948,0.7339748978614807
lowlabel,PubMed,0.5,GraphSAGE,2,600,5,0.5797618193974315,0.010192138688601077,0.3078147113323212,0.016236444102345527,0.3921635031700134,0.3241958856582642,0.9979776501655578,0.7353107810020447
lowlabel,PubMed,0.5,GraphSAGE,2,800,5,0.5835313707474391,0.020901793139058437,0.312915015220642,0.015805545509892837,0.39218348264694214,0.3260011047124863,1.0077622294425965,0.729815661907196
lowlabel,PubMed,0.5,GraphSAGE,2,1000,5,0.5788541031984594,0.03219854450516348,0.31340587735176084,0.013285459562313265,0.39040255546569824,0.32850649952888483,1.0083566904067993,0.7367487668991088
lowlabel,PubMed,0.5,GraphSAGE,2,1200,5,0.5781713638705005,0.021947433358288842,0.31126642823219297,0.01875654846921565,0.3888540744781494,0.32295497059822076,1.0020943522453307,0.7338512659072876
lowlabel,PubMed,0.5,GraphSAGE,2,1400,5,0.5780449683567431,0.03061272125822205,0.31125054359436033,0.02158099709170781,0.39167799949646,0.33646867871284486,1.048259449005127,0.7340968132019043
lowlabel,PubMed,0.5,GraphSAGE,2,1600,5,0.5887535567350025,0.027748537620139496,0.31243056058883667,0.0234422772038476,0.40085229873657224,0.33501206934452055,1.015372383594513,0.7275034189224243
lowlabel,PubMed,0.5,GraphSAGE,2,1800,5,0.5698623103385885,0.03484179113402574,0.3191629827022552,0.018292754386194536,0.3888207197189331,0.3230918198823929,1.0026771426200867,0.740161657333374
lowlabel,PubMed,0.5,GraphSAGE,2,2000,5,0.5815606626984644,0.021909297871099614,0.32037869095802307,0.014902546762496142,0.39801180362701416,0.32276725769042963,0.9821650266647339,0.7335253596305847
lowlabel,PubMed,0.5,GraphSAGE,2,2200,5,0.5787985594381742,0.023166780120290074,0.3184899568557739,0.01762211065287152,0.3991121768951416,0.32480991780757906,0.9846189498901368,0.7333775281906127
lowlabel,PubMed,0.5,GraphSAGE,2,2400,5,0.5873846931227831,0.02113599018119206,0.31922569274902346,0.016417288547036793,0.3991562247276306,0.3325827389955521,0.9859899520874024,0.7303390622138977
lowlabel,PubMed,0.5,GraphSAGE,8,0,5,7.1157889016616555e-06,1.8194503113013946e-06,0.45653420090675356,0.014929965668590802,8.857250213623047e-06,1.0266949175274931e-07,0.0089775661937892,0.7298530697822571
lowlabel,PubMed,0.5,GraphSAGE,8,1,5,2.6744830748661797e-07,1.0606093056491453e-07,0.2774519383907318,0.07134172406241206,2.384185791015625e-07,4.462890501599759e-09,0.015784629900008378,1.9989662885665893
lowlabel,PubMed,0.5,GraphSAGE,8,2,5,7.341925598997495e-08,2.6242976167937624e-08,0.2685549229383469,0.025304741747666077,4.76837158203125e-08,4.930340935516142e-09,0.035577115416526764,0.9679204225540161
lowlabel,PubMed,0.5,GraphSAGE,8,4,5,2.4839312410606754e-08,4.395557392568495e-08,0.10044382512569423,0.03151591351474898,4.76837158203125e-08,3.087440991755841e-09,0.05359623581171032,1.090286660194397
lowlabel,PubMed,0.5,GraphSAGE,8,8,5,2.8069546639670277e-09,4.418047669963391e-09,0.036313164979219395,0.009252138099528288,0.0,6.878600800064305e-10,0.06607397571206086,1.3609688997268676
lowlabel,PubMed,0.5,GraphSAGE,8,16,5,3.309198713358299e-11,2.1918771890915643e-11,0.04416668117046352,0.01847697219932857,0.0,1.6382535883430185e-10,0.026157079823315076,1.211153268814087
lowlabel,PubMed,0.5,GraphSAGE,8,32,5,4.701954602851489e-11,1.0455971070178069e-10,0.08960711285471909,0.07458836755777554,0.0,3.0659634830954013e-10,0.15259008258581158,0.8645857214927674
lowlabel,PubMed,0.5,GraphSAGE,8,50,5,1.910471001741309e-13,4.239628327012385e-13,0.09683023020625112,0.06668876355932662,2.384185791015625e-08,-9.677414425368625e-11,0.8901296488940715,0.7155097484588623
lowlabel,PubMed,0.5,GraphSAGE,8,100,5,5.985215370282636e-16,1.6537140391697972e-16,0.0279409853741526,0.02729154974560377,2.384185791015625e-08,2.199174176098495e-12,1.0967812538146973,0.5671157836914062
lowlabel,PubMed,0.5,GraphSAGE,8,150,5,2.4269042254987753e-16,1.7828943841447432e-16,0.01087686233222478,0.0019670940582199787,-4.76837158203125e-08,-1.6264323221548694e-12,1.1246655702590942,0.4476617336273193
lowlabel,PubMed,0.5,GraphSAGE,8,200,5,7.629125041773385e-17,7.738901080045205e-17,0.008819316513836339,0.0009875002911639522,0.0,-8.72546479513403e-13,1.1155053615570067,0.38353071808815004
lowlabel,PubMed,0.5,GraphSAGE,8,300,5,5.748860912232131e-16,4.4107087932951386e-16,0.01121573001146312,0.00295610581413828,2.384185791015625e-08,-3.439026841078885e-13,1.11002459526062,0.28728717863559716
lowlabel,PubMed,0.5,GraphSAGE,8,400,5,2.529861980602764e-16,3.2880918103837935e-16,0.00890650488436218,0.0013998901748245671,7.152557373046875e-08,0.0,1.0073449254035949,0.24487283825874323
lowlabel,PubMed,0.5,GraphSAGE,8,600,5,1.0713991716059534e-16,1.4624394466112896e-16,0.008434350416064221,0.0008137547092399135,9.5367431640625e-08,0.0,0.9819759845733642,0.17640208452939982
lowlabel,PubMed,0.5,GraphSAGE,8,800,5,1.8497864867948614e-36,4.136248328333827e-36,0.00781268496066328,1.2393870622751686e-07,9.5367431640625e-08,0.0,1.01573007106781,0.16468685716390608
lowlabel,PubMed,0.5,GraphSAGE,8,1000,5,1.6637303569286116e-30,3.7202141743223636e-30,0.00781261194497344,1.5631577329315088e-07,7.152557373046875e-08,0.0,0.5444219708442688,0.06108448132872576
lowlabel,PubMed,0.5,GraphSAGE,8,1200,5,0.0,0.0,0.007812537625432001,8.413302363475202e-08,-7.152557373046875e-08,0.0,0.7944210559129715,0.12440499924123283
