dataset,model,graph_seed,init_seed,lr,best_epoch,best_val,test_best,source
Roman-Empire,GraphSAGEPairNorm,4,47,0.003,2015,0.4761694669723511,0.45724964141845703,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,65,0.003,1611,0.4726390242576599,0.4481648802757263,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,83,0.003,1975,0.4466019570827484,0.4333696663379669,lr_sensitivity
Roman-Empire,GraphSAGE,4,11,0.003,2014,0.462930291891098,0.4469708800315857,lr_sensitivity
Roman-Empire,GraphSAGE,4,29,0.003,1454,0.46248897910118103,0.44214296340942383,lr_sensitivity
Roman-Empire,GraphSAGE,4,47,0.003,1701,0.45145630836486816,0.44074130058288574,lr_sensitivity
Roman-Empire,GraphSAGE,4,65,0.003,949,0.4545454680919647,0.4357057511806488,lr_sensitivity
Roman-Empire,GraphSAGE,4,83,0.003,1903,0.44527801871299744,0.4392358362674713,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,11,0.03,317,0.6151809692382812,0.6064994931221008,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,29,0.03,201,0.6165048480033875,0.603488564491272,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,47,0.03,577,0.6213592290878296,0.6037481427192688,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,65,0.03,201,0.6195939779281616,0.6138192415237427,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,4,83,0.03,2134,0.6134157180786133,0.6003737449645996,lr_sensitivity
Roman-Empire,GraphSAGE,4,11,0.03,72,0.14077669382095337,0.14161863923072815,lr_sensitivity
Roman-Empire,GraphSAGE,4,29,0.03,27,0.1456310749053955,0.13699838519096375,lr_sensitivity
Roman-Empire,GraphSAGE,4,47,0.03,24,0.13945278525352478,0.13959403336048126,lr_sensitivity
Roman-Empire,GraphSAGE,4,65,0.03,1328,0.4240953326225281,0.4139541983604431,lr_sensitivity
Roman-Empire,GraphSAGE,4,83,0.03,2,0.13945278525352478,0.13959403336048126,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,11,0.001,2088,0.37599295377731323,0.36302757263183594,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,29,0.001,162,0.3790820837020874,0.36904945969581604,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,47,0.001,2254,0.3680494427680969,0.3635466992855072,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,65,0.001,1947,0.3790820837020874,0.36930903792381287,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,83,0.001,1962,0.34995588660240173,0.3572133183479309,lr_sensitivity
Roman-Empire,GraphSAGE,5,11,0.001,152,0.4289496839046478,0.42329853773117065,lr_sensitivity
Roman-Empire,GraphSAGE,5,29,0.001,142,0.4157105088233948,0.4094896912574768,lr_sensitivity
Roman-Empire,GraphSAGE,5,47,0.001,232,0.4157105088233948,0.4121372699737549,lr_sensitivity
Roman-Empire,GraphSAGE,5,65,0.001,201,0.39982348680496216,0.39396771788597107,lr_sensitivity
Roman-Empire,GraphSAGE,5,83,0.001,209,0.4157105088233948,0.415615439414978,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,11,0.003,2263,0.47087380290031433,0.4479053020477295,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,29,0.003,1925,0.46999117732048035,0.44764575362205505,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,47,0.003,1667,0.48543688654899597,0.46415406465530396,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,65,0.003,1533,0.46822595596313477,0.4474380910396576,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,83,0.003,2185,0.45189762115478516,0.43980687856674194,lr_sensitivity
Roman-Empire,GraphSAGE,5,11,0.003,1645,0.447925865650177,0.43736696243286133,lr_sensitivity
Roman-Empire,GraphSAGE,5,29,0.003,2102,0.46954986453056335,0.4581840932369232,lr_sensitivity
Roman-Empire,GraphSAGE,5,47,0.003,2374,0.447925865650177,0.4280226230621338,lr_sensitivity
Roman-Empire,GraphSAGE,5,65,0.003,2189,0.4554280638694763,0.4480091333389282,lr_sensitivity
Roman-Empire,GraphSAGE,5,83,0.003,2197,0.4571932852268219,0.44795721769332886,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,11,0.03,301,0.6231244802474976,0.6034366488456726,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,29,0.03,618,0.6244483590126038,0.6000623106956482,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,47,0.03,259,0.6279788017272949,0.6089394092559814,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,65,0.03,786,0.6244483590126038,0.5998027324676514,lr_sensitivity
Roman-Empire,GraphSAGEPairNorm,5,83,0.03,443,0.6306266784667969,0.6017234921455383,lr_sensitivity
Roman-Empire,GraphSAGE,5,11,0.03,2137,0.4324801564216614,0.42620566487312317,lr_sensitivity
Roman-Empire,GraphSAGE,5,29,0.03,1693,0.4311562180519104,0.42111819982528687,lr_sensitivity
Roman-Empire,GraphSAGE,5,47,0.03,2272,0.3887908160686493,0.36821886897087097,lr_sensitivity
Roman-Empire,GraphSAGE,5,65,0.03,2071,0.432921439409256,0.41587498784065247,lr_sensitivity
Roman-Empire,GraphSAGE,5,83,0.03,2157,0.4289496839046478,0.41805532574653625,lr_sensitivity
PubMed,GraphSAGEPairNorm,1,11,0.01,1806,0.8448275923728943,0.8294647336006165,graph_init_factorial
PubMed,GraphSAGEPairNorm,1,29,0.01,2259,0.8412778973579407,0.8279730081558228,graph_init_factorial
PubMed,GraphSAGEPairNorm,1,47,0.01,2033,0.8392494916915894,0.8271973133087158,graph_init_factorial
PubMed,GraphSAGEPairNorm,1,65,0.01,1772,0.842799186706543,0.8331642746925354,graph_init_factorial
PubMed,GraphSAGEPairNorm,1,83,0.01,696,0.837221086025238,0.8291067481040955,graph_init_factorial
PubMed,GraphSAGE,1,11,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,1,29,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,1,47,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,1,65,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,1,83,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,1,11,0.01,1977,0.5498676300048828,0.5258786082267761,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,1,29,0.01,1953,0.5560458898544312,0.533769428730011,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,1,47,0.01,1534,0.5622242093086243,0.5442039370536804,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,1,65,0.01,2394,0.5467784404754639,0.5266054272651672,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,1,83,0.01,2250,0.5375110507011414,0.5274360179901123,graph_init_factorial
Roman-Empire,GraphSAGE,1,11,0.01,1887,0.5648720264434814,0.545397937297821,graph_init_factorial
Roman-Empire,GraphSAGE,1,29,0.01,1095,0.4646955132484436,0.4275034964084625,graph_init_factorial
Roman-Empire,GraphSAGE,1,47,0.01,2061,0.5392762422561646,0.5190261006355286,graph_init_factorial
Roman-Empire,GraphSAGE,1,65,0.01,1174,0.4302736222743988,0.4309297502040863,graph_init_factorial
Roman-Empire,GraphSAGE,1,83,0.01,1787,0.5291262269020081,0.5125889182090759,graph_init_factorial
PubMed,GraphSAGEPairNorm,2,11,0.01,1275,0.8549695611000061,0.8361477255821228,graph_init_factorial
PubMed,GraphSAGEPairNorm,2,29,0.01,942,0.8569979667663574,0.8339399695396423,graph_init_factorial
PubMed,GraphSAGEPairNorm,2,47,0.01,1861,0.8544624447822571,0.839847207069397,graph_init_factorial
PubMed,GraphSAGEPairNorm,2,65,0.01,1024,0.8559837341308594,0.8412792682647705,graph_init_factorial
PubMed,GraphSAGEPairNorm,2,83,0.01,1710,0.8509127497673035,0.8323288559913635,graph_init_factorial
PubMed,GraphSAGE,2,11,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,2,29,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,2,47,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,2,65,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,2,83,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,2,11,0.01,926,0.5917916893959045,0.57664954662323,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,2,29,0.01,2322,0.5688437819480896,0.5713024735450745,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,2,47,0.01,2094,0.5834068655967712,0.5803353786468506,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,2,65,0.01,2167,0.5578111410140991,0.5670456290245056,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,2,83,0.01,1992,0.5714915990829468,0.5688106417655945,graph_init_factorial
Roman-Empire,GraphSAGE,2,11,0.01,1293,0.5834068655967712,0.5741057991981506,graph_init_factorial
Roman-Empire,GraphSAGE,2,29,0.01,743,0.5105913281440735,0.5064112544059753,graph_init_factorial
Roman-Empire,GraphSAGE,2,47,0.01,2346,0.5454545617103577,0.5376109480857849,graph_init_factorial
Roman-Empire,GraphSAGE,2,65,0.01,1415,0.5233892202377319,0.5092145800590515,graph_init_factorial
Roman-Empire,GraphSAGE,2,83,0.01,2036,0.5150043964385986,0.4945231676101684,graph_init_factorial
PubMed,GraphSAGEPairNorm,3,11,0.01,623,0.836713969707489,0.82683926820755,graph_init_factorial
PubMed,GraphSAGEPairNorm,3,29,0.01,2127,0.8402636647224426,0.8270779848098755,graph_init_factorial
PubMed,GraphSAGEPairNorm,3,47,0.01,936,0.837221086025238,0.8294050693511963,graph_init_factorial
PubMed,GraphSAGEPairNorm,3,65,0.01,2395,0.8402636647224426,0.829643726348877,graph_init_factorial
PubMed,GraphSAGEPairNorm,3,83,0.01,1604,0.8412778973579407,0.8261829018592834,graph_init_factorial
PubMed,GraphSAGE,3,11,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,3,29,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,3,47,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,3,65,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,3,83,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,3,11,0.01,2332,0.5648720264434814,0.5724964737892151,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,3,29,0.01,919,0.5609002709388733,0.567772388458252,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,3,47,0.01,2139,0.5741394758224487,0.5739500522613525,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,3,65,0.01,1240,0.552074134349823,0.5580127835273743,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,3,83,0.01,1779,0.5626655220985413,0.5613352060317993,graph_init_factorial
Roman-Empire,GraphSAGE,3,11,0.01,2381,0.5900264978408813,0.5799200534820557,graph_init_factorial
Roman-Empire,GraphSAGE,3,29,0.01,2337,0.6010591387748718,0.5899392366409302,graph_init_factorial
Roman-Empire,GraphSAGE,3,47,0.01,1701,0.5860547423362732,0.585215151309967,graph_init_factorial
Roman-Empire,GraphSAGE,3,65,0.01,1280,0.5573698282241821,0.5468514561653137,graph_init_factorial
Roman-Empire,GraphSAGE,3,83,0.01,310,0.4510149955749511,0.4398068785667419,graph_init_factorial
PubMed,GraphSAGEPairNorm,4,11,0.01,1532,0.8417849540710449,0.8275552988052368,graph_init_factorial
PubMed,GraphSAGEPairNorm,4,29,0.01,912,0.842292070388794,0.8337012529373169,graph_init_factorial
PubMed,GraphSAGEPairNorm,4,47,0.01,2230,0.8498985767364502,0.8334029316902161,graph_init_factorial
PubMed,GraphSAGEPairNorm,4,65,0.01,793,0.8438133597373962,0.8263619542121887,graph_init_factorial
PubMed,GraphSAGEPairNorm,4,83,0.01,2152,0.8453346490859985,0.8353123664855957,graph_init_factorial
PubMed,GraphSAGE,4,11,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,4,29,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,4,47,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,4,65,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,4,83,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,4,11,0.01,422,0.5714915990829468,0.5396355390548706,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,4,29,0.01,2296,0.5979700088500977,0.5707314610481262,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,4,47,0.01,1803,0.5785525441169739,0.5630483031272888,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,4,65,0.01,1724,0.603706955909729,0.5749883055686951,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,4,83,0.01,1609,0.5988526344299316,0.5749363899230957,graph_init_factorial
Roman-Empire,GraphSAGE,4,11,0.01,2041,0.5123565793037415,0.4812334477901459,graph_init_factorial
Roman-Empire,GraphSAGE,4,29,0.01,1341,0.5105913281440735,0.4915641248226166,graph_init_factorial
Roman-Empire,GraphSAGE,4,47,0.01,719,0.5375110507011414,0.5293567776679993,graph_init_factorial
Roman-Empire,GraphSAGE,4,65,0.01,2374,0.5079435110092163,0.4835695326328277,graph_init_factorial
Roman-Empire,GraphSAGE,4,83,0.01,1899,0.4872021079063415,0.4747962355613708,graph_init_factorial
PubMed,GraphSAGEPairNorm,5,11,0.01,984,0.8539553284645081,0.8389521837234497,graph_init_factorial
PubMed,GraphSAGEPairNorm,5,29,0.01,1952,0.8544624447822571,0.842353343963623,graph_init_factorial
PubMed,GraphSAGEPairNorm,5,47,0.01,454,0.8539553284645081,0.834178626537323,graph_init_factorial
PubMed,GraphSAGEPairNorm,5,65,0.01,943,0.8559837341308594,0.8364460468292236,graph_init_factorial
PubMed,GraphSAGEPairNorm,5,83,0.01,690,0.8554766774177551,0.8419356346130371,graph_init_factorial
PubMed,GraphSAGE,5,11,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,5,29,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,5,47,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,5,65,0.01,1,0.3995943069458008,0.399367481470108,graph_init_factorial
PubMed,GraphSAGE,5,83,0.01,2,0.3995943069458008,0.399367481470108,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,5,11,0.01,1742,0.5692850947380066,0.545397937297821,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,5,29,0.01,2304,0.5661959648132324,0.546072781085968,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,5,47,0.01,2350,0.5785525441169739,0.5442039370536804,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,5,65,0.01,2268,0.5714915990829468,0.5432694554328918,graph_init_factorial
Roman-Empire,GraphSAGEPairNorm,5,83,0.01,2335,0.5763459801673889,0.5540673732757568,graph_init_factorial
Roman-Empire,GraphSAGE,5,11,0.01,1232,0.5494263172149658,0.5418159365653992,graph_init_factorial
Roman-Empire,GraphSAGE,5,29,0.01,1377,0.5573698282241821,0.5529772043228149,graph_init_factorial
Roman-Empire,GraphSAGE,5,47,0.01,2358,0.4845542907714844,0.4870996177196502,graph_init_factorial
Roman-Empire,GraphSAGE,5,65,0.01,2125,0.5481023788452148,0.5334579348564148,graph_init_factorial
Roman-Empire,GraphSAGE,5,83,0.01,2094,0.603265643119812,0.5808544754981995,graph_init_factorial
