dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,class_metric_scope,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,0,1,convs.0,2048,2048,3,0.8179047703742981,0.8390883207321167,0.021183550357818604,0.11960345506668091,0.016420364379882812,test,0.8372912406921387,0.3881359398365021,0.03317983075976372,1.5569630608949567,128,115.38218688964844,0.9014233350753784,0.13877490162849426,0.00014222634490579367,
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,0,2,pns.0,2048,2048,3,0.9825072884559631,1.0070161819458008,0.024508893489837646,1.3769536018371582,0.01517454907298088,test,0.9991322755813599,0.5751670002937317,1.8215689659118652,1.822569481427905,128,114.6365737915039,0.8955982327461243,0.9463363885879517,0.007808211259543896,
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,0,3,convs.1,2048,2048,3,0.541862428188324,0.5542827844619751,0.012420356273651123,0.02400040626525879,0.011192467994987965,test,0.5511791706085205,0.20037777721881866,0.018641682341694832,1.4939819699807186,3,2.967893362045288,0.9892977873484293,0.09746453911066055,0.002531656064093113,
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,1,1,convs.0,2048,2048,3,0.7414423227310181,0.8069563508033752,0.06551402807235718,0.25089311599731445,0.05343107879161835,test,0.7796289920806885,0.34499987959861755,0.04097437858581543,1.6175126457146924,128,110.8853759765625,0.8662919998168945,0.1513010561466217,0.00016007007798179984,0.1568450534351867
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,1,2,pns.0,2048,2048,3,0.9488539695739746,1.0211602449417114,0.07230627536773682,1.424257755279541,0.04782750457525253,test,0.9978163838386536,0.5443874597549438,1.9988503456115723,1.9998259887527192,128,111.16638946533203,0.8684874176979065,0.9421847462654114,0.007808688562363386,0.1568450534351867
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,1,3,convs.1,2048,2048,3,0.48697802424430847,0.6219615936279297,0.13498356938362122,0.19917607307434082,0.26862457394599915,test,0.5264220237731934,0.14812129735946655,0.09717453271150589,1.1740519085332777,3,2.6505231857299805,0.8835077285766602,0.2536374032497406,0.01589459925889969,0.1568450534351867
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,2,1,convs.0,2048,2048,3,0.6240867972373962,0.7387642860412598,0.11467748880386353,0.3009941577911377,0.11635059118270874,test,0.6895313262939453,0.30512070655822754,0.057867180556058884,1.652356268774838,128,103.02558135986328,0.8048873543739319,0.17767277359962463,0.00020154629601165652,0.11987523778091251
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,2,2,pns.0,2048,2048,3,0.8949053883552551,1.0433619022369385,0.14845651388168335,1.442002296447754,0.10905478149652481,test,0.9975162744522095,0.5156944990158081,2.242224931716919,2.24309410779445,128,103.48381805419922,0.8084673285484314,0.9304026365280151,0.007809472270309925,0.11987523778091251
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,2,3,convs.1,2048,2048,3,0.5190200209617615,0.6743265390396118,0.15530651807785034,0.2273581624031067,0.3171783685684204,test,0.5699820518493652,0.1605188548564911,0.23302209377288818,1.1231172718054245,3,2.434849262237549,0.8116164207458496,0.39832478761672974,0.04132145643234253,0.11987523778091251
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,4,1,convs.0,2048,2048,3,0.5875052213668823,0.7909360527992249,0.20343083143234253,0.48088014125823975,0.2338612824678421,test,0.6946958303451538,0.2716350853443146,0.0984601080417633,1.8862171511111334,128,87.071044921875,0.6802425384521484,0.21145032346248627,0.00029905655537731946,0.08167854975658072
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,4,2,pns.0,2048,2048,3,0.8007609248161316,1.0858856439590454,0.2851247191429138,1.4520847797393799,0.23473747074604034,test,0.9968320727348328,0.4980788230895996,2.5714828968048096,2.572154558248501,128,87.08964538574219,0.6803878545761108,0.9077243804931641,0.007810459937900305,0.08167854975658072
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,4,3,convs.1,2048,2048,3,0.5232632756233215,0.701815664768219,0.17855238914489746,0.2246423363685608,0.39050111174583435,test,0.5870746374130249,0.16327017545700073,0.5024654865264893,1.0476733992230538,3,2.265291690826416,0.755097230275472,0.6031728982925415,0.09456183016300201,0.08167854975658072
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,8,1,convs.0,2048,2048,3,0.5492944121360779,0.8630702495574951,0.31377583742141724,0.6911458969116211,0.34535858035087585,test,0.7419108748435974,0.28458312153816223,0.13865137100219727,1.9774416492054996,128,65.41797637939453,0.5110779404640198,0.24299542605876923,0.000426081707701087,0.06493849278357239
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,8,2,pns.0,2048,2048,3,0.7280300259590149,1.121998906135559,0.3939688801765442,1.460018277168274,0.33272281289100647,test,0.9956369400024414,0.48823145031929016,2.541801691055298,2.5422681034339885,128,66.13679504394531,0.5166937112808228,0.8953765034675598,0.007811067625880241,0.06493849278357239
RW-PubMed-H0.5-REP,GCNPairNorm,4,0,2,128,8,3,convs.1,2048,2048,3,0.5515708923339844,0.7999280691146851,0.24835717678070068,0.2851954698562622,0.49894699454307556,test,0.6470415592193604,0.1895119845867157,0.9183225035667419,0.9976291657550107,3,2.1918609142303467,0.7306203047434489,0.8307570815086365,0.19586136937141418,0.06493849278357239
