dataset,model,depth,graph_seed,seed,split_idx,best_epoch,best_val,test_best,data_path
RW-PubMed-H0.5-REP,GCNPairNorm,4,2,2,0,46,0.7050469517707825,0.7058823108673096,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCNPairNorm,4,3,3,0,30,0.7136698365211487,0.7175456285476685,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCNPairNorm,4,4,4,0,36,0.7179812788963318,0.7127282023429871,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCNPairNorm,4,5,5,0,32,0.7192493081092834,0.7068965435028076,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCNPairNorm,5,1,1,0,53,0.7063150405883789,0.7081642746925354,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCNPairNorm,5,2,2,0,45,0.7040324807167053,0.7043610215187073,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCNPairNorm,5,3,3,0,43,0.7182348966598511,0.7195740342140198,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCNPairNorm,5,4,4,0,43,0.7179812788963318,0.7150101065635681,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCNPairNorm,5,5,5,0,32,0.7207710146903992,0.703346848487854,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCNPairNorm,6,1,1,0,34,0.6999746561050415,0.6926977634429932,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCNPairNorm,6,2,2,0,53,0.6992138028144836,0.6982758641242981,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCNPairNorm,6,3,3,0,58,0.7040324807167053,0.7076571583747864,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCNPairNorm,6,4,4,0,55,0.7068222165107727,0.702839732170105,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCNPairNorm,6,5,5,0,53,0.712148129940033,0.6990364789962769,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCNPairNorm,7,1,1,0,56,0.710626482963562,0.7046145796775818,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCNPairNorm,7,2,2,0,69,0.7030180096626282,0.7056288123130798,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCNPairNorm,7,3,3,0,118,0.707075834274292,0.6980223059654236,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCNPairNorm,7,4,4,0,57,0.7126553654670715,0.7079107165336609,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCNPairNorm,7,5,5,0,52,0.7187420725822449,0.6975151896476746,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCNPairNorm,8,1,1,0,57,0.7020035982131958,0.6901622414588928,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCNPairNorm,8,2,2,0,80,0.7017499804496765,0.6965010166168213,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCNPairNorm,8,3,3,0,82,0.7040324807167053,0.6975151896476746,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCNPairNorm,8,4,4,0,72,0.7075830698013306,0.702839732170105,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCNPairNorm,8,5,5,0,85,0.714684247970581,0.6982758641242981,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,2,1,1,0,849,0.7631245255470276,0.7570993900299072,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,2,2,2,0,1336,0.7641389966011047,0.7636916637420654,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,2,3,3,0,780,0.7575450539588928,0.7540567517280579,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,2,4,4,0,450,0.7666751742362976,0.7621703743934631,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,2,5,5,0,1813,0.774537205696106,0.7550709843635559,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,3,1,1,0,1967,0.7392848134040833,0.7274340391159058,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,3,2,2,0,551,0.7370023131370544,0.7383366823196411,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,3,3,3,0,908,0.740806519985199,0.7370689511299133,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,3,4,4,0,648,0.7474004626274109,0.7406186461448669,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,3,5,5,0,303,0.7486685514450073,0.734533429145813,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,4,1,1,0,607,0.7233071327209473,0.720588207244873,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,4,2,2,0,635,0.7200101613998413,0.7167849540710449,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,4,3,3,0,764,0.7334517240524292,0.7335192561149597,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,4,4,4,0,459,0.7359878420829773,0.7243914604187012,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,4,5,5,0,627,0.7387776374816895,0.7254056334495544,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,5,1,1,0,1477,0.7243216037750244,0.7233772873878479,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,5,2,2,0,2241,0.7141770720481873,0.7165313959121704,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,5,3,3,0,1782,0.712148129940033,0.7165313959121704,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,5,4,4,0,1140,0.7319300174713135,0.7269269824028015,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,5,5,5,0,817,0.7263505458831787,0.7109533548355103,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,6,1,1,0,720,0.436469703912735,0.4333164095878601,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,6,2,2,0,47,0.4494040310382843,0.44903650879859924,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,6,3,3,0,957,0.42581790685653687,0.4011155962944031,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,6,4,4,0,1047,0.4275932312011719,0.4196247458457947,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,6,5,5,0,103,0.4336799681186676,0.4127788841724396,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,7,1,1,0,1780,0.4377377927303314,0.4302738308906555,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,7,2,2,0,1959,0.42632514238357544,0.42393508553504944,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,7,3,3,0,1758,0.42607152462005615,0.40212979912757874,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,7,4,4,0,940,0.4270859956741333,0.4219066798686981,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,7,5,5,0,64,0.4359624683856964,0.41759634017944336,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GCN,8,1,1,0,1319,0.4367233216762543,0.4282454252243042,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GCN,8,2,2,0,2249,0.4265787601470947,0.4231744408607483,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GCN,8,3,3,0,871,0.42835405468940735,0.4054259657859802,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GCN,8,4,4,0,2142,0.4278468191623688,0.4196247458457947,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GCN,8,5,5,0,56,0.43697693943977356,0.41252535581588745,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,2,1,1,0,74,0.8858737349510193,0.8658722043037415,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,2,2,2,0,2168,0.8795334100723267,0.8752535581588745,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,2,3,3,0,522,0.8818159103393555,0.877281904220581,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,2,4,4,0,661,0.8808014392852783,0.8765212893486023,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,2,5,5,0,1306,0.8891707062721252,0.873985767364502,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,3,1,1,0,605,0.8891707062721252,0.8704360723495483,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,3,2,2,0,42,0.8848592638969421,0.8798174262046814,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,3,3,3,0,1724,0.8894243240356445,0.8871703743934631,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,3,4,4,0,1486,0.8886634707450867,0.8869168162345886,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,3,5,5,0,2357,0.8942430019378662,0.8788032531738281,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,4,1,1,0,557,0.8891707062721252,0.8679006099700928,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,4,2,2,0,905,0.8830839991569519,0.8810851573944092,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,4,3,3,0,365,0.8881562352180481,0.8841277956962585,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,4,4,4,0,739,0.887395441532135,0.8826064467430115,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,4,5,5,0,763,0.8960182666778564,0.8793103098869324,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,5,1,1,0,597,0.8911996483802795,0.8765212893486023,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,5,2,2,0,342,0.8833376169204712,0.8793103098869324,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,5,3,3,0,760,0.8901851773262024,0.8785496950149536,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,5,4,4,0,1995,0.8881562352180481,0.8805781006813049,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,5,5,5,0,1478,0.8962718844413757,0.8770284056663513,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,6,1,1,0,941,0.8904387950897217,0.8694218993186951,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,6,2,2,0,1760,0.8853664994239807,0.8785496950149536,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,6,3,3,0,247,0.8884098529815674,0.8795638680458069,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,6,4,4,0,1020,0.8891707062721252,0.8836206793785095,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,6,5,5,0,2261,0.8942430019378662,0.8767748475074768,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,7,1,1,0,138,0.888917088508606,0.8757606148719788,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,7,2,2,0,1151,0.8835912346839905,0.8790567517280579,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,7,3,3,0,827,0.8904387950897217,0.8815922737121582,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,7,4,4,0,869,0.8904387950897217,0.8853955268859863,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,7,5,5,0,2077,0.8960182666778564,0.8757606148719788,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,8,1,1,0,904,0.8886634707450867,0.8668863773345947,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,8,2,2,0,1237,0.8861273527145386,0.8823529481887817,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,8,3,3,0,773,0.8901851773262024,0.8798174262046814,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,8,4,4,0,1077,0.8901851773262024,0.8831135630607605,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGEPairNorm,8,5,5,0,180,0.8962718844413757,0.8805781006813049,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,2,1,1,0,1080,0.8914532661437988,0.8699289560317993,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,2,2,2,0,335,0.8815622925758362,0.8820993900299072,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,2,3,3,0,1402,0.8894243240356445,0.8876774907112122,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,2,4,4,0,1619,0.8843520283699036,0.8874239325523376,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,2,5,5,0,1492,0.8919604420661926,0.8846348524093628,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,3,1,1,0,396,0.8917068839073181,0.8780425786972046,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,3,2,2,0,507,0.8881562352180481,0.8820993900299072,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,3,3,3,0,2246,0.8922140598297119,0.882860004901886,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,3,4,4,0,125,0.8858737349510193,0.8869168162345886,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,3,5,5,0,551,0.8952574729919434,0.8803245425224304,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,4,1,1,0,734,0.8919604420661926,0.8711967468261719,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,4,2,2,0,231,0.883844792842865,0.8815922737121582,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,4,3,3,0,118,0.8879026174545288,0.8853955268859863,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,4,4,4,0,96,0.880547821521759,0.882860004901886,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,4,5,5,0,817,0.8919604420661926,0.8765212893486023,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,5,1,1,0,302,0.8851128816604614,0.8653650879859924,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,5,2,2,0,832,0.8820695281028748,0.8737322092056274,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,5,3,3,0,1426,0.8891707062721252,0.8800709843635559,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,5,4,4,0,211,0.8861273527145386,0.8810851573944092,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,5,5,5,0,510,0.8891707062721252,0.8767748475074768,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,6,1,1,0,672,0.8757292032241821,0.8557301759719849,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,6,2,2,0,148,0.8797869682312012,0.8737322092056274,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,6,3,3,0,1846,0.8683743476867676,0.8699289560317993,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,6,4,4,0,223,0.883844792842865,0.8793103098869324,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,6,5,5,0,673,0.8721785545349121,0.8575050234794617,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,7,1,1,0,445,0.8711641430854797,0.8498985767364502,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,7,2,2,0,256,0.8691352009773254,0.8648579716682434,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,7,3,3,0,2,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,7,4,4,0,1,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,7,5,5,0,1,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-PubMed-H0.5-REP,GraphSAGE,8,1,1,0,2,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed1.pt
RW-PubMed-H0.5-REP,GraphSAGE,8,2,2,0,3,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed2.pt
RW-PubMed-H0.5-REP,GraphSAGE,8,3,3,0,1,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed3.pt
RW-PubMed-H0.5-REP,GraphSAGE,8,4,4,0,2,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed4.pt
RW-PubMed-H0.5-REP,GraphSAGE,8,5,5,0,1,0.39944207668304443,0.39934074878692627,realworld_data/homophily_controlled/pubmed/replicated/pubmed_h05_seed5.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,2,1,1,0,485,0.47947925329208374,0.47496140003204346,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed1.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,2,2,2,0,988,0.4735216200351715,0.4656960070133209,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,2,3,3,0,726,0.47903797030448914,0.46371057629585266,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,2,4,4,0,1928,0.47903797030448914,0.4628281593322754,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,2,5,5,0,2359,0.4669020473957062,0.45863667130470276,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed5.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,3,1,1,0,106,0.34995588660240173,0.3483344316482544,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed1.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,3,2,2,0,115,0.34841129183769226,0.3487756550312042,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,3,3,3,0,113,0.35083848237991333,0.3359805941581726,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,3,4,4,0,106,0.3512797951698303,0.3335539400577545,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,3,5,5,0,130,0.34863194823265076,0.32870063185691833,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed5.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,4,1,1,0,110,0.3285525143146515,0.31502315402030945,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed1.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,4,2,2,0,90,0.3272286057472229,0.32406795024871826,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,4,3,3,0,222,0.33164167404174805,0.3247297704219818,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,4,4,4,0,142,0.32458075881004333,0.3103904724121094,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,4,5,5,0,103,0.3356134295463562,0.3117141127586365,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed5.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,5,1,1,0,126,0.31641659140586853,0.30002206563949585,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed1.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,5,2,2,0,134,0.3106796145439148,0.31127288937568665,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,5,3,3,0,205,0.31443071365356445,0.2931833267211914,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed3.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,5,4,4,0,616,0.3082524240016937,0.28634458780288696,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed4.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,5,5,5,0,145,0.3093557059764862,0.2945069670677185,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed5.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,6,1,1,0,124,0.30494263768196106,0.2894330620765686,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed1.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,6,2,2,0,553,0.29876434803009033,0.28612399101257324,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-REP,GCNPairNorm,6,3,3,0,531,0.3089143931865692,0.2814912796020508,realworld_data/homophily_controlled/roman_empire/replicated/roman_empire_h01_seed3.pt
