dataset,model,architecture,uses_pairnorm,num_layers,hidden_channels,seed,graph_seed,split_idx,target_homophily,realized_homophily,best_epoch,nearest_best_metric_epoch,best_test_acc,best_val_acc,best_hidden_pairwise_distance,best_hidden_edge_distance,best_hidden_rank_ratio,best_hidden_normalized_dirichlet,final_hidden_pairwise_distance,final_hidden_edge_distance,final_hidden_rank_ratio,final_hidden_normalized_dirichlet
CSBM-H0.1,GCN,GCN,False,4,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,0.0889067649841308,0.1627594977617263,0.0967001467943191,0.3703780816435134,0.4695128798484802,0.8561530709266663,0.0106788054108619,1.8640676407215249
CSBM-H0.1,GCN,GCN,False,5,128,3,3,0,0.1,0.10047942399978638,5,4,1.0,1.0,0.1476040482521057,0.2727435827255249,0.0213418696075677,0.6429233554830968,0.5820856094360352,1.0545930862426758,0.0103350607678294,2.288766621134135
CSBM-H0.1,GCN,GCN,False,6,128,3,3,0,0.1,0.10047942399978638,13,16,1.0,1.0,0.3053292036056518,0.5610273480415344,0.0120087973773479,1.2622295505547318,0.6544455289840698,1.1891695261001587,0.0105365384370088,2.5762264787710403
CSBM-H0.1,GCN,GCN,False,7,128,3,3,0,0.1,0.10047942399978638,21,16,1.0,1.0,0.1180194616317749,0.2054134756326675,0.0089140459895133,1.204665446663707,0.4875791072845459,0.8923662304878235,0.0108423139899969,1.940976561895134
CSBM-H0.1,GCN,GCN,False,8,128,3,3,0,0.1,0.10047942399978638,17,16,1.0,1.0,0.224041998386383,0.416774570941925,0.0109471324831247,0.960700911199721,0.5869293212890625,1.0728548765182495,0.0103446431457996,2.3229501619276047
CSBM-H0.1,GCNPairNorm,GCN,True,2,128,3,3,0,0.1,0.10047942399978638,4,4,0.9975000023841858,1.0,1.000572681427002,1.127014398574829,0.4209950268268585,2.3218573510310194,1.0008052587509155,1.5766022205352783,0.177174836397171,3.278489552071555
CSBM-H0.1,GCNPairNorm,GCN,True,3,128,3,3,0,0.1,0.10047942399978638,68,50,1.0,1.0,1.0004037618637085,1.793548822402954,0.0213616378605365,3.7055682130295793,0.999979853630066,1.783864140510559,0.0473033003509044,3.719197329822896
CSBM-H0.1,GCNPairNorm,GCN,True,4,128,3,3,0,0.1,0.10047942399978638,1,1,1.0,1.0,1.000152587890625,1.6778634786605835,0.3609212636947632,3.5593355679126617,1.0005437135696411,1.792731523513794,0.0101459119468927,3.774563057443903
CSBM-H0.1,GCNPairNorm,GCN,True,5,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,1.0004981756210327,1.7858030796051023,0.0743443444371223,3.791353456957786,1.0002423524856567,1.7935423851013184,0.0097305187955498,3.776114628135406
CSBM-H0.1,GCNPairNorm,GCN,True,6,128,3,3,0,0.1,0.10047942399978638,1,1,1.0,1.0,0.9984776973724364,1.7822561264038086,0.066974326968193,3.7906196283086095,1.0009422302246094,1.7973756790161133,0.008545740507543,3.803628372149995
CSBM-H0.1,GCNPairNorm,GCN,True,7,128,3,3,0,0.1,0.10047942399978638,1,1,1.0,1.0,1.0003018379211426,1.7821543216705322,0.0372056402266025,3.793693699493315,1.0009649991989136,1.798853874206543,0.0083775417879223,3.832280018489561
CSBM-H0.1,GCNPairNorm,GCN,True,8,128,3,3,0,0.1,0.10047942399978638,1,1,1.0,1.0,1.0003401041030884,1.7812886238098145,0.0358669497072696,3.7875324481174353,1.0006157159805298,1.7983752489089966,0.0089397309347987,3.8252974865455927
CSBM-H0.1,GraphSAGE,GraphSAGE,False,2,128,3,3,0,0.1,0.10047942399978638,155,150,1.0,0.9950000047683716,0.8606987595558167,1.1447840929031372,0.3694691956043243,2.4340922293839387,0.7640787363052368,1.0595571994781494,0.3375523090362549,2.271785176771849
CSBM-H0.1,GraphSAGE,GraphSAGE,False,3,128,3,3,0,0.1,0.10047942399978638,167,150,1.0,1.0,0.4133066534996032,0.7327303886413574,0.0430751703679561,1.6525394791989063,0.4221285581588745,0.7522608041763306,0.0318313464522361,1.6687511534413153
CSBM-H0.1,GraphSAGE,GraphSAGE,False,4,128,3,3,0,0.1,0.10047942399978638,4,4,1.0,1.0,0.471675157546997,0.8146677613258362,0.1613393425941467,1.779312971609761,0.6269006729125977,1.1282049417495728,0.0127122895792126,2.370097623412646
CSBM-H0.1,GraphSAGE,GraphSAGE,False,5,128,3,3,0,0.1,0.10047942399978638,6,4,1.0,1.0,0.3424904346466064,0.6161286234855652,0.1057831645011901,1.3226926241710253,0.6470167636871338,1.1602426767349243,0.0116450460627675,2.3976192383234824
CSBM-H0.1,GraphSAGE,GraphSAGE,False,6,128,3,3,0,0.1,0.10047942399978638,11,8,1.0,1.0,0.012608528137207,0.0219162236899137,0.0339247621595859,0.0448422312186999,0.6925876140594482,1.2509642839431765,0.0111105367541313,2.548671565635292
CSBM-H0.1,GraphSAGE,GraphSAGE,False,7,128,3,3,0,0.1,0.10047942399978638,10,8,1.0,1.0,0.3125693202018738,0.5667316913604736,0.0161550138145685,1.173387462665332,0.7172508239746094,1.2949652671813965,0.0113834394142031,2.6444767425252302
CSBM-H0.1,GraphSAGE,GraphSAGE,False,8,128,3,3,0,0.1,0.10047942399978638,1,1,0.5,0.5,3.7729740142822266e-05,4.196130612399429e-05,0.2450728118419647,0.0001373778092775,0.0,1.6538324487669342e-08,0.015409268438816,5.0457046777563056e-11
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,2,128,3,3,0,0.1,0.10047942399978638,31,32,1.0,0.9950000047683716,1.0005842447280884,1.512769341468811,0.4126721620559692,3.0594386635537933,1.0007323026657104,1.4590431451797483,0.4698866605758667,2.9396645129049865
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,3,128,3,3,0,0.1,0.10047942399978638,12,8,1.0,1.0,1.0003339052200315,1.769061803817749,0.1085863709449768,3.469785219046865,1.0001972913742063,1.7745146751403809,0.1650809794664383,3.5639190459791745
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,4,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,1.0004160404205322,1.546659231185913,0.5446960926055908,3.138696790002625,1.0006957054138184,1.7919492721557615,0.0381834730505943,3.614997783209448
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,5,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,0.999872863292694,1.7011698484420776,0.3861131370067596,3.399168313663744,1.0005943775177002,1.7950283288955688,0.0166040528565645,3.62447348530909
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,6,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,0.9969391226768494,1.7461389303207395,0.2557972371578216,3.5019859891768688,1.0009431838989258,1.796292781829834,0.0117179621011018,3.6241758676695977
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,7,128,3,3,0,0.1,0.10047942399978638,1,1,0.9975000023841858,1.0,0.9992377161979676,1.2291712760925293,0.7125254273414612,2.439823325038605,1.0009291172027588,1.7944138050079346,0.0119391651824116,3.6178088266851054
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,8,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,1.0,0.9999856352806092,1.7206875085830688,0.3324167728424072,3.4636028206057143,1.0006914138793943,1.796629548072815,0.0114114126190543,3.622198955625872
CSBM-H0.1,GCN,GCN,False,2,128,4,4,0,0.1,0.09760119765996933,7,8,1.0,1.0,0.929252564907074,1.1565347909927368,0.381647914648056,2.461833240184793,0.4239275455474853,0.7042547464370728,0.0678555145859718,1.6559505932638536
CSBM-H0.1,GCN,GCN,False,3,128,4,4,0,0.1,0.09760119765996933,3,2,1.0,1.0,0.1363730430603027,0.1873170882463455,0.5323299765586853,0.4088758061013008,0.4570291042327881,0.836872398853302,0.010520052164793,1.8358845507792056
CSBM-H0.1,GCN,GCN,False,4,128,4,4,0,0.1,0.09760119765996933,4,4,1.0,1.0,0.1827214956283569,0.3311698138713836,0.0570125170052051,0.7408365163719048,0.4866626858711242,0.8879483938217163,0.0107132215052843,1.9288117331063896
CSBM-H0.1,GCN,GCN,False,5,128,4,4,0,0.1,0.09760119765996933,5,4,1.0,1.0,0.0693118572235107,0.1273713707923889,0.0268929470330476,0.3588201460256193,0.490087628364563,0.903222918510437,0.0106316888704895,1.9572970254498232
CSBM-H0.1,GCN,GCN,False,6,128,4,4,0,0.1,0.09760119765996933,6,4,1.0,1.0,0.0509523749351501,0.0941073074936866,0.0197116043418645,0.2131718208683799,0.5544503927230835,1.01433527469635,0.0104678012430667,2.198376591572686
CSBM-H0.1,GCN,GCN,False,7,128,4,4,0,0.1,0.09760119765996933,9,8,1.0,1.0,0.0512368083000183,0.0922968983650207,0.0111235687509179,0.4624797443114308,0.5289408564567566,0.9647806882858276,0.0103752650320529,2.086017220608374
CSBM-H0.1,GCN,GCN,False,8,128,4,4,0,0.1,0.09760119765996933,30,32,0.4975000023841858,0.5450000166893005,0.0002540349960327,0.000247037562076,0.0092375539243221,0.0008196004196965,9.41753387451172e-05,0.0001021881907945,0.0078252321109175,0.0002049299947689
CSBM-H0.1,GCNPairNorm,GCN,True,2,128,4,4,0,0.1,0.09760119765996933,7,8,1.0,1.0,1.0006712675094604,1.26982319355011,0.3743192553520202,2.685318578379335,1.0004826784133911,1.5571120977401731,0.1890094727277755,3.227526223369824
CSBM-H0.1,GCNPairNorm,GCN,True,3,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,1.0007576942443848,1.131013035774231,0.5973300337791443,2.297228768023775,1.0009490251541138,1.8022791147232056,0.0111309420317411,3.729831468325767
CSBM-H0.1,GCNPairNorm,GCN,True,4,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,1.0004104375839231,1.603106141090393,0.4260244369506836,3.3784377216153127,1.0004076957702637,1.8043392896652224,0.0089136399328708,3.816016688344499
CSBM-H0.1,GCNPairNorm,GCN,True,5,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,1.0004982948303225,1.7738275527954102,0.1643227934837341,3.755505439559244,0.998572051525116,1.804149866104126,0.0089378263801336,3.825759296671206
CSBM-H0.1,GCNPairNorm,GCN,True,6,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,0.9984740614891052,1.7865431308746338,0.0875048637390136,3.796765742029248,0.9993577003479004,1.8044897317886357,0.0087880082428455,3.821496132869631
CSBM-H0.1,GCNPairNorm,GCN,True,7,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,1.0001763105392456,1.7912859916687012,0.0435750670731067,3.807493009904989,1.0009324550628662,1.804417371749878,0.0089515624567866,3.8332470927094553
CSBM-H0.1,GCNPairNorm,GCN,True,8,128,4,4,0,0.1,0.09760119765996933,1,1,1.0,1.0,1.000202178955078,1.784299612045288,0.0300301127135753,3.7938692744437215,1.0006563663482666,1.8044673204422,0.0086863646283745,3.838475829251905
CSBM-H0.1,GraphSAGE,GraphSAGE,False,2,128,4,4,0,0.1,0.09760119765996933,92,100,0.9950000047683716,1.0,0.934251606464386,1.171664476394653,0.4237932562828064,2.4624151000608334,0.7320387959480286,0.9955796599388124,0.3439661264419555,2.125652401747743
CSBM-H0.1,GraphSAGE,GraphSAGE,False,3,128,4,4,0,0.1,0.09760119765996933,23,16,0.9975000023841858,1.0,0.3910285830497741,0.6726494431495667,0.1528242975473404,1.533214018600037,0.5327900648117065,0.9464855790138244,0.0268689580261707,2.057410243473369
CSBM-H0.1,GraphSAGE,GraphSAGE,False,4,128,4,4,0,0.1,0.09760119765996933,8,8,1.0,1.0,0.469541847705841,0.8300586342811584,0.0383168123662471,1.802382536188828,0.558683454990387,1.0041754245758057,0.0133905420079827,2.1178018145157678
CSBM-H0.1,GraphSAGE,GraphSAGE,False,5,128,4,4,0,0.1,0.09760119765996933,3,2,1.0,1.0,0.0929521918296814,0.163118228316307,0.2350498884916305,0.3376693180901448,0.5633257627487183,1.026170253753662,0.0122237736359238,2.1268579948135584
CSBM-H0.1,GraphSAGE,GraphSAGE,False,6,128,4,4,0,0.1,0.09760119765996933,11,8,1.0,1.0,0.0189082026481628,0.0339334718883037,0.0352453328669071,0.0686640994453629,0.6969987154006958,1.262102484703064,0.0105904685333371,2.5738015549190045
CSBM-H0.1,GraphSAGE,GraphSAGE,False,7,128,4,4,0,0.1,0.09760119765996933,9,8,1.0,1.0,0.0048733353614807,0.0088187325745821,0.0214033331722021,0.0176999643445496,0.7108903527259827,1.286470651626587,0.0108599513769149,2.62111758907353
CSBM-H0.1,GraphSAGE,GraphSAGE,False,8,128,4,4,0,0.1,0.09760119765996933,6,4,1.0,1.0,0.0017482042312622,0.0031539855990558,0.028559885919094,0.0063158171991902,0.7316192984580994,1.3227540254592896,0.0105294771492481,2.6852069294930434
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,2,128,4,4,0,0.1,0.09760119765996933,30,32,0.9925000071525574,1.0,1.0005093812942505,1.5005759000778198,0.4289196729660034,3.0265582314674626,1.000598430633545,1.449692964553833,0.4774385690689087,2.916444285869003
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,3,128,4,4,0,0.1,0.09760119765996933,7,8,0.9975000023841858,1.0,1.0007432699203491,1.7611770629882812,0.1170467436313629,3.482292971762835,1.0009311437606812,1.7808892726898191,0.1648647785186767,3.566108659955294
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,4,128,4,4,0,0.1,0.09760119765996933,2,2,1.0,1.0,1.0000208616256714,1.4900856018066406,0.5779759883880615,3.0610254435605486,1.0004249811172483,1.7975926399230957,0.0422528460621833,3.625954455558504
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,5,128,4,4,0,0.1,0.09760119765996933,2,2,1.0,1.0,0.9988648295402528,1.7162047624588013,0.3698700368404388,3.4533836911524847,0.9985992312431335,1.8006906509399414,0.0174137484282255,3.639912148048873
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,6,128,4,4,0,0.1,0.09760119765996933,2,2,1.0,1.0,0.9984240531921388,1.7094941139221191,0.3964844644069671,3.44617889518715,0.9994536638259888,1.8033714294433596,0.0115777244791388,3.6331879384735113
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,7,128,4,4,0,0.1,0.09760119765996933,2,2,1.0,1.0,0.9979740977287292,1.7655560970306396,0.2241436541080474,3.568871005677892,1.0009397268295288,1.8027904033660889,0.011163986288011,3.6326160073922567
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,8,128,4,4,0,0.1,0.09760119765996933,2,2,1.0,1.0,0.999913454055786,1.779041409492493,0.1682627648115158,3.601343076671267,1.000676512718201,1.803749918937683,0.0106428433209657,3.62377511465008
CSBM-H0.1,GCN,GCN,False,2,128,5,5,0,0.1,0.10260676592588425,3,2,0.9975000023841858,1.0,0.9807471036911012,0.966458022594452,0.4484440088272095,1.945443784038572,0.4222447872161865,0.6951950192451477,0.0702672898769378,1.6405621987209504
CSBM-H0.1,GCN,GCN,False,3,128,5,5,0,0.1,0.10260676592588425,2,2,0.9975000023841858,1.0,0.1558166742324829,0.2236997783184051,0.5107624530792236,0.4911604172977706,0.4835830926895141,0.8671514391899109,0.0105680683627724,1.9013339801986104
CSBM-H0.1,GCN,GCN,False,4,128,5,5,0,0.1,0.10260676592588425,5,4,1.0,1.0,0.2095601558685302,0.3792033493518829,0.0527374446392059,0.8395830714282149,0.5009843707084656,0.9137387871742249,0.0105134602636098,1.9940891392410465
CSBM-H0.1,GCN,GCN,False,5,128,5,5,0,0.1,0.10260676592588425,6,4,1.0,1.0,0.0981253981590271,0.1791272908449173,0.0266391430050134,0.4216421003679153,0.5137395262718201,0.937511682510376,0.0105728339403867,2.036054192064804
CSBM-H0.1,GCN,GCN,False,6,128,5,5,0,0.1,0.10260676592588425,10,8,1.0,1.0,0.2461840510368347,0.4547947347164154,0.0130086354911327,0.9998787266123974,0.6320106983184814,1.1484366655349731,0.0104323476552963,2.4895291975216023
CSBM-H0.1,GCN,GCN,False,7,128,5,5,0,0.1,0.10260676592588425,13,16,1.0,1.0,0.2662308812141418,0.4852930009365082,0.0107642319053411,1.2003651726755562,0.5595089197158813,1.0169836282730105,0.0103114992380142,2.1967788585751147
CSBM-H0.1,GCN,GCN,False,8,128,5,5,0,0.1,0.10260676592588425,10,8,1.0,1.0,0.0017080903053283,0.002285327296704,0.0171048827469348,0.0071635080135403,0.5597463846206665,1.0158342123031616,0.0105460127815604,2.2061630066237243
CSBM-H0.1,GCNPairNorm,GCN,True,2,128,5,5,0,0.1,0.10260676592588425,3,2,0.9975000023841858,1.0,0.999915361404419,0.9872493743896484,0.4480676054954529,1.986326186680501,1.000318169593811,1.5511940717697144,0.1835617274045944,3.227094672625212
CSBM-H0.1,GCNPairNorm,GCN,True,3,128,5,5,0,0.1,0.10260676592588425,36,32,1.0,1.0,1.0007227659225464,1.790690541267395,0.0207570753991603,3.698006445188657,1.0006041526794434,1.7734522819519043,0.0530843175947666,3.697381779005982
CSBM-H0.1,GCNPairNorm,GCN,True,4,128,5,5,0,0.1,0.10260676592588425,1,1,1.0,1.0,0.9993509650230408,1.6493141651153564,0.3855033814907074,3.4888451946563754,1.000854253768921,1.793860912322998,0.0086381258442997,3.7940468155181337
CSBM-H0.1,GCNPairNorm,GCN,True,5,128,5,5,0,0.1,0.10260676592588425,2,2,1.0,1.0,1.0006316900253296,1.7801951169967651,0.079481154680252,3.7697629872080616,0.9965590834617616,1.794546604156494,0.0083062797784805,3.8102971538231096
CSBM-H0.1,GCNPairNorm,GCN,True,6,128,5,5,0,0.1,0.10260676592588425,1,1,1.0,1.0,0.9998705983161926,1.7746158838272097,0.0860776826739311,3.771886893706524,0.9985640048980712,1.7935980558395386,0.0090206926688551,3.815653064185386
CSBM-H0.1,GCNPairNorm,GCN,True,7,128,5,5,0,0.1,0.10260676592588425,1,1,1.0,1.0,1.0003818273544312,1.7745566368103027,0.0484500378370285,3.770538485097357,0.9992817640304564,1.7944204807281494,0.0085089141502976,3.819902881515509
CSBM-H0.1,GCNPairNorm,GCN,True,8,128,5,5,0,0.1,0.10260676592588425,1,1,1.0,1.0,0.999870777130127,1.7749115228652954,0.0370979532599449,3.7736721980447534,1.0008876323699951,1.7941347360610962,0.0089253317564725,3.794656746670488
CSBM-H0.1,GraphSAGE,GraphSAGE,False,2,128,5,5,0,0.1,0.10260676592588425,130,150,0.9975000023841858,0.9975000023841858,0.8842884302139282,1.1270310878753662,0.399876981973648,2.352171322828967,0.8041532039642334,1.055575966835022,0.3755955696105957,2.2112507980421365
CSBM-H0.1,GraphSAGE,GraphSAGE,False,3,128,5,5,0,0.1,0.10260676592588425,14,16,0.9950000047683716,0.9975000023841858,0.3645477890968323,0.6269199252128601,0.1511971950531005,1.440455072283085,0.4662023782730102,0.8169947266578674,0.0397599004209041,1.782589195130895
CSBM-H0.1,GraphSAGE,GraphSAGE,False,4,128,5,5,0,0.1,0.10260676592588425,53,50,1.0,1.0,0.6315882802009583,1.122457504272461,0.0173644553869962,2.3638913612503134,0.6173089742660522,1.1009069681167605,0.0109909372404217,2.3103124923445155
CSBM-H0.1,GraphSAGE,GraphSAGE,False,5,128,5,5,0,0.1,0.10260676592588425,9,8,0.9975000023841858,1.0,0.139018177986145,0.2459315210580825,0.0316480286419391,0.5186675479066604,0.568985104560852,1.0294533967971802,0.0115216989070177,2.11324120544386
CSBM-H0.1,GraphSAGE,GraphSAGE,False,6,128,5,5,0,0.1,0.10260676592588425,5,4,0.9975000023841858,1.0,0.0199632048606872,0.0348027348518371,0.0593026466667652,0.0704009623435063,0.6639876365661621,1.1995724439620972,0.0110145984217524,2.449405754366541
CSBM-H0.1,GraphSAGE,GraphSAGE,False,7,128,5,5,0,0.1,0.10260676592588425,11,8,0.9975000023841858,1.0,0.0001922249794006,0.0003320524119772,0.0308710448443889,0.0006710849596066,0.7111533880233765,1.280165433883667,0.0109766656532883,2.6138718079466448
CSBM-H0.1,GraphSAGE,GraphSAGE,False,8,128,5,5,0,0.1,0.10260676592588425,1,1,0.5,0.5,5.453824996948242e-05,5.418257933342829e-05,0.3281097114086151,0.0001341491187301,0.0,0.0,0.0118904616683721,8.938881120308103e-17
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,2,128,5,5,0,0.1,0.10260676592588425,30,32,0.9975000023841858,0.9975000023841858,1.0007989406585691,1.4814903736114502,0.425986647605896,2.992882786908648,1.000592827796936,1.4180090427398682,0.4898229539394378,2.858187065573951
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,3,128,5,5,0,0.1,0.10260676592588425,22,16,1.0,1.0,0.9999788999557496,1.7854849100112915,0.0615003444254398,3.5458001173616926,1.0009602308273315,1.7692793607711792,0.1655984073877334,3.5435399468208293
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,4,128,5,5,0,0.1,0.10260676592588425,23,16,1.0,1.0,0.9996259212493896,1.7923091650009155,0.0143640665337443,3.601176071727787,1.000810623168945,1.787442326545715,0.0409702360630035,3.5990013157711207
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,5,128,5,5,0,0.1,0.10260676592588425,11,8,1.0,1.0,1.0009585618972778,1.7939242124557495,0.0123080229386687,3.608687219403383,0.9967195987701416,1.7906256914138794,0.016476871445775,3.612830920118168
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,6,128,5,5,0,0.1,0.10260676592588425,2,2,1.0,1.0,0.9998605251312256,1.6853492259979248,0.4193500280380249,3.380723605542692,0.9986090064048768,1.7894161939620972,0.0132980337366461,3.6137703920548536
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,7,128,5,5,0,0.1,0.10260676592588425,2,2,1.0,1.0,0.999965250492096,1.7633111476898191,0.1900947242975235,3.541497365236717,0.9994211196899414,1.7912224531173706,0.0119330277666449,3.612421575356653
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,8,128,5,5,0,0.1,0.10260676592588425,2,2,1.0,1.0,0.9996882677078248,1.7164123058319092,0.3604980707168579,3.4545839166018206,1.0008853673934937,1.7926857471466064,0.0105275474488735,3.6206362518470567
CSBM-H0.5,GCN,GCN,False,2,128,1,1,0,0.5,0.49922752380371094,10,8,0.5974999666213989,0.6349999904632568,0.978215217590332,0.8814444541931152,0.4298436939716339,1.7500123924872293,0.9553213119506836,0.8610023856163025,0.3834291100502014,1.7112107697160364
CSBM-H0.5,GCN,GCN,False,3,128,1,1,0,0.5,0.49922752380371094,34,32,0.5575000047683716,0.5349999666213989,0.0040124654769897,0.003178262617439,0.1530696451663971,0.0154391698727046,0.1992935538291931,0.1578178256750106,0.0200675427913665,0.3990226647620828
CSBM-H0.5,GCN,GCN,False,4,128,1,1,0,0.5,0.49922752380371094,16,16,0.4899999797344208,0.5424999594688416,0.0007580518722534,0.0007872351561672,0.0165049936622381,0.0048146480519708,0.0,1.917210923352286e-08,0.0079825697466731,1.9329077130024876e-08
CSBM-H0.5,GCN,GCN,False,5,128,1,1,0,0.5,0.49922752380371094,142,150,0.4699999988079071,0.5224999785423279,1.1920928955078125e-07,6.794008555743859e-08,0.0078754238784313,1.463162259488896e-07,1.1920928955078125e-07,2.678569899217109e-08,0.0078746173530817,1.1067275338948243e-07
CSBM-H0.5,GCN,GCN,False,6,128,1,1,0,0.5,0.49922752380371094,15,16,0.4899999797344208,0.5299999713897705,0.0007234811782836,0.0007503380766138,0.008844718337059,0.0029071727962132,7.152557373046875e-07,6.562184466929466e-07,0.0078281499445438,1.378318129596037e-06
CSBM-H0.5,GCN,GCN,False,7,128,1,1,0,0.5,0.49922752380371094,50,50,0.4749999940395355,0.5224999785423279,2.062320709228516e-05,2.2056197849451564e-05,0.0079437205567955,4.775920338763133e-05,0.0,1.020096451753716e-08,0.0079841017723083,9.755670873890111e-09
CSBM-H0.5,GCN,GCN,False,8,128,1,1,0,0.5,0.49922752380371094,91,100,0.4675000011920929,0.5224999785423279,1.0728836059570312e-06,1.221997649736295e-06,0.0078329890966415,2.627256303302542e-06,0.0,1.2740808408295834e-08,0.0080152265727519,9.368100929299089e-09
CSBM-H0.5,GCNPairNorm,GCN,True,2,128,1,1,0,0.5,0.49922752380371094,13,16,0.612500011920929,0.6274999976158142,1.000677466392517,0.9033699035644532,0.3484218418598175,1.771443363668068,1.0004717111587524,0.9103766083717346,0.3636016547679901,1.81055313049446
CSBM-H0.5,GCNPairNorm,GCN,True,3,128,1,1,0,0.5,0.49922752380371094,28,32,0.5099999904632568,0.5475000143051147,0.9993638396263124,0.8837348818778992,0.2750568687915802,1.701429012558083,0.999747395515442,0.8791384696960449,0.2902710437774658,1.7243696651203122
CSBM-H0.5,GCNPairNorm,GCN,True,4,128,1,1,0,0.5,0.49922752380371094,42,50,0.5674999952316284,0.574999988079071,0.9996561408042908,0.8605719804763794,0.0973824337124824,1.6426846797986123,0.9987178444862366,0.8701678514480591,0.0958395674824714,1.7039843147821494
CSBM-H0.5,GCNPairNorm,GCN,True,5,128,1,1,0,0.5,0.49922752380371094,4,4,0.5774999856948853,0.5374999642372131,0.9991981387138368,0.7677249908447266,0.387552261352539,1.3825997972930355,0.998680591583252,0.827245831489563,0.0459698811173439,1.583632867840277
CSBM-H0.5,GCNPairNorm,GCN,True,6,128,1,1,0,0.5,0.49922752380371094,23,16,0.5724999904632568,0.5674999952316284,0.9881651401519777,0.7872997522354126,0.0229855012148618,1.3682161853363914,0.9950626492500304,0.8336455225944519,0.0341677814722061,1.6251702196909996
CSBM-H0.5,GCNPairNorm,GCN,True,7,128,1,1,0,0.5,0.49922752380371094,25,32,0.5525000095367432,0.5575000047683716,0.9858735799789428,0.7934003472328186,0.0156231075525283,1.4154667291037346,0.990184247493744,0.7838452458381653,0.0274391900748014,1.462825046573606
CSBM-H0.5,GCNPairNorm,GCN,True,8,128,1,1,0,0.5,0.49922752380371094,40,32,0.5299999713897705,0.5649999976158142,0.9858953952789308,0.7924711108207703,0.0178167968988418,1.4338042958755717,0.9933598041534424,0.8108733296394348,0.0239469576627016,1.5562715351477396
CSBM-H0.5,GraphSAGE,GraphSAGE,False,2,128,1,1,0,0.5,0.49922752380371094,3,2,0.6699999570846558,0.6875,0.9845905303955078,0.9849810004234314,0.6472366452217102,1.9638576305252409,0.817732572555542,0.8138936161994934,0.5606803894042969,1.630124025690423
CSBM-H0.5,GraphSAGE,GraphSAGE,False,3,128,1,1,0,0.5,0.49922752380371094,9,8,0.6449999809265137,0.6674999594688416,0.037276268005371,0.0373645611107349,0.6107292175292969,0.1040383420940837,0.4081392288208008,0.400166243314743,0.1870133280754089,0.991195008463696
CSBM-H0.5,GraphSAGE,GraphSAGE,False,4,128,1,1,0,0.5,0.49922752380371094,13,16,0.6349999904632568,0.6599999666213989,0.1106046438217163,0.113722875714302,0.0201788060367107,0.2785249473812795,0.8588718175888062,0.8628653883934021,0.0208496879786252,1.7842866041599943
CSBM-H0.5,GraphSAGE,GraphSAGE,False,5,128,1,1,0,0.5,0.49922752380371094,27,32,0.6775000095367432,0.6800000071525574,0.3725508451461792,0.3659882545471191,0.0202111303806304,1.0217791805716092,0.8262932896614075,0.8329412341117859,0.0136704463511705,1.7768508815846864
CSBM-H0.5,GraphSAGE,GraphSAGE,False,6,128,1,1,0,0.5,0.49922752380371094,37,32,0.637499988079071,0.6699999570846558,0.0038672089576721,0.0035256454721093,0.0137243596836924,0.0084584308069317,0.3514565229415893,0.3557941913604736,0.011652797460556,1.0495262085696655
CSBM-H0.5,GraphSAGE,GraphSAGE,False,7,128,1,1,0,0.5,0.49922752380371094,1,1,0.5,0.5,0.0001710057258605,0.0001647243334446,0.3689870238304138,0.000415104256376,1.788139343261719e-07,-1.1840722891065525e-07,0.0134246284142136,2.0042987342672296e-16
