dataset,model,architecture,uses_pairnorm,num_layers,hidden_channels,seed,graph_seed,split_idx,target_homophily,realized_homophily,best_epoch,nearest_best_metric_epoch,best_test_acc,best_val_acc,best_hidden_pairwise_distance,best_hidden_edge_distance,best_hidden_rank_ratio,best_hidden_normalized_dirichlet,final_hidden_pairwise_distance,final_hidden_edge_distance,final_hidden_rank_ratio,final_hidden_normalized_dirichlet
CSBM-H0.1,GCN,GCN,False,2,128,2,2,0,0.1,0.10044276714324951,7,8,1.0,1.0,0.9263163208961488,1.16303288936615,0.3761738836765289,2.487848984861944,0.40947026014328,0.6819121241569519,0.0644113793969154,1.6071666716449242
CSBM-H0.1,GCN,GCN,False,3,128,2,2,0,0.1,0.10044276714324951,3,2,1.0,1.0,0.1596922278404235,0.2345204502344131,0.4845410585403442,0.5206353743583302,0.463333249092102,0.8376670479774475,0.0104684606194496,1.8400256777648885
CSBM-H0.1,GCN,GCN,False,4,128,2,2,0,0.1,0.10044276714324951,3,2,1.0,1.0,0.0358473658561706,0.0637462958693504,0.1671064496040344,0.1625283302603614,0.4847347736358642,0.8786924481391907,0.0106205428019166,1.9134387663339656
CSBM-H0.1,GCN,GCN,False,5,128,2,2,0,0.1,0.10044276714324951,7,8,0.9975000023841858,1.0,0.3897150158882141,0.7172027230262756,0.0146306687965989,1.567091146797872,0.4923614859580993,0.8979239463806152,0.0107617238536477,1.9492797717602992
CSBM-H0.1,GCN,GCN,False,6,128,2,2,0,0.1,0.10044276714324951,10,8,1.0,1.0,0.2117558717727661,0.3882162868976593,0.0127134108915925,0.9759579357199692,0.7016626596450806,1.2725600004196167,0.0101488959044218,2.744626589281445
CSBM-H0.1,GCN,GCN,False,7,128,2,2,0,0.1,0.10044276714324951,9,8,1.0,1.0,0.0039120316505432,0.0063389036804437,0.0160994958132505,0.0244689235766973,0.5306439399719238,0.9658486843109132,0.0106719909235835,2.0947384671870912
CSBM-H0.1,GCN,GCN,False,8,128,2,2,0,0.1,0.10044276714324951,87,100,0.5249999761581421,0.5324999690055847,0.0001141428947448,0.0001155622594524,0.0080602634698152,0.0002663542188681,1.430511474609375e-06,1.39356723138917e-06,0.0079055912792682,2.864856205642949e-06
CSBM-H0.1,GCNPairNorm,GCN,True,2,128,2,2,0,0.1,0.10044276714324951,5,4,1.0,1.0,1.0004194974899292,1.091124176979065,0.426203042268753,2.241668027642309,1.0006178617477417,1.560239315032959,0.1812464296817779,3.246078207911009
CSBM-H0.1,GCNPairNorm,GCN,True,3,128,2,2,0,0.1,0.10044276714324951,3,2,1.0,1.0,1.0005757808685305,1.5232962369918823,0.4662744402885437,3.187505420821139,0.9994432330131532,1.7982193231582642,0.0163203254342079,3.733252666837338
CSBM-H0.1,GCNPairNorm,GCN,True,4,128,2,2,0,0.1,0.10044276714324951,1,1,1.0,1.0,0.999338924884796,1.650282859802246,0.3845181465148926,3.4904113887380133,0.9998221397399902,1.7950692176818848,0.0103023201227188,3.788288874709944
CSBM-H0.1,GCNPairNorm,GCN,True,5,128,2,2,0,0.1,0.10044276714324951,1,1,1.0,1.0,0.9994985461235046,1.7569888830184937,0.187242329120636,3.7308280195018018,1.000725030899048,1.7971466779708862,0.0092341741546988,3.81481454328146
CSBM-H0.1,GCNPairNorm,GCN,True,6,128,2,2,0,0.1,0.10044276714324951,1,1,1.0,1.0,1.0003200769424438,1.7739427089691162,0.0885000899434089,3.770854770982868,0.999869167804718,1.7976510524749756,0.0088063040748238,3.787135144595029
CSBM-H0.1,GCNPairNorm,GCN,True,7,128,2,2,0,0.1,0.10044276714324951,1,1,1.0,1.0,0.9991660118103028,1.7843009233474731,0.0387897044420242,3.793060235057708,1.0009448528289795,1.7986299991607666,0.0086793536320328,3.8180142884102506
CSBM-H0.1,GCNPairNorm,GCN,True,8,128,2,2,0,0.1,0.10044276714324951,1,1,1.0,1.0,0.9983927607536316,1.7863852977752686,0.0264277122914791,3.803293971392291,1.0009331703186035,1.7984764575958252,0.0091744679957628,3.819735985546605
CSBM-H0.1,GraphSAGE,GraphSAGE,False,2,128,2,2,0,0.1,0.10044276714324951,39,32,1.0,1.0,0.981756031513214,1.2118408679962158,0.4994681477546692,2.535326977034103,0.6997973918914795,0.9897305369377136,0.315682977437973,2.1575469467229955
CSBM-H0.1,GraphSAGE,GraphSAGE,False,3,128,2,2,0,0.1,0.10044276714324951,19,16,1.0,1.0,0.2319798469543457,0.4078057408332824,0.1532581448554992,0.97615493491925,0.3498401045799255,0.6149459481239319,0.0347893610596656,1.3537231410566255
CSBM-H0.1,GraphSAGE,GraphSAGE,False,4,128,2,2,0,0.1,0.10044276714324951,7,8,1.0,1.0,0.5330881476402283,0.948893427848816,0.0288986209779977,2.036042880353085,0.5643446445465088,1.00987708568573,0.0127473659813404,2.117668991704876
CSBM-H0.1,GraphSAGE,GraphSAGE,False,5,128,2,2,0,0.1,0.10044276714324951,2,2,0.9950000047683716,1.0,0.0378836989402771,0.051541581749916,0.4077413976192474,0.1062998460872883,0.5943129658699036,1.070016622543335,0.0111136334016919,2.215608234370896
CSBM-H0.1,GraphSAGE,GraphSAGE,False,6,128,2,2,0,0.1,0.10044276714324951,3,2,1.0,1.0,0.0306451320648193,0.0541411377489566,0.1447218805551529,0.1160334328228229,0.6354685425758362,1.1454943418502808,0.0111048156395554,2.351651630560736
CSBM-H0.1,GraphSAGE,GraphSAGE,False,7,128,2,2,0,0.1,0.10044276714324951,14,16,1.0,1.0,0.1975905299186706,0.3565347194671631,0.0144996205344796,0.7331902830803355,0.7476311922073364,1.345815658569336,0.0115261450409889,2.74791858815691
CSBM-H0.1,GraphSAGE,GraphSAGE,False,8,128,2,2,0,0.1,0.10044276714324951,9,8,1.0,1.0,0.0169996619224548,0.0306520368903875,0.0147969871759414,0.0617303838793771,0.6821354627609253,1.2274028062820437,0.0112488130107522,2.510366831566149
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,2,128,2,2,0,0.1,0.10044276714324951,28,32,1.0,1.0,1.000596046447754,1.498590111732483,0.4188212752342224,3.0436478439292256,1.0005816221237185,1.4704091548919678,0.4852173626422882,2.974503835603554
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,3,128,2,2,0,0.1,0.10044276714324951,6,4,1.0,1.0,1.000717282295227,1.6006109714508057,0.4039613902568817,3.2621806182289084,0.9994882941246032,1.7755829095840454,0.1608777195215225,3.5678476135065726
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,4,128,2,2,0,0.1,0.10044276714324951,2,2,1.0,1.0,1.0002176761627195,1.5171164274215698,0.5551027655601501,3.093813558806794,0.9999037981033324,1.791147232055664,0.0399481505155563,3.6179253172580585
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,5,128,2,2,0,0.1,0.10044276714324951,2,2,1.0,1.0,0.9970430135726928,1.6518285274505615,0.4593610465526581,3.327545539358962,1.0008151531219482,1.7967509031295776,0.0164689645171165,3.629579961165743
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,6,128,2,2,0,0.1,0.10044276714324951,2,2,1.0,1.0,1.000346064567566,1.7659128904342651,0.2062264531850814,3.545686122586607,1.0000156164169312,1.7982594966888428,0.011229533702135,3.62323754491805
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,7,128,2,2,0,0.1,0.10044276714324951,2,2,1.0,1.0,1.0001307725906372,1.7689546346664429,0.2101573348045349,3.5644260240065324,1.000959873199463,1.7984859943389893,0.0104046212509274,3.608172188401356
CSBM-H0.1,GraphSAGEPairNorm,GraphSAGE,True,8,128,2,2,0,0.1,0.10044276714324951,2,2,1.0,1.0,0.9993067979812622,1.73263680934906,0.3238490223884582,3.4783489719833507,1.0009602308273315,1.7981998920440674,0.0108119873329997,3.615774328995777
CSBM-H0.1,GCN,GCN,False,2,128,3,3,0,0.1,0.10047942399978638,10,8,0.9975000023841858,1.0,0.9127827286720276,1.183206558227539,0.3681584596633911,2.532215281952819,0.4438550472259521,0.7220935821533203,0.0591429658234119,1.690478363629128
CSBM-H0.1,GCN,GCN,False,3,128,3,3,0,0.1,0.10047942399978638,2,2,1.0,0.9975000023841858,0.1626977324485778,0.2466261088848114,0.4702677130699157,0.541010453968667,0.4598641395568847,0.839618980884552,0.0105424746870994,1.8388938299025124
