model,best_test_acc,best_val_acc,best_epoch,hidden_mean_pairwise_cosine_distance,hidden_mean_edge_cosine_distance,hidden_normalized_dirichlet_energy,hidden_effective_rank,hidden_effective_rank_ratio,hidden_mean_embedding_norm,output_mean_pairwise_cosine_distance,output_mean_edge_cosine_distance,output_normalized_dirichlet_energy,output_effective_rank,output_effective_rank_ratio,output_mean_embedding_norm
GCN,0.4301812836844684,0.4301812836844684,194,0.241383671760559,0.1599011868238449,1.0179482555634636,17.01981544494629,0.2659346163272857,0.6109665632247925,0.1535125374794006,0.0098592536523938,0.1880992980702414,3.136136293411255,0.6272272586822509,1.955013632774353
GCNPairNorm,0.4721541727911155,0.4747672709456149,192,0.998266577720642,0.293530523777008,1.1453925686510449,55.56276321411133,0.8681681752204895,0.9999330043792723,0.3714562654495239,0.0306508839130401,0.1839613931967957,3.832747459411621,0.7665494918823242,2.428067684173584
