epoch,loss,train_acc,val_acc,test_acc
1,1.610592246055603,0.26802884615384615,0.2704326923076923,0.26512968299711814
2,1.606886625289917,0.26802884615384615,0.2704326923076923,0.26512968299711814
3,1.6036752462387085,0.26802884615384615,0.2704326923076923,0.26512968299711814
4,1.6007211208343506,0.26802884615384615,0.2704326923076923,0.26512968299711814
5,1.597235918045044,0.2688301282051282,0.2704326923076923,0.26512968299711814
6,1.594176173210144,0.27323717948717946,0.2722355769230769,0.26609029779058596
7,1.5904568433761597,0.2832532051282051,0.27944711538461536,0.2728146013448607
8,1.584649920463562,0.3016826923076923,0.28725961538461536,0.2804995196926033
9,1.5782324075698853,0.32051282051282054,0.2956730769230769,0.297790585975024
10,1.57188880443573,0.3373397435897436,0.3082932692307692,0.3170028818443804
11,1.5673292875289917,0.35376602564102566,0.3191105769230769,0.3218059558117195
12,1.5581896305084229,0.3609775641025641,0.3233173076923077,0.3400576368876081
13,1.5485340356826782,0.3525641025641026,0.3269230769230769,0.3275696445725264
14,1.5358195304870605,0.344150641025641,0.32872596153846156,0.32949087415946204
15,1.5250554084777832,0.33573717948717946,0.33834134615384615,0.3275696445725264
16,1.5117151737213135,0.3301282051282051,0.33834134615384615,0.31796349663784823
17,1.4992016553878784,0.3385416666666667,0.3407451923076923,0.32468780019212296
18,1.482447862625122,0.3525641025641026,0.34314903846153844,0.32468780019212296
19,1.4757506847381592,0.359375,0.34375,0.32468780019212296
20,1.456993579864502,0.3629807692307692,0.34375,0.3266090297790586
21,1.4472391605377197,0.3657852564102564,0.34555288461538464,0.32949087415946204
22,1.434352159500122,0.36939102564102566,0.34975961538461536,0.3381364073006724
23,1.426580548286438,0.3766025641025641,0.3503605769230769,0.3371757925072046
24,1.4156219959259033,0.3954326923076923,0.3473557692307692,0.3390970220941403
25,1.4051989316940308,0.41346153846153844,0.3551682692307692,0.33525456292026895
26,1.3777343034744263,0.43469551282051283,0.3473557692307692,0.3323727185398655
27,1.369966983795166,0.45232371794871795,0.3395432692307692,0.3333333333333333
28,1.3523447513580322,0.469150641025641,0.34435096153846156,0.3314121037463977
29,1.3372591733932495,0.4855769230769231,0.33834134615384615,0.33429394812680113
30,1.3188440799713135,0.4951923076923077,0.34615384615384615,0.33525456292026895
31,1.303645133972168,0.49759615384615385,0.34615384615384615,0.3371757925072046
32,1.280449390411377,0.5108173076923077,0.3473557692307692,0.34197886647454373
33,1.2548062801361084,0.5200320512820513,0.3557692307692308,0.3390970220941403
34,1.2395427227020264,0.5324519230769231,0.3629807692307692,0.3400576368876081
35,1.215145230293274,0.5512820512820513,0.3635817307692308,0.3515850144092219
36,1.1898971796035767,0.5681089743589743,0.359375,0.3448607108549472
37,1.1756759881973267,0.5825320512820513,0.3629807692307692,0.3467819404418828
38,1.143499493598938,0.5941506410256411,0.35997596153846156,0.3467819404418828
39,1.1263576745986938,0.6065705128205128,0.3563701923076923,0.356388088376561
40,1.0983186960220337,0.6169871794871795,0.3545673076923077,0.35446685878962536
41,1.0743783712387085,0.6282051282051282,0.3515625,0.3525456292026897
42,1.0565398931503296,0.6350160256410257,0.35216346153846156,0.35446685878962536
43,1.0320649147033691,0.6410256410256411,0.35216346153846156,0.3467819404418828
44,1.0186901092529297,0.6550480769230769,0.3527644230769231,0.3448607108549472
45,0.9879860281944275,0.6638621794871795,0.35216346153846156,0.35830931796349663
46,0.9579388499259949,0.6786858974358975,0.3479567307692308,0.35350624399615754
47,0.9329798817634583,0.6915064102564102,0.3479567307692308,0.3467819404418828
48,0.9216526746749878,0.7019230769230769,0.34915865384615385,0.3525456292026897
49,0.891761302947998,0.7127403846153846,0.3485576923076923,0.35446685878962536
50,0.8757985234260559,0.7291666666666666,0.3485576923076923,0.356388088376561
51,0.8479604721069336,0.7451923076923077,0.34435096153846156,0.35926993275696445
52,0.8199079036712646,0.7536057692307693,0.3395432692307692,0.3573487031700288
53,0.8028891682624817,0.765625,0.34435096153846156,0.35446685878962536
54,0.7765949964523315,0.7752403846153846,0.3467548076923077,0.34774255523535064
55,0.7615327835083008,0.7828525641025641,0.3449519230769231,0.34390009606147937
56,0.730049729347229,0.7924679487179487,0.34134615384615385,0.34293948126801155
57,0.7244500517845154,0.7988782051282052,0.34194711538461536,0.34870317002881845
58,0.6878337264060974,0.8056891025641025,0.3395432692307692,0.34870317002881845
59,0.6883870363235474,0.8161057692307693,0.34435096153846156,0.3467819404418828
60,0.6676936745643616,0.8249198717948718,0.34194711538461536,0.34293948126801155
61,0.6404585242271423,0.8297275641025641,0.34314903846153844,0.34197886647454373
62,0.6142225861549377,0.8353365384615384,0.33533653846153844,0.34197886647454373
63,0.5906695127487183,0.8393429487179487,0.33653846153846156,0.3390970220941403
64,0.5750716328620911,0.844551282051282,0.33834134615384615,0.3390970220941403
65,0.5556750297546387,0.8505608974358975,0.3371394230769231,0.34293948126801155
66,0.5439861416816711,0.8521634615384616,0.3359375,0.3410182516810759
67,0.5196869969367981,0.860176282051282,0.33834134615384615,0.34293948126801155
68,0.5138199925422668,0.8681891025641025,0.33834134615384615,0.3400576368876081
69,0.4915393888950348,0.875,0.34134615384615385,0.33429394812680113
70,0.4850071668624878,0.8806089743589743,0.34194711538461536,0.3371757925072046
71,0.46265891194343567,0.8874198717948718,0.3425480769230769,0.34197886647454373
72,0.4476556181907654,0.8922275641025641,0.34314903846153844,0.3371757925072046
73,0.4257357716560364,0.8958333333333334,0.3395432692307692,0.3390970220941403
74,0.4197554886341095,0.9010416666666666,0.33834134615384615,0.33525456292026895
75,0.4020281136035919,0.90625,0.34314903846153844,0.3314121037463977
76,0.3906323313713074,0.9162660256410257,0.34194711538461536,0.3266090297790586
77,0.37583833932876587,0.9230769230769231,0.34975961538461536,0.3227665706051873
78,0.37556490302085876,0.9262820512820513,0.34615384615384615,0.3218059558117195
79,0.3458700478076935,0.9278846153846154,0.34615384615384615,0.3285302593659942
80,0.34146127104759216,0.9318910256410257,0.34555288461538464,0.32949087415946204
81,0.3361351191997528,0.9391025641025641,0.3479567307692308,0.3227665706051873
82,0.3334044814109802,0.9435096153846154,0.3425480769230769,0.31796349663784823
83,0.31932032108306885,0.9463141025641025,0.34435096153846156,0.31796349663784823
84,0.3169155716896057,0.9491185897435898,0.3485576923076923,0.3150816522574448
