comparison,interpretation,n_pairs,mean_difference,mean_difference_percentage_points,std_difference,median_difference,minimum_difference,maximum_difference,positive_pairs,negative_pairs,zero_pairs,ci95_low,ci95_high,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue,baseline_mean_depth_loss,pairnorm_mean_depth_loss,absolute_depth_loss_reduction,relative_depth_loss_reduction
GraphSAGE L8 minus L4,Negative values indicate depth degradation.,10,-0.011776315789473685,-1.1776315789473686,0.01335542519995033,-0.011842105263157932,-0.03815789473684211,0.006578947368421018,2,8,0,-0.02133021143866886,-0.0022224201402785103,0.02110970563649896,0.017578125,0.01953125,-0.8817627004131237,0.04221941127299792,0.03515625,0.0390625,0.011776315789473685,-0.006578947368421057,0.018355263157894743,1.5586592178770953
PairNorm L8 minus L4,Negative values indicate depth degradation.,10,0.006578947368421057,0.6578947368421056,0.011764691737720767,0.008552631578947367,-0.013815789473684226,0.02171052631578957,6,4,0,-0.0018370061129814588,0.014994900849823571,0.1107890208753596,0.130859375,0.125,0.5592111986519104,0.1107890208753596,0.130859375,0.125,0.011776315789473685,-0.006578947368421057,0.018355263157894743,1.5586592178770953
PairNorm depth interaction,Positive values indicate that PairNorm reduces the L4-to-L8 depth penalty.,10,0.018355263157894743,1.8355263157894743,0.016035635955540258,0.012499999999999983,-0.001973684210526294,0.03947368421052633,8,2,0,0.006884060235184087,0.0298264660806054,0.005574226374174106,0.009765625,0.0078125,1.1446545187721764,0.016722679122522316,0.029296875,0.0234375,0.011776315789473685,-0.006578947368421057,0.018355263157894743,1.5586592178770953
