comparison,interpretation,n_pairs,mean_difference,mean_difference_percentage_points,std_difference,median_difference,minimum_difference,maximum_difference,positive_pairs,negative_pairs,zero_pairs,ci95_low,ci95_high,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue,baseline_mean_depth_loss,pairnorm_mean_depth_loss,absolute_depth_loss_reduction,relative_depth_loss_reduction
GraphSAGE L8 minus L4,Negative values indicate depth degradation.,10,-0.027339539441450317,-2.7339539441450316,0.0088792216129958,-0.03005062877674347,-0.03854319777886667,-0.006532745386248595,0,10,0,-0.03369135194210779,-0.020987726940792845,4.465730409388084e-06,0.001953125,0.001953125,-3.079046861656842,1.3397191228164252e-05,0.005859375,0.005859375,0.027339539441450317,0.00857422831945125,0.018765311121999067,0.6863799283154127
PairNorm L8 minus L4,Negative values indicate depth degradation.,10,-0.00857422831945125,-0.857422831945125,0.0037938152888429117,-0.007839294463498292,-0.014861995753715496,-0.0027764167891556335,0,10,0,-0.011288160286369175,-0.005860296352533325,5.3843808435022315e-05,0.001953125,0.001953125,-2.26005423739708,0.00010768761687004463,0.005859375,0.005859375,0.027339539441450317,0.00857422831945125,0.018765311121999067,0.6863799283154127
PairNorm depth interaction,Positive values indicate that PairNorm reduces the L4-to-L8 depth penalty.,10,0.018765311121999067,1.8765311121999066,0.010410187647315097,0.01959823615874573,-0.005716152212967507,0.03233708966193055,9,1,0,0.011318311495857703,0.02621231074814043,0.00029419906608379304,0.00390625,0.00390625,1.802591053854716,0.00029419906608379304,0.005859375,0.005859375,0.027339539441450317,0.00857422831945125,0.018765311121999067,0.6863799283154127
