comparison,learning_rate,n_pairs,mean_difference,mean_difference_percentage_points,std_difference,median_difference,minimum_difference,maximum_difference,positive_pairs,negative_pairs,zero_pairs,ci95_low,ci95_high,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue,baseline_mean_depth_loss,pairnorm_mean_depth_loss,absolute_depth_loss_reduction,relative_depth_loss_reduction
GraphSAGE L8 minus L4,0.003,10,-0.027339539441450317,-2.7339539441450316,0.0088792216129958,-0.03005062877674347,-0.03854319777886667,-0.006532745386248595,0,10,0,-0.03369135194210779,-0.020987726940792845,4.465730409388084e-06,0.001953125,0.001953125,-3.079046861656842,1.3397191228164252e-05,0.005859375,0.005859375,0.027339539441450317,0.009276498448472986,0.01806304099297733,0.6606929510155317
PairNorm L8 minus L4,0.003,10,-0.009276498448472986,-0.9276498448472985,0.005644307135794289,-0.011595623060591198,-0.016168544830965192,-0.0019598236158746563,0,10,0,-0.013314192537582698,-0.005238804359363273,0.0005661346722421954,0.001953125,0.001953125,-1.6435141152480108,0.0005661346722421954,0.005859375,0.005859375,0.027339539441450317,0.009276498448472986,0.01806304099297733,0.6606929510155317
PairNorm depth interaction,0.003,10,0.01806304099297733,1.806304099297733,0.007799193956622717,0.018373346398824125,0.0039196472317490905,0.02841744243018135,10,0,0,0.012483833734964745,0.023642248250989917,4.449550250855771e-05,0.001953125,0.001953125,2.3160138205870657,8.899100501711541e-05,0.005859375,0.005859375,0.027339539441450317,0.009276498448472986,0.01806304099297733,0.6606929510155317
