model,num_layers,hidden_channels,learning_rate,n,mean_best_val_acc,std_best_val_acc,mean_test_at_best_val,std_test_at_best_val,mean_final_test_acc,std_final_test_acc,mean_best_epoch,std_best_epoch,best_epoch_at_cap_count,best_epoch_last_10_percent_count,selection_rule
GraphSAGE,4,128,0.003,10,0.5092601665850074,0.007150795340870345,0.505177200718602,0.005089325918827119,0.5021231422505308,0.008686221338933903,730.3,60.16652816235212,0,6,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,4,128,0.003,10,0.5289563939245469,0.0025601639414449505,0.5196635636126082,0.005076294172438164,0.5186999836681365,0.0058476282181832906,714.9,88.29426809129671,0,7,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGE,8,128,0.003,10,0.48221460068593824,0.005521361594430818,0.47783766127715166,0.007438442195650384,0.4723501551527029,0.012208740071391323,742.1,58.020015703395174,0,7,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,8,128,0.005,10,0.5177037399967336,0.006033930431737167,0.5110893352931569,0.005986469003171498,0.5087865425445044,0.005680551955024577,677.1,69.84498709443808,0,3,maximum mean validation accuracy; smaller learning rate breaks exact ties
