dataset,model,depth,graph_seed,init_seed,split_idx,best_epoch,best_val,test_best,data_path
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,2,29,0,1302,0.7996957302093506,0.7841756343841553,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,2,47,0,1903,0.796146035194397,0.7826839089393616,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,2,65,0,2274,0.796653151512146,0.786920428276062,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,2,83,0,2139,0.7951318025588989,0.7866221070289612,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,2,11,0,1809,0.7946247458457947,0.7782683968544006,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,2,29,0,1191,0.7925963401794434,0.7805358171463013,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,2,47,0,1627,0.790567934513092,0.7785667181015015,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,2,65,0,1576,0.7910750508308411,0.7767766118049622,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,2,83,0,2366,0.796653151512146,0.7839966416358948,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,2,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,2,29,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,2,47,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,2,65,0,1083,0.7393509149551392,0.7304134964942932,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,2,83,0,1517,0.7951318025588989,0.7833999395370483,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,2,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,2,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,2,47,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,2,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,2,83,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,2,11,0,2042,0.8995943069458008,0.8851959705352783,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,2,29,0,1446,0.9036511182785034,0.8806014657020569,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,2,47,0,1127,0.8990871906280518,0.8800644278526306,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,2,65,0,116,0.8975659012794495,0.8758279085159302,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,2,83,0,1061,0.9001014232635498,0.8856733441352844,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,2,11,0,1134,0.9021297693252563,0.8890745043754578,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,2,29,0,1145,0.9011155962944031,0.8715913891792297,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,2,47,0,735,0.9021297693252563,0.8833462595939636,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,2,65,0,452,0.8995943069458008,0.8827495574951172,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,8,2,83,0,1504,0.9036511182785034,0.8887761831283569,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,2,11,0,565,0.8940162062644958,0.8823318481445312,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,2,29,0,1777,0.8889452219009399,0.8820335268974304,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,2,47,0,1748,0.8965517282485962,0.883047878742218,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,2,65,0,315,0.8935090899467468,0.8826302289962769,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,7,2,83,0,1007,0.9001014232635498,0.8848379850387573,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,2,11,0,82,0.8914806842803955,0.879766047000885,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,2,29,0,2205,0.9001014232635498,0.8809594511985779,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,2,47,0,1390,0.889452338218689,0.8819738626480103,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,2,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-PubMed-H0.9-LOW,GraphSAGE,8,2,83,0,2119,0.8909736275672913,0.8816754817962646,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,2,11,0,2359,0.5670785307884216,0.5648652911186218,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,2,29,0,2304,0.5736981630325317,0.5710429549217224,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,2,47,0,2282,0.5688437819480896,0.5632559657096863,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,2,65,0,2244,0.582082986831665,0.5784664750099182,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,7,2,83,0,1932,0.5838481783866882,0.584955632686615,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,2,11,0,926,0.5917916893959045,0.57664954662323,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,2,29,0,2322,0.5688437819480896,0.5713024735450745,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,2,47,0,2094,0.5834068655967712,0.5803353786468506,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,2,65,0,2167,0.5578111410140991,0.5670456290245056,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGEPairNorm,8,2,83,0,1992,0.5714915990829468,0.5688106417655945,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,2,11,0,415,0.582965612411499,0.5657997131347656,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,2,29,0,1729,0.5609002709388733,0.5428022742271423,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,2,47,0,861,0.5481023788452148,0.5256190299987793,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,2,65,0,232,0.5092674493789673,0.5100451707839966,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,7,2,83,0,2065,0.5414828062057495,0.5447749495506287,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,2,11,0,1293,0.5834068655967712,0.5741057991981506,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,2,29,0,743,0.5105913281440735,0.5064112544059753,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,2,47,0,2346,0.5454545617103577,0.5376109480857849,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,2,65,0,1415,0.5233892202377319,0.5092145800590515,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.1-LOW,GraphSAGE,8,2,83,0,2036,0.5150043964385986,0.49452316761016846,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h01_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,2,11,0,835,0.7700794339179993,0.7612002491950989,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,2,29,0,2059,0.7669903039932251,0.7677412629127502,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,2,47,0,339,0.7780229449272156,0.7713751792907715,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,2,65,0,1858,0.7678729295730591,0.7606291770935059,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,7,2,83,0,1333,0.7731685638427734,0.7651975154876709,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,2,11,0,677,0.7771403193473816,0.7786949276924133,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,2,29,0,589,0.7749338150024414,0.7676374316215515,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,2,47,0,1927,0.7683142423629761,0.7625499367713928,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,2,65,0,493,0.7802295088768005,0.7697139382362366,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGEPairNorm,8,2,83,0,906,0.7802295088768005,0.7756320238113403,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,2,11,0,2182,0.7643424868583679,0.7599024176597595,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,2,29,0,2399,0.7193292379379272,0.7108965516090393,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,2,47,0,1990,0.7541924118995667,0.7428749203681946,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,2,65,0,2088,0.7753751277923584,0.776981770992279,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,7,2,83,0,2019,0.7497793436050415,0.7396563291549683,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,2,11,0,1943,0.6888790726661682,0.6785027980804443,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,2,29,0,1810,0.6809355616569519,0.6735711097717285,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,2,47,0,2083,0.7524272203445435,0.7531536817550659,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,2,65,0,2230,0.761694610118866,0.7545034289360046,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.5-LOW,GraphSAGE,8,2,83,0,1124,0.6999117732048035,0.6896641254425049,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h05_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,2,11,0,1675,0.9796999096870422,0.9809479117393494,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,2,29,0,2289,0.9801412224769592,0.9805326461791992,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,2,47,0,2096,0.9805825352668762,0.9804807305335999,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,2,65,0,2159,0.9845542907714844,0.9824534058570862,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,7,2,83,0,2373,0.9810238480567932,0.9801692366600037,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,2,11,0,628,0.9854369163513184,0.9836993217468262,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,2,29,0,994,0.9810238480567932,0.9829725027084351,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,2,47,0,343,0.9823477864265442,0.981467068195343,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,2,65,0,2184,0.9823477864265442,0.9804288148880005,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGEPairNorm,8,2,83,0,1529,0.9823477864265442,0.9816747307777405,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,2,11,0,1281,0.9849956035614014,0.9824534058570862,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,2,29,0,1207,0.9885260462760925,0.9871774911880493,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,2,47,0,2199,0.9867607951164246,0.9838031530380249,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,2,65,0,1880,0.9894086718559265,0.9872294068336487,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,7,2,83,0,2254,0.9867607951164246,0.9855162501335144,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,2,11,0,2267,0.9911738634109497,0.9869698286056519,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,2,29,0,2267,0.9894086718559265,0.9866583347320557,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,2,47,0,1167,0.9854369163513184,0.9851529002189636,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,2,65,0,1655,0.9876434206962585,0.9831801652908325,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-Roman-empire-H0.9-LOW,GraphSAGE,8,2,83,0,2348,0.9863195419311523,0.9873851537704468,realworld_data/homophily_controlled/roman_empire/lowlabel/roman_empire_h09_seed2.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,11,0,1362,0.8417849540710449,0.8259442448616028,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,29,0,1100,0.8402636647224426,0.8298824429512024,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,47,0,2385,0.83620685338974,0.8347753286361694,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,65,0,1971,0.8402636647224426,0.8308371305465698,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,83,0,1540,0.83620685338974,0.8359090685844421,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,11,0,623,0.836713969707489,0.82683926820755,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,29,0,2127,0.8402636647224426,0.8270779848098755,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,47,0,936,0.837221086025238,0.8294050693511963,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,65,0,2395,0.8402636647224426,0.829643726348877,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,83,0,1604,0.8412778973579407,0.8261829018592834,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,29,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,47,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,65,0,1680,0.8402636647224426,0.829285740852356,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,83,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,47,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,83,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h01_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,3,11,0,739,0.7839756608009338,0.7846530079841614,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,3,29,0,2400,0.7849898338317871,0.7785667181015015,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,3,47,0,679,0.7860040664672852,0.7847126722335815,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,3,65,0,1896,0.7895537614822388,0.7777910232543945,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,7,3,83,0,1613,0.7849898338317871,0.7833402752876282,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,3,11,0,1225,0.7875253558158875,0.7748075723648071,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,3,29,0,1863,0.7854969501495361,0.7760605812072754,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,3,47,0,2386,0.7834685444831848,0.7814905047416687,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,3,65,0,2241,0.7844827175140381,0.7782087326049805,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGEPairNorm,8,3,83,0,2172,0.7890466451644897,0.7795214056968689,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,3,11,0,2308,0.7479715943336487,0.7413926720619202,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,3,29,0,4,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,3,47,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,3,65,0,1755,0.7804259657859802,0.7786263823509216,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,7,3,83,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,3,11,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,3,29,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,3,47,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,3,65,0,1,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.5-LOW,GraphSAGE,8,3,83,0,2,0.3995943069458008,0.39936748147010803,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h05_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,3,11,0,534,0.8965517282485962,0.880183756351471,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,3,29,0,746,0.8975659012794495,0.8791694045066833,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
RW-PubMed-H0.9-LOW,GraphSAGEPairNorm,7,3,47,0,1168,0.8960446119308472,0.8805418014526367,realworld_data/homophily_controlled/pubmed/lowlabel/pubmed_h09_seed3.pt
