dataset_name,h,graph_seed,init_seed,gs_L7,gs_L8,pn_L7,pn_L8,gs_depth_change,pn_depth_change,interaction,pn_L8_effect
Roman-Empire,0.5,1,83,0.6767377853393555,0.739760160446167,0.7848725318908691,0.792192280292511,0.06302237510681152,0.007319748401641846,-0.05570262670516968,0.052432119846343994
Roman-Empire,0.5,2,11,0.7599024176597595,0.6785027980804443,0.7612002491950989,0.7786949276924133,-0.08139961957931519,0.017494678497314453,0.09889429807662964,0.100192129611969
Roman-Empire,0.5,2,29,0.7108965516090393,0.6735711097717285,0.7677412629127502,0.7676374316215515,-0.03732544183731079,-0.00010383129119873047,0.03722161054611206,0.094066321849823
Roman-Empire,0.5,2,47,0.7428749203681946,0.7531536817550659,0.7713751792907715,0.7625499367713928,0.010278761386871338,-0.008825242519378662,-0.01910400390625,0.009396255016326904
Roman-Empire,0.5,2,65,0.776981770992279,0.7545034289360046,0.7606291770935059,0.7697139382362366,-0.022478342056274414,0.009084761142730713,0.03156310319900513,0.015210509300231934
Roman-Empire,0.5,2,83,0.7396563291549683,0.6896641254425049,0.7651975154876709,0.7756320238113403,-0.04999220371246338,0.010434508323669434,0.06042671203613281,0.08596789836883545
Roman-Empire,0.5,3,11,0.7905829548835754,0.7400716543197632,0.769091010093689,0.7657166719436646,-0.050511300563812256,-0.003374338150024414,0.04713696241378784,0.025645017623901367
Roman-Empire,0.5,3,29,0.7676893472671509,0.6927788853645325,0.7683122754096985,0.7744380235671997,-0.07491046190261841,0.006125748157501221,0.08103621006011963,0.08165913820266724
Roman-Empire,0.5,3,47,0.6998390555381775,0.6886777877807617,0.7757877707481384,0.779888927936554,-0.011161267757415771,0.004101157188415527,0.015262424945831299,0.09121114015579224
Roman-Empire,0.5,3,65,0.7084047198295593,0.7918807864189148,0.7697139382362366,0.7784872651100159,0.08347606658935547,0.008773326873779297,-0.07470273971557617,-0.013393521308898926
Roman-Empire,0.5,3,83,0.6809946298599243,0.719410240650177,0.7688314318656921,0.7766702771186829,0.038415610790252686,0.007838845252990723,-0.030576765537261963,0.05726003646850586
Roman-Empire,0.5,4,11,0.773088276386261,0.7060686349868774,0.7925556898117065,0.7968125343322754,-0.06701964139938354,0.004256844520568848,0.07127648591995239,0.09074389934539795
Roman-Empire,0.5,4,29,0.6969838738441467,0.7025385499000549,0.7854436039924622,0.7857550978660583,0.005554676055908203,0.0003114938735961914,-0.005243182182312012,0.08321654796600342
Roman-Empire,0.5,4,47,0.7116233110427856,0.7654051780700684,0.7917250394821167,0.7994081974029541,0.053781867027282715,0.007683157920837402,-0.04609870910644531,0.03400301933288574
Roman-Empire,0.5,4,65,0.7787468433380127,0.7292218208312988,0.793022871017456,0.793438196182251,-0.04952502250671387,0.0004153251647949219,0.04994034767150879,0.06421637535095215
Roman-Empire,0.5,4,83,0.766028106212616,0.7008253931999207,0.7862222790718079,0.7995639443397522,-0.06520271301269531,0.013341665267944336,0.07854437828063965,0.09873855113983154
Roman-Empire,0.5,5,11,0.8106213808059692,0.8028863668441772,0.7889217734336853,0.7870009541511536,-0.007735013961791992,-0.0019208192825317383,0.005814194679260254,-0.01588541269302368
Roman-Empire,0.5,5,29,0.7263665795326233,0.7701811790466309,0.778071939945221,0.7917769551277161,0.04381459951400757,0.013705015182495117,-0.03010958433151245,0.021595776081085205
Roman-Empire,0.5,5,47,0.7859107851982117,0.7315059900283813,0.7862741947174072,0.7966048717498779,-0.05440479516983032,0.010330677032470703,0.06473547220230103,0.06509888172149658
Roman-Empire,0.5,5,65,0.8174738883972168,0.7583969235420227,0.7893889546394348,0.7881430387496948,-0.05907696485519409,-0.0012459158897399902,0.0578310489654541,0.02974611520767212
Roman-Empire,0.5,5,83,0.752634584903717,0.7932824492454529,0.7822769284248352,0.7908944487571716,0.04064786434173584,0.008617520332336426,-0.032030344009399414,-0.00238800048828125
Roman-Empire,0.9,1,11,0.981986165046692,0.9865545034408568,0.9811036586761476,0.982712984085083,0.004568338394164817,0.0016093254089354359,-0.002959012985229381,-0.0038415193557738148
Roman-Empire,0.9,1,29,0.9855681657791138,0.9875928163528442,0.9788194894790648,0.9845299124717712,0.0020246505737304688,0.00571042299270641,0.003685772418975941,-0.003062903881072998
Roman-Empire,0.9,1,47,0.9874889850616456,0.9804288148880004,0.9820380806922911,0.9779369831085204,-0.007060170173645242,-0.004101097583770752,0.0029590725898744896,-0.0024918317794799805
Roman-Empire,0.9,1,65,0.984477996826172,0.986710250377655,0.9806364178657532,0.984477996826172,0.0022322535514830433,0.003841578960418812,0.001609325408935769,-0.0022322535514830433
Roman-Empire,0.9,1,83,0.9882676601409912,0.9820899963378906,0.9786637425422668,0.9843222498893738,-0.006177663803100586,0.005658507347106934,0.01183617115020752,0.0022322535514831543
