epoch,train_loss,train_accuracy,val_loss,val_accuracy,best_val_accuracy,best_test_accuracy_at_best_val
1,0.5680967966715494,0.8136393229166666,0.41971005996068317,1.0,1.0,1.0
2,0.36250313619772595,1.0,0.30906957387924194,1.0,1.0,1.0
3,0.2799801031748454,1.0,0.2522158622741699,1.0,1.0,1.0
4,0.2315183406074842,1.0,0.21062976121902466,1.0,1.0,1.0
5,0.19415166477362314,1.0,0.17786010106404623,1.0,1.0,1.0
6,0.16467450559139252,1.0,0.1515810489654541,1.0,1.0,1.0
7,0.14096506933371225,1.0,0.13040136297543845,1.0,1.0,1.0
8,0.12162071093916893,1.0,0.11298939834038417,1.0,1.0,1.0
9,0.10578731323281924,1.0,0.09883765876293182,1.0,1.0,1.0
10,0.09281742945313454,1.0,0.08714402218659718,1.0,1.0,1.0
11,0.08210523426532745,1.0,0.07743391394615173,1.0,1.0,1.0
12,0.07315666104356448,1.0,0.06927421689033508,1.0,1.0,1.0
13,0.0656219373146693,1.0,0.0623805100719134,1.0,1.0,1.0
14,0.059219094614187874,1.0,0.05649117877086004,1.0,1.0,1.0
15,0.053722683961192765,1.0,0.05140519142150879,1.0,1.0,1.0
16,0.048964797208706536,1.0,0.04698291296760241,1.0,1.0,1.0
17,0.044808379064003624,1.0,0.0431036502122879,1.0,1.0,1.0
18,0.04115524391333262,1.0,0.0396845688422521,1.0,1.0,1.0
19,0.03792863401273886,1.0,0.03665433079004288,1.0,1.0,1.0
20,0.03506174497306347,1.0,0.033950035770734154,1.0,1.0,1.0
21,0.03249917117257913,1.0,0.031539835035800934,1.0,1.0,1.0
22,0.030207965523004532,1.0,0.029377383490403492,1.0,1.0,1.0
23,0.02815194334834814,1.0,0.027428273111581802,1.0,1.0,1.0
24,0.026296131933728855,1.0,0.025668150434891384,1.0,1.0,1.0
25,0.02462099213153124,1.0,0.02407497043410937,1.0,1.0,1.0
26,0.023101962481935818,1.0,0.022629014526804287,1.0,1.0,1.0
27,0.02172079775482416,1.0,0.021313174317280453,1.0,1.0,1.0
28,0.020464833825826645,1.0,0.02011008809010188,1.0,1.0,1.0
29,0.0193166375781099,1.0,0.019009873891870182,1.0,1.0,1.0
30,0.018264123549064,1.0,0.018001111845175426,1.0,1.0,1.0
31,0.017297885691126186,1.0,0.017075010885794956,1.0,1.0,1.0
32,0.016412025317549706,1.0,0.016218324502309162,1.0,1.0,1.0
33,0.015592209529131651,1.0,0.01542864739894867,1.0,1.0,1.0
34,0.014835731436808905,1.0,0.01469855693479379,1.0,1.0,1.0
35,0.014134702738374472,1.0,0.01402074284851551,1.0,1.0,1.0
36,0.013485030891994635,1.0,0.013390960792700449,1.0,1.0,1.0
37,0.01288044344012936,1.0,0.012805352297921976,1.0,1.0,1.0
38,0.012318044124792019,1.0,0.012259150855243206,1.0,1.0,1.0
39,0.01179376911992828,1.0,0.011748608822623888,1.0,1.0,1.0
40,0.011304158872614304,1.0,0.011270578329761824,1.0,1.0,1.0
41,0.010844476831456026,1.0,0.010824040820201239,1.0,1.0,1.0
42,0.01041511461759607,1.0,0.010404161488016447,1.0,1.0,1.0
43,0.01001122702534,1.0,0.010008846099177996,1.0,1.0,1.0
44,0.009631920761118332,1.0,0.009637139116724333,1.0,1.0,1.0
45,0.009274797048419714,1.0,0.009286960897346338,1.0,1.0,1.0
46,0.008938195183873177,1.0,0.008956473010281721,1.0,1.0,1.0
47,0.008620011465003094,1.0,0.008644755308826765,1.0,1.0,1.0
48,0.008319975342601538,1.0,0.008349587519963583,1.0,1.0,1.0
49,0.00803583643088738,1.0,0.00807043102880319,1.0,1.0,1.0
50,0.007767465586463611,1.0,0.007805100952585538,1.0,1.0,1.0
51,0.0075124145951122046,1.0,0.007553635320315759,1.0,1.0,1.0
52,0.007269876621042688,1.0,0.007315205875784159,1.0,1.0,1.0
53,0.007040341539929311,1.0,0.007088306359946728,1.0,1.0,1.0
54,0.0068217378575354815,1.0,0.006872386982043584,1.0,1.0,1.0
55,0.0066136501263827085,1.0,0.006666647270321846,1.0,1.0,1.0
56,0.00641576115352412,1.0,0.006470320746302605,1.0,1.0,1.0
57,0.006226792310674985,1.0,0.006283076635251443,1.0,1.0,1.0
58,0.006046294312303265,1.0,0.006104568640391032,1.0,1.0,1.0
59,0.005874240150054296,1.0,0.005933746385077636,1.0,1.0,1.0
60,0.005709775568296512,1.0,0.005770283906410138,1.0,1.0,1.0
61,0.005552060203626752,1.0,0.005614141002297401,1.0,1.0,1.0
