dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Amazon-Ratings,GraphSAGE,1,0,4,128,1,1,convs.0,1024,0.09338724613189697,0.061931293457746506,0.17171181738376617,0.14785672964617183,128,93.93414306640625,0.7338604927062988,1.0582045316696167,0.0011245135683566332,0.42428103089338337
Amazon-Ratings,GraphSAGE,1,0,4,128,1,2,convs.1,1024,0.011925935745239258,0.005812463350594044,0.042412951588630676,0.01755666179465242,128,60.54000473022461,0.47296878695487976,1.5392200946807861,0.0005224238848313689,0.42428103089338337
Amazon-Ratings,GraphSAGE,1,0,4,128,1,3,convs.2,1024,0.0015166401863098145,0.000464733864646405,0.01966961659491062,0.003073440638598277,128,28.727725982666016,0.22443535923957825,2.5236563682556152,0.0005926844314672053,0.42428103089338337
Amazon-Ratings,GraphSAGE,1,0,4,128,1,4,convs.3,1024,3.451108932495117e-05,5.901636995986337e-06,0.003741603344678879,0.0014205246109358293,5,1.4113726615905762,0.2822745323181152,1.6201432943344116,0.005342457443475723,0.42428103089338337
Amazon-Ratings,GraphSAGE,1,0,4,128,2,1,convs.0,1024,0.0466805100440979,0.029513759538531303,0.19674170017242432,0.08701015688857809,128,80.87303161621094,0.631820559501648,1.4729629755020142,0.0014581886352971196,0.12778688466035304
Amazon-Ratings,GraphSAGE,1,0,4,128,2,2,convs.1,1024,0.004802286624908447,0.002071633469313383,0.07798436284065247,0.011715095531346292,128,36.83979415893555,0.28781089186668396,2.557866334915161,0.0013066113460808992,0.12778688466035304
Amazon-Ratings,GraphSAGE,1,0,4,128,2,3,convs.2,1024,0.00048673152923583984,0.0001499158242950216,0.08211927860975266,0.0029990949928062104,128,10.121582984924316,0.07907486706972122,5.191028118133545,0.003028129693120718,0.12778688466035304
Amazon-Ratings,GraphSAGE,1,0,4,128,2,4,convs.3,1024,1.800060272216797e-05,3.043284323211992e-06,0.024559970945119858,0.001538121699037063,5,1.2539310455322266,0.25078620910644533,3.934738874435425,0.03823435306549072,0.12778688466035304
Amazon-Ratings,GraphSAGE,1,0,4,128,4,1,convs.0,1024,0.041824162006378174,0.023896800354123116,0.19160690903663635,0.07983986812675099,128,68.23532104492188,0.5330884456634521,1.5161465406417847,0.0015266640111804008,0.23281749295554713
Amazon-Ratings,GraphSAGE,1,0,4,128,4,2,convs.1,1024,0.015268504619598389,0.005469412077218294,0.020373955368995667,0.01629971592265651,128,43.63603210449219,0.3409065008163452,1.108876347541809,0.0002896048245020211,0.23281749295554713
Amazon-Ratings,GraphSAGE,1,0,4,128,4,3,convs.2,1024,0.0015587210655212402,0.00032502220710739493,0.004292571451514959,0.0013744669358020897,128,28.4007625579834,0.2218809574842453,1.7684406042099,0.00013265680172480643,0.23281749295554713
Amazon-Ratings,GraphSAGE,1,0,4,128,4,4,convs.3,1024,8.922815322875977e-05,8.563294613850303e-06,0.00026462599635124207,0.000361431320627818,5,2.0519280433654785,0.4103856086730957,0.8546215295791626,0.0004577364888973534,0.23281749295554713
Amazon-Ratings,GraphSAGE,1,0,4,128,8,1,convs.0,1024,0.029546380043029785,0.01420831773430109,0.2730431854724884,0.06487912806110693,128,55.25593566894531,0.43168699741363525,2.004401683807373,0.0023431284353137016,0.2830834500888261
Amazon-Ratings,GraphSAGE,1,0,4,128,8,2,convs.1,1024,0.02119147777557373,0.0046120695769786835,0.011214791797101498,0.014511409419283134,128,22.842830657958984,0.17845961451530457,0.8748230934143066,0.00022554700262844563,0.2830834500888261
Amazon-Ratings,GraphSAGE,1,0,4,128,8,3,convs.2,1024,0.0005440115928649902,7.895758608356118e-05,0.002832654397934675,0.0005246457417623165,128,15.921374320983887,0.12438573688268661,2.3105764389038086,0.0001325549092143774,0.2830834500888261
Amazon-Ratings,GraphSAGE,1,0,4,128,8,4,convs.3,1024,9.834766387939453e-06,8.839189717946283e-07,0.0005136981490068138,0.0001826997892465852,5,1.383523941040039,0.2767047882080078,1.6639626026153564,0.001196027733385563,0.2830834500888261
Amazon-Ratings,GraphSAGE,1,0,4,128,16,1,convs.0,1024,0.025664865970611572,0.011010339483618736,0.2971404194831848,0.06006521275867422,128,43.10062026977539,0.33672359585762024,2.171903133392334,0.0026819403283298016,0.06581282082879998
Amazon-Ratings,GraphSAGE,1,0,4,128,16,2,convs.1,1024,0.02166581153869629,0.004495766945183277,0.012705540284514427,0.02094810847922555,128,12.995291709899902,0.10152571648359299,0.7717334628105164,0.0002821164089255035,0.06581282082879998
Amazon-Ratings,GraphSAGE,1,0,4,128,16,3,convs.2,1024,0.0006824135780334473,7.902873767307028e-05,0.0036521730944514275,0.0008660056730675933,128,6.990964889526367,0.054616913199424744,2.058298110961914,0.0001743679604260251,0.06581282082879998
Amazon-Ratings,GraphSAGE,1,0,4,128,16,4,convs.3,1024,1.2636184692382812e-05,5.79736195049918e-07,0.0017516057705506682,0.00045763598185165566,5,1.2054264545440674,0.24108529090881348,1.9434595108032227,0.0035621782299131155,0.06581282082879998
Amazon-Ratings,GraphSAGE,1,0,4,128,32,1,convs.0,1024,0.03728729486465454,0.013706628233194351,0.1987854242324829,0.0617796929018217,128,34.40788269042969,0.26881158351898193,1.7655401229858398,0.0018899840069934726,0.18335614507448428
Amazon-Ratings,GraphSAGE,1,0,4,128,32,2,convs.1,1024,0.12522542476654053,0.016659749671816826,0.025775335729122162,0.0493835187060284,128,8.472760200500488,0.06619343906641006,0.7049560546875,0.0007007485255599022,0.18335614507448428
Amazon-Ratings,GraphSAGE,1,0,4,128,32,3,convs.2,1024,0.06947314739227295,0.004929406568408012,0.0542043037712574,0.025635757209179787,128,3.995225429534912,0.0312126986682415,1.3726664781570435,0.002663948107510805,0.18335614507448428
Amazon-Ratings,GraphSAGE,1,0,4,128,32,4,convs.3,1024,0.0025277137756347656,0.00010852134437300265,0.0667344480752945,0.017694469138283986,5,1.479332685470581,0.2958665370941162,1.771954894065857,0.12540851533412933,0.18335614507448428
Amazon-Ratings,GraphSAGE,1,0,4,128,50,1,convs.0,1024,0.07914310693740845,0.030119461938738823,0.16550779342651367,0.08961370976098397,128,32.597713470458984,0.2546696364879608,1.335774302482605,0.0015702801756560802,0.5391411483683441
Amazon-Ratings,GraphSAGE,1,0,4,128,50,2,convs.1,1024,0.19575375318527222,0.023752426728606224,0.04043474420905113,0.07501521766681732,128,9.343036651611328,0.0729924738407135,0.7139061093330383,0.0010728093329817057,0.5391411483683441
Amazon-Ratings,GraphSAGE,1,0,4,128,50,3,convs.2,1024,0.2393110990524292,0.013036703690886497,0.1597093641757965,0.04219434713975811,128,3.7381484508514404,0.02920428477227688,1.8432828187942505,0.00962148793041706,0.5391411483683441
Amazon-Ratings,GraphSAGE,1,0,4,128,50,4,convs.3,1024,0.2781056761741638,0.009286519140005112,0.16957804560661316,0.030023934816164992,5,2.1794214248657227,0.4358842849731445,2.2191781997680664,0.3978468179702759,0.5391411483683441
Amazon-Ratings,GraphSAGE,1,0,4,128,100,1,convs.0,1024,0.18455666303634644,0.076566681265831,0.1803634911775589,0.17720296429396598,128,27.021432876586914,0.21110494434833527,0.9913721680641174,0.001670646364800632,0.7966845772226803
