epoch,loss,train_acc,val_acc,test_acc,gradient_norm
1,2.8995652198791504,0.4898499548435211,0.46954986453056335,0.46799564361572266,0.2741037783234861
2,2.716433048248291,0.4933803975582123,0.4739629328250885,0.477028489112854,0.24389882893242118
3,2.601912021636963,0.5083848237991333,0.4845542907714844,0.4844520688056946,0.24134484258681632
4,2.5073723793029785,0.5198587775230408,0.4907325804233551,0.49436745047569275,0.22997785777332994
5,2.422443151473999,0.5269196629524231,0.49558693170547485,0.5004931688308716,0.2173318333932879
6,2.3485751152038574,0.530450165271759,0.5,0.5048538446426392,0.20331760963756026
7,2.2740416526794434,0.5348631739616394,0.5035304427146912,0.5073975920677185,0.18802748540703818
8,2.204993963241577,0.5339806079864502,0.5052956938743591,0.5062555074691772,0.17478266902325787
9,2.140265464782715,0.530450165271759,0.502206563949585,0.5048019289970398,0.16274332060036556
10,2.076613426208496,0.5348631739616394,0.501765251159668,0.5053730010986328,0.15348317617657045
11,2.0270214080810547,0.5401588678359985,0.501765251159668,0.506359338760376,0.14417128827975287
12,1.9677155017852783,0.5401588678359985,0.5079435110092163,0.5095260143280029,0.13692630729307567
13,1.9121421575546265,0.5472197532653809,0.5110326409339905,0.513419508934021,0.13110235305178403
14,1.8648805618286133,0.55251544713974,0.5150043964385986,0.517157256603241,0.12648942332946372
15,1.8202039003372192,0.5631067752838135,0.5207414031028748,0.5234386920928955,0.1215494432495697
16,1.7674959897994995,0.5745807886123657,0.5322153568267822,0.532627284526825,0.11903199437872215
17,1.7198668718338013,0.5851721167564392,0.5441306233406067,0.5408295392990112,0.11627262257972645
18,1.6733112335205078,0.5966460704803467,0.55251544713974,0.5504334568977356,0.11260335807825947
19,1.6349622011184692,0.6107679009437561,0.5600176453590393,0.5591548681259155,0.1106321568705119
20,1.5844148397445679,0.6160635352134705,0.5648720264434814,0.5679800510406494,0.10903342976121735
21,1.5382606983184814,0.6275374889373779,0.5710502862930298,0.5759227275848389,0.10814278355104913
22,1.4987809658050537,0.6381288766860962,0.5759046673774719,0.5819446444511414,0.10754810632629776
23,1.4574288129806519,0.6487202048301697,0.581200361251831,0.5894201397895813,0.10655498377887428
24,1.4094163179397583,0.6654898524284363,0.5869373679161072,0.5974147319793701,0.10667798222869568
25,1.3947780132293701,0.6734333634376526,0.5935569405555725,0.6035923957824707,0.10561687555947365
26,1.3327279090881348,0.6884377598762512,0.6015004515647888,0.6108601689338684,0.10691639411333238
27,1.3065637350082397,0.7007943391799927,0.6147396564483643,0.6197373270988464,0.10695228157527921
28,1.2603086233139038,0.708737850189209,0.6222418546676636,0.6273685097694397,0.10713962135784617
29,1.2275313138961792,0.7228596806526184,0.633715808391571,0.6345844268798828,0.10794077305119398
30,1.1898990869522095,0.7352162599563599,0.6390115022659302,0.6418522596359253,0.10899256845066486
31,1.1520360708236694,0.7484554052352905,0.6403353810310364,0.6472511887550354,0.1078227236986538
32,1.1177899837493896,0.7581641674041748,0.6487202048301697,0.6523386836051941,0.11158892081508939
33,1.0887023210525513,0.7722859978675842,0.65754634141922,0.6572704315185547,0.11147494474787795
34,1.051293969154358,0.7872903943061829,0.6650485396385193,0.6623578667640686,0.11292623000491857
35,1.030998945236206,0.7961165308952332,0.6707855463027954,0.668224036693573,0.11693374309543438
36,0.9835617542266846,0.8058252334594727,0.6747573018074036,0.6731038689613342,0.11462375124898426
37,0.9567756652832031,0.8172991871833801,0.6827008128166199,0.6775683760643005,0.11587268072010387
38,0.9354891180992126,0.8340688347816467,0.686672568321228,0.6825001239776611,0.12231350848886408
39,0.8986014127731323,0.8402471542358398,0.6902030110359192,0.6858744621276855,0.11784009596004766
40,0.8683761954307556,0.843777596950531,0.6919682025909424,0.68924880027771,0.12175566151210714
41,0.8366786241531372,0.8517211079597473,0.6893203854560852,0.6916368007659912,0.119325511948348
42,0.8312334418296814,0.8649603128433228,0.6950573921203613,0.6959456205368042,0.12918833732195809
43,0.7949754595756531,0.8764342665672302,0.6963812708854675,0.6976587176322937,0.12294989716166815
44,0.7829911112785339,0.8923212885856628,0.6999117732048035,0.7015522122383118,0.13239054968263908
45,0.7594720125198364,0.8932039141654968,0.7025595903396606,0.7038882970809937,0.1308158770636187
46,0.7314303517341614,0.894086480140686,0.7060900330543518,0.7060686349868774,0.1300483756226927
47,0.7194179892539978,0.9046778678894043,0.71006178855896,0.7077298164367676,0.1352795968548889
48,0.6994928121566772,0.9090909361839294,0.7113857269287109,0.7080413103103638,0.136686476448983
49,0.6647464632987976,0.9170344471931458,0.71006178855896,0.7082489728927612,0.1377182909209952
50,0.6654742360115051,0.9196822643280029,0.7122682929039001,0.7095987200737,0.1397147827068476
51,0.6414452195167542,0.9276257753372192,0.7149161696434021,0.7115713953971863,0.14822743959173088
52,0.6158294081687927,0.9311562180519104,0.7131509184837341,0.7120386362075806,0.13712922862968127
53,0.6073123216629028,0.9355692863464355,0.7113857269287109,0.7136479020118713,0.14867636615656196
54,0.595058262348175,0.9426301717758179,0.7184466123580933,0.7162954807281494,0.15594741768743461
55,0.5825952291488647,0.947043240070343,0.7224183678627014,0.7187873125076294,0.15584929838209197
56,0.5544106960296631,0.948808491230011,0.7197705507278442,0.7184239029884338,0.1508630442633845
57,0.5653678178787231,0.949691116809845,0.7224183678627014,0.7183200716972351,0.16689244759603236
58,0.5412956476211548,0.9505736827850342,0.7215357422828674,0.7192545533180237,0.15919139974748908
59,0.5293280482292175,0.9505736827850342,0.7224183678627014,0.7216944098472595,0.15376025501829824
60,0.507733941078186,0.9541041851043701,0.7263901233673096,0.7223173975944519,0.15218007158404145
61,0.49736055731773376,0.9549867510795593,0.7272727489471436,0.7251725792884827,0.15999893857334965
62,0.49190011620521545,0.9549867510795593,0.7294792532920837,0.7249130606651306,0.1580186165481833
63,0.4917626678943634,0.9567520022392273,0.7281553745269775,0.725795567035675,0.16229195996402696
64,0.46558865904808044,0.9576346278190613,0.7308031916618347,0.7250688076019287,0.15043768667943072
65,0.4627963602542877,0.9602824449539185,0.7308031916618347,0.7255879044532776,0.15411132520210868
66,0.4494650363922119,0.9611650705337524,0.7294792532920837,0.725639820098877,0.16098758124767265
67,0.44807443022727966,0.9638128876686096,0.7321271300315857,0.7257436513900757,0.15129473222546452
68,0.43374744057655334,0.9646955132484436,0.7321271300315857,0.7263665795326233,0.15588508616993416
69,0.4219483733177185,0.9664607048034668,0.7308031916618347,0.7268857359886169,0.1596187339768563
70,0.42224135994911194,0.9655781388282776,0.7290379405021667,0.7257436513900757,0.16361343639590561
71,0.40789100527763367,0.9664607048034668,0.7308031916618347,0.7253283262252808,0.15934227897587314
72,0.39533135294914246,0.9682259559631348,0.7308031916618347,0.7247573137283325,0.16145343289744973
73,0.40012675523757935,0.9691085815429688,0.7312445044517517,0.7230441570281982,0.16404215368629077
74,0.3902876377105713,0.9691085815429688,0.7316858172416687,0.7260032296180725,0.15547506271602263
75,0.37204301357269287,0.9699912071228027,0.7330096960067749,0.728962242603302,0.18430098628407296
76,0.3781184256076813,0.9717563986778259,0.738305389881134,0.7306753993034363,0.17368255471018226
