dataset,model,depth,seed,best_epoch,best_val,test_best,target_h,realized_h
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,2,2,771,0.8260648846626282,0.8107285499572754,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,2,3,225,0.8154157996177673,0.811384916305542,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,2,4,2375,0.8301216959953308,0.8247508406639099,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,2,5,1448,0.8316429853439331,0.8183662295341492,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,4,1,813,0.8265720009803772,0.8092368245124817,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,4,2,2084,0.8397565484046936,0.8197386264801025,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,4,3,791,0.8184583783149719,0.8111462593078613,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,4,4,753,0.8341785073280334,0.8149650692939758,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,4,5,2394,0.8463488817214966,0.8255265355110168,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,5,1,2070,0.8341785073280334,0.827614963054657,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,5,2,1965,0.842799186706543,0.8301807641983032,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,5,3,1130,0.8199796676635742,0.8127573132514954,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,5,4,2095,0.8433062434196472,0.8270183205604553,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,5,5,1998,0.8458417654037476,0.8277343511581421,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,6,1,1192,0.83620685338974,0.82069331407547,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,6,2,1727,0.8514198660850525,0.8396682143211365,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,6,3,2312,0.8316429853439331,0.8233187794685364,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,6,4,1600,0.8458417654037476,0.8356106877326965,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,6,5,2058,0.8488843441009521,0.8339399695396423,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,1,2359,0.8443204760551453,0.8270779848098755,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,2,1093,0.8554766774177551,0.8443224430084229,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,3,1189,0.8351926803588867,0.8291067481040955,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,4,1506,0.8463488817214966,0.8347753286361694,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,7,5,1227,0.8509127497673035,0.8414583206176758,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,1,2268,0.8402636647224426,0.8357300162315369,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,2,1222,0.8544624447822571,0.8333432674407959,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,3,1300,0.8402636647224426,0.8306581377983093,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,4,1124,0.8569979667663574,0.8365654349327087,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,8,5,1416,0.8559837341308594,0.8381764888763428,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,9,1,999,0.836713969707489,0.8237364888191223,0.1,0.10001353919506073
