dataset,model,depth,seed,best_epoch,best_val,test_best,target_h,realized_h
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,9,2,2390,0.8539553284645081,0.8273763060569763,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,9,3,719,0.8336713910102844,0.8200966715812683,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,9,4,1372,0.8417849540710449,0.835431694984436,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGEPairNorm,9,5,984,0.8559837341308594,0.8432483673095703,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,10,1,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,10,2,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,10,3,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,10,4,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,10,5,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,2,1,54,0.8686612248420715,0.8617458939552307,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,2,2,69,0.8630831241607666,0.8567336797714233,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,2,3,118,0.860040545463562,0.8526761531829834,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,2,4,50,0.8722109198570251,0.8597767949104309,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,2,5,67,0.8671399354934692,0.8626409769058228,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,4,1,2219,0.8610547184944153,0.8504087328910828,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,4,2,295,0.8656186461448669,0.8512440919876099,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,4,3,400,0.8610547184944153,0.8477236032485962,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,4,4,558,0.8640973567962646,0.8572110533714294,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,4,5,353,0.8691683411598206,0.8596574664115906,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,5,1,1193,0.8615618348121643,0.8570320010185242,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,5,2,1461,0.866125762462616,0.8507070541381836,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,5,3,1322,0.8590263724327087,0.8488572835922241,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,5,4,485,0.8620689511299133,0.8551822900772095,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,5,5,886,0.8691683411598206,0.8532728552818298,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,6,1,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,6,2,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,6,3,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,6,4,504,0.8569979667663574,0.8425920009613037,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,6,5,991,0.8580121397972107,0.8436660766601562,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,7,1,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,7,2,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,7,3,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,7,4,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,7,5,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,8,1,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,8,2,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,8,3,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,8,4,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,8,5,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,9,1,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,9,2,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,9,3,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,9,4,2,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.1-LOW,GraphSAGE,9,5,1,0.3995943069458008,0.39936748147010803,0.1,0.10001353919506073
RW-PubMed-H0.5-LOW,GCNPairNorm,2,1,20,0.703853964805603,0.6960439085960388,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,2,2,31,0.680020272731781,0.6841099858283997,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,2,3,19,0.7053752541542053,0.6918670535087585,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,2,4,17,0.7043610215187073,0.6961632370948792,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,2,5,18,0.7175456285476685,0.7033832669258118,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,4,1,10,0.6526368856430054,0.6315412521362305,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,4,2,10,0.6196754574775696,0.6277820467948914,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,4,3,8,0.6181541681289673,0.6186526417732239,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,4,4,7,0.6435090899467468,0.6289157867431641,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,4,5,14,0.6379310488700867,0.6210394501686096,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,8,1,13,0.6130831241607666,0.5908467173576355,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,8,2,2391,0.6069979667663574,0.5912643671035767,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,8,3,9,0.6019269824028015,0.5946058630943298,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,8,4,155,0.6120689511299133,0.5842830538749695,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCNPairNorm,8,5,598,0.5963488817214966,0.5867295265197754,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,2,1,115,0.7332656979560852,0.7262963056564331,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,2,2,934,0.7175456285476685,0.7162718176841736,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,2,3,272,0.7251521348953247,0.7120352983474731,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,2,4,2011,0.7322515249252319,0.7217614054679871,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,2,5,116,0.7368153929710388,0.7219404578208923,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,4,1,1171,0.6759634613990784,0.655767023563385,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,4,2,845,0.6622717976570129,0.6493824124336243,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,4,3,111,0.656693696975708,0.6340473890304565,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,4,4,346,0.6754563450813293,0.6632257103919983,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,4,5,1909,0.6673427820205688,0.6412076950073242,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,8,1,1994,0.4153144061565399,0.41720864176750183,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,8,2,2148,0.4345841705799103,0.41368815302848816,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,8,3,1598,0.40618661046028137,0.40014320611953735,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,8,4,1753,0.41734278202056885,0.41285279393196106,0.5,0.5000225901603699
RW-PubMed-H0.5-LOW,GCN,8,5,22,0.40770789980888367,0.37919923663139343,0.5,0.5000225901603699
