dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,1,convs.0,1024,0.9845665693283081,0.982079803943634,87.08338165283203,1.9615454909232797,128,82.53817749023438,0.644829511642456,6.6255645751953125,0.3412502110004425,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,2,convs.1,1024,0.20732837915420532,0.20733827352523804,10.318093299865723,0.42470968129418374,128,96.97473907470703,0.7576151490211487,4.9141740798950195,0.040586501359939575,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,3,convs.2,1024,0.03622156381607056,0.03614722192287445,1.5210427045822144,0.0761905543862398,128,81.44702911376953,0.6363049149513245,4.463039398193359,0.006010721903294325,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,4,convs.3,1024,0.005454063415527344,0.005340395029634237,0.2746681869029999,0.011914097710334302,128,68.48475646972656,0.5350371599197388,4.799614429473877,0.0011142927687615156,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,5,convs.4,1024,0.0009837150573730469,0.0009764482383616269,0.05660110339522362,0.002448619436951964,128,55.52030944824219,0.4337524175643921,4.807085037231445,0.00023751446860842407,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,6,convs.5,1024,0.00021398067474365234,0.00020762303029187024,0.010803679004311562,0.0005642721866518903,128,44.81135940551758,0.3500887453556061,4.375413417816162,4.7516223276034e-05,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,7,convs.6,1024,7.420778274536133e-05,6.994193245191127e-05,0.0016103197121992707,0.00018189026261975936,128,38.39522933959961,0.29996272921562195,2.975396156311035,7.278452358150389e-06,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,1,8,convs.7,1024,1.7285346984863281e-06,1.5262578472174937e-06,8.338543921126984e-06,1.8760581423284457e-05,2,1.7665287256240845,0.8832643628120422,0.6666834950447083,2.678402097444632e-06,0.14404299935104664
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,2,1,convs.0,1024,0.9812027812004089,0.9788971543312073,76.40404510498047,1.9553970364923396,128,82.80825805664062,0.6469395160675049,6.215919017791748,0.2993742823600769,2.3702946510980825
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,3,0,8,128,2,2,convs.1,1024,0.1248694658279419,0.12479134649038315,8.783585548400879,0.25859917953627304,128,97.02246856689453,0.7579880356788635,5.8128662109375,0.034635722637176514,2.3702946510980825
