dataset,model,uses_pairnorm,num_layers,hidden_channels,seed,graph_seed,split_idx,target_homophily,realized_homophily,feature_signal,best_epoch,nearest_best_metric_epoch,final_metric_epoch,best_train_acc,best_val_acc,best_test_acc,best_pairwise_distance,best_edge_distance,best_rank_ratio,best_normalized_dirichlet,final_pairwise_distance,final_edge_distance,final_rank_ratio,final_normalized_dirichlet
CSBM-H0.5-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,4,4,0,0.5,0.4937012493610382,0.25,41,32,200,1.0,0.550000011920929,0.49529409408569336,0.97987300157547,1.108020305633545,0.0308335740119218,2.3711338854324744,0.9859707355499268,1.106506586074829,0.0274677406996488,2.368728736320449
CSBM-H0.5-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,4,4,0,0.5,0.4937012493610382,0.25,197,200,200,1.0,0.5600000023841858,0.5023528933525085,0.960136890411377,1.096619725227356,0.0212090108543634,2.3684482889957303,0.960136890411377,1.096619725227356,0.0212090108543634,2.3684482889957303
CSBM-H0.5-FS0.25-TR0.05,GraphSAGE,False,2,128,5,5,0,0.5,0.5015702247619629,0.25,2,2,200,0.85999995470047,0.5550000071525574,0.4923529326915741,0.9857490658760072,0.9851157069206238,0.6505250334739685,1.9662739609630109,0.9930171370506288,0.9872454404830932,0.4243680536746979,1.9748067307265051
CSBM-H0.5-FS0.25-TR0.05,GraphSAGE,False,7,128,5,5,0,0.5,0.5015702247619629,0.25,1,1,200,0.5,0.5,0.4999999701976776,0.0001896023750305,0.0001816313015297,0.4027479588985443,0.000451673900373,0.0,1.7024804899179456e-09,0.131446823477745,1.2011547105552386e-14
CSBM-H0.5-FS0.25-TR0.05,GraphSAGE,False,8,128,5,5,0,0.5,0.5015702247619629,0.25,15,16,200,0.5199999809265137,0.5049999952316284,0.5035293698310852,4.172325134277344e-07,3.1855103088673786e-07,0.0243712961673736,6.49600756399446e-07,1.788139343261719e-07,0.0,0.0082665281370282,7.533506867810611e-18
CSBM-H0.5-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,5,5,0,0.5,0.5015702247619629,0.25,2,2,200,0.85999995470047,0.5450000166893005,0.4870588183403015,1.0003395080566406,0.9992161393165588,0.6439700722694397,1.9947860225397416,0.9995861053466796,0.9932588338851928,0.3985226154327392,1.975657447113509
CSBM-H0.5-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,5,5,0,0.5,0.5015702247619629,0.25,166,150,200,1.0,0.5249999761581421,0.4829411506652832,0.9893040657043456,0.856757402420044,0.0179480835795402,1.5427098405904598,0.985525369644165,0.8491820693016052,0.0209631286561489,1.6029935307101724
CSBM-H0.5-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,5,5,0,0.5,0.5015702247619629,0.25,68,50,200,1.0,0.5249999761581421,0.5058823227882385,0.9281049370765686,1.047654628753662,0.02170823328197,2.383695823408375,0.9668539762496948,1.0696589946746826,0.0258545354008674,2.309900740819861
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,2,128,1,1,0,0.5,0.49922752380371094,0.5,5,4,200,0.949999988079071,0.5649999976158142,0.5158823132514954,0.98589026927948,0.9835788011550904,0.6482543349266052,1.9621510317023287,0.9914875626564026,0.9887527227401732,0.41665118932724,1.9797378828610448
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,7,128,1,1,0,0.5,0.49922752380371094,0.5,21,16,200,0.8199999928474426,0.574999988079071,0.49647057056427,7.575750350952148e-05,6.811228377046064e-05,0.0375970676541328,0.0001999366787254,0.4112505912780761,0.3834016025066376,0.0169366784393787,1.4080354936367554
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,8,128,1,1,0,0.5,0.49922752380371094,0.5,1,1,200,0.5,0.5,0.4999999701976776,5.680322647094727e-05,5.402995157055557e-05,0.3330843448638916,0.0001332934491582,1.1920928955078125e-07,1.1920928955078125e-07,0.0078132329508662,6.941823213029188e-27
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,1,1,0,0.5,0.49922752380371094,0.5,116,100,200,1.0,0.5699999928474426,0.5076470375061035,1.0005617141723633,0.9919054508209229,0.4333205819129944,1.9657784476019693,1.0007485151290894,0.9905545115470886,0.4184790253639221,1.9648804329685523
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,1,1,0,0.5,0.49922752380371094,0.5,105,100,200,1.0,0.5999999642372131,0.5023528933525085,0.99046391248703,0.8664924502372742,0.0315124429762363,1.5702886941486658,0.9976832270622252,0.8669565916061401,0.0218543261289596,1.5373073593202609
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,1,1,0,0.5,0.49922752380371094,0.5,5,4,200,0.6599999666213989,0.5299999713897705,0.4905882179737091,0.9967792630195618,0.992808997631073,0.6881895065307617,1.9663915697453316,0.9954575896263124,0.8557813763618469,0.0251375809311866,1.5685567546448027
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,2,128,2,2,0,0.5,0.5004213452339172,0.5,11,8,200,1.0,0.5699999928474426,0.5005882382392883,0.9864740967750548,0.9869853854179382,0.6340748071670532,1.9681094759668596,0.9860377311706544,0.9861611127853394,0.4401045143604278,1.9696591775524663
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,7,128,2,2,0,0.5,0.5004213452339172,0.5,66,50,200,0.8199999928474426,0.5550000071525574,0.5105882287025452,6.794929504394531e-06,5.506679826794425e-06,0.0171906724572181,1.4311588083489563e-05,0.3529067635536194,0.3540563881397247,0.0258201770484447,1.3949584337448642
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,8,128,2,2,0,0.5,0.5004213452339172,0.5,1,1,200,0.5,0.5,0.4999999701976776,4.285573959350586e-05,4.045028981636278e-05,0.3190349638462066,0.0001044576205621,5.960464477539064e-08,5.2321372123742555e-08,0.0125517416745424,3.5386986743879824e-16
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,2,2,0,0.5,0.5004213452339172,0.5,4,4,200,0.9300000071525574,0.5949999690055847,0.49882352352142334,1.000515341758728,1.0008119344711304,0.6316521763801575,1.9959102861720837,1.0001388788223269,1.0012997388839722,0.4219867885112762,1.985651487085844
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,2,2,0,0.5,0.5004213452339172,0.5,11,8,200,0.8999999761581421,0.6150000095367432,0.4999999701976776,0.964197874069214,0.9688812494277954,0.5033398866653442,2.0218701020487537,0.9689347147941588,1.0742921829223633,0.0245352238416671,2.331121300969242
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,2,2,0,0.5,0.5004213452339172,0.5,13,16,200,0.9199999570846558,0.5699999928474426,0.4882352650165558,0.8365788459777832,0.9137755036354064,0.0456803031265735,2.2728136509882275,0.9611881375312804,1.0947846174240112,0.0187670066952705,2.3657129921147906
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,2,128,3,3,0,0.5,0.4970986545085907,0.5,106,100,200,1.0,0.5450000166893005,0.5141175985336304,0.9929391145706176,0.9914343357086182,0.4808464646339416,1.9833078574159604,0.9936233162879944,0.9922544956207277,0.4264315068721771,1.9847851677154655
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,7,128,3,3,0,0.5,0.4970986545085907,0.5,1,1,200,0.5,0.5,0.4999999701976776,0.0002703666687011,0.0002633712138049,0.3973532915115356,0.0006161528494825,0.3945799469947815,0.3941769301891327,0.0157530270516872,1.684920450201106
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,8,128,3,3,0,0.5,0.4970986545085907,0.5,22,16,200,0.6299999952316284,0.5299999713897705,0.5088235139846802,2.5033950805664062e-06,1.919255964821786e-06,0.0205198712646961,4.574211181002811e-06,1.1920928955078125e-07,2.018747835563772e-08,0.0165854375809431,8.063501853923398e-16
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,3,3,0,0.5,0.4970986545085907,0.5,146,150,200,1.0,0.5049999952316284,0.5147058367729187,1.000749588012695,0.9964075684547424,0.4239381849765777,1.981187450472233,1.000697374343872,0.9974520206451416,0.3942641615867615,1.9872963360349551
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,3,3,0,0.5,0.4970986545085907,0.5,3,2,200,0.7199999690055847,0.5550000071525574,0.5264705419540405,0.9980593919754028,0.9965351819992064,0.7408156394958496,1.9705692305307947,0.9965959191322328,1.003842830657959,0.0234180372208356,2.0280949594274387
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,3,3,0,0.5,0.4970986545085907,0.5,76,100,200,1.0,0.574999988079071,0.522352933883667,0.9784923195838928,1.056136965751648,0.0231657978147268,2.160449745951569,0.9915006160736084,1.077210545539856,0.028261573985219,2.212571386064468
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,2,128,4,4,0,0.5,0.4937012493610382,0.5,175,150,200,1.0,0.5699999928474426,0.5099999904632568,0.9905140995979308,0.9976853132247924,0.4342441260814667,2.004914318301919,0.9896242618560792,0.997660994529724,0.4113315343856811,2.0042491263460502
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,7,128,4,4,0,0.5,0.4937012493610382,0.5,1,1,200,0.5,0.5,0.4999999701976776,0.0002506971359252,0.0002419468510197,0.398576408624649,0.0005745052276427,2.384185791015625e-07,0.0,0.0078131975606083,0.0
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,8,128,4,4,0,0.5,0.4937012493610382,0.5,1,1,200,0.5,0.5,0.4999999701976776,3.11732292175293e-05,2.8189379008836116e-05,0.315839409828186,9.551990587638198e-05,1.1920928955078125e-07,-1.1349434458907127e-07,0.010246311314404,1.0311253557034063e-16
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,4,4,0,0.5,0.4937012493610382,0.5,59,50,200,1.0,0.5699999928474426,0.5135294198989868,1.000495195388794,1.013930320739746,0.4197655618190765,2.0369539348969306,1.0005667209625244,1.0154814720153809,0.3838517069816589,2.039296533600204
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,4,4,0,0.5,0.4937012493610382,0.5,151,150,200,1.0,0.574999988079071,0.5023528933525085,0.9856802225112916,1.099278688430786,0.0301144644618034,2.2723485399834846,0.992497742176056,1.1057581901550293,0.0269854236394166,2.2779851769340773
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,4,4,0,0.5,0.4937012493610382,0.5,20,16,200,0.9599999785423279,0.5600000023841858,0.4958823323249817,0.8151770234107971,0.9179159998893738,0.0481642670929431,2.371242500289233,0.9934266209602356,1.1323336362838743,0.0193130355328321,2.4298879319378064
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,2,128,5,5,0,0.5,0.5015702247619629,0.5,2,2,200,0.85999995470047,0.5399999618530273,0.5041176080703735,0.9857915043830872,0.9852561354637146,0.650676429271698,1.9666379710520756,0.9929211735725404,0.9867647886276244,0.4225832223892212,1.9741550004217432
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,7,128,5,5,0,0.5,0.5015702247619629,0.5,1,1,200,0.5,0.5,0.4999999701976776,0.0001868605613708,0.0001769817899912,0.3978319764137268,0.0004479504675534,0.0,1.1220327422734044e-07,0.056649524718523,8.54002465106389e-15
CSBM-H0.5-FS0.50-TR0.05,GraphSAGE,False,8,128,5,5,0,0.5,0.5015702247619629,0.5,1,1,200,0.5,0.5,0.4999999701976776,5.114078521728516e-05,5.022386540076696e-05,0.3330510854721069,0.0001204492842117,5.960464477539064e-08,0.0,0.011249141767621,8.825272385650122e-17
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,5,5,0,0.5,0.5015702247619629,0.5,1,1,200,0.8399999737739563,0.5550000071525574,0.4623529314994812,1.000400185585022,0.999339997768402,0.6463779807090759,1.9948928343994223,0.9997844696044922,0.9950897693634032,0.3989212214946747,1.979984029519104
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,5,5,0,0.5,0.5015702247619629,0.5,137,150,200,1.0,0.5299999713897705,0.4899999797344208,0.9952430725097656,0.8802746534347534,0.0251448396593332,1.6601305958484012,0.9951489567756652,0.8780365586280823,0.0282724648714065,1.6513765766027817
CSBM-H0.5-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,5,5,0,0.5,0.5015702247619629,0.5,76,100,200,1.0,0.5099999904632568,0.5123529434204102,0.9781378507614136,1.0818456411361694,0.0246037356555461,2.286239524724261,0.9412503242492676,1.0231058597564695,0.022393574938178,2.170728269119044
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,2,128,1,1,0,0.9,0.8979128003120422,0.25,27,32,200,1.0,0.6449999809265137,0.6088234782218933,0.9898616671562196,0.9717745780944824,0.567227303981781,1.934992930760463,0.9793132543563844,0.9678809642791748,0.4164759814739227,1.936217973998781
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,7,128,1,1,0,0.9,0.8979128003120422,0.25,87,100,200,1.0,0.9950000047683716,0.9923529028892517,0.6939932107925415,0.1552038341760635,0.0136728081852197,0.3818265817198629,0.7702852487564087,0.1959111988544464,0.0123472260311245,0.3575143407391506
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,8,128,1,1,0,0.9,0.8979128003120422,0.25,32,32,200,1.0,0.9950000047683716,0.9988234639167786,0.0299369096755981,0.0061226510442793,0.0108931269496679,0.0268452028382307,0.5691230297088623,0.1209901049733161,0.01395701803267,0.2989030968470868
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,1,1,0,0.9,0.8979128003120422,0.25,94,100,200,1.0,0.7049999833106995,0.6964705586433411,1.000399112701416,0.9427077770233154,0.4652456939220428,1.8158020816606744,1.0006471872329712,0.952256441116333,0.4239742755889892,1.8456019338635448
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,1,1,0,0.9,0.8979128003120422,0.25,7,8,200,1.0,0.9950000047683716,0.9958823323249817,0.9872010350227356,0.2480129152536392,0.0258464552462101,0.5140983731238806,0.988555908203125,0.3298732340335846,0.0157562904059886,0.5966335960181706
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,1,1,0,0.9,0.8979128003120422,0.25,6,4,200,1.0,1.0,0.9999999403953552,0.99682879447937,0.4082895815372467,0.4837522208690643,0.7844325857584742,0.9796562790870668,0.3338386416435241,0.0166086759418249,0.60904981000444
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,2,128,2,2,0,0.9,0.8969922661781311,0.25,13,16,200,1.0,0.6699999570846558,0.6011764407157898,0.9900767207145692,0.9817574620246888,0.6062652468681335,1.9525846771474469,0.9919767379760742,0.98752623796463,0.436366319656372,1.9639283972606405
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,7,128,2,2,0,0.9,0.8969922661781311,0.25,61,50,200,0.9899999499320984,1.0,0.9970588088035583,2.264976501464844e-05,5.536224307434168e-06,0.0110305221751332,2.262748103381942e-05,0.789406418800354,0.1686667948961258,0.0109477071091532,0.3608738136574598
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,8,128,2,2,0,0.9,0.8969922661781311,0.25,2,2,200,0.5299999713897705,0.5450000166893005,0.5370588302612305,3.927946090698242e-05,3.722483597812243e-05,0.2981224954128265,9.246826712721832e-05,-1.1920928955078125e-07,-4.520056151591234e-08,0.013600468635559,6.772061858826008e-16
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,2,2,0,0.9,0.8969922661781311,0.25,112,100,200,1.0,0.7849999666213989,0.6694117188453674,1.0006990432739258,0.9746399521827698,0.4840863347053528,1.920676132094787,1.0004551410675049,0.980442762374878,0.4452829658985138,1.9321108530426676
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,2,2,0,0.9,0.8969922661781311,0.25,5,4,200,1.0,1.0,0.9988234639167786,0.9980077147483826,0.6105875968933105,0.570782482624054,1.124204261490825,0.990676760673523,0.3485920429229736,0.0164141748100519,0.6281202777702277
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,2,2,0,0.9,0.8969922661781311,0.25,6,4,200,1.0,1.0,0.9994117021560669,0.9965094923973083,0.8170945048332214,0.6565322279930115,1.574367061727609,0.9866231083869934,0.3186797499656677,0.0158321503549814,0.5565348897827281
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,2,128,3,3,0,0.9,0.8977757692337036,0.25,35,32,200,1.0,0.6649999618530273,0.6258823275566101,0.992231786251068,0.9740065932273864,0.5717159509658813,1.9415080890598109,0.992160141468048,0.9854256510734558,0.4306021332740783,1.9706553845974344
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,7,128,3,3,0,0.9,0.8977757692337036,0.25,37,32,200,1.0,1.0,0.9994117021560669,0.0899782180786132,0.0341692864894866,0.0145251983776688,0.0896324832426249,0.7627341151237488,0.1578194051980972,0.011634967289865,0.3041446365758516
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,8,128,3,3,0,0.9,0.8977757692337036,0.25,80,100,200,1.0,1.0,0.9982352256774902,0.4687211513519287,0.1213708892464637,0.0142344869673252,0.2654172267099796,0.8038468360900879,0.1691600233316421,0.0112358918413519,0.3942955648777953
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,3,3,0,0.9,0.8977757692337036,0.25,28,32,200,1.0,0.7049999833106995,0.6799999475479126,1.00046968460083,0.9635557532310486,0.4822825491428375,1.903622365861503,1.0005992650985718,0.9687406420707704,0.4381086826324463,1.908487942474784
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,3,3,0,0.9,0.8977757692337036,0.25,16,16,200,1.0,1.0,0.9976470470428467,0.9989128708839417,0.2116613686084747,0.0151922674849629,0.4253350678301504,0.989680290222168,0.3677524328231811,0.0193201191723346,0.6291255423021777
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,3,3,0,0.9,0.8977757692337036,0.25,5,4,200,1.0,1.0,0.9994117021560669,0.99900221824646,0.6853615045547485,0.6178911924362183,1.3353972506323126,0.9984285235404968,0.2367464154958725,0.0149138839915394,0.4381741341694153
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,2,128,4,4,0,0.9,0.8974410891532898,0.25,14,16,200,1.0,0.6200000047683716,0.6129411458969116,0.9877509474754332,0.9769940972328186,0.5995209813117981,1.9467483900866496,0.9829299449920654,0.9768033623695374,0.4136775434017181,1.95170917619802
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,7,128,4,4,0,0.9,0.8974410891532898,0.25,30,32,200,0.9899999499320984,1.0,0.9905881881713867,0.0667077302932739,0.0179979410022497,0.0108664566650986,0.1114057293141376,0.8244307637214661,0.1755302548408508,0.0102480435743927,0.3574679597565512
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,8,128,4,4,0,0.9,0.8974410891532898,0.25,1,1,200,0.5,0.5,0.4999999701976776,3.254413604736328e-05,2.952519571408629e-05,0.308210551738739,9.844206041910744e-05,0.0,-1.0388470172983945e-07,0.0100536597892642,1.0186035941307688e-16
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,4,4,0,0.9,0.8974410891532898,0.25,95,100,200,1.0,0.6899999976158142,0.7188234925270081,1.000430464744568,0.9502094984054564,0.4431975185871124,1.8541587715225256,1.0005236864089966,0.9611993432044984,0.4355217218399048,1.883896423191676
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,4,4,0,0.9,0.8974410891532898,0.25,4,4,200,1.0,1.0,0.9958823323249817,0.997060000896454,0.3691859543323517,0.4263331294059753,0.7039013073897862,0.9915529489517212,0.3395617306232452,0.0192803051322698,0.6255221459004394
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,4,4,0,0.9,0.8974410891532898,0.25,3,2,200,0.9799999594688416,1.0,0.9870587587356567,0.9989015460014344,0.938656747341156,0.7267700433731079,1.845532758751829,0.987209677696228,0.336841881275177,0.0221502762287855,0.608675225397761
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,2,128,5,5,0,0.9,0.9006322622299194,0.25,7,8,200,0.9899999499320984,0.6449999809265137,0.6376470327377319,0.989202082157135,0.9795357584953308,0.633327841758728,1.951061522627936,0.9858832359313964,0.9766607880592346,0.4253956377506256,1.9462815428935063
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,7,128,5,5,0,0.9,0.9006322622299194,0.25,51,50,200,1.0,1.0,0.9988234639167786,0.5844401121139526,0.1254949569702148,0.0109976269304752,0.3799999322525088,0.2742193341255188,0.0563620030879974,0.0151806976646184,0.1425738125765054
CSBM-H0.9-FS0.25-TR0.05,GraphSAGE,False,8,128,5,5,0,0.9,0.9006322622299194,0.25,43,50,200,1.0,1.0,0.9988234639167786,0.3562871217727661,0.0854920521378517,0.0119673181325197,0.1719435965889684,0.4904861450195312,0.0943158566951751,0.0134042669087648,0.2079869747101499
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,2,128,5,5,0,0.9,0.9006322622299194,0.25,101,100,200,1.0,0.7400000095367432,0.7341176271438599,1.000698208808899,0.943131148815155,0.4600019454956054,1.835601254656324,1.0001486539840698,0.957029104232788,0.4282115995883941,1.87438861240594
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,7,128,5,5,0,0.9,0.9006322622299194,0.25,6,4,200,1.0,1.0,0.9999999403953552,0.9987128376960754,0.4865285158157348,0.5304789543151855,0.9155899957268347,0.9854936003684998,0.387549489736557,0.025310518220067,0.750361451873017
CSBM-H0.9-FS0.25-TR0.05,GraphSAGEPairNorm,True,8,128,5,5,0,0.9,0.9006322622299194,0.25,5,4,200,1.0,1.0,0.9999999403953552,0.9991210103034972,0.5270608067512512,0.5714542865753174,0.9907338219789432,0.9934730529785156,0.2998302280902862,0.0201562009751796,0.5713898273402488
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,2,128,1,1,0,0.9,0.8979128003120422,0.5,18,16,200,1.0,0.699999988079071,0.6964705586433411,0.9893029928207396,0.9532487392425536,0.6005702018737793,1.8920120075844469,0.9711881279945374,0.9472339153289796,0.4068862497806549,1.8894317770839348
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,7,128,1,1,0,0.9,0.8979128003120422,0.5,17,16,200,1.0,0.9950000047683716,0.9899999499320984,0.0632578134536743,0.0191951543092727,0.0108837652951478,0.1291739571772196,0.8443039655685425,0.1859583854675293,0.0105374474078416,0.3099287374009746
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,8,128,1,1,0,0.9,0.8979128003120422,0.5,106,100,200,1.0,1.0,0.9999999403953552,0.5497675538063049,0.1187291741371154,0.0141311585903167,0.3021384713106076,0.6792885065078735,0.1440399587154388,0.0142537783831357,0.3335151656450364
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,1,1,0,0.9,0.8979128003120422,0.5,102,100,200,1.0,0.7949999570846558,0.8111764192581177,1.000401735305786,0.8969037532806396,0.4519258737564087,1.6952879237253913,1.0007612705230713,0.9124237298965454,0.4263867735862732,1.7362521061336382
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,1,1,0,0.9,0.8979128003120422,0.5,5,4,200,1.0,0.9950000047683716,0.9970588088035583,0.9900093674659728,0.3254263401031494,0.3266134262084961,0.6553528492546091,0.9846190810203552,0.3897053599357605,0.0186920203268528,0.6370400526437511
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,1,1,0,0.9,0.8979128003120422,0.5,3,2,200,1.0,1.0,0.9999999403953552,0.9997628331184388,0.9178240299224854,0.7283669710159302,1.8288880435030117,0.995853841304779,0.2721168994903564,0.0176831055432558,0.4840386065184084
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,2,128,2,2,0,0.9,0.8969922661781311,0.5,14,16,200,1.0,0.7999999523162842,0.7217646837234497,0.9899400472640992,0.9618424773216248,0.6003817915916443,1.9079795323735949,0.9858984351158142,0.968461811542511,0.4298182725906372,1.9241501703432295
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,7,128,2,2,0,0.9,0.8969922661781311,0.5,36,32,200,0.9899999499320984,1.0,0.9935293793678284,0.022188127040863,0.0052267871797084,0.0092561561614274,0.0787937053632723,0.6588246822357178,0.1394842714071273,0.0127242840826511,0.3080667504230384
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,8,128,2,2,0,0.9,0.8969922661781311,0.5,71,50,200,1.0,1.0,0.9952940940856934,0.391207218170166,0.1910349428653717,0.0163504928350448,0.358107401660534,0.5893070101737976,0.1218221187591552,0.0132299596443772,0.2712924772461248
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,2,2,0,0.9,0.8969922661781311,0.5,110,100,200,1.0,0.9199999570846558,0.8199999928474426,1.0007277727127075,0.910435914993286,0.4848572313785553,1.7606046595324112,1.0003342628479004,0.9315427541732788,0.4384328126907348,1.806947789594349
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,2,2,0,0.9,0.8969922661781311,0.5,4,4,200,1.0,1.0,0.9994117021560669,0.9990453124046326,0.293713241815567,0.3367538750171661,0.5806082559616085,0.9943435192108154,0.2976081073284149,0.0171125456690788,0.5471630848460826
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,2,2,0,0.9,0.8969922661781311,0.5,5,4,200,1.0,1.0,0.9999999403953552,0.9987991452217102,0.366447240114212,0.4401802718639374,0.7101623272216614,0.9695130586624146,0.4360370337963104,0.0196544919162988,0.6971529544862545
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,2,128,3,3,0,0.9,0.8977757692337036,0.5,11,8,200,1.0,0.7400000095367432,0.7505881786346436,0.9870542287826538,0.9630324840545654,0.631389319896698,1.9170202953349385,0.9813007712364196,0.9579940438270568,0.4209928214550018,1.9135305384258168
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,7,128,3,3,0,0.9,0.8977757692337036,0.5,30,32,200,1.0,1.0,0.9999999403953552,0.5338567495346069,0.1057083755731582,0.0130472527816891,0.2150234179628425,0.6730387210845947,0.1348917335271835,0.0115059865638613,0.270219613910405
CSBM-H0.9-FS0.50-TR0.05,GraphSAGE,False,8,128,3,3,0,0.9,0.8977757692337036,0.5,103,100,200,1.0,1.0,0.9999999403953552,0.4302430748939514,0.106910802423954,0.0124992756173014,0.2109973866505377,0.5238287448883057,0.1062877476215362,0.0136338723823428,0.223673607608834
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,2,128,3,3,0,0.9,0.8977757692337036,0.5,100,100,200,1.0,0.8700000047683716,0.8511764407157898,0.9998133182525636,0.8952975273132324,0.4627978801727295,1.7149880456696427,1.0006664991378784,0.9118995070457458,0.4449045658111572,1.762368767559921
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,7,128,3,3,0,0.9,0.8977757692337036,0.5,14,16,200,1.0,1.0,0.9994117021560669,0.9999173283576964,0.2071140557527542,0.0119004799053072,0.3956270005196933,0.9964199662208556,0.2592489719390869,0.0192540679126977,0.5006640967476574
CSBM-H0.9-FS0.50-TR0.05,GraphSAGEPairNorm,True,8,128,3,3,0,0.9,0.8977757692337036,0.5,5,4,200,1.0,1.0,0.9999999403953552,1.0004295110702517,0.2821094095706939,0.35085329413414,0.5332104982729597,0.9981403350830078,0.2676235437393188,0.0163673404604196,0.4796614181272798
