model,num_layers,hidden_channels,learning_rate,n,mean_best_val_acc,std_best_val_acc,mean_test_at_best_val,std_test_at_best_val,mean_final_test_acc,std_final_test_acc,mean_best_epoch,std_best_epoch,best_epoch_at_cap_count,best_epoch_last_10_percent_count,selection_rule
GraphSAGE,4,128,0.03,10,0.37217548076923074,0.008351467648604267,0.354178674351585,0.014255773827824838,0.3490874159462055,0.019614741067299955,454.1,167.10971113479778,0,0,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,4,128,0.03,10,0.35937499999999994,0.004971824377400188,0.34322766570605184,0.013456609850768285,0.34015369836695486,0.01805938779461994,550.2,173.643824473483,0,1,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGE,8,128,0.01,10,0.3368990384615384,0.03074668645253746,0.328626320845341,0.023114493706930403,0.32756964457252635,0.02264643574778985,377.1,338.7737527547781,0,2,maximum mean validation accuracy; smaller learning rate breaks exact ties
GraphSAGEPairNorm,8,128,0.03,10,0.35486778846153844,0.00914150978293643,0.33429394812680113,0.013379815828226827,0.3338136407300672,0.01629745588288892,411.3,266.181663113329,0,1,maximum mean validation accuracy; smaller learning rate breaks exact ties
