epoch,train_loss,train_accuracy,val_loss,val_accuracy,best_val_accuracy,best_test_accuracy_at_best_val
1,0.6950794259707133,0.5086263020833334,0.6932035287221273,0.501953125,0.501953125,0.4908854166666667
2,0.6934156616528829,0.48876953125,0.692969540754954,0.498046875,0.501953125,0.4908854166666667
3,0.6926866173744202,0.5027669270833334,0.6921995480855306,0.501953125,0.501953125,0.4908854166666667
4,0.6896418333053589,0.5086263020833334,0.6828861832618713,0.501953125,0.501953125,0.4908854166666667
5,0.6644519567489624,0.9208984375,0.6104761560757955,1.0,1.0,1.0
6,0.4892919361591339,1.0,0.29555658499399823,1.0,1.0,1.0
7,0.2036304014424483,1.0,0.032245766992370285,1.0,1.0,1.0
8,0.006561471715787211,1.0,4.389664779106776e-05,1.0,1.0,1.0
9,0.6566001040422028,0.9109700520833334,5.888282998967043e-07,1.0,1.0,1.0
10,2.8609006778405424e-06,1.0,1.3178194421925582e-05,1.0,1.0,1.0
11,0.027545912032413373,0.9949544270833334,0.0001611541083548218,1.0,1.0,1.0
12,3.613295333101026e-05,1.0,1.603967333115482e-05,1.0,1.0,1.0
13,1.6598101865383796e-05,1.0,1.2904777880369997e-05,1.0,1.0,1.0
14,8.435819230120009e-06,1.0,3.2387409495034567e-06,1.0,1.0,1.0
15,1.7116312847065274e-06,1.0,4.93833567816182e-07,1.0,1.0,1.0
16,2.7289682928236897e-07,1.0,9.41411760398599e-08,1.0,1.0,1.0
17,6.57552448046772e-08,1.0,3.0035149478635503e-08,1.0,1.0,1.0
18,1.1544517675154964e-08,1.0,0.0,1.0,1.0,1.0
19,0.0,1.0,0.0,1.0,1.0,1.0
20,0.0,1.0,0.0,1.0,1.0,1.0
21,0.0,1.0,0.0,1.0,1.0,1.0
22,0.0,1.0,0.0,1.0,1.0,1.0
23,0.0,1.0,0.0,1.0,1.0,1.0
24,0.0,1.0,0.0,1.0,1.0,1.0
25,0.0,1.0,0.0,1.0,1.0,1.0
26,0.0,1.0,0.0,1.0,1.0,1.0
27,0.0,1.0,0.0,1.0,1.0,1.0
28,0.0,1.0,0.0,1.0,1.0,1.0
29,0.0,1.0,0.0,1.0,1.0,1.0
30,0.0,1.0,0.0,1.0,1.0,1.0
31,0.0,1.0,0.0,1.0,1.0,1.0
32,0.0,1.0,0.0,1.0,1.0,1.0
33,0.0,1.0,0.0,1.0,1.0,1.0
34,0.0,1.0,0.0,1.0,1.0,1.0
35,0.0,1.0,0.0,1.0,1.0,1.0
36,0.0,1.0,0.0,1.0,1.0,1.0
37,0.0,1.0,0.0,1.0,1.0,1.0
38,0.0,1.0,0.0,1.0,1.0,1.0
39,0.0,1.0,0.0,1.0,1.0,1.0
40,0.0,1.0,0.0,1.0,1.0,1.0
41,0.0,1.0,0.0,1.0,1.0,1.0
42,0.0,1.0,0.0,1.0,1.0,1.0
43,0.0,1.0,0.0,1.0,1.0,1.0
44,0.0,1.0,0.0,1.0,1.0,1.0
45,0.0,1.0,0.0,1.0,1.0,1.0
46,0.0,1.0,0.0,1.0,1.0,1.0
47,0.0,1.0,0.0,1.0,1.0,1.0
48,0.0,1.0,0.0,1.0,1.0,1.0
49,0.0,1.0,0.0,1.0,1.0,1.0
50,0.0,1.0,0.0,1.0,1.0,1.0
51,0.0,1.0,0.0,1.0,1.0,1.0
52,0.0,1.0,0.0,1.0,1.0,1.0
53,0.0,1.0,0.0,1.0,1.0,1.0
54,0.0,1.0,0.0,1.0,1.0,1.0
55,0.0,1.0,0.0,1.0,1.0,1.0
56,0.0,1.0,0.0,1.0,1.0,1.0
57,0.0,1.0,0.0,1.0,1.0,1.0
58,0.0,1.0,0.0,1.0,1.0,1.0
59,0.0,1.0,0.0,1.0,1.0,1.0
60,0.0,1.0,0.0,1.0,1.0,1.0
61,0.0,1.0,0.0,1.0,1.0,1.0
62,0.0,1.0,0.0,1.0,1.0,1.0
63,0.0,1.0,0.0,1.0,1.0,1.0
64,0.0,1.0,0.0,1.0,1.0,1.0
65,0.0,1.0,0.0,1.0,1.0,1.0
