model,distance,width,graph_seed,init_seed,layers,best_epoch,test_acc,matched_influence,distractor_influence,specificity
GraphSAGE,4,1,3,29,4,144,0.6080729166666666,0.09706648572682752,0.06715449475450441,0.5910723796784944
GraphSAGE,4,1,3,47,4,70,0.5992838541666666,0.0534576828340505,0.04234762465330277,0.5579824775422715
GraphSAGE,4,1,4,11,4,74,0.5944010416666666,0.05379655814249418,0.03239177203431609,0.6241745028765442
GraphSAGE,4,1,4,29,4,254,0.6233723958333334,0.16462207256699912,0.0867296047945274,0.654947181154329
GraphSAGE,4,1,4,47,4,130,0.6057942708333334,0.2781564896577038,0.04902757575473515,0.850152923267267
GraphSAGE,4,1,5,11,4,165,0.6119791666666666,0.15862860715424176,0.07967164339061128,0.665666975972058
GraphSAGE,4,1,5,29,4,70,0.58203125,0.05880551409063628,0.03988621446978868,0.5958504825866555
GraphSAGE,4,1,5,47,4,136,0.6201171875,0.12571738026599633,0.06426473657029419,0.6617327059981467
GraphSAGERewired,4,1,1,11,4,3,1.0,0.07249011710518971,0.00011062968936315087,0.9984761907384411
GraphSAGERewired,4,1,1,29,4,2,1.0,0.060503388827783056,6.5244685572452e-05,0.9989227974483362
GraphSAGERewired,4,1,1,47,4,2,1.0,0.02610268281205208,8.976799119153611e-05,0.9965727532386167
GraphSAGERewired,4,1,2,11,4,3,1.0,0.08989440265577286,0.00014207145463274173,0.9984220677560413
GraphSAGERewired,4,1,2,29,4,2,1.0,0.06440851726802066,6.353294365624151e-05,0.9990145660879921
GraphSAGERewired,4,1,2,47,4,2,1.0,0.026429217265103944,7.985818649558496e-05,0.9969875151761375
GraphSAGERewired,4,1,3,11,4,2,1.0,0.01902104477630928,8.143880813804572e-05,0.9957367423574134
GraphSAGERewired,4,1,3,29,4,1,1.0,0.0131884607799293,5.441161015795615e-05,0.995891253079311
GraphSAGERewired,4,1,3,47,4,1,1.0,0.005221345489189844,4.512664065714489e-05,0.9914313338158902
GraphSAGERewired,4,1,4,11,4,3,1.0,0.08072611875832081,0.0001542094436217667,0.9980933627737658
GraphSAGERewired,4,1,4,29,4,2,1.0,0.06319234512920957,6.243469445621486e-05,0.9990129647810129
GraphSAGERewired,4,1,4,47,4,2,1.0,0.02804412262776168,9.4635178442104e-05,0.9966368387655735
GraphSAGERewired,4,1,5,11,4,2,1.0,0.019958092598244548,5.850755647784922e-05,0.997077048198861
GraphSAGERewired,4,1,5,29,4,2,1.0,0.059750914602773264,7.016650148727877e-05,0.9988270606082191
GraphSAGERewired,4,1,5,47,4,2,1.0,0.027074563615315128,8.382604659828985e-05,0.99691343821785
GraphSAGE,4,2,1,11,4,14,0.59375,0.03632649951032363,0.03623302385676652,0.5006441308336805
GraphSAGE,4,2,1,29,4,4,0.5947265625,0.008664508459332865,0.009137225941231009,0.48672271273588336
GraphSAGE,4,2,1,47,4,7,0.5944010416666666,0.040928598813479766,0.04007657981128432,0.5052590403209385
GraphSAGE,4,2,2,11,4,8,0.5914713541666666,0.04083089990308508,0.040289718061103486,0.503335661478897
GraphSAGE,4,2,2,29,4,53,0.6341145833333334,0.11424169345991686,0.0791604311161791,0.5906951317609577
GraphSAGE,4,2,2,47,4,90,0.6416015625,0.12213728693313897,0.08092821695754537,0.6014674309147422
GraphSAGE,4,2,3,11,4,7,0.609375,0.019880470797943417,0.020329203456640244,0.4944200908362928
GraphSAGE,4,2,3,29,4,361,0.7604166666666666,3.3517197590554133,1.0185623969882727,0.7669344082096703
GraphSAGE,4,2,3,47,4,370,0.732421875,1.1468487488673418,0.3084411783493124,0.7880551685394976
GraphSAGE,4,2,4,11,4,347,0.7233072916666666,0.7665867840405554,0.24715061049209908,0.7561985857226912
GraphSAGE,4,2,4,29,4,45,0.634765625,0.13864575848856475,0.07610515760461567,0.6456119536540684
GraphSAGE,4,2,4,47,4,297,0.6848958333333334,0.4422877221077215,0.15418157386011444,0.7415096218646432
GraphSAGE,4,2,5,11,4,13,0.6015625,0.03833469914388843,0.03849137798533775,0.498980301687253
GraphSAGE,4,2,5,29,4,114,0.6767578125,0.2608986044069752,0.13860274749458767,0.6530606296186141
GraphSAGE,4,2,5,47,4,389,0.732421875,0.9172737882181536,0.2523282225156436,0.784261466549532
GraphSAGERewired,4,2,1,11,4,3,1.0,0.07239742833189666,0.0002947145953839936,0.9959457159396887
GraphSAGERewired,4,2,1,29,4,2,1.0,0.06097902297915425,0.00017012963455442787,0.9972177924259003
GraphSAGERewired,4,2,1,47,4,1,1.0,0.00523366048673779,0.00010819516113258487,0.9797457720229739
GraphSAGERewired,4,2,2,11,4,3,1.0,0.08916973148006946,0.0003326199415312203,0.996283673699692
GraphSAGERewired,4,2,2,29,4,2,1.0,0.06423454388277605,0.00016541143536130676,0.9974314976533507
GraphSAGERewired,4,2,2,47,4,2,1.0,0.02678689398089773,0.00016304932481858714,0.9939499195243965
GraphSAGERewired,4,2,3,11,4,2,0.998046875,0.01908166927387356,0.00015734387515919934,0.9918216243768756
GraphSAGERewired,4,2,3,29,4,1,1.0,0.013013197796681197,0.00011133085042303037,0.9915173447818172
GraphSAGERewired,4,2,3,47,4,2,1.0,0.02967910272309382,0.0001895252524946045,0.9936547050757351
GraphSAGERewired,4,2,4,11,4,3,1.0,0.0774481525295414,0.0002807677798273289,0.996387859503178
GraphSAGERewired,4,2,4,29,4,2,1.0,0.06334372087439988,0.000132556943583495,0.9979117089227961
GraphSAGERewired,4,2,4,47,4,2,1.0,0.02838598574817297,0.00021048712630999944,0.9926394024806304
GraphSAGERewired,4,2,5,11,4,2,0.9993489583333334,0.02014066241827095,0.00011451822993535643,0.9943462251500659
GraphSAGERewired,4,2,5,29,4,2,1.0,0.059856647945707664,0.0001409389159903185,0.9976509235727622
GraphSAGERewired,4,2,5,47,4,2,1.0,0.027108418669740786,0.00018966580380208597,0.9930520471141864
GraphSAGE,4,4,1,11,4,381,0.8118489583333334,2.1773188719525933,0.9709147734101862,0.6916001533618714
GraphSAGE,4,4,1,29,4,22,0.6471354166666666,0.07205894496291876,0.07140048267319798,0.5022949425477508
GraphSAGE,4,4,1,47,4,11,0.6471354166666666,0.06353725155349821,0.06313494819914922,0.5015879701865579
GraphSAGE,4,4,2,11,4,5,0.6354166666666666,0.02007120870257495,0.020357417437480763,0.49646032077732216
GraphSAGE,4,4,2,29,4,3,0.6341145833333334,0.01144768595622736,0.011756982588849496,0.49333546538258083
GraphSAGE,4,4,2,47,4,6,0.6334635416666666,0.08412278885953128,0.08195797394728288,0.5065173559979174
GraphSAGE,4,4,3,11,4,5,0.6373697916666666,0.02702846427928307,0.026846524622669676,0.5016885354346998
GraphSAGE,4,4,3,29,4,2,0.6341145833333334,0.003473063241017371,0.0040728489589128,0.4602575737084845
GraphSAGE,4,4,3,47,4,4,0.6350911458333334,0.016058696706750197,0.015089465156052029,0.5155584068481507
GraphSAGE,4,4,4,11,4,4,0.6389973958333334,0.007385794000583701,0.006680965363557334,0.5250529854720132
GraphSAGE,4,4,4,29,4,353,0.8004557291666666,5.7874784915475175,2.5613506825175136,0.6932083973553037
GraphSAGE,4,4,4,47,4,68,0.6402994791666666,0.06848175643244758,0.06832828768528998,0.5005608825987381
GraphSAGE,4,4,5,11,4,264,0.7825520833333334,6.406453576055355,2.067215606337413,0.7560424460948291
GraphSAGE,4,4,5,29,4,326,0.8600260416666666,5.1459508977713995,1.9534991979599,0.7248379562333696
GraphSAGE,4,4,5,47,4,400,0.7805989583333334,3.42680016963277,1.7015823043184355,0.668202925003738
GraphSAGERewired,4,4,1,11,4,3,1.0,0.07253190106712282,0.0006318555323332475,0.9913638177877636
GraphSAGERewired,4,4,1,29,4,2,1.0,0.06093496875837445,0.00036243546946934657,0.9940872623395887
GraphSAGERewired,4,4,1,47,4,2,1.0,0.026939828789181774,0.0004766398377569203,0.982614834710288
GraphSAGERewired,4,4,2,11,4,3,1.0,0.09592811652692035,0.000866012960216267,0.9910530425161537
GraphSAGERewired,4,4,2,29,4,2,1.0,0.06478460459038615,0.0004002603371304758,0.9938596123721447
GraphSAGERewired,4,4,2,47,4,2,1.0,0.030423020842135884,0.0004481290367834845,0.9854838890184983
GraphSAGERewired,4,4,3,11,4,3,1.0,0.07783804342034273,0.0006941236925968042,0.9911612818147533
GraphSAGERewired,4,4,3,29,4,1,1.0,0.013199042739870492,0.00028063886327345244,0.979180601403287
GraphSAGERewired,4,4,3,47,4,1,1.0,0.005332222119250218,0.00018793921449855588,0.9659540357424881
GraphSAGERewired,4,4,4,11,4,3,1.0,0.0779425940127112,0.000657320706181963,0.9916371320563837
GraphSAGERewired,4,4,4,29,4,2,1.0,0.06327870687528048,0.0003417880784013505,0.9946277048041702
GraphSAGERewired,4,4,4,47,4,2,1.0,0.030834475997835398,0.000493324764420322,0.9842528120901822
GraphSAGERewired,4,4,5,11,4,2,1.0,0.019761404873861466,0.00030782720867250646,0.9846617345202229
GraphSAGERewired,4,4,5,29,4,2,1.0,0.05963364779017866,0.00038829810011975496,0.9935307312124972
GraphSAGERewired,4,4,5,47,4,2,1.0,0.029556448993389495,0.0004711032187287856,0.9843109682605773
GraphSAGE,4,8,1,11,4,118,0.8678385416666666,3.0816328172804788,1.2896492413419764,0.7049723115444316
GraphSAGE,4,8,1,29,4,98,0.875,2.7081498368643224,1.0029735350981355,0.7297385630786808
GraphSAGE,4,8,1,47,4,134,0.8336588541666666,2.074870661861496,0.8417304986214731,0.7114002044479747
GraphSAGE,4,8,2,11,4,10,0.6985677083333334,0.17044928763061762,0.17140762717463076,0.4985983323672767
GraphSAGE,4,8,2,29,4,4,0.6949869791666666,0.12364732436253689,0.11914788963622414,0.5092659048981855
GraphSAGE,4,8,2,47,4,63,0.6962890625,0.267649554181844,0.2801887415116653,0.48855575867060824
GraphSAGE,4,8,3,11,4,271,0.9137369791666666,5.608790451427922,3.2487423913553357,0.6332226536418765
GraphSAGE,4,8,3,29,4,101,0.9596354166666666,5.105549262370914,2.020052872481756,0.7165077653435054
GraphSAGE,4,8,3,47,4,75,0.8756510416666666,1.5572070910420734,0.4028273895237362,0.7944794372146733
GraphSAGE,4,8,4,11,4,43,0.70703125,0.23085411684587598,0.20997761155012995,0.5236785421170331
GraphSAGE,4,8,4,29,4,2,0.7041015625,0.007653119798305852,0.008172138343070401,0.4836015772667006
GraphSAGE,4,8,4,47,4,148,0.9954427083333334,5.386144633870572,2.8461868255399168,0.6542672219196111
GraphSAGE,4,8,5,11,4,166,0.8743489583333334,4.454542266656063,2.3940407963236794,0.6504326844971186
GraphSAGE,4,8,5,29,4,11,0.7041015625,0.1705229291692376,0.1690234369598329,0.5022080816612691
GraphSAGE,4,8,5,47,4,97,0.9527994791666666,4.3174038184806705,2.06731522269547,0.6762088966854017
GraphSAGERewired,4,8,1,11,4,2,1.0,0.01926419712981442,0.0009557371826076633,0.9527329234213565
GraphSAGERewired,4,8,1,29,4,2,1.0,0.06169842662347946,0.0008650625652535382,0.9861730447349234
GraphSAGERewired,4,8,1,47,4,1,1.0,0.005408325772805256,0.00038153314540068095,0.9341032049787825
GraphSAGERewired,4,8,2,11,4,3,1.0,0.09537129197269678,0.0026346423246650374,0.9731175224793599
GraphSAGERewired,4,8,2,29,4,2,1.0,0.06397119832399767,0.0010764011262835993,0.9834521006714506
GraphSAGERewired,4,8,2,47,4,2,1.0,0.03126197597157443,0.0010366368944687565,0.9679046001221149
GraphSAGERewired,4,8,3,11,4,2,1.0,0.01874913110259513,0.0007594687191385674,0.9610700548968386
GraphSAGERewired,4,8,3,29,4,1,1.0,0.013391356507781893,0.0005328122016408088,0.961734720849656
GraphSAGERewired,4,8,3,47,4,1,1.0,0.005509188842552248,0.0004413784810139987,0.9258258149282981
GraphSAGERewired,4,8,4,11,4,3,1.0,0.07802457243087701,0.0021101977433772845,0.9736668896689626
GraphSAGERewired,4,8,4,29,4,2,1.0,0.06371067892177962,0.0010596340110851088,0.9836401282611205
GraphSAGERewired,4,8,4,47,4,1,1.0,0.005695504581126443,0.00039478811056881113,0.9351774813643483
GraphSAGERewired,4,8,5,11,4,2,1.0,0.021003037443733774,0.0010106408138881307,0.9540903249781848
GraphSAGERewired,4,8,5,29,4,2,1.0,0.06095246809127275,0.0011117601688965806,0.9820869412051941
GraphSAGERewired,4,8,5,47,4,2,1.0,0.03016404537993367,0.0012928786873089848,0.9589000283211349
GraphSAGE,6,1,1,11,6,18,0.5667317708333334,0.015368884909548797,0.01535464113112539,0.5002318057081744
GraphSAGE,6,1,1,29,6,14,0.5703125,0.015466466007637791,0.015733083346276544,0.4957272245088252
GraphSAGE,6,1,1,47,6,15,0.5670572916666666,0.015219353343127295,0.015249396848957986,0.49950697835256946
GraphSAGE,6,1,2,11,6,10,0.5680338541666666,0.011585565993300406,0.011242647113249404,0.5075108567945161
GraphSAGE,6,1,2,29,6,7,0.5680338541666666,0.001974351339868008,0.002013606961554615,0.4950782305493565
GraphSAGE,6,1,2,47,6,11,0.5693359375,0.014466352498857304,0.01450284113525413,0.4993702165504428
GraphSAGE,6,1,3,11,6,91,0.5966796875,0.0604841821732407,0.04456850540373125,0.5757509262040371
GraphSAGE,6,1,3,29,6,7,0.5732421875,0.002309424150553241,0.002339830045684721,0.49673002433922153
GraphSAGE,6,1,3,47,6,8,0.5725911458333334,0.012518375126091996,0.010950295579277736,0.5334079327592394
GraphSAGE,6,1,4,11,6,8,0.5755208333333334,0.015678075863661434,0.01624808757333085,0.49107296885552026
GraphSAGE,6,1,4,29,6,159,0.615234375,0.08325535519179539,0.03114686000844813,0.7277425095776504
GraphSAGE,6,1,4,47,6,11,0.578125,0.010657636168616591,0.01125440812757006,0.4863825585632353
GraphSAGE,6,1,5,11,6,12,0.5651041666666666,0.013290205555676948,0.01339221130911028,0.49808852108588175
GraphSAGE,6,1,5,29,6,16,0.5638020833333334,0.015531326178461313,0.015611473310855217,0.49871323171478493
GraphSAGE,6,1,5,47,6,156,0.58203125,0.06732314575492637,0.05174631605041213,0.5654106832566745
GraphSAGERewired,6,1,1,11,6,1,1.0,0.001354001171876007,6.430705830062777e-06,0.9952730401788444
GraphSAGERewired,6,1,1,29,6,2,1.0,0.018696821894991444,9.998017548085159e-06,0.9994655415193874
GraphSAGERewired,6,1,1,47,6,2,1.0,0.011264620690781157,1.1220327699845711e-05,0.999004923120106
GraphSAGERewired,6,1,2,11,6,2,1.0,0.01044901776003826,8.241278665721552e-06,0.999211908241497
GraphSAGERewired,6,1,2,29,6,2,1.0,0.01974016450367344,1.0236032939481277e-05,0.9994817303112418
GraphSAGERewired,6,1,2,47,6,2,1.0,0.013646983095895848,1.2556206183234053e-05,0.9990807737431961
GraphSAGERewired,6,1,3,11,6,2,1.0,0.016142281754582655,7.003021228690898e-06,0.9995663571281656
GraphSAGERewired,6,1,3,29,6,2,1.0,0.026585784878989216,1.4369099805122687e-05,0.9994598113674065
GraphSAGERewired,6,1,3,47,6,2,1.0,0.00958646312392375,1.0719421176474953e-05,0.998883065720071
GraphSAGERewired,6,1,4,11,6,2,1.0,0.012569545942824334,6.143010640613511e-06,0.9995115168908155
GraphSAGERewired,6,1,4,29,6,2,1.0,0.018956126335069712,8.245842746390508e-06,0.9995651928959927
GraphSAGERewired,6,1,4,47,6,2,1.0,0.008928431456297403,1.1365143201658157e-05,0.9987287021495518
GraphSAGERewired,6,1,5,11,6,2,1.0,0.012669761849792849,5.895965698776706e-06,0.99953485911468
GraphSAGERewired,6,1,5,29,6,2,1.0,0.02953736352537817,1.568787732608712e-05,0.9994691621480373
GraphSAGERewired,6,1,5,47,6,2,1.0,0.008877458370079694,1.2941160493662451e-05,0.9985443667129128
GraphSAGE,6,2,1,11,6,73,0.5927734375,0.028828067879658192,0.028604090766748413,0.5019499276815003
GraphSAGE,6,2,1,29,6,57,0.5940755208333334,0.03263816982507706,0.032486617361428216,0.5011635543791682
GraphSAGE,6,2,1,47,6,34,0.5921223958333334,0.03162358279223554,0.030749446275876835,0.5070073277537164
GraphSAGE,6,2,2,11,6,68,0.5970052083333334,0.033781392354285344,0.03409591712988913,0.49768313756843524
GraphSAGE,6,2,2,29,6,8,0.5979817708333334,0.027531652624020353,0.027552452389500104,0.4998111999235145
GraphSAGE,6,2,2,47,6,5,0.5973307291666666,0.005222242029617519,0.0049628098936409515,0.5127359259877046
GraphSAGE,6,2,3,11,6,10,0.6044921875,0.027761393605032936,0.02795510255964473,0.49826165526421673
GraphSAGE,6,2,3,29,6,10,0.6025390625,0.033984026726102456,0.03375134797533974,0.5017175571168304
GraphSAGE,6,2,3,47,6,12,0.6097005208333334,0.031244900019373745,0.030759296496398747,0.503915892385152
GraphSAGE,6,2,4,11,6,17,0.5960286458333334,0.03181089335703291,0.03173238199087791,0.5006177787084778
GraphSAGE,6,2,4,29,6,15,0.6012369791666666,0.03417587970034219,0.033894139603944495,0.5020694874062994
GraphSAGE,6,2,4,47,6,15,0.5992838541666666,0.030820156214758754,0.030168246652465314,0.505344537081107
GraphSAGE,6,2,5,11,6,12,0.6067708333333334,0.0294877169362735,0.02965090607176535,0.49862028292012395
GraphSAGE,6,2,5,29,6,14,0.60546875,0.03024688144796528,0.030652975983684883,0.4966658826979299
GraphSAGE,6,2,5,47,6,14,0.6038411458333334,0.030109961022390053,0.030484203103696927,0.4969118966512851
GraphSAGERewired,6,2,1,11,6,1,1.0,0.0014056110036904101,1.3588479914616869e-05,0.9904252495424217
GraphSAGERewired,6,2,1,29,6,2,1.0,0.018725805333815515,2.0034785241485054e-05,0.9989312409519567
GraphSAGERewired,6,2,1,47,6,2,1.0,0.011893695929757087,2.3708349011997143e-05,0.9980106112492765
GraphSAGERewired,6,2,2,11,6,2,1.0,0.010767284303710767,1.1735548280711328e-05,0.9989112600736648
GraphSAGERewired,6,2,2,29,6,2,1.0,0.019797637938609114,1.7502044409312134e-05,0.999116733698403
GraphSAGERewired,6,2,2,47,6,2,1.0,0.013074342909021652,2.9114087766402008e-05,0.9977781368099031
GraphSAGERewired,6,2,3,11,6,2,1.0,0.015385108585178386,1.2805261867754325e-05,0.9991683767688193
GraphSAGERewired,6,2,3,29,6,2,1.0,0.026704708820034284,2.3311143955595526e-05,0.9991278386881584
GraphSAGERewired,6,2,3,47,6,2,1.0,0.00952381737624819,2.2821470292200274e-05,0.9976094757896827
GraphSAGERewired,6,2,4,11,6,2,1.0,0.012603057286469266,1.1870082875731214e-05,0.999059044612208
GraphSAGERewired,6,2,4,29,6,2,1.0,0.019939308496304875,2.0841868143328668e-05,0.9989558260453085
GraphSAGERewired,6,2,4,47,6,2,1.0,0.00834305003377267,2.036560159979217e-05,0.9975649180328642
GraphSAGERewired,6,2,5,11,6,2,1.0,0.013149607426839793,1.7727517779064783e-05,0.9986536745019186
GraphSAGERewired,6,2,5,29,6,2,1.0,0.02938399500089872,2.6418259393423682e-05,0.9991017378722729
GraphSAGERewired,6,2,5,47,6,2,1.0,0.008489825801461848,2.3040366373905385e-05,0.9972934653362397
GraphSAGE,6,4,1,11,6,328,0.8548177083333334,4.1791568517219275,1.9076838836772367,0.6865888288183014
GraphSAGE,6,4,1,29,6,23,0.6448567708333334,0.06958563259104267,0.06743102212203667,0.5078625860210284
GraphSAGE,6,4,1,47,6,15,0.6416015625,0.0648365241358988,0.06396583613241091,0.5033799380720484
GraphSAGE,6,4,2,11,6,10,0.6350911458333334,0.07015637814765796,0.07076155830873176,0.4978527213167899
GraphSAGE,6,4,2,29,6,5,0.6370442708333334,0.05480821137825842,0.055392412017681636,0.4973493768800248
GraphSAGE,6,4,2,47,6,9,0.63671875,0.06287337228422984,0.06306001474149525,0.4992589635573535
GraphSAGE,6,4,3,11,6,10,0.6344401041666666,0.06369480228750035,0.06424397055525333,0.4978537848357212
GraphSAGE,6,4,3,29,6,5,0.6334635416666666,0.047725811495183734,0.05024882493307814,0.4871241500308295
GraphSAGE,6,4,3,47,6,3,0.6350911458333334,0.0013127600063853606,0.0011930803575523896,0.5238801420688153
GraphSAGE,6,4,4,11,6,28,0.6373697916666666,0.06534038379322737,0.06510618701577187,0.5008976731814462
GraphSAGE,6,4,4,29,6,376,0.8538411458333334,7.036874853540212,3.312248198664747,0.679948901761321
GraphSAGE,6,4,4,47,6,36,0.6324869791666666,0.06401591293979436,0.06399561697617173,0.5000792739631961
GraphSAGE,6,4,5,11,6,136,0.7845052083333334,3.3397287686821073,1.2781904372386634,0.7232107405429309
GraphSAGE,6,4,5,29,6,398,0.7877604166666666,1.9784919418161735,1.0610226428543683,0.6509236546499331
GraphSAGE,6,4,5,47,6,24,0.6360677083333334,0.0697527882293798,0.06942132103722543,0.5011908364023262
GraphSAGERewired,6,4,1,11,6,3,1.0,0.07639238989213482,0.0002201584252787825,0.9971263398606222
GraphSAGERewired,6,4,1,29,6,2,1.0,0.019026832698727958,4.9322840240506594e-05,0.997414424455852
GraphSAGERewired,6,4,1,47,6,1,1.0,0.0014994910202403844,3.788059497900065e-05,0.9753601565299128
GraphSAGERewired,6,4,2,11,6,2,1.0,0.010900438473527174,2.7026785595296587e-05,0.9975267103621985
GraphSAGERewired,6,4,2,29,6,2,1.0,0.02006157918003737,4.082923654813442e-05,0.9979689380147895
GraphSAGERewired,6,4,2,47,6,2,1.0,0.012961153408468817,7.9163663784243e-05,0.9939293144223759
GraphSAGERewired,6,4,3,11,6,2,1.0,0.016273834222374717,5.623402662457977e-05,0.9965564119657259
GraphSAGERewired,6,4,3,29,6,2,1.0,0.02615952748055861,6.102168623556281e-05,0.9976727532728219
GraphSAGERewired,6,4,3,47,6,2,1.0,0.009611384839445236,6.648929007724291e-05,0.993129762778424
GraphSAGERewired,6,4,4,11,6,2,1.0,0.013195321978855645,4.958281799005704e-05,0.9962564608997324
GraphSAGERewired,6,4,4,29,6,2,1.0,0.019755980796617223,4.0125491821640935e-05,0.9979730613568666
GraphSAGERewired,6,4,4,47,6,2,1.0,0.00908901102297932,5.619162469372441e-05,0.993855617217856
GraphSAGERewired,6,4,5,11,6,2,1.0,0.012404702724779781,2.881271177912481e-05,0.9976826575779133
GraphSAGERewired,6,4,5,29,6,2,1.0,0.02972949199102004,7.156749268233398e-05,0.997598491633525
GraphSAGERewired,6,4,5,47,6,2,1.0,0.008226442295836023,5.818417476888271e-05,0.9929768498352574
GraphSAGE,6,8,1,11,6,209,0.9827473958333334,8.83001210866496,6.171220732619986,0.5886190956494765
GraphSAGE,6,8,1,29,6,188,1.0,7.499227757100016,3.819096471706871,0.662574035298676
GraphSAGE,6,8,1,47,6,62,0.6998697916666666,0.24643638264387846,0.2394023541128263,0.5072390569111415
GraphSAGE,6,8,2,11,6,216,0.9788411458333334,9.43755344953388,4.682476558722556,0.6683805518837262
GraphSAGE,6,8,2,29,6,85,0.6940104166666666,0.3913025235524401,0.41070956212934107,0.48790103109145855
GraphSAGE,6,8,2,47,6,99,0.7945963541666666,2.753685446147756,1.7626662455400037,0.609714573649178
GraphSAGE,6,8,3,11,6,132,0.9261067708333334,7.271946559660137,2.6994956363923848,0.7292773118153575
GraphSAGE,6,8,3,29,6,11,0.7054036458333334,0.1499594144988805,0.15084638039115816,0.4985256835002149
GraphSAGE,6,8,3,47,6,12,0.7008463541666666,0.14388083654921502,0.1462881142506376,0.4958519378179875
GraphSAGE,6,8,4,11,6,260,0.9788411458333334,9.158789379813243,5.957278828660492,0.6058975954261983
GraphSAGE,6,8,4,29,6,10,0.7037760416666666,0.1353471347829327,0.1361436293227598,0.4985331093242751
GraphSAGE,6,8,4,47,6,102,0.953125,6.091109985951334,3.7855749442242086,0.6167160367079217
GraphSAGE,6,8,5,11,6,152,1.0,8.670245010405779,4.21301241312176,0.6729854667478284
GraphSAGE,6,8,5,29,6,35,0.6923828125,0.23951024340931326,0.21399403922259808,0.5281322637545732
GraphSAGE,6,8,5,47,6,19,0.6917317708333334,0.18402649031486362,0.1786968819797039,0.5073466569033451
GraphSAGERewired,6,8,1,11,6,1,1.0,0.0013969205604098534,6.128889951639849e-05,0.9579697552658396
GraphSAGERewired,6,8,1,29,6,2,1.0,0.020027078433486167,0.00017634192478510613,0.9912716796141806
GraphSAGERewired,6,8,1,47,6,2,1.0,0.012067848449078156,0.000286038024228219,0.9768463126301896
GraphSAGERewired,6,8,2,11,6,2,1.0,0.010388871755139917,9.422926234492479e-05,0.9910113178172403
GraphSAGERewired,6,8,2,29,6,2,1.0,0.021533504230319522,0.00017185497043215037,0.9920823714625151
GraphSAGERewired,6,8,2,47,6,2,1.0,0.012975609831300972,0.0003054402478284146,0.9770017997834822
GraphSAGERewired,6,8,3,11,6,2,1.0,0.015983774050255306,0.00020077359025094665,0.9875947356887473
GraphSAGERewired,6,8,3,29,6,2,1.0,0.027926238530199043,0.0002277421784242506,0.9919108355662685
GraphSAGERewired,6,8,3,47,6,2,1.0,0.01039296771523368,0.0001964403715852825,0.9814493528858096
GraphSAGERewired,6,8,4,11,6,2,1.0,0.012278111415525927,8.855678490249375e-05,0.992839074804945
GraphSAGERewired,6,8,4,29,6,2,1.0,0.020600117517460603,7.042265551149285e-05,0.9965930906537137
GraphSAGERewired,6,8,4,47,6,2,1.0,0.008485459217808966,0.00015185549708007784,0.9824186679454058
GraphSAGERewired,6,8,5,11,6,2,1.0,0.013364259712943749,0.00014890274400158887,0.9889809106147437
GraphSAGERewired,6,8,5,29,6,2,1.0,0.03133387838170165,0.0002818807714675131,0.9910841687813674
GraphSAGERewired,6,8,5,47,6,2,1.0,0.008237844567929642,0.0001632971033060926,0.9805625103495444
GraphSAGE,8,1,1,11,8,24,0.5654296875,0.017891339157358743,0.018078947468893602,0.4973921765695256
GraphSAGE,8,1,1,29,8,19,0.5641276041666666,0.01585880183847621,0.015618974895915017,0.5038094644290991
GraphSAGE,8,1,1,47,8,20,0.5657552083333334,0.013752548722550273,0.01377783557109069,0.49954074652082975
GraphSAGE,8,1,2,11,8,15,0.5680338541666666,0.01870397196034901,0.018701678680372424,0.5000306541784094
GraphSAGE,8,1,2,29,8,13,0.5673828125,0.015194803549093194,0.014964668574975803,0.5038153017427335
GraphSAGE,8,1,2,47,8,14,0.5647786458333334,0.014625323863583617,0.014095188496867195,0.5092292114960313
GraphSAGE,8,1,3,11,8,11,0.5729166666666666,0.01682409424392972,0.016197423727135174,0.5094888205370312
GraphSAGE,8,1,3,29,8,16,0.5745442708333334,0.017616947399801575,0.01800186930631753,0.49459664942436143
GraphSAGE,8,1,3,47,8,8,0.5732421875,0.004464650048248586,0.004204023330657947,0.5150326760029255
GraphSAGE,8,1,4,11,8,64,0.5696614583333334,0.02414730427858558,0.019880864217810768,0.5484512552461399
GraphSAGE,8,1,4,29,8,11,0.57421875,0.010590803867671639,0.010466821113368496,0.5029438921390443
GraphSAGE,8,1,4,47,8,16,0.576171875,0.013035851683525834,0.013269943046907429,0.49555057418391024
GraphSAGE,8,1,5,11,8,22,0.5631510416666666,0.016203404564294033,0.016153265692992136,0.5007747841465402
GraphSAGE,8,1,5,29,8,13,0.5657552083333334,0.012546844489406794,0.012798531955922954,0.49503484455933966
GraphSAGE,8,1,5,47,8,27,0.5660807291666666,0.015469684905838221,0.015362023754278198,0.5017459484932115
GraphSAGERewired,8,1,1,11,8,3,1.0,0.014353300513903378,3.0455240866977817e-06,0.9997878621009534
GraphSAGERewired,8,1,1,29,8,3,1.0,0.04559656057972461,2.617070373744923e-06,0.9999426070488865
GraphSAGERewired,8,1,1,47,8,2,1.0,0.003306876576061768,1.0339669365144744e-06,0.9996874256656092
GraphSAGERewired,8,1,2,11,8,4,1.0,0.048449823530972935,1.9380195653284638e-06,0.999960001029823
GraphSAGERewired,8,1,2,29,8,2,1.0,0.008778007737419102,2.507437269150259e-06,0.9997144315317519
GraphSAGERewired,8,1,2,47,8,2,1.0,0.00346654379939082,1.031951083474425e-06,0.9997023995559331
