model,distance,width,graph_seed,init_seed,layers,best_epoch,test_acc,matched_influence,distractor_influence,specificity
GraphSAGERewired,10,1,3,29,10,4,1.0,0.021244862626190297,4.4764087470117175e-07,0.9999789298499738
GraphSAGERewired,10,1,3,47,10,4,1.0,0.0018181668856414035,1.8604063140026383e-07,0.9998976867314315
GraphSAGERewired,10,1,4,11,10,3,1.0,0.007388479387373081,1.158552408592195e-07,0.9999843195848412
GraphSAGERewired,10,1,4,29,10,4,1.0,0.018196595046902075,4.170405035752722e-07,0.9999770818691801
GraphSAGERewired,10,1,4,47,10,5,1.0,0.01577707978140097,4.146886066758171e-07,0.9999737163839647
GraphSAGERewired,10,1,5,11,10,4,1.0,0.017535773982672254,1.6295292375179127e-07,0.9999907074298716
GraphSAGERewired,10,1,5,29,10,4,1.0,0.010853039209905546,1.7735016019648775e-07,0.9999836591153232
GraphSAGERewired,10,1,5,47,10,4,1.0,0.0022811442649981473,1.5728655297642113e-07,0.9999310535896491
GraphSAGE,10,2,1,11,10,72,0.59375,0.02355230544344522,0.0235415154020302,0.5001145589826975
GraphSAGE,10,2,1,29,10,59,0.5927734375,0.03823769264272414,0.03821593659813516,0.5001422826084564
GraphSAGE,10,2,1,47,10,79,0.587890625,0.029737304837908596,0.029419738450087607,0.502684096171521
GraphSAGE,10,2,2,11,10,61,0.5986328125,0.0314236832637107,0.031722684783744626,0.497632472537419
GraphSAGE,10,2,2,29,10,39,0.5983072916666666,0.03505551227135584,0.03462629992282018,0.5030798018450887
GraphSAGE,10,2,2,47,10,41,0.5953776041666666,0.028370918560540304,0.028212839883053675,0.5013968555715631
GraphSAGE,10,2,3,11,10,232,0.6188151041666666,0.4884556149727928,0.16236748077972152,0.750519792797558
GraphSAGE,10,2,3,29,10,197,0.6116536458333334,0.1434386349565102,0.11681582624805742,0.5511476510030393
GraphSAGE,10,2,3,47,10,27,0.603515625,0.029793075111228973,0.03001784547814168,0.49812099223942646
GraphSAGE,10,2,4,11,10,30,0.5944010416666666,0.031979339953977615,0.03204990379163064,0.4994489717937925
GraphSAGE,10,2,4,29,10,38,0.6057942708333334,0.03114697482669726,0.03156946846866049,0.49663171553776736
GraphSAGE,10,2,4,47,10,39,0.5989583333333334,0.02360687987493293,0.02329229350652895,0.5033538583381687
GraphSAGE,10,2,5,11,10,147,0.5999348958333334,0.034065226604980126,0.034664767215872416,0.4956384354300518
GraphSAGE,10,2,5,29,10,28,0.5992838541666666,0.035054913198109716,0.03108417565090349,0.5300180847305809
GraphSAGE,10,2,5,47,10,40,0.6002604166666666,0.026884392980718985,0.026438576373038813,0.5041803430311068
GraphSAGERewired,10,2,1,11,10,4,1.0,0.004210963534205803,1.0133511885168645e-07,0.9999759357497515
