epoch,train_loss,train_accuracy,val_loss,val_accuracy,best_val_accuracy,best_test_accuracy_at_best_val
1,0.6890136500199636,0.57763671875,0.6743331352869669,0.9973958333333334,0.9973958333333334,0.998046875
2,0.6491693655649821,0.9755859375,0.5996040503184,1.0,1.0,1.0
3,0.5265164027611414,1.0,0.39626143376032513,1.0,1.0,1.0
4,0.27100402613480884,1.0,0.1024630069732666,1.0,1.0,1.0
5,0.042959573678672314,1.0,0.00393063264588515,1.0,1.0,1.0
6,0.0013305750083721553,1.0,8.722969262938325e-05,1.0,1.0,1.0
7,3.233333184956185e-05,1.0,4.123108434820703e-06,1.0,1.0,1.0
8,1.8770188887629047e-06,1.0,4.954634960085968e-07,1.0,1.0,1.0
9,2.8131756124594176e-07,1.0,1.2324500175964204e-07,1.0,1.0,1.0
10,8.440109292943514e-08,1.0,5.285254900400105e-08,1.0,1.0,1.0
11,3.391565872590263e-08,1.0,1.5832481992106295e-08,1.0,1.0,1.0
12,1.1660933404063675e-08,1.0,9.856495767716448e-09,1.0,1.0,1.0
13,8.847563274609152e-09,1.0,8.149071639707017e-09,1.0,1.0,1.0
14,7.392372047831941e-09,1.0,6.9073082068863796e-09,1.0,1.0,1.0
15,6.0341933671992365e-09,1.0,5.820765499227794e-09,1.0,1.0,1.0
16,5.296896551006587e-09,1.0,5.0446633537148955e-09,1.0,1.0,1.0
17,4.889443072642052e-09,1.0,4.811832858090763e-09,1.0,1.0,1.0
18,4.714820015886782e-09,1.0,4.656612428988183e-09,1.0,1.0,1.0
19,4.540197107161248e-09,1.0,4.579002214436893e-09,1.0,1.0,1.0
20,4.3849766040438e-09,1.0,4.11334107515889e-09,1.0,1.0,1.0
21,4.1909511416804435e-09,1.0,4.11334107515889e-09,1.0,1.0,1.0
22,3.9193154647657975e-09,1.0,3.647679787851151e-09,1.0,1.0,1.0
23,3.6864848211119274e-09,1.0,3.4924594327634395e-09,1.0,1.0,1.0
24,3.5118619123863937e-09,1.0,3.4924594327634395e-09,1.0,1.0,1.0
25,3.395446553552025e-09,1.0,3.1044083600069903e-09,1.0,1.0,1.0
26,3.317836376008169e-09,1.0,3.0267981454557003e-09,1.0,1.0,1.0
27,3.2984338593777807e-09,1.0,2.9491879309044102e-09,1.0,1.0,1.0
28,3.2984337853629122e-09,1.0,2.9491879309044102e-09,1.0,1.0,1.0
29,3.2596287150947014e-09,1.0,2.9491879309044102e-09,1.0,1.0,1.0
30,3.2402261614568792e-09,1.0,2.9491879309044102e-09,1.0,1.0,1.0
31,3.2402261984643133e-09,1.0,2.8715777163531206e-09,1.0,1.0,1.0
32,3.2402261614568792e-09,1.0,2.7939675018018306e-09,1.0,1.0,1.0
33,3.1626160209204577e-09,1.0,2.7939675018018306e-09,1.0,1.0,1.0
34,3.1238108766373784e-09,1.0,2.7163572872505406e-09,1.0,1.0,1.0
35,3.0462006620860884e-09,1.0,2.638747072699251e-09,1.0,1.0,1.0
36,3.026798071440832e-09,1.0,2.4059164290453814e-09,1.0,1.0,1.0
37,2.9491878938969762e-09,1.0,2.4059164290453814e-09,1.0,1.0,1.0
38,2.9103827866213314e-09,1.0,2.3283062144940914e-09,1.0,1.0,1.0
39,2.9103827866213314e-09,1.0,2.2506959999428013e-09,1.0,1.0,1.0
40,2.8327725350626074e-09,1.0,2.2506959999428013e-09,1.0,1.0,1.0
41,2.7939675018018306e-09,1.0,2.2506959999428013e-09,1.0,1.0,1.0
42,2.7357598408883632e-09,1.0,2.1730857853915117e-09,1.0,1.0,1.0
43,2.599941965423606e-09,1.0,2.0954755708402217e-09,1.0,1.0,1.0
44,2.4641240899588488e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
45,2.347708768131914e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
46,2.270098572084341e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
47,2.192488339029334e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
48,2.1730858038952286e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
49,2.1730858038952286e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
50,2.1536832502574064e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
51,2.1536832502574064e-09,1.0,1.940255178745076e-09,1.0,1.0,1.0
52,2.1536832502574064e-09,1.0,1.8626449641937863e-09,1.0,1.0,1.0
53,2.1342807336270178e-09,1.0,1.8626449641937863e-09,1.0,1.0,1.0
54,2.114878142981761e-09,1.0,1.7074246091060747e-09,1.0,1.0,1.0
55,2.017865393296366e-09,1.0,1.7074246091060747e-09,1.0,1.0,1.0
56,2.017865411800083e-09,1.0,1.7074246091060747e-09,1.0,1.0,1.0
57,1.920852662114688e-09,1.0,1.7074246091060747e-09,1.0,1.0,1.0
58,1.8626449826975033e-09,1.0,1.7074246091060747e-09,1.0,1.0,1.0
59,1.7268271442401801e-09,1.0,1.629814394554785e-09,1.0,1.0,1.0
60,1.610411813161387e-09,1.0,1.629814394554785e-09,1.0,1.0,1.0
61,1.5910092595235643e-09,1.0,1.629814394554785e-09,1.0,1.0,1.0
62,1.5328016078619555e-09,1.0,1.5522041800034951e-09,1.0,1.0,1.0
