num_layers,baseline_learning_rate,pairnorm_learning_rate,baseline_mean_val,pairnorm_mean_val,baseline_mean_test,pairnorm_mean_test,baseline_mean_best_epoch,pairnorm_mean_best_epoch,n_pairs,mean_difference,mean_difference_percentage_points,std_difference,median_difference,minimum_difference,maximum_difference,positive_pairs,negative_pairs,zero_pairs,ci95_low,ci95_high,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue
4,0.005,0.01,0.5040829658664052,0.5244487996080353,0.4987587783766127,0.5162502041482931,720.5,623.5,10,0.01749142577168054,1.749142577168054,0.008973925940840682,0.019598236158745702,0.0014698677119059367,0.02841744243018135,10,0,0,0.011071865876072246,0.023910985667288834,0.00016595240715599747,0.001953125,0.001953125,1.9491386364218128,0.00016595240715599747,0.00390625,0.00390625
8,0.003,0.005,0.4802057814796668,0.5173934345908868,0.4751755675322554,0.5098154499428385,719.9,700.4,10,0.034639882410583064,3.4639882410583063,0.009081276511517928,0.03552180303772662,0.01910828025477712,0.045565899069083815,10,0,0,0.028143528542879014,0.041136236278287115,7.367627341649525e-07,0.001953125,0.001953125,3.814428771841574,1.473525468329905e-06,0.00390625,0.00390625
