dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,class_metric_scope,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.31764042377471924,0.21734178066253662,0.1626676470041275,0.4899402490928662,128,105.3343734741211,0.822924792766571,0.5662710070610046,0.0009260475053451955,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9963439106941223,0.669113278388977,1.5699964761734009,1.372328145403741,128,104.6998062133789,0.8179672360420227,0.9999915361404419,0.008937802165746689,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.24468815326690674,0.13547515869140625,0.2143132984638214,0.30198312510220204,128,99.64268493652344,0.7784584760665894,0.8312144875526428,0.0015333988703787327,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9947471618652344,0.5650111436843872,1.2226102352142334,1.0919028721543953,128,99.8706283569336,0.7802392840385437,0.9999943971633911,0.008747704327106476,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.28866392374038696,0.1327403336763382,0.1828647255897522,0.2875059191080381,128,97.74589538574219,0.7636398077011108,0.7827174663543701,0.0016529462300240993,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.9906005859375,0.481571227312088,0.9938228130340576,0.864293485258744,128,97.83776092529297,0.7643575072288513,0.9999946355819702,0.008983338251709938,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,1,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.5228981971740723,0.14006957411766052,0.007648992817848921,0.2042398582379473,5,4.388664245605469,0.8777328491210937,0.16757002472877502,0.004836613778024912,0.31644584922053703
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.4755655527114868,0.2643525302410126,0.15439273416996002,0.549860766541854,128,95.02641296386719,0.7423938512802124,0.5107485055923462,0.0011253254488110542,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9963780641555786,0.5323788523674011,1.2100989818572998,1.07186171430997,128,95.1230697631836,0.7431489825248718,0.9999927878379822,0.008820073679089546,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.47626328468322754,0.10780387371778488,0.18995974957942963,0.20436859126945447,128,67.9316177368164,0.5307157635688782,0.901322603225708,0.003981566056609154,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9952223300933838,0.25810912251472473,0.45338600873947144,0.37273287048443504,128,67.59737396240234,0.5281044840812683,0.9999970197677612,0.009502993896603584,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.7140925526618958,0.06294672936201096,0.24910247325897217,0.09902606172720857,128,28.57653045654297,0.22325414419174194,1.3448381423950195,0.016177892684936523,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.9640502333641052,0.10571281611919403,0.16915936768054962,0.12029460364863515,128,29.644460678100586,0.23159734904766083,0.9999986886978149,0.010986009612679482,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,10,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.21637821197509766,0.009772240184247494,0.03503022715449333,0.04080464343911446,5,2.6202402114868164,0.5240480422973632,0.7959760427474976,0.07608267664909363,0.18947154292890556
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,25,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.5152035355567932,0.26858755946159363,0.1539718061685562,0.5789734410809818,128,88.80348205566406,0.6937772035598755,0.49802425503730774,0.0011744142975658178,0.08874985854065373
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,25,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9949281811714172,0.5045125484466553,1.160805583000183,1.0242592968147806,128,88.83528900146484,0.6940256953239441,0.9999929666519165,0.008854001760482788,0.08874985854065373
Amazon-Ratings,GraphSAGEPairNorm,1,1,4,128,25,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.5687975287437439,0.11990932375192642,0.12053237110376358,0.21066437017717413,128,58.38196563720703,0.45610910654067993,0.7030245065689087,0.0027330871671438217,0.08874985854065373
