dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,class_metric_scope,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Amazon-Ratings,GraphSAGE,1,9,4,128,1,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.2568168640136719,0.17629821598529816,0.1551961749792099,0.39561356414237414,128,105.02767944335938,0.8205287456512451,0.6176710724830627,0.0008858838118612766,0.4233109263286113
Amazon-Ratings,GraphSAGE,1,9,4,128,1,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.0382038950920105,0.021118080243468285,0.02557443454861641,0.04452139874917755,128,90.17815399169922,0.7045168280601501,0.7568775415420532,0.00018601506599225104,0.4233109263286113
Amazon-Ratings,GraphSAGE,1,9,4,128,1,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.007969200611114502,0.003040529554709792,0.005088700447231531,0.006440173662789075,128,76.09660339355469,0.594504714012146,0.8883689045906067,5.613385292235762e-05,0.4233109263286113
Amazon-Ratings,GraphSAGE,1,9,4,128,1,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.0008115172386169434,0.00023469039297197014,7.61345581850037e-05,0.0012015607628569531,5,3.5150957107543945,0.7030191421508789,0.25109389424324036,7.375321729341522e-05,0.4233109263286113
Amazon-Ratings,GraphSAGE,1,9,4,128,10,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.10598880052566528,0.06420145183801651,0.1380980908870697,0.15301002400252806,128,86.03095245361328,0.6721168160438538,0.9330506920814514,0.0009512932156212628,0.23056226283918474
Amazon-Ratings,GraphSAGE,1,9,4,128,10,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.015498220920562744,0.006902989931404591,0.024680867791175842,0.01803152279087024,128,59.528141021728516,0.46506360173225403,1.1635280847549438,0.00028139830101281404,0.23056226283918474
Amazon-Ratings,GraphSAGE,1,9,4,128,10,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.0015745162963867188,0.0004448292020242661,0.008020144887268543,0.0019037740402301126,128,35.01589584350586,0.2735616862773895,2.0470919609069824,0.00022688499302603304,0.23056226283918474
Amazon-Ratings,GraphSAGE,1,9,4,128,10,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,6.693601608276367e-05,7.658435606572311e-06,0.0008513359935022891,0.0005764353568258305,5,1.8458635807037354,0.3691727161407471,1.212428092956543,0.0014026177814230323,0.23056226283918474
Amazon-Ratings,GraphSAGE,1,9,4,128,25,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.11992061138153076,0.05471617728471756,0.13303594291210175,0.13616344143878686,128,61.2752799987793,0.47871312499046326,0.9685951471328735,0.0011448824079707265,0.10017462154201236
Amazon-Ratings,GraphSAGE,1,9,4,128,25,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.026711642742156982,0.006142311729490757,0.02619183622300625,0.019642857981003972,128,33.90682601928711,0.26489707827568054,1.1398197412490845,0.0005295446026138961,0.10017462154201236
Amazon-Ratings,GraphSAGE,1,9,4,128,25,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.0035723447799682617,0.000385641265893355,0.015453474596142769,0.002762996931491613,128,14.552183151245117,0.11368893086910248,2.3488569259643555,0.0007371724932454526,0.10017462154201236
Amazon-Ratings,GraphSAGE,1,9,4,128,25,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.0005256533622741699,1.9111444998998195e-05,0.0032135406509041786,0.0011179120760076938,5,1.8123198747634888,0.3624639749526978,1.6854039430618286,0.007100422866642475,0.10017462154201236
Amazon-Ratings,GraphSAGE,1,9,4,128,50,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.2071438431739807,0.08097738027572632,0.10341063141822815,0.18961959518426771,128,47.61641311645508,0.3720032274723053,0.7255272269248962,0.0010478731710463762,0.08189906630460415
Amazon-Ratings,GraphSAGE,1,9,4,128,50,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.1727190613746643,0.020216718316078186,0.06535109132528305,0.05423407904059725,128,13.900391578674316,0.1085968092083931,1.0636054277420044,0.002146440790966153,0.08189906630460415
Amazon-Ratings,GraphSAGE,1,9,4,128,50,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.19090664386749268,0.010784617625176907,0.15669699013233185,0.02774318886336283,128,4.2231035232543945,0.03299299627542496,2.2931594848632812,0.011159957386553288,0.08189906630460415
Amazon-Ratings,GraphSAGE,1,9,4,128,50,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.14465397596359253,0.004744447767734528,0.058716557919979095,0.013929509539483322,5,2.0718178749084473,0.41436357498168946,1.9792776107788086,0.17355488240718842,0.08189906630460415
