epoch,num_layers,metric,baseline_mean,pairnorm_mean,pairnorm_to_baseline_ratio,n_pairs,mean_difference,ci95_low,ci95_high,positive_pairs,negative_pairs,zero_pairs,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue
600,8,mean_edge_cosine_distance,0.1834463462233543,0.4798931658267975,2.6159865034461123,10,0.29644681960344316,0.283968719041831,0.3089249201650553,10,0,0,1.3441675819886116e-12,0.001953125,0.001953125,16.994996843830855,5.3766703279544465e-12,0.0078125,0.0078125
600,8,normalized_dirichlet_energy,0.2717476479680395,1.001010216651248,3.6836021365269653,10,0.7292625686832085,0.6933805662995111,0.7651445710669059,10,0,0,5.451949421966969e-12,0.001953125,0.001953125,14.5388490086983,1.0903898843933938e-11,0.0078125,0.0078125
600,8,effective_rank_ratio,0.02410466875880952,0.08881292566657062,3.6844698657853243,10,0.06470825690776111,0.06198102924296266,0.06743548457255956,10,0,0,1.3598131161360237e-12,0.001953125,0.001953125,16.973096544492375,5.3766703279544465e-12,0.0078125,0.0078125
800,4,mean_pairwise_cosine_distance,0.4266492068767548,0.9931302666664124,2.3277443170152092,10,0.5664810597896576,0.5533835742604519,0.5795785453188632,10,0,0,6.173324319786606e-15,0.001953125,0.001953125,30.93999511039762,1.851997295935982e-14,0.0078125,0.0078125
800,4,mean_edge_cosine_distance,0.2227911591529846,0.48796271085739135,2.190224749997017,10,0.26517155170440676,0.25645804185473975,0.27388506155407377,10,0,0,1.4547584113817742e-13,0.001953125,0.001953125,21.769907196540412,2.9095168227635484e-13,0.0078125,0.0078125
800,4,normalized_dirichlet_energy,0.6391586796385148,0.916332471985443,1.4336541162261736,10,0.27717379234692807,0.26200822633077947,0.2923393583630767,10,0,0,1.4118671757443058e-11,0.001953125,0.001953125,13.074235824974975,1.4118671757443058e-11,0.0078125,0.0078125
800,4,effective_rank_ratio,0.02418347410857672,0.15931320190429682,6.587688815470729,10,0.1351297277957201,0.13240374867021712,0.1378557069212231,10,0,0,1.8106701658152095e-15,0.001953125,0.001953125,35.46101401827754,7.242680663260838e-15,0.0078125,0.0078125
800,8,mean_pairwise_cosine_distance,0.7827714323997498,0.9898889422416687,1.2645951311827475,10,0.20711750984191898,0.18397043743778976,0.2302645822460482,10,0,0,8.167125440893463e-09,0.001953125,0.001953125,6.400936517142178,1.6334250881786927e-08,0.0078125,0.0078125
800,8,mean_edge_cosine_distance,0.268060564994812,0.5080618172883987,1.8953247274481857,10,0.24000125229358674,0.21797055063843118,0.2620319539487423,10,0,0,1.4300820739026282e-09,0.001953125,0.001953125,7.793058794107437,4.290246221707884e-09,0.0078125,0.0078125
800,8,normalized_dirichlet_energy,0.44997288426263465,1.0376611906995736,2.3060527133762228,10,0.5876883064369387,0.5192543971811721,0.6561222156927053,10,0,0,1.1732911914688825e-08,0.001953125,0.001953125,6.143254026406949,1.6334250881786927e-08,0.0078125,0.0078125
800,8,effective_rank_ratio,0.0253804706037044,0.0920529723167419,3.6269214134786893,10,0.06667250171303749,0.0638743420942457,0.06947066133182928,10,0,0,1.3091885021096871e-12,0.001953125,0.001953125,17.04500137148527,5.2367540084387485e-12,0.0078125,0.0078125
