model,num_layers,epoch,selected_representation,mean_mean_pairwise_cosine_distance,std_mean_pairwise_cosine_distance,mean_mean_edge_cosine_distance,std_mean_edge_cosine_distance,mean_normalized_dirichlet_energy,std_normalized_dirichlet_energy,mean_effective_rank,std_effective_rank,mean_effective_rank_ratio,std_effective_rank_ratio,mean_mean_embedding_norm,std_mean_embedding_norm,mean_mean_feature_variance,std_mean_feature_variance,mean_gradient_norm,std_gradient_norm
GraphSAGEPairNorm,4,100,pns.2,0.9894766092300415,0.002353820599165257,0.2598752215504646,0.008144772427499685,0.49241358872456464,0.024286382211175,16.852862548828124,0.3351350887769223,0.1316629886627197,0.0026182428810697074,0.999996691942215,8.995716900849456e-08,0.00951676424592727,9.058352959029945e-05,0.3421866124433152,0.06110364096470518
GraphSAGEPairNorm,4,200,pns.2,0.9925766587257385,0.0018738350165402428,0.3751646548509598,0.01311679531261906,0.7530700821864873,0.026799340521876065,19.358605194091798,0.4087390840674649,0.15123910307884214,0.003193274094277072,0.9999966025352478,7.947285966476901e-08,0.009442722983658261,3.618172340483569e-05,0.5131512307867178,0.05617851842234466
GraphSAGEPairNorm,4,400,pns.2,0.9926301896572113,0.0015124166343602368,0.43896224200725553,0.010363489274002399,0.8638820330981911,0.018986743648130015,20.774097061157228,0.4171375765924954,0.16229763329029082,0.003258887317128892,0.9999968111515045,9.834264653051509e-08,0.009305981639772611,4.07441796925031e-05,0.5865999316724739,0.06413006680247313
GraphSAGEPairNorm,4,600,pns.2,0.9920784831047058,0.00132110872824044,0.4747816801071167,0.012262064248075239,0.9143513129283694,0.026150190151698515,20.817366981506346,0.34638787730451104,0.1626356795430183,0.0027061552914414842,0.9999968707561493,9.424321838001413e-08,0.00929565085098142,7.402168742397156e-05,0.6132600194540679,0.05960330356076498
GraphSAGEPairNorm,4,800,pns.2,0.9931302666664124,0.0009035254508130678,0.48796271085739135,0.008543849301044574,0.916332471985443,0.022556907337741558,20.39208984375,0.4208140242263635,0.15931320190429682,0.003287609564268466,0.9999969124794006,7.847316134659351e-08,0.00935573102906341,0.00010908482954366121,0.6377716647072373,0.055544084280632344
GraphSAGE,8,1,convs.6,3.611445426940918e-05,1.3567096067274467e-06,4.054082364746137e-06,1.211318589227771e-07,8.308708803504755e-06,2.516748589133391e-07,43.72232933044434,0.5184221929426561,0.3415806978940964,0.004050173382364516,0.7769793331623077,0.002058029298415187,1.788612323139205e-07,7.155158564670076e-09,0.38512923114134795,0.0004590163740895156
GraphSAGE,8,10,convs.6,4.82797622680664e-07,1.8848643661548972e-08,3.867697735415732e-08,1.5428751137017622e-09,1.8622044971898803e-07,2.358859348934723e-08,15.42420072555542,1.0500760466103745,0.1205015681684017,0.008203719114143542,2.4933321952819822,0.025381104233820107,1.3007884973603724e-07,1.8743989465014486e-08,0.08848400445669083,0.013223199533142042
GraphSAGE,8,25,convs.6,2.384185791015625e-07,0.0,1.7855771261565678e-08,8.875381141548175e-10,7.641142783368185e-08,2.18290557939714e-08,6.286561155319214,0.8186321707141748,0.04911375902593132,0.006395563833704484,2.122781777381897,0.02029319038704357,5.027326714923674e-08,1.4734736551781999e-08,0.06477175260798278,0.003951482978748352
GraphSAGE,8,50,convs.6,1.0251998901367187e-06,9.284219340740845e-07,3.455557688880617e-08,2.102488716653412e-08,3.010127770164738e-07,2.681744204493742e-07,1.9321648359298706,0.2546078946565386,0.015095037780702081,0.0019891241770042113,1.6678308129310608,0.018815359330216268,1.4690376914927583e-07,1.3163283533417687e-07,0.01871470480937822,0.0013051418595508928
GraphSAGE,8,100,convs.6,0.33276012539863586,0.04805513794112313,0.00945480959489937,0.001014144970070694,0.015251738031503462,0.0020631239841276,1.652126669883728,0.09708143515332969,0.01290723960846657,0.0007584487121353894,1.9336071491241456,0.24307584591181056,0.01219375682994718,0.002217256390315184,0.557361700709642,0.37567934170334166
GraphSAGE,8,200,convs.6,0.5059883296489716,0.03453595293896069,0.019024920649826492,0.002204691847861979,0.030484274990216442,0.004097992586472896,2.3797187566757203,0.0863667046830977,0.01859155278652901,0.0006747398803366948,2.0341201066970824,0.14799266183689935,0.01805706853047008,0.0023357050700362155,1.3849566647102474,1.325355274611841
GraphSAGE,8,400,convs.6,0.6888847410678863,0.02684711675599924,0.06930872201919554,0.008077862708398869,0.08885854493888967,0.01437262755411428,2.583380675315857,0.1087101428252047,0.02018266152590508,0.0008492979908219216,2.3833518266677856,0.20871410014136907,0.03486021514981981,0.006000812817393514,2.3835372267008297,1.7075893489529292
GraphSAGE,8,600,convs.6,0.7559566795825958,0.04644829713799883,0.1834463462233543,0.026303540348835544,0.2717476479680395,0.05492694381686378,3.0853976011276245,0.17002509898037385,0.024104668758809518,0.0013283210857841844,2.5114924907684326,0.3302295275556447,0.04464143402874465,0.01201578222251098,3.212183139732023,2.2980225944138764
GraphSAGE,8,800,convs.6,0.7827714323997498,0.03311074781930493,0.268060564994812,0.03780380261635344,0.44997288426263465,0.09393478737087453,3.24870023727417,0.17546829987016574,0.025380470603704398,0.0013708460927356716,2.7051564931869505,0.27050397260506953,0.060378254204988435,0.01762369852521327,3.224784374640449,1.4989693424016393
GraphSAGEPairNorm,8,1,pns.6,0.9777004241943359,0.004538717596339629,0.30449660122394556,0.006630486941771965,0.3411502757334132,0.02565596809547008,89.01386947631836,1.872082612150626,0.6954208552837372,0.014625645407426745,0.9999948501586914,9.40335556770309e-08,0.011370487231761161,0.00060678468750493,0.3056455457947226,0.00033219904340816853
GraphSAGEPairNorm,8,10,pns.6,0.8491022408008575,0.0403341407180135,0.04006774201989169,0.006621283801909838,0.06616454452986541,0.012897183067564242,6.052863359451294,1.451796359708447,0.04728799499571319,0.011342159060222243,0.9999988317489622,6.407306794006554e-08,0.01375014884397383,0.0016822212597527278,0.17642292292654851,0.0025724001393975762
GraphSAGEPairNorm,8,25,pns.6,0.9624745190143585,0.006269071404413845,0.03654345087707037,0.0027841576970289257,0.04746117283667987,0.005564270486504494,3.0812808990478517,0.7363733517619554,0.02407250702381129,0.00575291681064027,0.9999993324279787,2.5131524877665136e-08,0.01055185543373223,0.00047436555580205247,0.11725965259314239,0.029348739936562535
GraphSAGEPairNorm,8,50,pns.6,0.9680927872657776,0.011964680040820633,0.0504238042980432,0.004661632082809376,0.07595325544736051,0.005919937299761733,4.290407299995422,0.6126076157649705,0.03351880703121419,0.004785996998163842,0.999998927116394,1.192092896031656e-07,0.01043575601652261,0.0005946002809440807,0.14418715819850228,0.020122982070142688
GraphSAGEPairNorm,8,100,pns.6,0.9882618844509125,0.0047810814038241264,0.12379138469696041,0.008155575821994861,0.19574630328176607,0.011517254212230063,6.635592126846314,0.28073320556573833,0.05184056349098677,0.0021932281684823225,0.9999977469444274,1.0052609949643842e-07,0.00975221050903197,0.00029169639815498184,0.22958214641951344,0.03349440371357679
GraphSAGEPairNorm,8,200,pns.6,0.9805761814117432,0.006726380047308399,0.2817876875400543,0.013952612368209319,0.528121968242982,0.030029101561740282,8.793495845794677,0.4484111671039476,0.06869918629527086,0.003503212242999583,0.9999972343444824,7.539457466340173e-08,0.00974874328821892,0.0001852874719262224,0.35069544070812464,0.043071546210326654
GraphSAGEPairNorm,8,400,pns.6,0.9867302536964416,0.005362034135907037,0.42588773667812346,0.019815749361121075,0.886727698074089,0.05699826654315195,10.7574294090271,0.410171740352275,0.08404241725802417,0.0032044667215021527,0.9999973237514496,1.1396114354508295e-07,0.00932555114850398,0.00018154989611333033,0.4910728964475338,0.05373717655698031
GraphSAGEPairNorm,8,600,pns.6,0.988836407661438,0.004508128855920119,0.4798931658267975,0.017621066494663336,1.001010216651248,0.03984635191310446,11.368054485321045,0.4581018478845814,0.0888129256665706,0.0035789206865982763,0.9999972820281983,1.0208473668305148e-07,0.00915474770590656,0.00021588014950672942,0.5427690932839727,0.04847370031864832
GraphSAGEPairNorm,8,800,pns.6,0.9898889422416687,0.00395034094392684,0.5080618172883987,0.01492960930160445,1.0376611906995734,0.0581790562527805,11.78278045654297,0.5009003802054849,0.0920529723167419,0.003913284220355362,0.9999973297119142,1.0809477579716611e-07,0.008961028791964,0.0001428089759143647,0.6020864207044837,0.07823684170645649
