dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,class_metric_scope,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Amazon-Ratings,GraphSAGE,1,6,4,128,1,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.2555050253868103,0.17544417083263397,0.15467627346515656,0.39389291836993817,128,105.11821746826172,0.8212360739707947,0.618069052696228,0.0008821680676192045,0.4238669334005607
Amazon-Ratings,GraphSAGE,1,6,4,128,1,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.038178205490112305,0.021103059872984886,0.025359854102134705,0.04443513028835103,128,90.25257110595703,0.7050982117652893,0.7544490694999695,0.0001842852943809703,0.4238669334005607
Amazon-Ratings,GraphSAGE,1,6,4,128,1,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.007834434509277344,0.0030030219350010157,0.005042889155447483,0.006353917599313522,128,76.23966217041016,0.5956223607063293,0.8903534412384033,5.541730206459761e-05,0.4238669334005607
Amazon-Ratings,GraphSAGE,1,6,4,128,1,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.000812232494354248,0.00022502719366457313,7.322079181903973e-05,0.0011621901026878177,5,3.5006728172302246,0.700134563446045,0.25038665533065796,7.251839997479692e-05,0.4238669334005607
Amazon-Ratings,GraphSAGE,1,6,4,128,10,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.10500597953796387,0.06343823671340942,0.13627494871616364,0.151177175066812,128,86.28591918945312,0.6741087436676025,0.9330453276634216,0.0009387807222083211,0.23178238231056855
Amazon-Ratings,GraphSAGE,1,6,4,128,10,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.014684557914733887,0.006631799973547459,0.023847971111536026,0.01726780912136719,128,59.979148864746094,0.46858710050582886,1.1688413619995117,0.00027382708503864706,0.23178238231056855
Amazon-Ratings,GraphSAGE,1,6,4,128,10,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.0014652013778686523,0.000419688003603369,0.0075562484562397,0.0017817352158751236,128,35.2698860168457,0.27554598450660706,2.0540032386779785,0.00022239961253944784,0.23178238231056855
Amazon-Ratings,GraphSAGE,1,6,4,128,10,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,6.020069122314453e-05,7.3284932113892864e-06,0.000805057177785784,0.0005388429140956506,5,1.8112142086029053,0.3622428417205811,1.2194721698760986,0.001404827693477273,0.23178238231056855
Amazon-Ratings,GraphSAGE,1,6,4,128,25,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.11496806144714355,0.053095247596502304,0.133506640791893,0.13237930472001036,128,61.53408432006836,0.48073503375053406,0.9849154949188232,0.0011441619135439396,0.10341130014857416
Amazon-Ratings,GraphSAGE,1,6,4,128,25,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.022185206413269043,0.005583313759416342,0.025466635823249817,0.01887242683509562,128,34.96402359008789,0.27315643429756165,1.145424723625183,0.0005100549897179008,0.10341130014857416
Amazon-Ratings,GraphSAGE,1,6,4,128,25,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.0028063058853149414,0.0003429928910918534,0.01633404940366745,0.0028830817751105972,128,13.73022174835205,0.1072673574090004,2.361630916595459,0.0008032349869608879,0.10341130014857416
Amazon-Ratings,GraphSAGE,1,6,4,128,25,4,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.0002917051315307617,1.1491752957226709e-05,0.0037881117314100266,0.0012456310333384135,5,1.643862247467041,0.3287724494934082,1.731785535812378,0.008579932153224945,0.10341130014857416
Amazon-Ratings,GraphSAGE,1,6,4,128,50,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.18708288669586182,0.07196813076734543,0.10247256606817245,0.17094657197412064,128,46.36481857299805,0.36222514510154724,0.7610743045806885,0.0010636274237185717,0.05261517828585989
Amazon-Ratings,GraphSAGE,1,6,4,128,50,2,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.19072163105010986,0.02219950594007969,0.0704936683177948,0.06171224352126781,128,13.340927124023438,0.1042259931564331,1.0300483703613281,0.002243178430944681,0.05261517828585989
Amazon-Ratings,GraphSAGE,1,6,4,128,50,3,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.2055976390838623,0.011767436750233173,0.1707667112350464,0.031998244993446646,128,4.287261962890625,0.03349423408508301,2.2140564918518066,0.011394130066037178,0.05261517828585989
