num_layers,metric,n,spearman_rho,spearman_pvalue,spearman_holm_pvalue
4,mean_pairwise_cosine_distance,10,-0.32826899358723494,0.3544183270183252,1.0
4,mean_edge_cosine_distance,10,-0.43769199144964654,0.20584999674311066,0.8233999869724427
4,normalized_dirichlet_energy,10,-0.07294866524160776,0.8412712675592938,1.0
4,effective_rank_ratio,10,-0.29179466096643103,0.4133266028608583,1.0
8,mean_pairwise_cosine_distance,10,0.6,0.06668799999999996,0.20006399999999985
8,mean_edge_cosine_distance,10,0.6363636363636362,0.04791172612997547,0.19164690451990188
8,normalized_dirichlet_energy,10,0.5636363636363636,0.08972402831709125,0.20006399999999985
8,effective_rank_ratio,10,0.06666666666666665,0.8548130882487426,0.8548130882487426
