model,num_layers,epoch,selected_representation,mean_mean_pairwise_cosine_distance,std_mean_pairwise_cosine_distance,mean_mean_edge_cosine_distance,std_mean_edge_cosine_distance,mean_normalized_dirichlet_energy,std_normalized_dirichlet_energy,mean_effective_rank,std_effective_rank,mean_effective_rank_ratio,std_effective_rank_ratio,mean_mean_embedding_norm,std_mean_embedding_norm,mean_mean_feature_variance,std_mean_feature_variance,mean_gradient_norm,std_gradient_norm
GraphSAGEPairNorm,4,600,pns.2,0.9894016027450562,0.002315732911196572,0.971942138671875,0.010403220682509581,1.2687706012439453,0.04853035552559204,14.00461130142212,0.46068244342080444,0.10941102579236026,0.003599081589225042,0.9999993920326233,2.5131524820091652e-08,0.01013201214373107,0.0003619132632552523,0.17555760895112182,0.011311482911981516
GraphSAGEPairNorm,4,800,pns.2,0.9911993563175201,0.002964369717609019,0.9711065232753754,0.01109816790462321,1.2491018110181749,0.06523609467485102,13.920327377319335,0.5603252710944154,0.10875255763530729,0.004377541180425132,0.9999993562698364,1.0052609947364965e-07,0.01020470568910236,0.00033503508347620573,0.183821587003217,0.01338260767677738
GraphSAGE,8,1,convs.6,0.07691320180892942,0.009338251521537909,0.10425181835889814,0.013253621502259635,0.5701856051176865,0.024020730724710008,1.2963248491287231,0.022265435110601712,0.0101275378838181,0.00017394871180158991,3.008366084098816,0.3260207395506392,0.020849030651152088,0.006632200776139662,0.07149936362993706,0.005351485203802847
GraphSAGE,8,10,convs.6,0.10411221385002131,0.05752429986904517,0.14495207928121084,0.0775669578616428,0.3237103679779699,0.18941177025716585,1.441738486289978,0.12006961994466098,0.01126358192414041,0.0009380439058176593,1.7744376897811889,0.4096704989687623,0.00386998885951466,0.004147007733583086,0.09829792331765366,0.05010501631844875
GraphSAGE,8,25,convs.6,0.13515139222145076,0.07493567137023044,0.14327919185161586,0.08215665537428946,0.32710777463723606,0.23416141718847522,2.602590465545654,1.603225427008719,0.020332738012075368,0.012525198648505612,2.34185608625412,0.6808277446467146,0.01924986268859351,0.030757418681562645,0.24527677282496274,0.4448215721763569
GraphSAGE,8,50,convs.6,0.2350064933300018,0.1889736023177281,0.18902998999692494,0.11922676530618552,0.3879510292604944,0.225497493336874,2.8039225935935974,1.7903750199571358,0.02190564526244993,0.013987304843415121,2.8130484580993653,1.0653736400869491,0.05395815319279786,0.06380808737205103,0.4220393388608077,0.6582440026386694
GraphSAGE,8,100,convs.6,0.23061112761497493,0.16770224714061768,0.20444669877178961,0.12836553617850158,0.44349002151748423,0.2758934626504367,3.287944483757019,2.100546884328393,0.025687066279351668,0.016410522533815586,4.989687061309814,4.506849557053851,0.3461649543762178,0.5555601611131034,0.23021772759791842,0.19972054111345086
GraphSAGE,8,200,convs.6,0.21101340055465698,0.19639111874316514,0.18537946277647274,0.15919780138226855,0.41320123973346545,0.3355352445122381,3.1600440979003905,2.2243375705979194,0.024687844514846752,0.017377637270296266,5.4250723898410795,4.572182804154413,0.5354120450418123,0.5976217740119947,0.1818386986972977,0.17586780120557968
GraphSAGE,8,400,convs.6,0.29331307411193847,0.27262150702618526,0.2618704392109066,0.2263688492770815,0.415140015604418,0.32386333328453143,3.071653628349304,2.1485303424801687,0.0239972939714789,0.01678539330062629,5.937275719642639,6.563868575928911,1.4486762240958342,3.293960772200816,0.20199288200476126,0.19299068918393122
GraphSAGE,8,600,convs.6,0.28526170849800103,0.2599877924524709,0.2556802683509886,0.2185598764308013,0.44149250224424696,0.34680573980181645,3.1594554662704466,2.2302085443134185,0.024683245830237822,0.017423504252448596,5.247147804498672,5.338746352354264,0.9644200254007955,2.2353254845488477,0.18151101772601747,0.17153425021133928
GraphSAGE,8,800,convs.6,0.3084051787853241,0.28382259818097155,0.28141499620396637,0.24577239817269733,0.485046689209604,0.3791306250146214,3.125550889968872,2.1658449977159324,0.024418366327881757,0.016920664044655757,5.177207797765732,5.516040814232185,0.9794621733721215,2.442923870148213,0.18422147284632964,0.18072888856499267
GraphSAGEPairNorm,8,1,pns.6,0.9361388683319092,0.014603345481918465,1.281697964668274,0.04030827329446072,0.5065551729695583,0.10678101120848917,8.965343570709228,1.2385458810235461,0.07004174664616582,0.009676139695496445,0.999998289346695,1.0532028109733317e-07,0.03087868280708783,0.006172350586084939,0.15123426874800167,0.0035114565313389204
GraphSAGEPairNorm,8,10,pns.6,0.8088940382003784,0.03794786529086419,0.6344514667987824,0.06606274046655475,1.1956639914096796,0.17708329144986856,3.4098584175109865,0.3438144616821227,0.02663951888680452,0.0026860504818915854,0.9999995827674866,1.0130841554117846e-07,0.01482914732769126,0.0016228046709267172,0.06269826853931228,0.009508205017182561
GraphSAGEPairNorm,8,25,pns.6,0.9458114862442016,0.01323154143530177,0.864154863357544,0.031220852819320712,1.288307168261363,0.10256598650047802,4.889806413650513,0.2902183717748335,0.03820161260664458,0.0022673310294908933,0.9999994337558746,9.424321828218449e-08,0.01122750751674171,0.0007446156978850286,0.12979836568895955,0.03163729758419467
GraphSAGEPairNorm,8,50,pns.6,0.9779522061347962,0.008858415854035961,0.951429831981659,0.021188086816173204,1.4296522849501243,0.08438429527493466,6.5369950294494625,0.5441829922189794,0.051070273667573884,0.0042514296267107815,0.9999994158744812,3.769728731535801e-08,0.00974239744245999,0.00043322399720060496,0.17940450091750723,0.01966649103920536
GraphSAGEPairNorm,8,100,pns.6,0.9895363509654999,0.005273413599857069,0.9683976769447327,0.011410531940281295,1.5310859871751714,0.039734531453285114,7.463385105133057,1.1001363380738056,0.05830769613385195,0.008594815141201606,0.9999994218349457,7.972082554250613e-08,0.00923133241012688,0.0001975728701464347,0.20002163093177291,0.025057243468600963
GraphSAGEPairNorm,8,200,pns.6,0.9871492624282837,0.0069279157992057135,0.975292694568634,0.013979031818490256,1.5633278370296915,0.05627415807962512,7.0805858135223385,0.9106228137601481,0.05531707666814323,0.0071142407325011535,0.9999993681907654,1.262843495597467e-07,0.00915854535996911,0.00026595646752668135,0.22566162967325903,0.01669596613598497
GraphSAGEPairNorm,8,400,pns.6,0.9904425799846649,0.004096578461246663,0.9764127612113953,0.007429055333342274,1.551002458065844,0.04577758083488704,7.135583019256591,0.6992832031843456,0.05574674233794208,0.005463150024877692,0.9999993741512299,7.565590840091545e-08,0.00913384081795806,0.00020843147264029832,0.2431425412813885,0.017662064730646135
GraphSAGEPairNorm,8,600,pns.6,0.9868262946605683,0.00467383011240716,0.9721679985523224,0.016840945044490886,1.5307473259719124,0.07072010540540923,6.996584510803222,0.6208056026867028,0.05466081649065013,0.004850043770989857,0.9999993443489075,6.882551535232595e-08,0.00925655970349902,0.00019997524846835025,0.23141774578969057,0.017536080404774116
GraphSAGEPairNorm,8,800,pns.6,0.9861508548259735,0.0061785763641340795,0.9731375753879548,0.01316651573961849,1.5221067657346092,0.05665308698371274,7.187865543365478,0.642957088754179,0.05615519955754276,0.005023102255892028,0.9999993741512299,7.565590838192942e-08,0.009375472553074301,0.00032656159757914524,0.24622208773983095,0.02109167728589078
