dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,class_metric_scope,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.7931707501411438,0.7697978019714355,6.194346904754639,0.7354484898012214,128,108.00232696533203,0.8437681794166565,2.305574417114258,0.055192314088344574,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9553638696670532,0.9035999774932861,1.3011566400527954,0.8787639001573417,128,108.4161376953125,0.8470010757446289,0.9999994039535522,0.011575404554605484,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.5358148813247681,0.6257143020629883,0.9198360443115234,0.7250703777887425,128,70.90457153320312,0.5539419651031494,0.9587857127189636,0.006736238952726126,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9604217410087585,1.0834290981292725,1.5318938493728638,1.0637039713145904,128,71.3380126953125,0.5573282241821289,0.9999976754188538,0.011249866336584091,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.6045876145362854,0.8614146113395691,1.6647956371307373,0.9374227858683629,128,38.51586151123047,0.30090516805648804,1.149457573890686,0.00986022874712944,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.9571019411087036,1.1940337419509888,1.8435393571853638,1.3188405969896053,128,39.52925491333008,0.30882230401039124,0.9999983310699463,0.010935758240520954,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,1,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.899991512298584,1.310293436050415,0.27703896164894104,1.3930454218738852,5,2.860658884048462,0.5721317768096924,0.3703273832798004,0.03588331863284111,0.11981829706559888
Squirrel,GraphSAGEPairNorm,1,5,4,128,10,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.8342035412788391,0.8345317840576172,24.84522247314453,0.9853170563932334,128,111.69486236572266,0.8726161122322083,4.225430488586426,0.16622550785541534,0.08166292293655134
Squirrel,GraphSAGEPairNorm,1,5,4,128,10,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9683180451393127,0.8607863783836365,1.517835259437561,1.1678917663891146,128,111.61702728271484,0.8720080256462097,0.9999996423721313,0.010157177224755287,0.08166292293655134
Squirrel,GraphSAGEPairNorm,1,5,4,128,10,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.5605335831642151,0.5838049054145813,5.185569763183594,0.9342574240431507,128,43.46727752685547,0.33958810567855835,1.945245623588562,0.026196885854005814,0.08166292293655134
