epoch,loss,train_acc,val_acc,test_acc,gradient_norm
1,2.894070863723755,0.17652250826358795,0.17563989758491516,0.17349322140216827,0.24234411428191607
2,2.8240890502929688,0.17828772962093353,0.17828772962093353,0.18018999695777893,0.22430756611795305
3,2.736528158187866,0.1800529658794403,0.17961165308952332,0.1807091236114502,0.21773303603613964
4,2.6426234245300293,0.20211827754974365,0.20520742237567902,0.201681986451149,0.2114718423636836
5,2.5488388538360596,0.2065313309431076,0.20211827754974365,0.20220111310482025,0.19577996184603705
6,2.4737164974212646,0.22683142125606537,0.21226832270622253,0.21595805883407593,0.17003727819047876
7,2.414498805999756,0.24801412224769592,0.22815534472465515,0.2374500334262848,0.1406085108984201
8,2.3672354221343994,0.2603707015514374,0.25595763325691223,0.25681358575820923,0.12431244664289967
9,2.32253360748291,0.277140349149704,0.27052074670791626,0.2721279263496399,0.11970887607014633
10,2.2971198558807373,0.2859664559364319,0.28817299008369446,0.2830296456813812,0.12100863385489187
11,2.2658894062042236,0.3106796145439148,0.3000882565975189,0.2982920706272125,0.11790214835558895
12,2.23154878616333,0.32303619384765625,0.3172992169857025,0.3169807493686676,0.12579482237798345
13,2.1954405307769775,0.34068843722343445,0.3349514603614807,0.3369153141975403,0.1283238224148488
14,2.1684587001800537,0.34951457381248474,0.34951457381248474,0.3536832332611084,0.12306066134968129
15,2.1536083221435547,0.36716681718826294,0.36716681718826294,0.36702486872673035,0.1250596635728399
16,2.1157867908477783,0.39364519715309143,0.37378641963005066,0.37813425064086914,0.12408739544831551
17,2.077913284301758,0.3989408612251282,0.38217124342918396,0.382962167263031,0.1241235034847172
18,2.0517213344573975,0.4051191508769989,0.3865842819213867,0.3863884210586548,0.12302309863930838
19,2.0237932205200195,0.4157105088233948,0.3940865099430084,0.3929813504219055,0.12242503233504773
20,1.9853681325912476,0.433362752199173,0.40026479959487915,0.39998960494995117,0.12505360963409531
21,1.9501968622207642,0.44218888878822327,0.40909090638160706,0.4126044809818268,0.1341882423613388
22,1.9229974746704102,0.4580759108066559,0.4139452874660492,0.41883403062820435,0.14369807175396385
23,1.876702070236206,0.4554280638694763,0.41747573018074036,0.42516741156578064,0.13243254280391686
24,1.8526580333709717,0.4642542004585266,0.4249779284000397,0.4332658350467682,0.14680495087185239
25,1.8324272632598877,0.48631951212882996,0.4377758204936981,0.4433888792991638,0.18141271700980213
26,1.7890238761901855,0.4924978017807007,0.44395411014556885,0.448320597410202,0.15419476972378984
27,1.7622390985488892,0.49691087007522583,0.4461606442928314,0.45200642943382263,0.14739773765499062
