dataset,model,seed,split_idx,num_layers,hidden_channels,epoch,layer_index,layer_name,num_nodes_used,num_labeled_nodes_used,num_classes_used,class_metric_scope,within_class_cosine_distance,between_class_cosine_distance,class_separation_margin,class_centroid_cosine_distance,fisher_discriminant_ratio,mean_pairwise_cosine_distance,mean_edge_cosine_distance,dirichlet_energy,normalized_dirichlet_energy,embedding_dim,effective_rank,effective_rank_ratio,mean_embedding_norm,mean_feature_variance,gradient_norm
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.6404012441635132,0.5640219449996948,1.0327261686325073,1.3083032923861273,128,93.32166290283203,0.7290754914283752,0.8230674862861633,0.004450430162250996,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9845174551010132,0.8667735457420349,2.2297096252441406,1.8128974766008927,128,94.08189392089844,0.735014796257019,0.9999972581863403,0.009608710184693336,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.30100345611572266,0.25798842310905457,0.5396491289138794,0.670715838612041,128,84.37863159179688,0.6592080593109131,0.8608487248420715,0.0024482901208102703,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9683405756950378,0.7928838133811951,2.144719123840332,1.7220219180772691,128,83.6930923461914,0.6538522839546204,0.9999956488609314,0.009730200283229351,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.3300480246543884,0.2505989670753479,0.5236991047859192,0.6621629972752947,128,77.48344421386719,0.6053394079208374,0.8402763605117798,0.002710313070565462,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.9538828134536743,0.7056759595870972,1.926526665687561,1.5095669216538052,128,77.02129364013672,0.6017288565635681,0.9999958872795105,0.009970402345061302,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,1,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.381004273891449,0.23175065219402313,0.14499205350875854,0.6012338506776466,18,10.522773742675781,0.5845985412597656,0.4244112968444824,0.007567673921585083,0.22325037990641752
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.8563178777694702,0.858735203742981,5.224145412445068,1.870321316750216,128,54.592018127441406,0.426500141620636,1.3942891359329224,0.019109802320599556,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9537714123725891,0.9180598855018616,2.8522722721099854,2.1357431658986537,128,54.586238861083984,0.42645499110221863,0.999998927116394,0.01043354719877243,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.8275907039642334,0.9551963806152344,7.383235931396484,2.4390364464514867,128,21.712249755859375,0.16962695121765137,1.2919721603393555,0.02172210067510605,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9061781764030457,0.9743172526359558,4.42612886428833,2.655430661252588,128,21.75851058959961,0.16998836398124695,0.9999988079071045,0.0130220428109169,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.824792742729187,1.013913869857788,18.466815948486328,2.5859386100893467,128,8.45989990234375,0.06609296798706055,1.8457269668579102,0.05163509026169777,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.8598649501800537,0.9828994274139404,5.197383403778076,2.794068287736122,128,8.136017799377441,0.06356263905763626,0.9999992251396179,0.014532413333654404,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,10,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.12754589319229126,0.10011649131774902,3.3462331295013428,0.48132205065941075,18,3.237030029296875,0.17983500162760416,1.996593713760376,0.19015611708164215,0.18580450466115514
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,1,convs.0,2048,0,0,,nan,nan,nan,nan,nan,0.8510634303092957,0.7727240920066833,4.879064559936523,1.6034582322240234,128,45.95978927612305,0.3590608537197113,1.493265151977539,0.020639454945921898,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,2,pns.0,2048,0,0,,nan,nan,nan,nan,nan,0.9600257277488708,0.8475010991096497,2.3515799045562744,1.8468360060745808,128,46.28904724121094,0.36163318157196045,0.9999989867210388,0.009947671554982662,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,3,convs.1,2048,0,0,,nan,nan,nan,nan,nan,0.7824546098709106,0.7788967490196228,4.670460224151611,1.9787385902980108,128,17.24348258972168,0.13471470773220062,1.407884955406189,0.016733642667531967,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,4,pns.1,2048,0,0,,nan,nan,nan,nan,nan,0.9355743527412415,0.9159656167030334,2.8559343814849854,2.1805157989528348,128,17.38489532470703,0.13581949472427368,0.9999988079071045,0.010232435539364815,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,5,convs.2,2048,0,0,,nan,nan,nan,nan,nan,0.8863216638565063,0.9802616238594055,22.918277740478516,2.4935709878778582,128,6.41568660736084,0.05012255162000656,2.250864028930664,0.0709456205368042,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,6,pns.2,2048,0,0,,nan,nan,nan,nan,nan,0.8690640926361084,0.9499914050102234,4.377139091491699,2.52375049513634,128,6.419407367706299,0.05015162006020546,0.9999993443489075,0.013549832627177238,0.12129011460260175
Roman-empire,GraphSAGEPairNorm,1,7,4,128,25,7,convs.3,2048,0,0,,nan,nan,nan,nan,nan,0.19008922576904297,0.1886616349220276,14.587132453918457,0.6416186219827406,18,4.313440322875977,0.23963557349310982,3.8534252643585205,0.581323504447937,0.12129011460260175
