model,num_layers,epoch,selected_representation,mean_mean_pairwise_cosine_distance,std_mean_pairwise_cosine_distance,mean_mean_edge_cosine_distance,std_mean_edge_cosine_distance,mean_normalized_dirichlet_energy,std_normalized_dirichlet_energy,mean_effective_rank,std_effective_rank,mean_effective_rank_ratio,std_effective_rank_ratio,mean_mean_embedding_norm,std_mean_embedding_norm,mean_mean_feature_variance,std_mean_feature_variance,mean_gradient_norm,std_gradient_norm
GraphSAGEPairNorm,4,10,pns.2,0.857663482427597,0.007501427913512023,0.9795435547828675,0.014267153607846812,2.791421640055807,0.007998760320465419,8.346043920516967,0.2624826812958298,0.06520346812903878,0.002050645947623658,0.9999992191791535,5.218953111819414e-08,0.014468446746468511,0.00020532189798206382,0.1864041617130528,0.0020176813682696226
GraphSAGEPairNorm,4,25,pns.2,0.869509893655777,0.003050951816219769,0.9379407644271851,0.004589532707677794,2.513026451621444,0.009162006730062832,6.492411708831787,0.04807110774699645,0.05072196647524828,0.0003755555292734168,0.9999993920326233,7.3270356258167e-08,0.01338318921625609,0.0001167145116208798,0.1211290315213525,0.0008132158600226195
GraphSAGEPairNorm,4,50,pns.2,0.9331682085990906,0.005717559011795407,0.9963938057422638,0.0077720552506323325,2.150535783253173,0.011803579288149225,6.747640180587768,0.0950842069470382,0.0527159389108419,0.0007428453667737172,0.9999990880489349,8.45275218775472e-08,0.012551391590386578,0.0001347434454335866,0.09662624377850793,0.004222738567564248
GraphSAGEPairNorm,4,100,pns.2,0.978298830986023,0.002077729792267864,1.0306206703186036,0.0128933781078969,2.1542459837063967,0.03724128862138619,9.252098751068115,0.2537410063681189,0.07228202149271962,0.0019823516122509364,0.9999984204769135,3.141440603443615e-08,0.01003370983526106,0.00010365918730290174,0.19706439044610868,0.051765756254575884
GraphSAGEPairNorm,4,200,pns.2,0.9919139444828033,0.0011887020450903991,1.012309968471527,0.005792703219601609,2.014402054844428,0.014967868329957536,13.604406547546386,0.24078137650080073,0.1062844261527061,0.00188110450391251,0.9999984085559845,5.654593092956954e-08,0.008734292723238422,8.613117453988795e-05,0.22654071924002395,0.03282754508419717
GraphSAGEPairNorm,4,400,pns.2,0.9916922271251678,0.000846264694136597,1.00539670586586,0.007479630045686893,1.9195257637995886,0.021832900908219623,16.620954513549805,0.09954367936933897,0.1298512071371078,0.0007776849950729732,0.999998337030411,7.135981316444738e-08,0.00850741872563955,3.1905982007621894e-05,0.26430937768878643,0.021387472103697232
GraphSAGEPairNorm,4,600,pns.2,0.9957910418510437,0.0004291023386592624,0.9960034668445588,0.006199939068091375,1.8737228576804221,0.021072334004435134,17.843173599243165,0.1698986170223304,0.1393997937440872,0.0013273329454869367,0.9999983012676241,6.438037454069969e-08,0.00846111718565221,2.398103954116271e-05,0.2945006115262929,0.036440119790739814
GraphSAGEPairNorm,4,800,pns.2,0.9945388257503509,0.0005862815876920036,0.9980404794216156,0.005605515693080225,1.8757308750339483,0.015989590235654588,18.363380241394044,0.19952260221065624,0.14346390813589094,0.001558770329770751,0.9999982714653017,4.8666988655447724e-08,0.008433484099805311,3.829204928653786e-05,0.3128148011091772,0.044573302406477514
GraphSAGE,8,1,convs.6,0.00013831853866571998,1.2632910386194772e-05,2.2173590878082905e-05,1.5998785883368063e-06,9.06802121830708e-05,7.476144622318969e-06,21.20061550140381,0.8029792570552384,0.16562980860471724,0.006273275445744049,1.2787776947021485,0.012835641930662178,6.124046831246233e-06,6.329712205317785e-07,0.2636083638787444,0.0003337339050532881
GraphSAGE,8,10,convs.6,8.344650268554688e-07,1.1585060546488166e-07,1.7900943589665987e-07,1.9317305653291083e-08,4.080362062943696e-07,5.993208191473289e-08,25.2985933303833,1.5873103625330585,0.1976452603936195,0.012400862207289523,1.9555149793624877,0.06421004367133144,3.510606578771558e-08,9.50650425789261e-09,0.2831679934340077,0.0015738878768221947
GraphSAGE,8,25,convs.6,0.00013112425804136273,0.00016757429481857518,9.260323844273444e-06,1.1836347066445436e-05,0.00010226866072446366,0.0001388272981165303,2.712673878669739,0.5915608304080148,0.02119276467710729,0.004621568987562613,1.8379353523254394,0.06005186220458409,2.0019414290572967e-05,2.7524866627827476e-05,0.08566711992124768,0.005686208322181346
GraphSAGE,8,50,convs.6,0.5253793120384216,0.05924181490014211,0.24956969246268268,0.15041977245409918,0.639530681783549,0.6055594667297197,2.5321904182434083,0.3321820658070605,0.01978273764252658,0.002595172389117661,3.2978739500045777,0.909435715898489,0.09885309934616085,0.09657744689384999,0.32347093125776316,0.11938694165296304
GraphSAGE,8,100,convs.6,0.7780016779899597,0.022610477285522422,0.7627868235111237,0.03405777040587667,1.832824576569933,0.08746491448965625,4.273926901817322,0.4581196461900371,0.03339005392044777,0.0035790597358596613,11.81266508102417,1.3805793147414234,1.3273080885410309,0.3277001950924682,0.6711533305632839,0.3046978136593614
GraphSAGE,8,200,convs.6,0.7649451613426208,0.02602331988649515,0.7225100874900818,0.02684895108769283,1.4522581266136183,0.06976065059973426,6.925890588760376,0.3190411015176465,0.054108520224690385,0.0024925086056066066,37.11070442199707,3.069683088696461,13.726754570007325,2.587123972089696,0.4089268827603535,0.053886736145608
GraphSAGE,8,400,convs.6,0.7026571869850159,0.014295551297623743,0.675430315732956,0.011829177075405902,1.287176747172482,0.02642104280166679,11.677383518218994,0.7127356062006271,0.09122955873608583,0.005568246923442394,36.33057899475098,1.980866868649263,10.143803596496582,1.483501898940216,0.4375057337133107,0.05951334487154337
GraphSAGE,8,600,convs.6,0.6934514224529267,0.012363628383418177,0.6679148018360138,0.012396681930506156,1.269819597887904,0.024390367577170852,13.717619514465332,0.5736020325457074,0.10716890245676033,0.0044812658792633365,36.95443954467773,1.879208509380662,9.826963138580322,1.0914623102962195,0.45739949017820225,0.06637665104457414
GraphSAGE,8,800,convs.6,0.6959782302379608,0.015592421699171109,0.6679491519927978,0.01432694104385222,1.2640040049964623,0.02520633812902216,14.781658554077149,0.7007405436946441,0.11548170745372768,0.005474535497614393,36.72992515563965,1.770787345609109,9.537806606292724,0.8781736287985807,0.4782476363143677,0.10354895826088228
GraphSAGEPairNorm,8,1,pns.6,0.8806216657161713,0.018439917817960012,0.39606780409812925,0.024090340388814396,0.48638999077655587,0.05010530799359843,72.0623291015625,3.9148706579536414,0.562986946105957,0.030584927015262824,0.999995893239975,1.6005940487481534e-07,0.015672131627798038,0.001531781014526652,0.21610084461622545,0.00040968387294697923
GraphSAGEPairNorm,8,10,pns.6,0.7535622715950012,0.006686399227039149,0.8383785724639893,0.018588068970961217,2.7183688220699542,0.032033508487292923,2.521965765953064,0.053067395166621976,0.019702857546508253,0.0004145890247392462,0.9999992430210114,7.460508095015632e-08,0.0168758830055594,0.00026131044500473993,0.17275178067707864,0.0017380320910777998
GraphSAGEPairNorm,8,25,pns.6,0.7677450120449066,0.020699054347890943,0.8988246560096741,0.03945669925676867,2.86546372211716,0.024161780039078318,2.2439451932907106,0.09264626499854986,0.01753082182258364,0.0007237989453011688,0.9999995768070221,8.637533629180348e-08,0.014386396855115849,0.0001828862155219736,0.08089109908498582,0.0016833188632031746
GraphSAGEPairNorm,8,50,pns.6,0.8572079837322235,0.014420450579119734,0.9403739511966706,0.015812252007669683,2.8245182050353903,0.038504221465592,3.464768719673157,0.2600413654758415,0.027068505622446493,0.00203157316778002,0.9999993026256562,8.452752190008765e-08,0.01338235409930345,0.0003291437376220004,0.08364635416673386,0.01153754170004148
GraphSAGEPairNorm,8,100,pns.6,0.9748814642429352,0.0056372365358862055,0.9994570195674897,0.02044402620445402,2.304977066560501,0.051731002549120254,6.913830375671386,0.48864867880086155,0.054014299809932664,0.0038175678031317373,0.9999985933303833,7.539457463481817e-08,0.00965354852378364,0.0002862180919544297,0.13678616854599984,0.010714211757487936
GraphSAGEPairNorm,8,200,pns.6,0.9940104007720947,0.0023112911596532243,1.0299176692962646,0.014524274300472557,2.1223152131866003,0.04069630461933467,11.58865041732788,0.21426143599615002,0.09053633138537402,0.0016739174687199303,0.9999983787536622,7.847316124562175e-08,0.00824122410267588,9.057203834953152e-05,0.19005782022896817,0.011185952496897005
GraphSAGEPairNorm,8,400,pns.6,0.9967662155628204,0.0007500174842271709,1.0533549547195435,0.006962896518904844,2.107262362392423,0.02185142297962106,13.5722487449646,0.19418084162267935,0.10603319332003588,0.0015170378251771865,0.9999983787536622,1.043790620759025e-07,0.00804463289678093,2.334488538627838e-05,0.2513364413443171,0.020772698862731042
GraphSAGEPairNorm,8,600,pns.6,0.9987530469894409,0.0005829794007920087,1.0455772280693054,0.010762175263678921,2.0584126473201185,0.027801103700289313,14.351499843597413,0.32078803292541713,0.11212109252810473,0.002506156507229814,0.9999982893466951,5.6545931002046276e-08,0.008046382945030869,1.9540811571948472e-05,0.28641402759301016,0.03452316043619866
GraphSAGEPairNorm,8,800,pns.6,0.9989316523075104,0.000468111676675744,1.045943808555603,0.007841157431503805,2.04112875192661,0.025052459385780868,14.6343599319458,0.32434183164792924,0.11433093696832655,0.0025339205597494445,0.9999982774257662,6.559520566671108e-08,0.00807486483827228,2.4816830816043062e-05,0.28876286454948197,0.024534571750725306
