num_layers,metric,n,spearman_rho,spearman_pvalue,spearman_holm_pvalue
4,mean_pairwise_cosine_distance,10,0.35258521533443743,0.31766237942092473,1.0
4,mean_edge_cosine_distance,10,0.09118583155200968,0.8021812915092663,1.0
4,normalized_dirichlet_energy,10,0.10942299786241164,0.7634826463741492,1.0
4,effective_rank_ratio,10,0.4012176588288426,0.25049600352532764,1.0
8,mean_pairwise_cosine_distance,10,0.1515151515151515,0.6760651759978538,1.0
8,mean_edge_cosine_distance,10,-0.11515151515151514,0.7514196523258483,1.0
8,normalized_dirichlet_energy,10,-0.406060606060606,0.24428229408662638,0.9771291763465055
8,effective_rank_ratio,10,0.24848484848484845,0.48877630451924314,1.0
