epoch,loss,train_acc,val_acc,test_acc
1,1.615001916885376,0.29607371794871795,0.3046875,0.3025936599423631
2,1.595012903213501,0.27684294871794873,0.2842548076923077,0.2756964457252642
3,1.5610628128051758,0.28565705128205127,0.2980769230769231,0.28434197886647455
4,1.554587721824646,0.296474358974359,0.30528846153846156,0.3016330451488953
5,1.5502774715423584,0.3016826923076923,0.31009615384615385,0.30835734870317005
6,1.5358765125274658,0.31850961538461536,0.3137019230769231,0.3227665706051873
7,1.518086552619934,0.3233173076923077,0.3125,0.33045148895292986
8,1.4871304035186768,0.3269230769230769,0.3010817307692308,0.33045148895292986
9,1.4639731645584106,0.3501602564102564,0.31310096153846156,0.3314121037463977
10,1.421752691268921,0.3762019230769231,0.3058894230769231,0.3218059558117195
11,1.3884848356246948,0.38661858974358976,0.2902644230769231,0.29010566762728146
12,1.3562906980514526,0.3954326923076923,0.28846153846153844,0.29010566762728146
13,1.3381462097167969,0.43309294871794873,0.3076923076923077,0.31892411143131605
14,1.3010141849517822,0.42948717948717946,0.30408653846153844,0.31316042267050914
15,1.295488953590393,0.43830128205128205,0.2956730769230769,0.3112391930835735
16,1.2897722721099854,0.45913461538461536,0.29867788461538464,0.30643611911623436
17,1.2402058839797974,0.46113782051282054,0.29927884615384615,0.287223823246878
18,1.2514668703079224,0.5076121794871795,0.3112980769230769,0.30643611911623436
19,1.2178966999053955,0.5176282051282052,0.31009615384615385,0.3227665706051873
20,1.1976819038391113,0.5100160256410257,0.30528846153846156,0.3218059558117195
21,1.1868724822998047,0.5360576923076923,0.31310096153846156,0.3150816522574448
22,1.161008358001709,0.5248397435897436,0.3076923076923077,0.3227665706051873
23,1.1435407400131226,0.5641025641025641,0.31009615384615385,0.3208453410182517
24,1.1158275604248047,0.577323717948718,0.31310096153846156,0.32468780019212296
25,1.137714147567749,0.5689102564102564,0.3251201923076923,0.3314121037463977
26,1.1021956205368042,0.5697115384615384,0.3155048076923077,0.32372718539865514
27,1.085549235343933,0.5825320512820513,0.32992788461538464,0.31892411143131605
28,1.0704265832901,0.6041666666666666,0.3239182692307692,0.32468780019212296
29,1.0437942743301392,0.6001602564102564,0.32572115384615385,0.32468780019212296
30,1.050491452217102,0.594551282051282,0.3034855769230769,0.2862632084534102
31,1.019425392150879,0.6205929487179487,0.31430288461538464,0.31988472622478387
32,0.9898417592048645,0.6001602564102564,0.3215144230769231,0.3333333333333333
33,1.0121874809265137,0.6254006410256411,0.32752403846153844,0.35350624399615754
34,0.9732519388198853,0.6674679487179487,0.32872596153846156,0.33429394812680113
35,0.9500536918640137,0.6426282051282052,0.3245192307692308,0.3016330451488953
36,0.9873611330986023,0.625,0.3155048076923077,0.32468780019212296
37,1.0366350412368774,0.6330128205128205,0.33052884615384615,0.3448607108549472
38,0.9421216249465942,0.5833333333333334,0.32572115384615385,0.31988472622478387
39,1.014001488685608,0.6602564102564102,0.32992788461538464,0.3390970220941403
40,0.9413134455680847,0.6494391025641025,0.3161057692307692,0.32468780019212296
41,0.9805041551589966,0.6582532051282052,0.32872596153846156,0.33045148895292986
42,0.9070002436637878,0.6394230769230769,0.3239182692307692,0.3333333333333333
43,0.9391483664512634,0.6730769230769231,0.3191105769230769,0.3266090297790586
44,0.9001806378364563,0.6730769230769231,0.3269230769230769,0.3218059558117195
45,0.9110358953475952,0.7027243589743589,0.32271634615384615,0.3333333333333333
46,0.8963016867637634,0.6951121794871795,0.3155048076923077,0.34197886647454373
47,0.9007582068443298,0.7303685897435898,0.31790865384615385,0.33525456292026895
48,0.8695635795593262,0.7467948717948718,0.3137019230769231,0.3208453410182517
49,0.8536694049835205,0.7307692307692307,0.31189903846153844,0.33525456292026895
50,0.8268021941184998,0.7423878205128205,0.30709134615384615,0.3285302593659942
51,0.8174501061439514,0.7512019230769231,0.3137019230769231,0.34966378482228627
52,0.7932925820350647,0.7548076923076923,0.31430288461538464,0.3381364073006724
53,0.790053129196167,0.7636217948717948,0.3112980769230769,0.33525456292026895
54,0.7768124341964722,0.7632211538461539,0.3293269230769231,0.3314121037463977
55,0.8062670826911926,0.7395833333333334,0.31971153846153844,0.33621517771373677
56,0.8280087113380432,0.7111378205128205,0.31971153846153844,0.31796349663784823
57,0.9002833366394043,0.75,0.3269230769230769,0.32468780019212296
58,0.7990460395812988,0.7443910256410257,0.3233173076923077,0.3170028818443804
59,0.803640604019165,0.7792467948717948,0.32211538461538464,0.31796349663784823
60,0.813848614692688,0.7684294871794872,0.3215144230769231,0.30931796349663787
61,0.7897186279296875,0.7660256410256411,0.3311298076923077,0.3390970220941403
62,0.7689332365989685,0.7708333333333334,0.3317307692307692,0.3333333333333333
63,0.7758512496948242,0.7732371794871795,0.32872596153846156,0.3314121037463977
64,0.7571660280227661,0.7908653846153846,0.33052884615384615,0.33429394812680113
65,0.7515441179275513,0.7972756410256411,0.3269230769230769,0.33525456292026895
66,0.7196615934371948,0.7964743589743589,0.31790865384615385,0.3266090297790586
67,0.7347966432571411,0.7984775641025641,0.3203125,0.3275696445725264
68,0.7245786786079407,0.796875,0.31850961538461536,0.3285302593659942
69,0.7085142731666565,0.8028846153846154,0.32752403846153844,0.34390009606147937
70,0.7107842564582825,0.8072916666666666,0.3245192307692308,0.33525456292026895
71,0.7182967662811279,0.8088942307692307,0.3371394230769231,0.3333333333333333
72,0.6861305236816406,0.8100961538461539,0.34134615384615385,0.3314121037463977
73,0.6846483945846558,0.8092948717948718,0.33353365384615385,0.3275696445725264
74,0.6889436841011047,0.8084935897435898,0.32872596153846156,0.3390970220941403
75,0.6682800650596619,0.8129006410256411,0.32872596153846156,0.31796349663784823
76,0.6702667474746704,0.8125,0.32632211538461536,0.32468780019212296
77,0.7147645950317383,0.8137019230769231,0.328125,0.3227665706051873
78,0.6727744340896606,0.8120993589743589,0.33353365384615385,0.32468780019212296
79,0.6569964289665222,0.8181089743589743,0.32632211538461536,0.3266090297790586
80,0.6556863784790039,0.8125,0.3323317307692308,0.3227665706051873
81,0.6924660801887512,0.8213141025641025,0.32992788461538464,0.31892411143131605
82,0.6530032753944397,0.8185096153846154,0.33353365384615385,0.32949087415946204
83,0.6712064743041992,0.8169070512820513,0.3317307692307692,0.3285302593659942
84,0.6664276719093323,0.8225160256410257,0.328125,0.3410182516810759
85,0.6485008597373962,0.8125,0.3371394230769231,0.34197886647454373
86,0.6823412775993347,0.8225160256410257,0.32572115384615385,0.33525456292026895
87,0.6156144738197327,0.8213141025641025,0.31850961538461536,0.32949087415946204
88,0.6422855257987976,0.8217147435897436,0.31971153846153844,0.3266090297790586
89,0.6408686637878418,0.8261217948717948,0.3239182692307692,0.33429394812680113
90,0.6411668658256531,0.827323717948718,0.3239182692307692,0.3390970220941403
91,0.614375650882721,0.8253205128205128,0.32211538461538464,0.3381364073006724
92,0.6389817595481873,0.828125,0.32271634615384615,0.3467819404418828
93,0.6450031995773315,0.8285256410256411,0.3191105769230769,0.3467819404418828
94,0.6384344100952148,0.8269230769230769,0.31430288461538464,0.34390009606147937
95,0.6035641431808472,0.8277243589743589,0.3155048076923077,0.3323727185398655
96,0.5896661877632141,0.8257211538461539,0.31971153846153844,0.3275696445725264
97,0.6317440867424011,0.828926282051282,0.3167067307692308,0.33621517771373677
98,0.6177337169647217,0.8305288461538461,0.3173076923076923,0.32949087415946204
99,0.6315983533859253,0.8297275641025641,0.3088942307692308,0.3333333333333333
100,0.6014463901519775,0.8317307692307693,0.31069711538461536,0.32949087415946204
101,0.6416653990745544,0.8241185897435898,0.3167067307692308,0.31412103746397696
102,0.663192629814148,0.8265224358974359,0.32211538461538464,0.3371757925072046
103,0.6312301158905029,0.8241185897435898,0.32632211538461536,0.33525456292026895
