metric,baseline_l4_mean,baseline_l8_mean,pairnorm_l4_mean,pairnorm_l8_mean,baseline_mean_depth_change,pairnorm_mean_depth_change,n_pairs,mean_difference,std_difference,median_difference,minimum_difference,maximum_difference,positive_pairs,negative_pairs,zero_pairs,ci95_low,ci95_high,paired_t_pvalue,wilcoxon_pvalue,exact_sign_flip_pvalue,cohen_dz,paired_t_holm_pvalue,wilcoxon_holm_pvalue,exact_sign_flip_holm_pvalue
mean_pairwise_cosine_distance,0.4526673793792725,0.6061629116535187,0.8980015754699707,0.7727123737335205,0.15349553227424625,-0.1252892017364502,10,-0.2787847340106964,0.06437112411395357,-0.2830054461956025,-0.37269282341003424,-0.17843639850616455,0,10,0,-0.32483306219184566,-0.2327364058295472,2.4795628019283617e-07,0.001953125,0.001953125,-4.3308973992309845,1.2397814009641808e-06,0.015625,0.015625
mean_edge_cosine_distance,0.42823065519332887,0.5696284592151641,0.9050359666347504,0.7287507712841034,0.14139780402183535,-0.17628519535064696,10,-0.3176829993724823,0.05804357880962376,-0.3213164359331131,-0.41906982660293574,-0.23260879516601562,0,10,0,-0.35920487432222514,-0.27616112442273943,3.236751372949387e-08,0.001953125,0.001953125,-5.473180770166599,1.9420508237696322e-07,0.015625,0.015625
normalized_dirichlet_energy,1.0737083108162255,1.2471579267713886,1.9733383451508317,1.8381740023478272,0.1734496159551636,-0.13516434280300427,10,-0.3086139587581679,0.15121800923712797,-0.28661281871826627,-0.5398290457610417,-0.08764742140603454,0,10,0,-0.41678880597575596,-0.2004391115405798,0.0001176250943138948,0.001953125,0.001953125,-2.0408545272820264,0.0001176250943138948,0.015625,0.015625
effective_rank,3.658465361595154,1.812577748298645,4.624590063095093,4.171879315376282,-1.8458876132965087,-0.45271074771881104,10,1.3931768655776977,0.39228593266995454,1.3576212525367737,0.9172617197036743,2.0347259044647217,10,0,0,1.1125524145201688,1.6738013166352266,1.3512066707393881e-06,0.001953125,0.001953125,3.551432130373718,5.4048266829574745e-06,0.015625,0.015625
effective_rank_ratio,0.028581760637462084,0.014160763658583101,0.036129609867930346,0.032592807151377155,-0.014420996978878992,-0.0035368027165532,10,0.010884194262325791,0.0030647338489840237,0.010606416035443602,0.0071661071851849036,0.015896296128630697,10,0,0,0.008691815738438843,0.013076572786212739,1.3512066707393686e-06,0.001953125,0.001953125,3.551432130373723,5.4048266829574745e-06,0.015625,0.015625
mean_embedding_norm,12.393102264404297,75.47777061462402,0.9999972641468048,0.9999971985816956,63.08466835021973,-6.556510924182746e-08,10,-63.08466841578483,10.672933860719237,-62.44932633638382,-77.97014421224594,-47.404106974601746,0,10,0,-70.71962536020713,-55.449711471362534,1.6478352982221795e-08,0.001953125,0.001953125,-5.910714826779,1.3182682385777436e-07,0.015625,0.015625
mean_feature_variance,1.3116459906101228,132.60397033691407,0.0147704036906361,0.01427709637209768,131.29232434630393,-0.0004933073185384204,10,-131.29281765362248,41.44640095830711,-123.74261291977018,-197.37286164984107,-79.0214414820075,0,10,0,-160.94178680750923,-101.64384849973574,3.526883677489482e-06,0.001953125,0.001953125,-3.1677736695568846,7.053767354978964e-06,0.015625,0.015625
gradient_norm,0.4959933456214454,2.342892730684867,0.5458059661975656,0.4907579661502889,1.846899385063422,-0.055048000047276745,10,-1.9019473851106987,0.32827647300473806,-1.9571379575707994,-2.362582899328231,-1.4068902487405892,0,10,0,-2.136782227148133,-1.6671125430732645,1.9643800730581964e-08,0.001953125,0.001953125,-5.793736504179048,1.3750660511407375e-07,0.015625,0.015625
