num_layers,metric,baseline_mean,pairnorm_mean,n_pairs,mean_difference,ci95_low,ci95_high,positive_pairs,negative_pairs,exact_sign_flip_pvalue,cohen_dz,exact_sign_flip_holm_pvalue
4,mean_pairwise_cosine_distance,0.341059672832489,0.9588307499885559,10,0.6177710771560669,0.5957809412707815,0.6397612130413524,10,0,0.001953125,20.09659279364254,0.0078125
4,mean_edge_cosine_distance,0.31793166399002076,0.8807305991649628,10,0.5627989351749421,0.5436499753082588,0.5819478950416254,10,0,0.001953125,21.024750574612316,0.0078125
4,normalized_dirichlet_energy,1.1076129543148618,1.5238911561380528,10,0.41627820182319103,0.3810853210643129,0.45147108258206914,10,0,0.001953125,8.461583140263528,0.0078125
4,effective_rank_ratio,0.058987630531191784,0.6668359637260437,10,0.6078483331948519,0.598149530714638,0.6175471356750658,10,0,0.001953125,44.833215629611054,0.0078125
8,mean_pairwise_cosine_distance,0.3494669318199158,0.7782815039157868,10,0.428814572095871,0.27794150664255723,0.5796876375491847,10,0,0.001953125,2.0332023122585707,0.0078125
8,mean_edge_cosine_distance,0.32768895039334894,0.6298244595527649,10,0.30213550915941595,0.14479620796525705,0.45947481035357485,10,0,0.001953125,1.3736855406188582,0.0078125
8,normalized_dirichlet_energy,0.7805856268359852,0.8688760161934873,10,0.08829038935750219,-0.404670354035921,0.5812511327509253,4,6,0.685546875,0.1281220474565912,0.685546875
8,effective_rank_ratio,0.018822013679891773,0.3791436657309532,10,0.36032165205106137,0.23054147223351734,0.4901018318686054,10,0,0.001953125,1.9861166977440878,0.0078125
