model,num_layers,epoch,selected_representation,mean_mean_pairwise_cosine_distance,std_mean_pairwise_cosine_distance,mean_mean_edge_cosine_distance,std_mean_edge_cosine_distance,mean_normalized_dirichlet_energy,std_normalized_dirichlet_energy,mean_effective_rank,std_effective_rank,mean_effective_rank_ratio,std_effective_rank_ratio,mean_mean_embedding_norm,std_mean_embedding_norm,mean_mean_feature_variance,std_mean_feature_variance,mean_gradient_norm,std_gradient_norm
GraphSAGEPairNorm,4,50,pns.2,0.9588307499885559,0.003925783497950415,0.8807305991649628,0.00590530727825128,1.5238911561380526,0.03875597485372895,85.3550033569336,1.4437899663793201,0.6668359637260437,0.011279609112338438,0.9999959707260132,1.690550437634107e-07,0.01126217944547528,0.00023663452154121467,0.13853205501864937,0.0037795602467070666
GraphSAGEPairNorm,4,100,pns.2,0.8076123476028443,0.011262905005321708,0.7614401340484619,0.010193374727303374,1.7394567587622696,0.05401614159928562,44.66501808166504,0.9917832318711317,0.3489454537630081,0.0077483064989932226,0.9999979615211487,6.76687016980548e-08,0.0159004287794232,0.00035345729340381025,0.1688206904259168,0.0039023729362565184
GraphSAGEPairNorm,4,200,pns.2,0.7976491630077363,0.007748524782705376,0.7853090524673462,0.015617823592955937,1.861845422374715,0.04558931041563029,19.667156410217284,0.7367318007836103,0.1536496594548225,0.005755717193621931,0.9999986350536346,5.2189531023032545e-08,0.015337454993277742,0.00018881928534442865,0.2563311463231413,0.007144583005373502
GraphSAGEPairNorm,4,400,pns.2,0.8678040385246277,0.01521426370171686,0.8574814558029175,0.011601135782192858,1.9176632829477813,0.054261895512337684,7.591820907592774,0.39153249104421783,0.05931110084056849,0.0030588475862829306,0.9999985337257385,1.0588099631369125e-07,0.01525043593719597,0.0003064443730548804,0.3886172090751367,0.01080109144925786
GraphSAGEPairNorm,4,600,pns.2,0.8835468411445617,0.019805019732927552,0.8896425485610961,0.01834045987025996,1.9561289950384821,0.05710659664329679,5.374716138839721,0.17446961842078634,0.04198996983468527,0.0013630438939123942,0.9999980568885803,1.0954577732297114e-07,0.01495699984952803,0.0003884571130871197,0.4647301955742381,0.01595499882534249
GraphSAGEPairNorm,4,800,pns.2,0.8980015754699707,0.009358128072565874,0.9050359666347504,0.0158860712598823,1.9733383451508313,0.05422998158168071,4.624590063095093,0.111781480572032,0.03612960986793035,0.0008732928169689989,0.9999972641468048,1.417482613141947e-07,0.0147704036906361,0.00018111978405861267,0.5458059661975657,0.0386463832833401
GraphSAGE,8,1,convs.6,0.03460749387741084,0.00015703548552701286,0.015231699589639842,6.764168643256994e-05,0.03042402154995061,0.00014249172621997157,6.952816963195801,0.022505740791907532,0.05431888252496714,0.00017582609993677814,0.6257675290107727,0.0008367840336838782,0.0001068747726094,7.406536641992083e-07,0.17155520155843923,0.0055876984933377945
GraphSAGE,8,10,convs.6,0.03427472114562983,0.0007826897812561171,0.015038586873561091,0.00032076792602741936,0.03116375992057721,0.0007627012347670426,5.181400489807129,0.10218449649541915,0.04047969132661814,0.0007983163788704649,0.6671003878116608,0.005291091110912234,0.00012617160391524,5.135461392703733e-06,0.13949895955833141,0.006305868895656684
GraphSAGE,8,25,convs.6,0.0562968552112579,0.0014120720279505907,0.02382896244525906,0.0005838372071552092,0.06932058341294055,0.0022916677777288235,2.5430479288101195,0.04025186321939012,0.019867561943829,0.0003144676814014685,1.0651331782341003,0.026396030488420937,0.00082648583920667,7.089470323604442e-05,0.07670459254143944,0.007625372975548433
GraphSAGE,8,50,convs.6,0.04416201114654536,0.003774279513717458,0.0185430826619267,0.0015006606472519296,0.052664880052033326,0.004323194709585988,2.187493896484375,0.05084933568726828,0.01708979606628411,0.0003972604350567905,1.0973053693771362,0.03645211580541401,0.00062647683371319,7.902979158271635e-05,0.04665756893851638,0.002955033706443884
GraphSAGE,8,100,convs.6,0.03412052392959591,0.005232498363810485,0.015608011465519628,0.002150826633945004,0.03217962897177271,0.00469097147246651,2.1778382778167726,0.12508376190346457,0.01701436154544349,0.0009772168898708206,1.0935877680778503,0.04044606630220147,0.0003441000299062,6.105096304536288e-05,0.03122710119643058,0.0011865317474123677
GraphSAGE,8,200,convs.6,0.5821834206581116,0.049039868174840365,0.5574773907661438,0.03178036795696622,1.3077606248034717,0.05785870226279168,2.7262140035629274,0.12700757036043978,0.02129854690283531,0.0009922466434409269,6.04849259853363,1.2711195081277433,0.4809215381741524,0.21924518471736748,0.2792971776471741,0.03838475394605231
GraphSAGE,8,400,convs.6,0.6071165859699249,0.017261677430681816,0.5467015981674195,0.013487294478941871,1.2572061707917583,0.028304887435731268,1.945777142047882,0.06976645443625563,0.01520138392224902,0.0005450504252832495,42.1467788696289,3.614437801047369,34.464335441589355,5.094721458961944,1.5663922524274905,0.2349674023008621
GraphSAGE,8,600,convs.6,0.5918200373649597,0.01973067129392793,0.550859534740448,0.013330089169427633,1.2418761980091773,0.04023794696768832,1.819355547428131,0.057312540495317206,0.014213715214282219,0.00044775422261967,69.31845474243164,7.213251181925922,105.07626190185547,23.0222055387924,1.9991394271448475,0.2807924179932177
GraphSAGE,8,800,convs.6,0.6061629116535187,0.029895012824187227,0.5696284592151641,0.019315715430437048,1.2471579267713888,0.05528603962724283,1.812577748298645,0.09083892728701229,0.014160763658583101,0.000709679119429777,75.47777061462402,10.774166406067945,132.60397033691407,41.453622429905664,2.3428927306848673,0.38025732168780946
GraphSAGEPairNorm,8,1,pns.6,0.9575400292873383,0.0003100609717774615,0.836913812160492,0.0006027485508036367,1.049491012177216,0.0012445951618430349,98.94921188354492,0.06823267638092446,0.7730407178401947,0.0005330677842260036,0.9999940991401672,4.8666988711617933e-08,0.012490820605307758,2.3968885604736475e-05,0.19541730013150144,0.0028475983070837562
GraphSAGEPairNorm,8,10,pns.6,0.960864132642746,0.0016250682429187473,0.8316321313381195,0.003532925032874626,1.0384656762104325,0.006621016765770848,98.28971328735352,0.23490098991359887,0.7678883850574494,0.0018351639836999912,0.9999941647052765,1.8848643661378692e-08,0.012287895940244141,9.549460019612065e-05,0.179290577705265,0.0032399500742253747
GraphSAGEPairNorm,8,25,pns.6,0.9531723499298096,0.0058075280685966,0.8025695145130157,0.010053726300616708,0.9583813537899839,0.018775654717636835,92.73282928466797,0.976020633476724,0.7244752287864685,0.007625161199036913,0.9999946534633637,1.0150305247659706e-07,0.01288063582032914,0.0004126454844786306,0.1609003355901655,0.0028008216876041704
GraphSAGEPairNorm,8,50,pns.6,0.9157235741615295,0.03172782008540285,0.7254905760288238,0.034354726298038776,0.8370303675173594,0.03949880657946858,78.81755294799805,5.295713977086585,0.6157621324062348,0.041372765445988946,0.999995619058609,2.48551289246821e-07,0.01696323631331319,0.002955789775535072,0.14519225712561049,0.003401656172237228
GraphSAGEPairNorm,8,100,pns.6,0.7142690658569336,0.059426591873385504,0.5830266654491425,0.0338111984616481,0.932372417475418,0.1563167590173045,34.706991577148436,7.530554825015439,0.2711483716964721,0.05883245957043311,0.9999971449375152,3.109232809956757e-07,0.0275151571258902,0.004812234923078576,0.1370436293295275,0.010026469036002756
GraphSAGEPairNorm,8,200,pns.6,0.4750635325908661,0.018334533535782484,0.4223714530467987,0.027514867158043632,1.8428384210478186,0.10274994608224929,3.638117718696594,0.22479934645412034,0.028422794677317086,0.0017562448941728151,0.9999989032745361,7.539457469062308e-08,0.02226764783263201,0.00038384130292712625,0.21582819508176226,0.007331223759144942
GraphSAGEPairNorm,8,400,pns.6,0.5800005435943604,0.030408565572502138,0.5450472950935363,0.0296521893582073,1.8633936062796468,0.08672607394441864,2.6195961475372314,0.17194944166507303,0.02046559490263457,0.001343355013008385,0.9999991059303284,5.619579802535092e-08,0.01579059129580851,0.0002815369496140949,0.28919166688950976,0.029397594161510603
GraphSAGEPairNorm,8,600,pns.6,0.7041657865047455,0.053778577543737556,0.6460724830627441,0.03682355557406114,1.7941080925984008,0.09359611273588393,2.865343952178955,0.26484731952883095,0.02238549962639805,0.002069119683818997,0.9999985456466675,1.198697338208208e-07,0.01478248024359341,0.000381624489802079,0.34314072106069554,0.021351204857807116
GraphSAGEPairNorm,8,800,pns.6,0.7727123737335205,0.05553651923691106,0.7287507712841034,0.04656098937103893,1.8381740023478272,0.12935832111270582,4.171879315376282,0.4060527108625159,0.03259280715137715,0.003172286803613389,0.9999971985816956,2.5752149816032314e-07,0.01427709637209768,0.0009471626420154447,0.4907579661502889,0.09910209906155107
