distance,width,graph_seed,acc_base,spec_base,acc_pn,spec_pn,acc_rew,spec_rew,acc_pn_rew,spec_pn_rew,pairnorm_gain_pp,rewiring_gain_pp,rewiring_after_pairnorm_pp,pairnorm_after_rewiring_pp
4,1,4,0.6078559027777778,0.7097582024327135,0.9830729166666666,0.9333929496319678,1.0,0.9979143887734508,1.0,0.9692300431820522,37.521701388888886,39.21440972222222,1.692708333333337,0.0
4,1,5,0.6047092013888888,0.64108338818562,0.9833984375,0.9385577339950584,1.0,0.99760584900831,1.0,0.9647057289294384,37.868923611111114,39.529079861111114,1.66015625,0.0
4,2,1,0.5942925347222222,0.4975419612968341,0.9861111111111112,0.9255083920952596,1.0,0.9909697601295208,1.0,0.9632790380569934,39.18185763888889,40.57074652777778,1.388888888888884,0.0
4,2,2,0.6223958333333334,0.5651660747181989,0.9793836805555556,0.9213463887777824,1.0,0.995888363625813,1.0,0.96590367454512,35.69878472222222,37.760416666666664,2.061631944444442,0.0
4,2,3,0.7007378472222222,0.6831365558618202,0.9826388888888888,0.9236821506082392,0.9993489583333334,0.9923312247448092,1.0,0.9693237902952124,28.190104166666664,29.861111111111114,1.736111111111116,0.06510416666666297
4,2,4,0.6809895833333334,0.7144400537471342,0.9858940972222222,0.9244479518761476,1.0,0.9956463236355348,1.0,0.9684578910453212,30.490451388888886,31.901041666666664,1.410590277777779,0.0
4,2,5,0.6702473958333334,0.6454341326184664,0.9873046875,0.9251403145509434,0.9997829861111112,0.995016398612338,1.0,0.9657351710496463,31.705729166666664,32.95355902777778,1.26953125,0.021701388888883955
4,4,1,0.7020399305555555,0.56516102203206,0.9899088541666666,0.889434285707642,1.0,0.9893553049458802,1.0,0.956249650875572,28.786892361111114,29.796006944444454,1.009114583333337,0.0
4,4,2,0.6343315972222222,0.4987710473859401,0.9881727430555556,0.8895969771505133,1.0,0.9901321813022655,1.0,0.9565222122466356,35.384114583333336,36.56684027777778,1.182725694444442,0.0
4,4,3,0.6355251736111112,0.492501505330445,0.9903428819444444,0.890798081215611,1.0,0.978765306320176,1.0,0.959887715443398,35.48177083333333,36.447482638888886,0.965711805555558,0.0
4,4,4,0.6932508680555555,0.5729407551420184,0.9871961805555556,0.9063135862533708,1.0,0.9901725496502451,1.0,0.9569859161259772,29.39453125000001,30.674913194444454,1.280381944444442,0.0
4,4,5,0.8077256944444445,0.7163611091106455,0.9857855902777778,0.8887453986403623,1.0,0.9875011446644324,1.0,0.9581174361517776,17.805989583333325,19.227430555555546,1.421440972222221,0.0
4,8,1,0.8588324652777777,0.7153703596903623,0.9954427083333334,0.8157152039014237,1.0,0.9576697243783542,1.0,0.9295109789598008,13.66102430555557,14.116753472222232,0.45572916666666297,0.0
